id,br,t,dsc,amt,ccy,cluster_id,link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_4_15281869,Intel,"Intel SSD D3-S4510 Series (240GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack","Intel SSD D3-S4510 Series (240GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",51127.0,KZT,2847398,https://itmag.kz/catalog/servernye_zhestkie_diski/22981-intel-ssd-d3-s4510-series-240gb-2-5in-sata,"Intel SSD D3-S4510 Series (240GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack. Description: Intel SSD D3-S4510 Series (240GB, 2.5in SATA 6Gb/s, 3D2, TLC) Generic Single Pack",SSD D3-S4510 Series,,SSD,,,240.0 GB,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_15540,Asus,ASUS GT1030-SL-2G-BRK NVIDIA GeForce GT 1030 2 GB GDDR5,"NVIDKA GeForce GT 1p30, GDDR5 2GB, 1920 x 1200, HDMI, DVI, HDCP, PCI Edpress 3.0",108.11,,285492,https://www.mymediacenter.nl/asus-asus-gt1030-sl-2g-brk-2gbdvihdmipassivelp.html,"ASUS GT1030-SL-2G-BRK NVIDIA GeForce GT 1030 2 GB GDDR5. Description: NVIDIA GeForce GT 1030, GDDR5 2GB, 1920 x 120p, HDMI, DVI, HXCP, PCI Express e.0",GT193o-SL-2G-GRK,GT1030-SL-2G-BRK,GPU,GeForce GT 1030,,,,,LCI Edpress c16,,,,,,,GDDR5,,
products_4_75216146,,Seagate IronWolf Pro HDD NAS 12TB 256MB 7200rpm SataIII 3.5,Seagate IronWolf Pro HDD NAS 12TB 256MB 7200rpm SataIII 3.5,643.97,USD,2860605,https://www.nexths.it/Products/details/sku/ST12000NE0007,Seagate IronWolf Pro HDD NAS 12TB 256MB 7200rpm SataIII 3.5. Description: Seagate IronWolf Pro HDD NAS 12TB 256MB 7200rpm SataIII 3.5,IronWolf Pro HDD NAS,,HDD,,,,,,XSFA,SATA III,,,,,3.5-inch SATA,,,
products_4_66019654,Seagate,"Seagate Enterprise ST1000NM001A - 3.5\"" - 1000 Go - 7200 tr/min","1TB - SAS - 7200 RPM - 3.5\""",124.9,EUR,2862346,https://pcandco.bzh/hdd/12374-seagate-enterprise-st1000nm001a-disque-dur-35-1000-go-sas-8719706015622.html,"Seagate Enterprise ST1000NM001A - 3.5\"" - 1000 Go - 7200 tr/min. Description: 1TB - SAS - 7200 RPM - 3.5\""",Enterprise,ST1000NM001A,,,,1000000 MB,,,,SAS,,,,,"3.5""",,,
products_4_81589317,Seagate,Seagate IronWolf 510 M.2 240 GB PCI Express 3.0 3D TLC NVMe,"Seagate IronWolf 510, 240 GB, M.2, 2450 MB/s",112.0,EUR,2865325,https://www.mymediacenter.nl/240gb-seagate-ironwolf-510-ssd-pcie-zp240nm30011.html,"Seagate IronWolf 510 M.2 240 GB PCI Express 3.0 3D TLC NVMe. Description: Seagate IronWolf 510, 240 GB, M.2, 2450 MB/s",1ronWolf 5l0,,,,,,,,PCI Express x16,,,,,,,,,M.2 2280
products_4_72348848,,Western Digital Purple 10TB 7200 RPM Surveillance Desktop Internal Hard Disk Drive ( WD101PURZ ),ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,30601.5,KJD,288547,https://starcomp.in/wd-purple-10tb-hdd-wd101purz.html,Western Digital Purple 10TB ( RPM Surveillance Desktop Internal Hard Disk Drive 7200 WD101PURZ ). Description: ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,Purple,WD101PURZ,,,,,,,,,,,,,,,,
products_4_41953107,GB,Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8G Graphics Card,"Gigabyte GV-N207SGAMING-OC-8GD RTX2070 Super Gaming -OC-8GB,1770Mhz /1815Mhz,256Bit,DP1.3x3,HDMI2.0x1.",802.09,AUD,289846,https://www.shoppingexpress.com.au/buy/gigabyte-geforce-rtx-2070-super-gaming-oc-3x-8g-gr/GV-N207SGAMING-OC-8GD,"Gigabyte GeForce RTX 2070 SUPER GAMING OC 3X 8G Graphics Card. Description: Gigabyte GV-N207SGAMING-OC-8GD RTX2070 Super Gaming -OC-8GB,1770Mhz /1815Mhz,256Bit,DP1.3x3,HDMI2.0x1.",GeForce RTX 2070 SUPER GAMiNG OC 3X 8G,GV-N207SGAMING-OC-8GD,GPU,GeForce RTX 2070 Super,,,,,,,,,,,,,,
products_4_73689335,,"Crucial MX500 SSD 2.5\"" - 500GB","Solid-State-Drive, verschlüsselt, 500 GB, intern, 2.5\"" (6.4 cm), SATA 6Gb/s, 256-Bit-AES, TCG Opal Encryption 2.0",60.14,EUR,2900418,https://www.proshop.de/SSD/Crucial-MX500-SSD-25-500GB/2637975,"Crucial MX500 2.5"" SSD with 500GB storage. Description: solid-state drive, encrypted, 500 GB, internal, 2.5"" (6.4 cm), SATA 6Gb/s, 256-bit AES, TCG Opal Encryption 2.0",MX500,,SSD,,,,,,,SATAIII,,,,,,,,
products_4_59641242,Samsung,,"MU-PC500S/WW, Portablc Externol SSD, Fingerprint ID, USB 3.2 Gen2/Type-C, Bus Powered",125.57,G BP,292413,https://www.novatech.co.uk/products/samsung-t7-touch-silver-500gb-portable-ssd-with-fingerprint-id/mu-pc500sww.html,"Samsung T7 Touch Silver 500GB Portable SSD with Fingerprint ID. Description: MU-PC500S/WW, Portable External SSD, Fingerprint ID, USB 3.2 Gen2/Type-C, Bus Powered",T7 Touch,MU-PC500S/WW,SSD,,,,,,USB 3.2 Gen 2,USB Type-C,,,,,,,,
products_4_55744888,Zotac,Zotac GeForce RTX 2060 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,Zotac GeForce RTX 2060 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,350.0,EUR,2949522,https://www.nexths.it/Products/details/sku/ZT-T20600K-10M,Zotac GeForce RTX 2060 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x. Description: Zotac GeForce RTX 2060 6GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,,,GPU,GeFofve RTX 2069,6000 MB,,,,PCI Express x16,,,,,,,GDDR6,,
products_4_60975501,Kingston,Kingston Technology DataTraveler SE9 16GB USB flash drive USB Type-A 2.0 Zilver,SYstem Specific,4.99,EUR,297025,https://www.hardware-deals.eu/shop/opslagmedia/usb-sticks/kingston-technology-datatraveler-se9-16gb-usb-flash-drive-usb-type-a-2-0-zilver,Kingston Technology DataTraveler SE9 16GB USB flash drive USB Type-A 2.0 Zilver. Description: System Specific,DataTraveler SE9,,USB_STICK,,,,,,USB 2.0,USB Type-A,,,,,USB Type-A,,Zilver,
products_4_55606874,WD,WD HDD3.5 12TB SATA WD121KRYZ,"HDD intern WD, 3.5\"", 12TB, GOLD, SATA3, 7200rpm, 256MB","1,636.15",RON,299535,https://www.computershop.ro/ro/hard-discuri-servere/12003-wd-hdd35-12tb-sata-wd121kryz.html,"WD HDD3.5 12TB SATA WD121KRYZ. Description: HDD intern WD, 3.5\"", 12TB, GOLD, SATA3, 7200rpm, 256MB",GOLD,,HDD,,,,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_4_97121064,G9gzhyte,GIGABYTE RTX 2080 Ti XTREME WATERFORCE 11G,GIGABYTE RTX 2080 Ti XTREME WATERFORCE 11G N208TAORUSX W-11GC,,,3031095,https://apshop.vn/products/gigabyte-rtx-2080-ti-xtreme-waterforce-11g,GIGABYTE RTX 2080 Ti Ti WATERFORCE 11G. Description: GIGABYTE RTX 2080 XTREME XTREME WATERFORCE 11G N208TAORUSX W-11GC,RTX 2080 Ti XTREME WATERFORCE 11G,N208TAORUSX W-11GC,GPU,GeForce RTX 2080 Ti,,,,,,,,,,,,,,
products_4_43921466,,USB 3.0 KINGSTON 16GB DataTraveler,"USB 3.0 KINGSTON 16GB DataTraveler, fara capac, SE9 G2, Silver",32.9,GBP,3038519,https://www.pro-computers.ro/product/1583/usb-3-0-kingston-16gb-datatraveler.html,"USB 3.0 KINGSTON 16GB DataTraveler. Description: USB 3.0 KINGSTON 16GB DataTraveler, fara capac, SE9 G2, Silver",DataTraveler,5E9 62,USB_STICK,,,16000,,,,,,,,,,,,
products_4_66179582,ADATA,ADATA SPECTRIX S40G internal solid state drive M.2 SSD,Adata XPG Spectrix S40G RGB 256GB M.2 NVMe 3500/1200 MB/s 3D TLC,54.0,,305696,https://www.nexths.it/Products/details/sku/4710273771106,Adata XPG Spectrix S40G RGB 256GB M.2 NVMe 3500/1200 MB/s 3D TLC. Description: Adata XPG Spectrix S40G RGB 256GB M.2 NVMe 3500/1200 MB/s 3D TLC,XPG Spectrix S40G RGB,,,,,238.42 GiB,3.50 GB/s,"1,200.0 MB/s",,NVMe,,,,,M.2,,,
products_4_79398825,,WD BLUE 250GB M.2 SSD DRIVE,"SPECIFICATIONSBrandWestern DigitalSeriesWD Blue SSDModelWDS250G2B0BInterfaceWD Blue SSD M.2 2280SATA III 6Gb/sPerformanceSequential ReadUp to 550 MB/sSequential WriteUp to 525 MB/sRandom Read95,000 IOPSRandom Write81,000 IOPSEndurance100 TBWPowerAverage Active Power52 mWMaximum Read Operating2200 mWMaximum Write Operating2250 mWSlumber56 mWDEVSLP5 - 7 mWReliabilityMTTFUp to 1.75M HoursEnvironmentalOperating Temperatures0°C - 70°CNon-Operating Temperatures-55°C - 85°COperating Vibrations5.0 gRMS, 10 - 2000 HzNon-Operating Vibrations4.9 gRMS, 7 - 800 HzShock1,500G  0.5 msec Half SineCertificationsFCC, UL, TUV, KC, BSMI, VCCI, MoroccoPhysical DimensionsSize2.23 x 22 x 80 mmWeight7±1 gWARRANTY 2YEARS","13 198,16",LKR,3065693,https://comnet.lk/index.php/product/wd-blue-250gb-m-2-ssd-drive,"WD BLUE 250GB M.2 SSD DRIVE. Description: SPECIFICATIONSBrandWestern DigitalSeriesWD Blue SSDModelWDS250G2B0BInterfaceWD Blue SSD M.2 2280SATA III 6Gb/sPerformanceSequential ReadUp to 550 MB/sSequential WriteUp to 525 MB/sRandom Read95,000 IOPSRandom Write81,000 IOPSEndurance100 TBWPowerAverage Active Power52 mWMaximum Read Operating2200 mWMaximum Write Operating2250 mWSlumber56 mWDEVSLP5 - 7 mWReliabilityMTTFUp to 1.75M HoursEnvironmentalOperating Temperatures0°C - 70°CNon-Operating Temperatures-55°C - 85°COperating Vibrations5.0 gRMS, 10 - 2000 HzNon-Operating Vibrations4.9 gRMS, 7 - 800 HzShock1,500G @ 0.5 msec Half SineCertificationsFCC, UL, TUV, KC, BSMI, VCCI, MoroccoPhysical DimensionsSize2.23 x 22 x 80 mmWeight7±1 gWARRANTY 2YEARS",WDBlue SSD,,SSD,,,232.83,,525.0,SATA,SATAIII,,,,,M.2,,,
products_4_37356406,Seagate,"Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280","Seagate 5SD FireCuda 520 500G8, PCI Express 4.0 x4, M.2 2280",611,RON,307333,https://www.garagemall.ro/solid-state-drive-ssd/seagate/161545-ssd-firecuda-520-500gb-pci-express-4-0-x4-m-2-2280,"Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280. Description: Seagate SSD FireCuda 520 500GB, PCI Express 4.0 x4, M.2 2280",,,SSD,,,465.66 GiB,,,,,,,,,,,,M.2 2280
products_4_79346122,Asus,"ASUS ROG Strix GeForce RTX 2080 SUPER OC Edition (Base:1680MHz,Boost:1890MHz), 8GB GDDR6 (15500MHz), PCI-E 3.0, 2x DisplayPort 1.4, 2x HDMI 2.0b, USB Type-C, Aura RGB","ASUS ROG Strix GeForce RTX 2080 SUPER OC Edition (Base:1680MHz,Boost:1890MHz), 8GB GDDR6 (15500MHz), PCI-E 3.0, 2x DisplayPort 1.4, 2x HDMI 2.0b, USB Type-C, Aura RGB","1 408,92",AUD,3084900,https://www.scorptec.com.au/product/Graphics-Cards/NVIDIA/78092-ROG-STRIX-RTX2080S-O8G-GAMING,"ASUS ROG Strix GeForce RTX 2080 SUPER OC Edition (Base:1680MHz,Boost:1890MHz), 8GB GDDR6 (15500MHz), PCI-E 3.0, 2x DisplayPort 1.4, 2x HDMI 2.0b, USB Type-C, Aura RGB. Description: ASUS ROG Strix GeForce RTX 2080 SUPER OC Edition (Base:1680MHz,Boost:1890MHz), 8GB GDDR6 (15500MHz), PCI-E 3.0, 2x DisplayPort 1.4, 2x HDMI 2.0b, USB Type-C, Aura RGB",ROG Strix GeForce RTX 2080 SUPER OC Edition,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_4_36358120,Seagate,"Seagate, BARRACUDA, 1TB, 7200RPM, SATAIII 6GB/S, 3.5″, 64MB , ST1000DM003 Desktop internal","Seagate, BARRACUDA, 1TB, 7200RPM, SATAIII 6GB/S, 3.5″, 64MB , ST1000DM003 Desktop internal",79.0,W7S,3090121,https://www.notebooksrus.net.au/accessories/hard-disk-accessories/seagate-barracuda-1tb-7200rpm-sataiii-6gbs-3-5-64mb-st1000dm003-desktop-internal,"Seagate, BARRACUDA, 1TB, 7200RPM, SATAIII 6GB/S, 3.5″, 64MB , ST1000DM003 Desktop internal. Description: Seagate, BARRACUDA, 1TB, 7200RPM, SATAIII 6GB/S, 3.5″, 64MB , ST1000DM003 Desktop internal",BARRACUDA,ST1000DM003,,,,931.32,,,SATA,,,,,,3.5″,,,
products_4_81150975,Patriot,SSD Patriot VPN100 1TB PCI Express x4 M.2 2280,Garantie 36 luni,725.99,RON,3093891,https://pcfrog.ro/solid-state-drive-ssd/82084-ssd-patriot-vpn100-1tb-pci-express-x4-m2-2280.html,SSD Patriot VPN100 1TB PCI Express x4 M.2 2280. Description: Garantie 36 luni,VPN100,,SSD,,,931.32 GiB,,,PCIExpress x4,,,,,,M.2,,,M.2 2280
products_4_35714440,Zotac,Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 ,0.49,EUR,3100816,https://www.nexths.it/Products/details/sku/ZT-T20610D-10P,Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x. Description: Zotac GeForce RTX 2060 AMP Super 8GB GDDR6 HDMI/3*DP PCi Ex 3.0 16x,GeForce RTX 2060 AMP Super,,,GeForce RTX 2060,7.45 GiB,,,,PCI Express x16,,,,,,,,,
products_4_84448401,Western Digital,"WD Green SSD 240GB 2.5\""","SSD Disk 2,5"", SATA III, TLC (Triple-Level Cell), read speed 545MB/s",31.33,EUR,310315,https://www.alzashop.com/accessories/wd-green-ssd-240gb-25-5221686.htm,"WD Green SSD 240GB 2.5\"". Description: SSD Disk 2,5"", SATA III, TLC (Triple-Level Cell), read speed 545MB/s",Green,,SSD,,,240.0,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_98508641,Seagate,HD Seagate BarraCuda Pro 10TB Sata 6.0GBp/s 256MB,"ModelBrandSeagateSeriesBarraCuda ProModelST10000DM0004PackagingBare DrivePerformanceInterfaceSATA 6.0Gb/sCapacity10TBRPM7200 RPMCache256MBAverage Latency6Gb/sFeaturesFeaturesHighest capacity. Up to 12TB means you get the highest storage capacity available in the 3.5-inch PC class.Peace of mind. 300TB/year workload limit means this drive has your back.Incredible speed. Delivers 7200-RPM spin speed along with sustained data rates up to 250MB/s and burst data rates of 6Gb/s.Energy efficient. This drive is one of the lowest-power 3.5-inch drives on the market.Ultimate protection. Bundled with Seagate Rescue Data Recovery, this drive is protected for 2 years against any mechanical, accidental or natural disaster - with a 90% success rate for in-house recovery.History of reliability. For 20+ years, the Barracuda family has had a reputation for complete reliability.Optimized for creative pros. Designed and tuned for creative applications, these drives feature higher random performance and drive reliability than typical PC compute drives.UsageGaming Hard DrivesDimensionsForm Factor3.5\""Height (maximum)26.11mmWidth (maximum)101.85mmLength (maximum)146.99mmAdditional InformationDate First AvailableJuly 19, 2016",3271.42,BRL,3108417,https://www.performancesolutions.com.br/hd-seagate-barracuda-pro-10tb-nas-sata-60gbps-256mb,"HD Seagate BarraCuda Pro 10TB Sata 6.0GBp/s 256MB. Description: ModelBrandSeagateSeriesBarraCuda ProModelST10000DM0004PackagingBare DrivePerformanceInterfaceSATA 6.0Gb/sCapacity10TBRPM7200 RPMCache256MBAverage Latency6Gb/sFeaturesFeaturesHighest capacity. Up to 12TB means you get the highest storage capacity available in the 3.5-inch PC class.Peace of mind. 300TB/year workload limit means this drive has your back.Incredible speed. Delivers 7200-RPM spin speed along with sustained data rates up to 250MB/s and burst data rates of 6Gb/s.Energy efficient. This drive is one of the lowest-power 3.5-inch drives on the market.Ultimate protection. Bundled with Seagate Rescue Data Recovery, this drive is protected for 2 years against any mechanical, accidental or natural disaster - with a 90% success rate for in-house recovery.History of reliability. For 20+ years, the Barracuda family has had a reputation for complete reliability.Optimized for creative pros. Designed and tuned for creative applications, these drives feature higher random performance and drive reliability than typical PC compute drives.UsageGaming Hard DrivesDimensionsForm Factor3.5\""Height (maximum)26.11mmWidth (maximum)101.85mmLength (maximum)146.99mmAdditional InformationDate First AvailableJuly 19, 2016",,ST10000DM0004,BXC,,,9313.23 GiB,0.25,,,,,,,,,,,
products_4_94834764,MSI,"MSI RX5700XT MECH OC, 8GDDR6","Great gaming experiences are created by bending the rules. The all-new rDNA powered Radeon RX 5700 for exceptional performance and high-fidelity gaming. Take control with Radeon RX 5700 and experience powerful, accelerated gaming customized for you. Radeon RX 5700 features new compute units, new ins",614.95,CAD,3122574,https://www.choicecomputertechnologies.com/RADEON-RX-5700-XT-MECH-OC,"MSI RX5700XT MECH OC, 8GDDR6. Description: Great gaming experiences are created by bending the rules. The all-new rDNA powered Radeon RX 5700 for exceptional performance and high-fidelity gaming. Take control with Radeon RX 5700 and experience powerful, accelerated gaming customized for you. Radeon RX 5700 features new compute units, new ins",RADEON RX 5700 XT MECH OC,,,Radeon RX 5700,,,,,,,,,,,,GDDR6,,
products_4_87017633,Seagate,Seagate 2TB BarraCuda Fast Portable SSD,"Seamldssly work on your tasks at the office, at home, or even when on thd go with the Seagate 2TB BarrsCuda Fast Portable SSD, which offers fast data transfer rates and plentiful of storage space.",1417.98,AUD,3134672,https://www.harveynorman.com.au/seagate-2tb-barracuda-fast-external-hard-drive.html,"Seagate Barracuda Fast STJM2000400solid state drive - 2 TB - USB 3.0. Description: Work on files directly from your drive with accelerated SSD speedsStore a massive library of files, including photos, videos, and gamesFully reversible USB-CEnjoy a sleek, minimalist designEasily carry and transport your important files",BarraCuda Fast Portable Solid State Drive,,SSD,,,2000000 MB,,,,,,,,,,,,
products_4_29339493,Asus,ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO,ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO,11276.10,SEK,3154731,https://www.nordwaystore.se/gk-asus-pcie-dual-rtx2080s-o8g-evo,ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO. Description: ASUS GeForce RTX 2080 SUPER 8GB DUAL OC EVO,GeForce RTX 2080 SUPER 8GB DUAL OC EVO,,GPU,,,,,,,,,,,,,,,
products_4_31729424,Samsung,Samsung 860 EVO 2TB M.2 SATA SSD,"Samsung 1,200TBW SSD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write up to 520MB/s, IOPS R/W up to 97/88K, 1.5M Hours MTBF, 2TB",409.0,AUD,31583,https://computers.scorptec.com.au/computer/Samsung-Evo-860-Ssd,"Samsung 860 EVO 2TB M.2 SATA SSD. Description: Samsung 2TB SSD, 860 EVO, M.2 2280 SATA, Read up to 550MB/s, Write up to 520MB/s, IOPS R/W up to 97/88K, 1.5M Hours MTBF, 1,200TBW",860 EVO,,SSD,,,,,,,SATA III,,,,,,,,M.2 2280
products_4_37591266,Seagate,Seagate 1TB Firecuda 520 M.2 Nvme SSD Pcie Gen4 X4,Seagate 1TB Firecuda 520 M.2 Nvme SSD Pcie Gen4 X4,"7,128.27",ZAR,3178821,https://sbsdomain.com/seagate-1tb-firecuda-520-m2-nvme-ssd-pcie-gen4-x4,Seagate 1TB Firecuda 520 M.2 Nvme SSD Pcie Gen4 X4. Description: Seagate 1TB Firecuda 520 M.2 Nvme SSD Pcie Gen4 X,Firecuda 520,,SSD,,,931.32,,,PCI Express x4,NVMe Gen5,,,,,M.2,,,
products_4_70011599,,"Gigabyte Geforce RTX 2080 Ti GAMING OC 11G RGB Fusion 11 GB DDR6, GPU Upto 1665 MHz, 3 Fan, 2 Slot, Type C + 2X HDMI + 3X DP, 2X 8 Pin, 287mm Length Max 4 Display",Product information:GeForce RTX 2080Ti Gaming OC 11264MB GDDR6 PCI-Express Graphics CardFeatures: - Powered by GeForce® RTX 2080 Ti - Integrated with 11GB GDDR6 352-bit memory interface - WINDFORCE 3X Cooling System with alternate spinning fans - RGB Fusion Ã¢‚¬€œ 16.7M customizable color lighting - Metal Back Plate,1401.68,AED,318005,https://www.technextday.co.uk/geforce-rtx-2080ti-gaming-oc-11264mb-gddr6-pciexpress-graphics-card-gvn208tgaming-oc11gc,GeForce RTX 2080Ti Gaming OC 11264MB GDDR6 PCI-Express Graphics Card. Description: Product information:GeForce RTX 2080Ti Gaming OC 11264MB GDDR6 PCI-Express Graphics CardFeatures: - Powered by GeForce® RTX 2080 Ti - Integrated with 11GB GDDR6 352-bit memory interface - WINDFORCE 3X Cooling System with alternate spinning fans - RGB Fusion Ã¢â‚¬â€œ 16.7M customizable color lighting - Metal Back Plate,GeForce RTX 2080Ti Gaming OC,,GPU,,,,,,PCIe,,,,,,,,,
products_4_22519203,,Universal Mini USB Stick,Buy Universal Mini USB Flash Drive at 24x7deal.com! Free shipping to 185 countries. 45 days money back guarantee.,9.95,USD,31874468,https://24x7deal.com/universal-mini-usb-flash-drive,Biyetimi Multifunctional USB Flash Drive pendrive 64gb cle usb stick 32gb 16gb 8gb 4gb usb 2.0 Pen Drive for android/pc memoria. Description: Buy Biyetimi Multifunctional USB Flash Drive pendrive 64gb cle usb stick 32gb 16gb 8gb 4gb usb 2.0 Pen Drive for android/pc memoria at geeksmartbuy.com! Free shipping to 185 countries. 45 days money back guarantee.,Universal Mini USB Flash Drive,,USB_STICK,,,,,,USB,,,,,,,,,
products_4_76664043,,ASUS TUF Gaming TUF-GTX1660S-O6G-GAMING NVIDIA GeForce GTX 1660 SUPER 6 GB GDDR6,"ASUS TUF Gaming TUF-GTX1660S-O6G-GAMING, GeForce GTX 1660 SUPER, 6 GB, GDDR6, 192 Bit, 7680 x 4320 Pixels, PCI Express 3.0",255.0,EUR,3193888,https://www.mymediacenter.nl/asus-tuf-gtx1660s-o6g-gaming-6gbdvihdmidpactive.html,"ASUS TUF Gaming TUF-GTX1660S-O6G-GAMING NVIDIA GeForce GTX 1660 SUPER 6 GB GDDR6. Description: ASUS TUF Gaming TUF-GTX1660S-O6G-GAMING, GeForce GTX 1660 SUPER, 6 GB, GDDR6, 192 Bit, 7680 x 4320 Pixels, PCI Express x16 3.0",TUF Gaming TUF-GTX1660S-O6G-GAMING,TUF-GTX1660S-O6G-GAMING,GPU,GeForce GTX 1660 Super,,,,,PCI Express x16,,,,,,,,,
products_4_23158552,Asus,Asus Nvidia RTX 2060 SUPER Turbo EVO OC 8Gb GDDR6,"ASUS Turbo GeForce® RTX 2060 SUPER EVO with 8GB GDDR6, featuring a blower-style build for AAA gaming performance and ray tracing support",439.0,EUR,320546,https://www.megalomania.it/store/nvidia/1641-asus-nvidia-rtx-2060-super-turbo-evo-oc-8gb-gddr6.html,Asus Nvidia RTX 2060 SUPER Turbo EVO OC 8Gb GDDR6. Description: ASUS Turbo GeForce® RTX 2060 SUPER™ EVO 8GB GDDR6 with a blower-style design for AAA gaming performance and ray tracing,Nvidia RTX 2060 SUPER Turbo EVO OC,,GPU,6eForce RTX 206O Super,8000,,,,,,,,,,,GDDR6,,
products_4_71585657,,"750GB DC P4800X, 2500 / 2200 MB/s, 3D XPoint, PCIe 3.0 x4 NVMe, AIC Optane SSD","750GB DC P4800X, 2500 x4 2200 MB/s, 3D XPoint, PCIe 3.0 / NVMe, AIC Optane SSD",2562.6,USD,3236003,https://www.avadirect.com/750GB-DC-P4800X-2500-2200-MB-s-3D-XPoint-PCIe-3-0-x4-NVMe-AIC-Optane-SSD/Product/11535735,"750GB DC P4800X, 2500 / 2200 MB/s, 3D XPoint, PCIe 3.0 x4 NVMe, AIC Optane SSD. Description: 750GB DC P4800X, 2500 / 2200 MB/s, 3D XPoint, PCIe 3.0 x4 NVMe, AIC Optane SSD",DC P4800X,,SSD,,,,2500.0 MB/s,,,,,,,,AIC,,,AIC
products_4_30835489,Western Digital,HDD Western Digital Surveillance Purple intern 3TB WD30PURX,"HDD Western Digital Surveillance Purple intern 3TB WD30PURXHard disk intern Western Digital New PurpleWD30PURX 3TB Model/producator: Western Digital Capacitate: 3 TB Buffer: 64 MB Timp de acces: 2.9 ms Interfata: SATA 3 Greutate: 700 g Timp de acces Citire: 3.3 ms Timp de acces Scriere: 3.3 ms Consum (W) Scriere/citire: 4.4, Inactiv: 4.1, Repaus: 0.4",426.08,RON,324185,https://rovision.ro/produs/hdd-western-digital-surveillance-purple-intern-3tb-wd30purx,"HDD Western Digital Surveillance Purple intern 3TB WD30PURX. Description: Surveillance Western Digital HDD Purple intern 3TB WD30PURXHard disk intern Western Digital New PurpleWD30PURX 3TB Model/producator: Western Digital Capacitate: 3 TB Buffer: 64 MB Timp de acces: 2.9 ms Interfata: SATA 3 Greutate: 700 g Timp de acces Citire: 3.3 ms Timp de acces Scriere: 3.3 ms Consum (W) Scriere/citire: 4.4, Inactiv: 4.1, Repaus: 0.4",Sjrvwillance Purlle,WD30PURX,HDD,,,3000.0,,,SATA,,,,,,,,,
products_4_7604703,Western Digital,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive","WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard Drive",420.08,GBP,32592,https://shop.bt.com/products/wd-12tb-red-pro-3-5--sata-6gb-s-7200rpm-128mb-nas-hard-drive-wd121kfbx-FHND.html?AddToWishlist=1,"WD 12TB Red Pro 3.5"" SATA 6Gb/s 7200RPM 128MB NAS Hard 6Gb/s Description: WD 12TB Red Pro 3.5"" SATA Drive. 7200RPM 128MB NAS Hard Drive",Red Pro,,HDD,,,"12,000.0 GB",,,SATA,SATA III,,,,,3.5-inch SATA,,,
products_4_57419163,MSI,MSI GeForce RTX 2080 SUPER GAMING X TRIO Graphics Card,RTX 2080 SUPER with 8GB GDDR6 and a triple-fan design,0.68,GBP,327147,https://www.ebuyer.com/908092-msi-geforce-rtx-2080-super-x-trio-graphics-card-at-ebuyer-rtx-2080-super-gaming-x-trio,"MSI GeForce RTX 2080 SUPER GAMING X TRIO Graphics Card. Description: RTX 2080 SUPER, 8GB GDDR6, Triple Fan",GeF orce RTX 2080 SUPER GAMING X TRIO,,GPU,,,,,,,,,,,,,,,
products_4_2479956,Samsung,Samsung portable Touch T7 SSD 2TB Sort,"USB resistance Gen.2 (10Gbps), up to 1050/1000MB/s, Shock 3.2 up to 2m, aluminiu",3020.0,DKK,327893,https://www.komplett.dk/product/1154738/hardware/lagring/harddiskssd/ssd-ekstern/samsung-t7-touch-portable-ssd-2tb-sort,"Samsung T7 Touch portable SSD 2TB Sort. Description: USB 3.2 Gen.2 (10Gbps), up to 1050/1000MB/s, Shock resistance up to 2m, aluminiu",T7 Touch,,SSD,,,2000.0 GB,1050.0,,USB 3.2 Gen 2,,,,,,,,Sort,
