_id,_fusion_sources,title_description,price,brand,form_factor,height_mm,weight_g,interface_type,length_mm,priceCurrency,url,width_mm,description,id,chipset_name,memory_type,read_speed_mb_s,write_speed_mb_s,storage_connection_type,product_type,storage_gb,title,model,color,bus_type,vram_gb,model_number,cluster_id
products_1_3323341,"['products_1_3323341', 'products_4_68085447', 'products_3_45883906']","ASUS ROG -STRIX-RTX2070S-O8G-GAMING NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6. Description: ASUS ROG ROG-STRIX-RTX2070S-O8G-GAMING, GeForce RTX 2070 SUPER, 8 GB, GDDR6, 256 Bit, 7680 x 4320 Pixels, PCI Express 3.0",753.64,Asus,,,,,,EUR,"['https://computersvandaag.nl/product/asus-rog-strix-rtx2070s-o8g-gaming-nvidia-geforce-rtx-2070-super-8-gb-gddr6', 'https://www.mymediacenter.nl/asus-rog-strix-rtx2070s-o8g-gaming.html', 'https://www.nordwaystore.se/asus-geforce-rtx-2070-super-8gb-rog-strix-oc-gaming']",,"ASUS ROG ROG-STRIX-RTX2070S-O8G-GAMING graphics card with GeForce RTX 2070 SUPER, 8 GB GDDR6 memory, 256-bit interface, 7680 x 4320 pixel support, and PCI Express 3.0 connectivity",products_1_3323341,GeForce 2070 RTX Super,GDDR6,,,,GPU,,ASUS ROG -STRIX-RTX2070S-O8G-GAMING NVIDIA GeForce RTX 2070 SUPER 8 GB GDDR6,ROG -STRIX-RTX2070S-O8G-GAMING,,PCI Express x16,,ROG-STRIX-RTX2070S-O8G-GAMING,3773583.0
k02_noncorner_products_00184__products_2,"['k02_noncorner_products_00184__products_2', 'k02_noncorner_products_00184__products_4', 'k02_noncorner_products_00184__products_1', 'k02_noncorner_products_00184__products_3']",Compact USB-C authentication token for kiosk and enterprise access workflOws.,87.54,Virello,,,,,,USD,,,"A fictional compact authentication accessory designed for secure kiosk logins, temporary access codes, and workflow approvals. It functions as a USB-C hardware token with a minimalist keypad, local PIN entry, and rotating challenge-response support for enterprise sign-in stations.",k02_noncorner_products_00184__products_2,Virello SecureLink S1,,,,,Security Token,0.064,Orchid Transit Keypad 64MB USB-C Auth Token,Transit Keypad,,,,VTK-64C-11,
k02_noncorner_products_00247__products_2,"['k02_noncorner_products_00247__products_2', 'k02_noncorner_products_00247__products_3', 'k02_noncorner_products_00247__products_4', 'k02_noncorner_products_00247__products_1']",Curved ultrawide OLED display with high refresh rate and USB-C connectivity,1057.56,Aurora,,,,,,USD,,,"34-inch curved ultrawide OLED monitor for immersive creative and gaming setups. Features 3440x1440 resolution, 175Hz refresh rate, 0.03ms response time, USB-C docking, and adjustable stand for desktop use.",k02_noncorner_products_00247__products_2,OLED pane1,,,,,MONITOR,,Aurora Lattice 34-inch Curved OLED Monitor,Lattice 34C-OLED,,,,AL34COLED-175,
k02_noncorner_products_00332__products_3,"['k02_noncorner_products_00332__products_3', 'k02_noncorner_products_00332__products_1', 'k02_noncorner_products_00332__products_2', 'k02_noncorner_products_00332__products_4']",27-inch e-ink tablet for drafting,739.13,LumenScript,,,,,,USD,,,"A fictional 27-inch e-ink drafting tablet built for storyboard artists and archival annotation teams. It uses a low-power monochrome panel, a pressure-sensitive stylus dock, and USB-C data/power input. The device emphasizes long-form note capture, page-based layouts, and daylight readability rather than gaming, storage, or server use. Includes an aluminum stand, palm rejection, and local document caching for up to 8,000 pages.",k02_noncorner_products_00332__products_3,InkCore Q7,,,,,Monitor,32.0,Nebula Quill 27Q Paper Tablet,Quill 27Q,,,,LS-Q27E-01,
products_2_56233286,"['products_2_56233286', 'products_3_73253056', 'products_1_22872122']",SanDisk Extreme Portable SSD 1TB. Description: The SanDisk Extreme Portable speeds 1TB features transfer SSD of up to 550 mb/s giving high speed storage for saving and editing hi-res photos and videos,221.23,Sandisk,,,,,,EUR,"['https://shop.sg.canon/sandisk-extreme-portable-ssd-usb3-1-1tb.html', 'https://www.picstop.co.uk/ssd-drives/sandisk-extreme-portable-ssd-1tb.html', 'https://www.proshop.at/SSD/SanDisk-Extreme-Portable-SSD-1TB/2637774']",,The SanDisk Extreme Portable SSD 1TB features transfer speeds of up to 550 mb/s giving high speed storage for saving and editing hi-res photos and videos,products_2_56233286,,,,,,SSD,,SanDisk Extreme Portable SSD USB 3.1 - 1 Terabyte,Extreme Portable SSD,,USB 3.1 Gen 2,,,206992.0
products_3_2996010,"['products_3_2996010', 'products_1_22055981']","Quadro P400 VCQP400-PB, 2GB GDDR5, Graphics Card. Description: Unmatched Power. Unmatched Creative Freedom.NVIDIA Quadro P400—Delivers Great Mainstream Professional Application Performance.The new NVIDIA Quadro P400 combines the latest Pascal GPU architecture with 2GB of ultra-fast on-board memory to deliver great performance for a range of professional applications. A single-slot, low-profile form factor makes it compatible with even the most space and power-constrained chassis. Support for three 4K displays (4096 x 2160 at 60Hz) with HDR color gives you a wide visual workspace to view your work in extremely high resolution.Professionals are increasingly looking to lower the total cost of their computing solutions. Today’s modern multi-application workflows require users to evaluate the impact of workstation functionality and performance against cost to ensure that any savings achieved by lower cost computing solutions will not result in schedule impacts and business loss.With support for DisplayPort 1.4, the P400 can drive resolutions of up to 5K (5120 x 2880) at 60 Hz from a single cable. You can combine up to four Quadro GPUs in one system to simplify the deployment of display walls or other immersive display environments. DisplayPort 1.4 offers HDR color support, enabling brighter displays, more saturated colors and a greater than 10,000 to 1 contrast ratio.",439.305,Nvidia,Single Slot,,,,,AED,"['https://pcdubai.com/product/pny-nvidia-quadro-p400-dvi-3x-mini-dp-2-gb-gddr5-pci-express-professional-graphic-card-black-vcqp400dvi-pb', 'https://www.avadirect.com/Quadro-P400-VCQP400-PB-2GB-GDDR5-Graphics-Card/Product/11090366']",,"Unmatched Power. Unmatched Creative Freedom.NVIDIA Quadro P400—Delivers Great Mainstream Professional Application Performance.The new NVIDIA Quadro P400 combines the latest Pascal GPU architecture with 2GB of ultra-fast on-board memory to deliver great performance for a range of professional applications. A single-slot, low-profile form factor makes it compatible with even the most space and power-constrained chassis. Support for three 4K displays (4096 x 2160 at 60Hz) with HDR color gives you a wide visual workspace to view your work in extremely high resolution.Professionals are increasingly looking to lower the total cost of their computing solutions. Today’s modern multi-application workflows require users to evaluate the impact of workstation functionality and performance against cost to ensure that any savings achieved by lower cost computing solutions will not result in schedule impacts and business loss.With support for DisplayPort 1.4, the P400 can drive resolutions of up to 5K (5120 x 2880) at 60 Hz from a single cable. You can combine up to four Quadro GPUs in one system to simplify the deployment of display walls or other immersive display environments. DisplayPort 1.4 offers HDR color support, enabling brighter displays, more saturated colors and a greater than 10,000 to 1 contrast ratio.",products_3_2996010,Quadro P400,GDDR5,,,,GPU,,Nvidia Quadro P400 2GB GDDR5 Workstation Graphics Card,NVIDIA Quadro P400 DVI 3x Mini DP,Black,PCI Express x16,2.0,VCQP400DVI-PB,659318.0
k02_noncorner_products_00105__products_2,"['k02_noncorner_products_00105__products_2', 'k02_noncorner_products_00105__products_3', 'k02_noncorner_products_00105__products_1', 'k02_noncorner_products_00105__products_4']",27-inch electronic paper monitor,386.6,Velora,,,,,,USD,,,"A fictional ultra-low-power desktop display built for ambient dashboards, long-form reading, and static presentation loops. This 27-inch ePaper monitor uses a reflective monochrome panel, supports USB-C display input, and includes a simple adjustable stand for office or kiosk setups. It is not intended for gaming or color-accurate creative work, but for always-on text-heavy workflows where eye comfort and minimal power draw matter most.",k02_noncorner_products_00105__products_2,Neptune ViewLogic,,,,,Monitor,,Velora Arcane 27-inch ePaper Monitor,Arcane 27,,,,VL-EP27-A1,
products_4_29276292,"['products_4_29276292', 'products_3_33116922', 'products_1_80641070']","CORSAIR - Force Series MP510 480GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/2000MB/s read/write. Description: CORSAIR Force Series MP510 480GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/ 2000MB/ s read/ write (CSSD-F480GBMP510) - Läshastighet: 3.48GB/s - Skrivhastighet: 2GB/s - Gränssnitt: PCI Express 3.0 - Formfaktor: M.2 - Kapacitet: 480GB",2708.49,Corsair,M.2 2280,,,NVMe,,SEK,"['https://www.dindator.se/corsair-force-series-mp510-480gb/cat-p/c0/p10417580', 'https://www.proshop.no/SSD/Corsair-Force-MP510-M2-SSD-960GB/2687875', 'https://www.proshop.se/SSD/Corsair-Force-MP510B-M2-SSD-480GB/2835865']",,"CORSAIR Force Series MP510 480GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/ 2000MB/ s read/ write (CSSD-F480GBMP510) - Läshastighet: 3.48GB/s - Skrivhastighet: 2GB/s - Gränssnitt: PCI Express 3.0 - Formfaktor: M.2 - Kapacitet: 480GB",products_4_29276292,,,,,M.2,SSD,,"CORSAIR - Force Series MP510 480GB M.2 SSD PCIe Gen3 x4, M.2 NVMe, up to 3480/2000MB/s read/write",Force Series MP510,,PCI Express x4,,CSSD-F480GBMP510,1292835.0
products_2_51996514,"['products_2_51996514', 'products_3_21433083', 'products_1_4586576']","HPE 600GB 6G SAS 10K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive. Description: A 600GB 2.5\"" SFF SAS 6Gb/s HDD offering enterprise Hot-Plug Hard Drive and comes in Gen8 Gen9 SFF SmartDrive Carrier. Meets all demands while providing the highest performance.",286.83,Hewlett Packard Enterprise,2.5-inch,,,SAS,,USD,"['https://www.senetic.com/product-652572-b21', 'https://www.senetic.com/product-737396-b21', 'https://www.senetic.hk/product-652583-b21']",,"A 600GB 2.5\"" SFF SAS 6Gb/s HDD offering enterprise Hot-Plug Hard Drive and comes in Gen8 Gen9 SFF SmartDrive Carrier. all demands while providing the highest performance.",products_2_51996514,,,,,2.5-inch SAS,HDD,600.0,HPE 600GB 12G SAS 15K rpm LFF (3.5-inch) CC Enterprise 3yr Warranty Hard Drive,,,SAS,,,80434638.0
products_2_89673951,"['products_2_89673951', 'products_1_8919966']","Intel SSD D3-S4510 2.5\"" - 480GB. Description: Solid State Drive, kryptert, 480 GB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES",2068.54,Intel,2.5-inch,,,SATA III,,NOK,"['https://www.proshop.no/SSD/Intel-SSD-D3-S4510-25-480GB/2745399', 'https://www.proshop.no/SSD/Intel-SSD-D3-S4610-480GB/2697579']",,"Solid State Drive, kryptert, 480 GB, intern, 2.5\"", SATA 6Gb/s, 256-bit AES",products_2_89673951,,,,,2.5-inch SATa,SSD,480.0,"Intel SSD D3-S4510 2.5\"" - 480GB",SSD D3-S4510,,SATA,,,2345526.0
k02_noncorner_products_00039__products_3,"['k02_noncorner_products_00039__products_3', 'k02_noncorner_products_00039__products_1', 'k02_noncorner_products_00039__products_2', 'k02_noncorner_products_00039__products_4']","34-inch curved OLED ultrawide monitor with 175Hz refresh, USB-C, and KVM",1056.4,Northstar Display,,,,,,USD,,,"A fictional 34-inch curved OLED monitor designed for immersive creative work and cinematic play. It features a 3440x1440 resolution, 175Hz refresh rate, 0.03ms response time, USB-C video input with 90W power delivery, and integrated KVM switching for dual-device setups. The panel emphasizes deep contrast and wide color performance for editing, design, and entertainment use.",k02_noncorner_products_00039__products_3,NeoCurve X1 Panel Controller,,,,,Monitor,,Northstar Pulse 34Q OLED Ultrawide Monitor,Pulse 34Q,,,,NS-P34Q-OLED175,
k02_noncorner_products_00250__products_4,"['k02_noncorner_products_00250__products_4', 'k02_noncorner_products_00250__products_2', 'k02_noncorner_products_00250__products_1', 'k02_noncorner_products_00250__products_3']",Fictional 128GB USB-C portable flash drive,19.84,Orchid Nebula,,,,,,USD,,,"Compact fictional archive capsule for everyday document transport and offline backups. USB-C connected, thumb-drive class, with a 128GB capacity and matte ceramic finish. Designed as a generic portable flash storage device rather than an internal SSD or HDD.",k02_noncorner_products_00250__products_4,,,,,,USB Flash Drive,128.0,Orchid Nebula Archive Capsule 128GB USB-C,Archive Capsule,,,,ONA-128C-M1,
products_1_34143288,"['products_1_34143288', 'products_3_89893919']","Samsung SSD 860 PRO 2.5\"" 512GB SATA III. Description: Samsung 512 GB 860 Pro Sata III 64L V NAND Solid State Drive,MZ-76P512B/EUForm Factor - 2.5 inchInterface - SATA 6Gb/s (compatible with SATA 3Gb/s & SATA 1.5Gb/s)Storage Memory - Samsung V-NAND 2bit MLC",182.12,Samsung,2.5-inch,,,SATA III,,GBP,"['https://www.discountcomputerneeds.com.au/products/samsung-860-pro-256gb-2-5-inch-7mm-sata-iii-ssd', 'https://www.xstra.eu/product/1612/samsung-ssd-860-pro-25-512gb-sata-iii.html']",,"Samsung 512 GB 860 Pro Sata III 64L V NAND Solid State Drive,MZ-76P512B/EUForm Factor - 2.5 inchInterface - SATA 6Gb/s (compatible with SATA 3Gb/s & SATA 1.5Gb/s)Storage Memory - Samsung V-NAND 2bit MLC",products_1_34143288,,,,,2.5-inch SATA,SSD,256.0,Samsung 860 PRO 256GB 2.5 inch 7mm SATA III SSD | Discount Computer Needs,S5D 860 PRO,,SATA,,MZ-76P512B/EU,37409.0
products_1_1080849,"['products_1_1080849', 'products_4_62044328']","Kingston 32GB USB 3.0 Data Traveler 50, 110MB/s Read, 15MB/s Write (DT50/32GB). Description: 32GB USB 3.0 Data Traveler 50, 110MB/s Read, 15MB/s Write (DT50/32GB). DataTraveler 50 is a lightweight USB Flash drive available in capacities from 8GB to 128GB. The drives compact, capless design features a metal casing that complements any compatible device and colourful accents that range by drive capacity.",9.49,Kingston,,,,,,USD,"['https://www.fotofabrikas.lt/items/USB-laikmenos/USB-raktai/8617a3d.2-Kingston-DataTraveler-50-64GB-USB-3-0-MetalBlue-Kingston.html', 'https://www.microcenter.com/product/606496/kingston-32gb-usb-30-data-traveler-50,-110mb-s-read,-15mb-s-write-(dt50-32gb)']",,"32GB USB 3.0 Data Traveler 50, 110MB/s Read, 15MB/s Write (DT50/32GB). DataTraveler 50 is a lightweight USB Flash drive available in capacities from 8GB to 128GB. The drives compact, capless design features a metal casing that complements any compatible device and colourful accents that range by drive capacity.",products_1_1080849,,,,15.0,,USB_STICK,32.0,"Kingston 32GB USB 3.0 Data Traveler 50, 110MB/s Read, 15MB/s Write (DT50/32GB)",DataTraveler 50,Metal/Blue,USB 3.0,,DT50/32GB,1856804.0
k02_noncorner_products_00312__products_4,"['k02_noncorner_products_00312__products_4', 'k02_noncorner_products_00312__products_2', 'k02_noncorner_products_00312__products_1', 'k02_noncorner_products_00312__products_3']",27-inch QHD IPS professional monitor,258.51,Nebula,,,,,,USD,,,"27-inch IPS desktop monitor with 2560x1440 resolution, 75 Hz refresh rate, 350 cd/m² brightness, and wide 178° viewing angles. Includes HDMI and DisplayPort inputs, tilt-adjustable stand, low-blue-light mode, and VESA 100x100 mount support for office and creative workflows.",k02_noncorner_products_00312__products_4,NovaView P75,,,,,MONITOR,,Nebula Arc 27Q IPS Professional Monitor,27Q Arc,,,,NB-27Q-IPS-75,
products_3_80509522,"['products_3_80509522', 'products_4_41915007', 'products_1_47930825']","WD Red 10TB NAS Internal Hard Drive - 5400 RPM Class, SATA 6 GB/S, 256 MB Cache, 3.5\"" - WD101EFAX OEM HDD. Description: Specifically designed for use in NAS systems with up to 8 baysSupports up to 180 TB/yr workload rateAsware firmware for compatibility3-Year manufacturer's limited warrantySmall and home office NAS systems in a 24x7 environment",415.91999999999996,Western Digital,3.5-inch,,,SATA III,,EUR,"['https://cpcireland.farnell.com/wd/wd120efax/drive-red-3-5-sata-6gb-s-256mb/dp/CS33036?MER=e-bb45-00001002', 'https://www.khuetu.vn/wd-red-pro/1780-wd-red-pro-10tb-35-inch-sata-hdd-7200rpm-256mb-cache-wd101kfbx.html', 'https://www.scan.co.uk/products/10tb-wd-red-wd101efax-nas-hard-drive-35-hdd-sata-iii-6gb-s-5400rpm-256mb-cache-shock-sensor-ncq-oem']",,"The WD Red Plus hard drive offers flexibility, versatility, and confidence for storing and sharing your important personal and business files. You can rely on the WD Red Plus drive for exceptional performance.",products_3_80509522,,,,,3.5-inch SATA,HDD,,"WD Red Plus NAS 3.5\"" Internal HDD SATA 6Gb/s, 12TB",Red Plus NAS,,SATA,,WD101EFAX,32592.0
products_2_54919577,"['products_2_54919577', 'products_1_3308613']","Seagate Exos 7E2000 2TB 2.5\"" SAS HDD/Hard Drive. Description: 2TB Seagate Exos 7E2000 ST2000NX0273 SAS Hard Drive, 2.5\"" HDD, SAS 12Gb/s, 7200rpm, 128MB Cache, 4.16 ms",625.315,Seagate,3.5-inch,,,,,GBP,"['https://www.discountcomputerneeds.com.au/products/seagate-2tb-2-5-inch-enterprise-7200rpm-hard-drive', 'https://www.scan.co.uk/products/1tb-seagate-exos-7e8-st1000nm001a-sas-hard-drive-35-hdd-sas-12gb-s-7200rpm-256mb-cache-512e-416ms']",,"1TB Seagate Exos 7E8 ST1000NM001A SAS Hard Drive, 3.5\"" HDD, SAS 12Gb/s, 7200rpm, 256MB Cache, 512E, 4.16ms",products_2_54919577,,,,,2.5-inch SAS,HDD,,"Seagate Exos 7E2000 2TB 2.5\"" SAS HDD/Hard Drive",,,SAS,,ST1000NM001A,2862346.0
products_3_55820273,"['products_3_55820273', 'products_4_64536671', 'products_1_28515903']",Samsung Portable SSD T5 250GB Mobile External Solid State USB31. Description: Modern Blue mobile external drive as well as only 250GB storage powered byconnectivity,175.09,Samsung,External,,,,,EUR,"['https://bitkomputery.net/p/14/8627/portable-ssd-t5-1tb-usb-3-1-gen-2-dyski-ssd-dyski-podzespoly-komputerowe.html', 'https://www.cclonline.com/product/238908/MU-PA250B/EU/External-Storage/Samsung-T5-MU-PA250B-250GB-USB-3-1-Gen2-Portable-Solid-State-Drive-Blue-/BAK7464', 'https://www.megekko.nl/product/2019/208034/Externe-SSD/Samsung-Portable-T5-1TB-externe-SSD']",,Modern blue mobile external drive with only 250GB storage and connectivity-powered operation,products_3_55820273,,,,,,SSD,250.0,Samsung Portable SSD T5 250GB Mobile External Solid State USB3.1,Portable SSD T5,Blue,USB 3.1 Gen 2,,,832337.0
products_3_76447164,"['products_3_76447164', 'products_1_28224541']","ASUS Placa video DUAL RTX2060 OC EVO, 6GB GDDR6 192bit. Description: Placa video Asus DUAL RTX2060 OC EVO 6GB GDDR6, DUAL-RTX2060-O6G-EVO, NVIDIA GeForce RTX 2060, Interface PCI Express 3.0, GDDR6 6GB, Memory Clock 14000 MHz, Memory Interface 192-bit, OC Mode - GPU Boost Clock : 1785 MHz , GPU Base Clock : 1395 MHz, Gaming Mode (Default) - GPU Boost Clock : 1755 MHz , GPU Base Clock : 1365 MHz, DVI Output : Yes x 1 (Native) (DVI-D), HDMI Output : Yes x 2 (Native) (HDMI 2.0b), Display Port : Yes x 1 (Native) (DisplayPort 1.4), HDCP Support : Yes (2.2)",417.08,Asus,,,,,,GBP,"['https://www.novatech.co.uk/products/asus-dual-geforce-rtx-2060-oc-6gb-graphics-card/dual-rtx2060-o6g-evo.html', 'https://www.scan.co.uk/products/asus-geforce-rtx-2060-dual-oc-evo-6gb-gddr6-vr-ready-graphics-card-1920-core-1365mhz-gpu-1755mhz-boo']",,"Placa video Asus DUAL RTX2060 OC EVO 6GB GDDR6, DUAL-RTX2060-O6G-EVO, NVIDIA GeForce RTX 2060, Interface PCI Express 3.0, GDDR6 6GB, Memory Clock 14000 MHz, Memory Interface 192-bit, OC Mode - GPU Boost Clock : 1785 MHz , GPU Base Clock : 1395 MHz, Gaming Mode (Default) - GPU Boost Clock : 1755 MHz , GPU Base Clock : 1365 MHz, DVI Output : Yes x 1 (Native) (DVI-D), HDMI Output : Yes x 2 (Native) (HDMI 2.0b), Display Port : Yes x 1 (Native) (DisplayPort 1.4), HDCP Support : Yes (2.2)",products_3_76447164,GeForce FTX 2060,GDDR6,,,,GPU,,ASUS NVIDIA GeForce RTX 2060 6GB DUAL OC EVO Turing Graphics Card,GeForce RTX 2060 6GB DUAL OC EVO,,,6.0,,697270.0
products_1_48110334,"['products_1_48110334', 'products_2_49860483', 'products_3_66328929', 'products_4_54449018']","GIGABYTE AORUS 1TB M.2 NVMe. Description: CAPACITY1 TBFORM FACTORM.2Features Form Factor: M.2 2280 Interface: PCI-Express 4.0 x4, NVMe 1.3 Total Capacity: 1000GB* Sequential Read Speed : up to 5000 MB/s** Sequential Write speed : up to 4400 MB/s** Wear Leveling, Over-Provision technologies TRIM & S.M.A.R.T supported Fully Body Copper Heat Spreader Warranty: Limited 5-yearsWorld First PCIe 4.0x4 ControllerThe World First PCIe 4.0x4 Controller, Phison PS5016-E16 controller, made by 28nm manufacturing technology. The advanced fabrication process ensures PS5016-E16 has enough compute power for ECC processing when adopting the latest 3D TLC NAND flash. PS5016-E16 also features eight NAND channels with 32 CE targets, DDR4 DRAM caching, and a PCIe 4.0x4 interface. As for features, the chip supports the NVMe 1.3 protocol, LDPC error correction, and Wear Leveling, Over-Provision technologies to improve reliability and durability of SSDs.NAND Flash Selected for High Quality and PerformanceTOSHIBA BiCS4 96 Layers 3D TLC (800MT/s)Toshiba BiCS4 NAND Flash optimizes circuitry and architecture by increasing to 96 layers for higher storage space per unit area. 800MT/s throughput on the AORUS NVMe Gen 4 SSD far exceeds that of PCIe 3.0x4 devices for superior storage performance.Xtreme Storage PerformanceWith the new PCIe 4.0 controller, AORUS NVMe Gen 4 SSD delivers blazing speeds: up to 5,000 MB/s for sequential read, and up to 4,400MB/s sequential write. Sequential Read performance of PCIe 4.0 SSDs is up to 40% faster than PCIe 3.0 SSDs. Get ready to enter the next generation of computing with faster and smoother, gaming, streaming, and graphics intensive rendering.Full Body Copper Thermal Solution for Outstanding PCIe 4.0 SSD PerformanceThe Full Body Copper Heatsink takes into account the heat transfer from key components on both the front and back of the device, the controller and NAND Flash. Full copper heatsinks have 69% higher heat transfer capacity compared to aluminum heatsinks giving AORUS NVMe Gen4 SSD the best heat dissipation for read/write performance.Efficient Copper Heat Spreader DesignCompared with a plated M.2 heat spreader, new efficient copper heat spreaders with 27 fins add more surface area which improve thermal transfer from heating sources to obtain thermal balance sooner. Moreover, Optimized fin array design does great heat exchange with any direction of air flow. Both unique design make sure key components of PCIe 4.0 SSD to keep suitable working temperature under ultra high transfer rate. SpecificationsModelGP-ASM2NE6100TTTDInterfacePCI-Express 4.0x4, NVMe 1.3Form FactorM.2 2280Total Capacity1000GBNAND3D TLC Toshiba BiCS4External DDR CacheDDR4 1GBSequential Read speedUp to 5000 MB/sSequential Write speedUp to 4400 MB/sRandom Read IOPSup to 750kRandom Write IOPSup to 700kDimension (W x H x L)80.5 x 11.4 x 23.5 mmMean time between failure (MTBF)1.77 million hoursPower Consumption (Active)Average: R : 6.6W; W : 6.4WPower Consumption (Idle)18.8mwTemperature (Operating)0°C to 70°CTemperature (Storage)-40°C to 85°CWarranty5 YearsNote***Features, Price and Specifications are subject to change without notice.",272.445,Gigabyte,,,,NVMe,,GBP,"['https://www.megekko.nl/product/5093/263398/SSD-M-2/Gigabyte-AORUS-NVMe-Gen4-1TB-M-2-SSD', 'https://www.pcbyte.com.au/store/product/gigabyte-aorus-m-2-2280-nvme-1tb-pcie-4-0-internal-ssd-5000mb-s-gp-asm2ne6100tttd-24287', 'https://www.pcstudio.in/product/gigabyte-aorus-1tb-m-2-nvme', 'https://www.scan.co.uk/products/1tb-gigabyte-aorus-m2-2280-pcie-40-x4-nvme-ssd-3d-tlc-5000mb-s-read-4400mb-s-write-750k-700k-iops']",,"CAPACITY1 TBFORM FACTORM.2Features Form Factor: M.2 2280 Interface: PCI-Express 4.0 x4, NVMe 1.3 Total Capacity: 1000GB* Sequential Read Speed : up to 5000 MB/s** Sequential Write speed : up to 4400 MB/s** Wear Leveling, Over-Provision technologies TRIM & S.M.A.R.T supported Fully Body Copper Heat Spreader Warranty: Limited 5-yearsWorld First PCIe 4.0x4 ControllerThe World First PCIe 4.0x4 Controller, Phison PS5016-E16 controller, made by 28nm manufacturing technology. The advanced fabrication process ensures PS5016-E16 has enough compute power for ECC processing when adopting the latest 3D TLC NAND flash. PS5016-E16 also features eight NAND channels with 32 CE targets, DDR4 DRAM caching, and a PCIe 4.0x4 interface. As for features, the chip supports the NVMe 1.3 protocol, LDPC error correction, and Wear Leveling, Over-Provision technologies to improve reliability and durability of SSDs.NAND Flash Selected for High Quality and PerformanceTOSHIBA BiCS4 96 Layers 3D TLC (800MT/s)Toshiba BiCS4 NAND Flash optimizes circuitry and architecture by increasing to 96 layers for higher storage space per unit area. 800MT/s throughput on the AORUS NVMe Gen 4 SSD far exceeds that of PCIe 3.0x4 devices for superior storage performance.Xtreme Storage PerformanceWith the new PCIe 4.0 controller, AORUS NVMe Gen 4 SSD delivers blazing speeds: up to 5,000 MB/s for sequential read, and up to 4,400MB/s sequential write. Sequential Read performance of PCIe 4.0 SSDs is up to 40% faster than PCIe 3.0 SSDs. Get ready to enter the next generation of computing with faster and smoother, gaming, streaming, and graphics intensive rendering.Full Body Copper Thermal Solution for Outstanding PCIe 4.0 SSD PerformanceThe Full Body Copper Heatsink takes into account the heat transfer from key components on both the front and back of the device, the controller and NAND Flash. Full copper heatsinks have 69% higher heat transfer capacity compared to aluminum heatsinks giving AORUS NVMe Gen4 SSD the best heat dissipation for read/write performance.Efficient Copper Heat Spreader DesignCompared with a plated M.2 heat spreader, new efficient copper heat spreaders with 27 fins add more surface area which improve thermal transfer from heating sources to obtain thermal balance sooner. Moreover, Optimized fin array design does great heat exchange with any direction of air flow. Both unique design make sure key components of PCIe 4.0 SSD to keep suitable working temperature under ultra high transfer rate. SpecificationsModelGP-ASM2NE6100TTTDInterfacePCI-Express 4.0x4, NVMe 1.3Form FactorM.2 2280Total Capacity1000GBNAND3D TLC Toshiba BiCS4External DDR CacheDDR4 1GBSequential Read speedUp to 5000 MB/sSequential Write speedUp to 4400 MB/sRandom Read IOPSup to 750kRandom Write IOPSup to 700kDimension (W x H x L)80.5 x 11.4 x 23.5 mmMean time between failure (MTBF)1.77 million hoursPower Consumption (Active)Average: R : 6.6W; W : 6.4WPower Consumption (Idle)18.8mwTemperature (Operating)0°C to 70°CTemperature (Storage)-40°C to 85°CWarranty5 YearsNote***Features, Price and Specifications are subject to change without notice.",products_1_48110334,,,,,M.2,SSD,1000.0,Gigabyte AORUS M.2 2280 NVMe 1TB PCIe 4.0 Internal SSD 5000MB/s GP-ASM2NE6100TTTD | PCByte,AORUS NVMe Gen4,,PCI Express x4,,GP-ASM2NE6100TTTD,11349.0
k02_noncorner_products_00125__products_1,"['k02_noncorner_products_00125__products_1', 'k02_noncorner_products_00125__products_3', 'k02_noncorner_products_00125__products_4', 'k02_noncorner_products_00125__products_2']",Compact smart lighting fixture designed for desktop use with integrated charging and app-controlled brightness modes.,105.17,Morrowvale,,,,,,USD,,,"Morrowvale Lumen Atrium 27 is a fictional 27-inch smart desk lamp with adjustable color temperature, wireless charging pad, and voice-assisted scheduling for home studios and reading spaces.",k02_noncorner_products_00125__products_1,AstraLight X1,,,,,SMART_LAMP,,Lumen Atrium 27,Atrium Lumen,,,,MV-LA27-WC,
products_2_40849884,"['products_2_40849884', 'products_1_40849883']","WD Red Pro NAS 4TB HDD, WD4003FFBX. Description: WD 4TB Red Pro NAS 3.5 Hard Drive, SATA III, 7200RPM, 256MB Cache, CMR",582.7049999999999,Western Digital,3.5-inch,,,SATA III,,AUD,['https://computers.scorptec.com.au/computer/Wd-Red-Pro'],,"WD 4TB Red Pro NAS 3.5 Hard Drive, SATA III, 7200RPM, 256MB Cache, CMR",products_2_40849884,,,,,3.5-inch SATA,HDD,4000.0,"WD Red Pro NAS 12TB HDD, WD121KFBX",Red Pro NAS,,SATA,,WD4003FFBX,32592.0
