_id,_fusion_sources,label,release-date,tracks,name,id,duration,genre,artist,release-country
lastFM_72922,['lastFM_72922'],,,"['Queen of the dagger', 'What a feeling', 'Eiffel Tower', 'Dancehall Killers', 'Hallelujah', 'Lose Your Head']",People's Republic of The  Show Formerly Known as Sweden,lastFM_72922,400.0,,The Baboon Show,
discogs_174979,['discogs_174979'],Deranged Records,2015-08-21 00:00:00,"['Cannon', 'Heavens Rocker', 'You You', 'A New Name', 'Protection', 'Private Persons', 'Marathon', 'Burning Down', 'Reality Changes']",The Woods Of Heaven,discogs_174979,,Rock,Pleasure Leftists,Canada
discogs_169463,['discogs_169463'],Southeastern Records (2),2015-07-17 00:00:00,"['If It Takes A Lifetime', '24 Frames', 'Flagship', 'How To Forget', 'Children Of Children', 'The Life You Chose', 'Something More Than Free', 'Speed Trap Town', 'Hudson Commodore', 'Palmetto Rose', 'To A Band That I Loved']",Something More Than Free,discogs_169463,,Rock,Jason Isbell,United States of America
discogs_116796,['discogs_116796'],Atlantic,1995-01-01 00:00:00,"['Only In My Dreams', 'Electric Youth', 'Foolish Beat', 'Anything Is Possible', 'Staying Together', 'Lost In Your Eyes', 'Shake Your Love', 'No More Rhyme', 'Out Of The Blue', 'Only In My Dreams (Extended Club Mix)', 'Shake Your Love (Club Mix)', 'Losin\' Myself (12"" Masters At Work Version)']",Greatest Hits,discogs_116796,,Pop,Debbie Gibson,Taiwan
lastFM_44531,['lastFM_44531'],,,[],No More Tears (Enough Is Enough),lastFM_44531,,,Kym Mazelle,
discogs_159903,['discogs_159903'],Simplify Recordings,2014-06-23 00:00:00,"['Silhouette', 'Broken Night']",Silhouette / Broken Night,discogs_159903,,Electronic / Dance,Covex|JPinnau,United States of America
lastFM_71701,['lastFM_71701'],,,[],Every Breath You Take (The Singles),lastFM_71701,,,The Police,
discogs_170344,['discogs_170344'],Step One Records,1990-01-01 00:00:00,"['Blessed Assurance', 'When They Ring The Golden Bells  /  Rock Of Ages  /  How Firm A Foundation  /  Just As I Am', 'One Day A Time', 'The Old Rugged Cross', 'Morning Has Broken', 'Tell Me Why  /  He Keeps Me Singing  /  Heavely Sunlight  /  Love Lifted Me', 'Beautiful Isle', 'I Love To Tell The Story  /  Beautiful Life, A  /  Will There Be Any Stars In My Crown  /  Sweet By And By', 'Crying In The Chapel', 'Just A Closer Walk With Thee', 'His Eye Is On The Sparrow', ""O, How I Love Jesus  /  Just A Little Walk With Jesus  /  I've Got That Old Time Religion In My Heart  /  I Saw The Light""]",Gospel Classics,discogs_170344,,Pop,Floyd Cramer,United States of America
discogs_159578,['discogs_159578'],Subsound Records (2),2015-05-11 00:00:00,"['1000 Sigarette E Un Omicidio', 'Slow', 'Funeral Jazz', 'Boogie Woogie Traditore', ""Dalia, L'Ultimo Addio"", 'La Semplice Arte Del Delitto', 'Il Buio Adesso', 'Black Byrd BeBop Benzedrine', 'Love Affair']",Funeral Jazz,discogs_159578,,Electronic / Dance,Macelleria Mobile Di Mezzanotte,Italy
discogs_7580,['discogs_7580'],Shadow Law Recordings,2004-12-20 00:00:00,"['Vanishing Point', 'Echelon']",Vanishing Point / Echelon,discogs_7580,260.0,Electronic / Dance,Mayhem (7)|Kiko (2)|Noisia,United States of America
discogs_72684,['discogs_72684'],,2008-09-08 00:00:00,"['Diamond Skys', 'Go Go Go', 'Libertania', 'Acid Favela', 'Drum St', 'Vacuum', 'Freak', 'Impression', 'Bomb Bomb', 'Rocked/Shocked', 'The Fly', 'Congo']",Notes From: Life On The Wire With A Wrecking Ball,discogs_72684,410.0,Electronic / Dance,Capitol K,UK
discogs_194292,['discogs_194292'],Darkmatter Inc.,2016-03-24 00:00:00,"['All Killer No Filler', 'Darknet', 'Come Closer']",All Killer No Filler,discogs_194292,,Electronic / Dance,Emmanuel (8),Germany
lastFM_16523,['lastFM_16523'],,,[],Welcome to the Future,lastFM_16523,,,H. Stylistics,
k04__fab__discogs__lastFM_22407,['k04__fab__discogs__lastFM_22407'],,,[],Beatific,k04__fab__discogs__lastFM_22407,,,Brakes,
discogs_140469,['discogs_140469'],,1986-01-01 00:00:00,"['Stand By Me', 'Save The Last Dance For Me', 'Spanish Harlem', ""Don't Play That Song"", 'I (Who Have Nothing)', 'Amor', 'Young Boy Blues', 'I Count The Tears', 'This Magic Moment', 'Supernatural Thing (Part I)']",Stand By Me: The Best Of Ben E. King And Ben E. King With The Drifters,discogs_140469,1508.0,Pop,Ben E. King|The Drifters,United States of America
discogs_189473,['discogs_189473'],ABC-Paramount,,"[""Poppin' My Clutch"", 'Since Grandpa Got A Rail Job']",Poppin' My Clutch,discogs_189473,,Rock,Donnie And The Darlingtons,United States of America
discogs_179714,['discogs_179714'],LAX Records,1976-01-01 00:00:00,"['The Promised Land', 'BLT']",The Promised Land,discogs_179714,175.0,R&B / Soul,Lee Oskar,Japan
lastFM_55843,['lastFM_55843'],,,,Brothers,lastFM_55843,713.0,,Kanan R.,
discogs_183431,['discogs_183431'],EMI,1967-01-01 00:00:00,"['Dear Eloise', 'Away, Away, Away', 'The Maker', 'Pegasus', 'Would You Belive', 'Wish You A Wish', 'Postcard', 'Charlie And Fred', 'Try It', 'Elevated Observations?', 'Step Inside', 'Butterfly']",Butterfly,discogs_183431,,Pop,The Hollies,Uruguay
discogs_12830,['discogs_12830'],Amfibius Recordings,2006-01-01 00:00:00,"['On The Dancefloor (OFP Original Mix)', 'On The Dancefloor (Greenskeepers Rmx)', ""On The Dancefloor (The NotBotz Slammin' Dub)""]",On The Dancefloor,discogs_12830,,Electronic / Dance,Princess Superstar|One Fingered Pocket,United States of America
lastFM_79970,['lastFM_79970'],,,"['Apocalypse Later', ""Caligula's Sister"", 'Quick Hands', 'animals out Killing', 'Syeh Dna Solleh', 'Heys and Hellos', 'Rabbit Holes']",Monsterattake's,lastFM_79970,648.0,,The Guns o. Detroit,
discogs_151833,['discogs_151833'],Kosmisk Väg,2014-12-06 00:00:00,"['Pt I', 'Pt II', 'Pt III', 'Pt IV']",Beyond Space Pt I-IV,discogs_151833,,Electronic / Dance,Aurinkopartio,
lastFM_45435,['lastFM_45435'],,,"['Lake Hotel', 'These Three Chords', 'Supernatural', 'Happiness', 'Head Up High', 'Beautiful', 'Rock And Roll', 'Make You Move', 'Miss The Rain', 'Whole New  World']",Supernatural,lastFM_45435,1880.0,,Nuff Said,
lastFM_43643,['lastFM_43643'],,,[],Apparatus for Controlling the Mechanism of Floating Vessels,lastFM_43643,,,The Fucked U. Beat,
discogs_55670,['discogs_55670'],Chrysalis,1996-01-01 00:00:00,"[""Nightmares In Paradise '96 (Totally Progressive Mix)"", ""Nightmares In Paradise '96 (London Underground Mix)"", ""Nightmares In Paradise '96 (Bass X-Tension 808 Mix)""]",Nightmares In Paradise '96,discogs_55670,512.0,Electronic / Dance,United House Of House,Spain
discogs_174905,['discogs_174905'],Decca,1973-01-01 00:00:00,"[""Mrs. Johnson's Happiness Emporium"", 'Anytime You Say']",Mrs. Johnson's Happiness Emporium / Anytime You Say,discogs_174905,,Folk,Burl Ives,United States of America
discogs_43364,['discogs_43364'],Secret Weapon Records,2009-12-16 00:00:00,"['Something From Outside (Original Mix)', 'Something From Outside (Greg Kobe Remix)']",Something From Outside,discogs_43364,450.0,Electronic / Dance,Hard Rock Sofa,Canada
discogs_160989,['discogs_160989'],Bass Generator Records,1997-01-01 00:00:00,['Untitled'],Judgement Day,discogs_160989,,Electronic / Dance,Daz Attack|Bass Generator,UK
discogs_35337,['discogs_35337'],Unidisc,1988-01-01 00:00:00,"['Keep On', 'I Hear Music In The Streets', 'Your Love Is A Life Saver', 'Beat The Street', 'In The Bush', 'Shake It Up (Do The Boogaloo)', 'In The Name Of Love', ""You'll Never Know"", 'Walk On By', ""I'm Caught Up (In A One Night Love Affair)""]",Prelude's Greatest Hits,discogs_35337,3312.0,Electronic / Dance,Various,Canada
discogs_58759,['discogs_58759'],Union Records (9),1999-01-01 00:00:00,"['Broken Wings (Instinctive Mix)', 'Broken Wings (Edit Mix)', 'Broken Wings (Club Mix)', 'No-Escape (Sample It!!)']",Broken Wings,discogs_58759,342.0,Electronic / Dance,Circle 99,Italy
discogs_95758,['discogs_95758'],Philips,1981-01-01 00:00:00,"['Jingle Bells', 'Süßer Die Glocken Nie Klingen', 'Adeste Fideles', 'Aba Heidschi Bumbeidschi', ""Mary's Boy Child"", 'Stille Nacht', 'Kling, Glöckchen, Klingelingeling', 'O Tannenbaum', 'O Du Fröhliche', 'Leise Rieselt Der Schnee', 'Little Drummer Boy', 'White Christmas']",Fröhliche Weihnacht Mit Den Electronica's,discogs_95758,495.0,Folk,De Electronica's,Germany
discogs_18906,['discogs_18906'],CBS,1979-01-01 00:00:00,"['Trouble Is...', 'Get Away William']",Trouble Is...,discogs_18906,,Pop,Bruce Woolley,UK
discogs_165878,['discogs_165878'],BMG Direct Marketing|RCA Special Products,1988-01-01 00:00:00,"['In The Mood', 'Boogie Woogie Bugle Boy', 'You,ll Never Know', 'Take The ""A"" Train', 'Stardust', 'Opus One', 'Ballerina', 'Paper Doll', 'And The Angel Sings', 'The Old Lamp-Lighter', 'Frenesi', ""I'll Walk Alone"", 'Cherokee', ""I'll Never Smile Again"", 'Cocktails For Two', 'Whe The Lights Go On Again', ""Stompin' At The Savoy"", 'The Gypsy', 'Chattanooga Choo Choo', 'Till The End Of Time']",In The Mood / Greatest Hits Of The Big Band Era,discogs_165878,,Jazz,Various,Canada
lastFM_72865,['lastFM_72865'],,,"['Turn It Loose', 'Old Pictures', 'Cow Cow Boogie', ""Maybe Your Baby's Got the Blues"", ""I Know Where I'm Going"", 'The Sweetest Gift']",Heartland,lastFM_72865,672.0,,The Judds,
discogs_103195,['discogs_103195'],Universal Music Group|Def Jam Recordings France,,['Follow The Leader'],Follow The Leader,discogs_103195,60.0,Electronic / Dance,Wisin Y Yandel|Jennifer Lopez,France
discogs_47207,['discogs_47207'],Cloak And Dagger Records,1995-01-01 00:00:00,"['Killer Moses', 'The Hanging Garden', 'Bogeyman']",The Unseen EP,discogs_47207,,Electronic / Dance,Killer Moses,UK
lastFM_79007,['lastFM_79007'],,,[],To Nowhere,lastFM_79007,,,A. Backwards,
discogs_157247,['discogs_157247'],Collectors' Choice Music,2010-01-01 00:00:00,"['Twilight On The Trail', 'Ghost Riders In The Sky', 'The Last Round-Up', 'High Noon (From The Film ""High Noon"")', 'Oh! Bury Me Not On The Lone Prairie (The Dying Cowboy)', 'Wagon Wheels', 'Cool Water', 'Shenandoah', 'Empty Saddles (From The Film ""Rhythm On The Range"")', 'Red River Valley', 'Old Faithful', 'Tumbling Tumbleweeds', 'Twilight On The Trail', 'When The Spirit Moves You', ""Joshua Fit The Battle O' Jericho"", 'Just A Closer Walk With Thee', ""Standin' In The Need of Prayer"", 'Swing Low Sweet Chariot', ""De Ol' Ark's A-Moverin'"", ""The Great Gittin' Up Mornin'"", 'Go Down Moses', ""I'm Gonna Walk That Lonesome Valley"", ""Goin' To Shout All Over God's Heab'n"", 'Let Us Break Bread Together', ""Ev'ry Time I Feel The Spirit""]",Twilight On The Trail / When The Spirit Moves You,discogs_157247,,Folk,Jimmie Rodgers (2),United States of America
lastFM_39514,['lastFM_39514'],,,[],Don't Give Up,lastFM_39514,,,D. Venoms,
discogs_17149,['discogs_17149'],Nuclear Blast,2006-02-03 00:00:00,"['Take This Life', 'Leeches', 'Reflect The Storm', 'Dead End', 'Scream', 'Come Clarity', 'Vacuum', ""Pacing Death's Trail"", 'Crawl Through Knives', 'Versus Terminus', 'Our Infinite Struggle', 'Vanishing Light', 'Your Bedtime Story Is Scaring Everyone']",Come Clarity,discogs_17149,2872.0,Rock,In Flames,Germany
lastFM_17192,['lastFM_17192'],,,[],"Glory, Glory, Man. United",lastFM_17192,,,Manchester United Football Team,
discogs_16072,['discogs_16072'],Ministry Of Sound,2004-01-01 00:00:00,"['Bump', 'Re-Rewind (The Crowd Say Bo Selecta)', 'Do U Really Like It?', '21 Seconds', 'A Little Bit Of Luck', 'Oi!', 'Booo!', 'Champagne Dance (Brown Acid Mix)', 'I Luv U', 'Call It Fate', 'Neighbourhood', 'Coming Home', 'True', 'Just A Little (Bump & Flex Electro Shock Club Mix)', ""Sorry (I Didn't Know)"", ""Your Mine (I'm Yours)"", 'Shake It Fast (Anonymous People Remix)', 'Dread Love', ""It's All Vain (Sticky's Refix)"", 'Mic Tribute', 'Bouncing Flow', 'Grind', ""Gotta Get Thru This (D'n'D Remix)"", 'Body Groove', 'Love Shy (Club Asylum Remix)', 'Flowers', 'Summer Of Love', 'Thong Song (Artful Dodger Remix)', 'Imagine (Asylum Remix)', 'Girls Like Us', 'R U Sleeping (Bump & Flex Vocal Mix)', 'Sunshine (Wookie Main Mix)', 'Sincere', 'Never Gonna Let You Go', 'Right Before My Eyes (The Remix Edit)', ""What's It Gonna Be? (Sticky Y2K Mix)"", 'Slice Of Da Pie', 'Funk On Ah Roll (Bump & Flex Remix)', 'Something In Your Eyes (K-Warren Remix)', ""Messin' (Ladies First vs. Sovereign Radio Mix)"", 'Shake It', 'Summer Jam', 'Flex', 'Sweet Like Chocolate', 'Out Of Your Mind', 'Straight From The Heart', 'Teardrops', 'Dooms Night (Timo Mass Remix)', 'Ripgroove', 'Dreams', 'Industry Standard Vol.1 (What You Want)', 'Anytime (Original Mix)', 'Spin Spin Sugar (Armands Dark Garage Mix)', 'Deeper', 'A London Thing', 'Just Gets Better (TJR Dub)', 'Hyperfunk', ""Jump N' Shout (Stanton Warriors Remix)"", '138 Trek', 'Camels (DJ Zinc Remix)', 'Boom Selection', 'Hold On', 'Spend The Night']",Rewind - Garage Classics,discogs_16072,,Electronic / Dance,Various,UK
discogs_125374,['discogs_125374'],Vanguard,,"['This Land Is Your Land', 'Do Re Mi', ""So Long - It's Been Good To Known Yuh"", 'Pastures Of Plenty', 'Roll On Columbia', ""Hard Ain't It Hard"", 'Deportee (Plane Wreck At Los Gatos)', ""A Group Of Children's Songs"", 'Pick It Up', '(Take Me) Riding In My Car', 'Why Oh Why', 'Ship In The Sky', 'Grassey Grass Grass', '-', 'Old Lone Wolf', ""Woody's Rag & 900 Miles"", '900 Miles', 'Jackhammer John', 'Tom Joad']",The Greatest Songs Of Woody Guthrie,discogs_125374,1892.0,Folk,Various,
discogs_72315,['discogs_72315'],Curb Records,,"['Blue Letters', 'When The New Wears Off Of Our Love']",Blue Letters / When The New Wears Off Our Love,discogs_72315,180.0,Folk,The Whites,United States of America
discogs_100754,['discogs_100754'],Abstract Dragon (2),2010-03-01 00:00:00,"[""Beat The Devil's Tattoo"", 'Conscience Killer', 'Bad Blood', 'War Machine', 'Sweet Feeling', 'Evol', 'Mama Taught Me Better', 'River Styx', 'The Toll', 'Aya', ""Shadow's Keeper"", 'Long Way Down', 'Half-State', 'Annabel Lee']",Beat The Devil's Tattoo,discogs_100754,845.0,Rock,Black Rebel Motorcycle Club,United States of America
discogs_3731,['discogs_3731'],Labels,,"[""Just So Long As I've Got You"", 'Home Storm', 'Come Back (Boostamix)', 'Delirious', 'Set My Spirit Free', 'The Future Of The Future (Stay Cold)', 'Free (Radio Mix)', 'Mongobonix', 'Love Dub', ""Hit'n'Run (Muzik Mix)"", 'Ghetto House Groove', ""Walkin'"", 'I.O.U. (Update Mix)', 'Luv 2 The World', 'Love So Strong', ""Can't Get High Without You (Philly World Mix)"", ""I'm Gonna Get Ya Baby (Victor Simonelli Mix)"", 'Fly Life (Brix Mix)', 'Full Disco Outre', 'Mothership Reconnection (Funk D. Void Remix)', 'Muzik Is Muzik', 'Latin Blues Pt. One']",Better Days Classics Volume 1,discogs_3731,7200.0,Electronic / Dance,Various,France
discogs_59662,['discogs_59662'],Source,,"['Encore Fou', 'Encore Fou (Vocal Up)']",Encore Fou,discogs_59662,,Pop,Teri Moïse,France
discogs_96856,['discogs_96856'],Edelton,,"['High Chapparal', 'Addams Family', 'Stingray', 'Dukes Of Hazard', 'Carson & Carson', 'Trapper John MD', 'Love Boat', 'Daniel Boone', 'Jake & McCabe', 'Nachbarn', 'Familie Feuerstein', 'Hawk', 'Rauchende Colts', 'Drei Engel Für Charlie']",SAT.1 Presents TV's Greatest Hits III,discogs_96856,200.0,Soundtrack / Score,Various,Germany
discogs_187705,['discogs_187705'],Roadrunner Records,2006-01-01 00:00:00,"['Living Is A Problem Because Everything Dies (Clean Radio Edit)', 'Saturday Superhouse', ""Who's Got A Match?"", 'As Dust Dances', '2/15ths', 'A Whole Child Ago', 'The Conversation Is...', ""Now I'm Everyone"", 'Semi-Mental', 'Love Has A Diameter', 'Folding Stars', '9/15ths', 'Machines']",Puzzle,discogs_187705,2340.0,Rock,Biffy Clyro,United States of America
lastFM_75109,['lastFM_75109'],,,[],Everybody Plays the Fool,lastFM_75109,,,A. Neville,
discogs_121608,['discogs_121608'],Safari Records,1974-01-01 00:00:00,"['Dawn', 'Get Ready', 'Saffron Dormouse And Lizzy Bee', 'Harlequin Hare', 'Old Blind Mole', 'Magician Moth', 'No Solution', 'Behind The Smile', 'Fly Away', 'Aranea', 'Sitting In A Dream', 'Waiting', 'Sir Maximus Mouse', 'Dreams Of Sir Bedivere', 'Together Again', 'Watch Out For The Bat', 'The Feast', 'Love Is All', 'Homeward']",The Butterfly Ball And The Grasshopper's Feast,discogs_121608,,Rock,Roger Glover And Guests,Australia
discogs_53571,['discogs_53571'],American Tapes,2010-09-02 00:00:00,"['Untitled', 'Untitled', 'Untitled', 'Untitled']",The Signal Man,discogs_53571,4795.0,Electronic / Dance,Spykes,United States of America
lastFM_27107,['lastFM_27107'],,,[],"""Face"" The Music",lastFM_27107,,,Babyface,
discogs_141329,['discogs_141329'],Studio SM,,"['Every Time I Feel The Spirit', 'Peter Go Ring Dem Bells', 'Go Tell It  On The Moutains', ""He's Got The Whole World In His Hands"", 'In Bright Mansions Above', 'By And By', 'Eluah Rock', 'The Blind Man', 'I Want Jesus To Walk With Me', ""She'll Be Comm In' Round The Mountain""]",Spirituals,discogs_141329,,Blues,John Littleton,France
discogs_122162,['discogs_122162'],RCA,1960-01-01 00:00:00,"['Humo', 'Idilio', 'Te Ofreceran El Cielo', '¡No, Repetías No!']","Humo / Idilio / Te Ofreceran El Cielo / ¡No, Repetías No!",discogs_122162,,Pop,Arturo Millán,Spain
discogs_101878,['discogs_101878'],Star Song,1993-01-01 00:00:00,"['God Is In Control', 'Watch And Pray', 'Neither Will I', 'All About You', 'Visitor From Heaven', 'Seventy Years Ago', 'I Will Worship', 'All My Heart', 'Rescue The Prisoner', 'What Am I Without You', 'The Light Is Shining']",Beyond A Dream,discogs_101878,,Pop,Twila Paris,United States of America
discogs_61649,['discogs_61649'],Souterrain Transmissions,,"['The Grey Ship', 'California', 'Anteroom', 'Milkman', 'Coda', 'Marked', 'Breakfast', 'Butterfly Knife', 'Red Star']",Past Life Martyred Saints,discogs_61649,1591.0,Electronic / Dance,EMA (4),United States of America
discogs_166974,['discogs_166974'],,2002-01-01 00:00:00,"['Monster (Liquid People Club Mix)', ""Monster (Sebastien Leger's Monster Remix)"", 'Monster (Crico Castelli Remix)', 'Monster (Liquid People vs McKendrick)', 'Monster (Kidstuff Take The Helm)', ""Monster (Sebastien Leger's Monster Dub)"", 'Monster (Liquid Metal Mix)']",Monster,discogs_166974,,Electronic / Dance,Simple Minds|Liquid People,UK
lastFM_57563,['lastFM_57563'],,,"['Have You Made Up Your Mind', 'Echoes Round The Sun (Radio Edit)', 'Rise and Fall']",Have You Made Up Your Mind/Echoes Round The Sun,lastFM_57563,342.0,,Paul Weller,
discogs_106802,['discogs_106802'],Punks Before Profits,2011-01-01 00:00:00,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",Speed Trials: Worst Bands Of West Michigan,discogs_106802,,Rock,Various,United States of America
discogs_56150,['discogs_56150'],Fusion Netlabel,2010-02-01 00:00:00,"['Snow Factory', 'Automatic Weather Station (feat. Plastique)', 'Fracture', 'Nord', 'My Work', 'Khna (feat. Plastique)', 'Wall', 'Microsity', 'Train', 'Into Hybrid Engine (feat. Plastique)']",Binary Protection,discogs_56150,2508.0,Electronic / Dance,x3d5,Russia
lastFM_16339,['lastFM_16339'],,,"['Something Every Day', 'Breakout/When The Morning Comes', 'Closer Than the Sun / Forever Blue']",Something Every Day,lastFM_16339,140.0,,,
discogs_130507,['discogs_130507'],Ablaze Productions,2014-01-29 00:00:00,"['Gulp The Blood...', 'The Grip Of Death', 'Grotesque Beyond Belief', 'Heads In The Fridge', 'Rise Of The Revolter (Instrumental)', 'Harvest The Humans', 'Trigger The Trap', 'Bloodthirsty Bitches', 'Destructive Organism', 'Bonesaw Leftovers EP', 'Horror Hooker', 'Gorezone Obsession', 'Vengeance Of The Nails', 'Slimetime', 'Grizzly Aftermath', 'Welcome To The Shredshed', 'Bonesaw Leftovers', 'Skull Scavengers', 'Unlisted Bonus Tracks', 'Unlisted', 'Unlisted']",The Terror Threshold,discogs_130507,,Rock,Revolting,Mexico
discogs_164166,['discogs_164166'],El Music Group,2005-01-01 00:00:00,"['Shine', 'December', 'Gel', 'Precious Declaration', 'Run', 'Heavy', 'Why Pt 2', 'December', 'Counting The Days', ""Heaven's Already Here"", 'Compliment', 'She Said', 'Perfect To Stay', 'When The Water Falls', 'Youth']",2 Disc Collection (Greatest Hits & Acoustic Hits),discogs_164166,,Rock,Collective Soul,Canada
lastFM_74394,['lastFM_74394'],,,[],Butterfly City,lastFM_74394,,,,
lastFM_59826,['lastFM_59826'],,,"['The Fool', 'CHRYSALIS']",The Fool,lastFM_59826,348.0,,COOLRUNNINGS,
lastFM_48131,['lastFM_48131'],,,,Random Access  (Ãƒâ€°dition Studio Masters),lastFM_48131,,,Daft Punk,
discogs_24387,['discogs_24387'],Voodoo Box Records,2008-01-01 00:00:00,"['Sound Of Da Police Rmx', 'Accordeon Fiesta!']",Voodoo Box 04,discogs_24387,516.0,Electronic / Dance,Zim (2)|Zone-33,France
discogs_51370,['discogs_51370'],Partehardy Records,2007-08-01 00:00:00,"['Baby, Baby Baby, Aw Shucks', 'No Way Back (Ron Hardy Re-edit)']",Muzic Box Classics V3,discogs_51370,,Electronic / Dance,Ron Hardy,United States of America
lastFM_46310,['lastFM_46310'],,,[],Purple Stuff,lastFM_46310,,,B. Moe,
lastFM_41621,['lastFM_41621'],,,[],Heartland,lastFM_41621,,,Johnny Logan,
discogs_26520,['discogs_26520'],defDrive,2008-04-21 00:00:00,"['Get In Trouble', ""Don't Wanna Get Over"", 'Tired Of Talk (Featuring G. Rizo)', 'Get Live, Snax']",Trouble-EP,discogs_26520,731.0,Electronic / Dance,Snax,
discogs_81086,['discogs_81086'],,1993-01-01 00:00:00,"['Second Chapter', 'The Eyes Of Truth', 'Return To Innocence', ""I Love You... I'll Kill You"", 'Silent Warrior', 'The Dream Of The Dolphin', ""Age Of Loneliness (Carly's Song)"", 'Out From The Deep', 'The Cross Of Changes']",The Cross Of Changes,discogs_81086,528.0,Electronic / Dance,Enigma,Italy
discogs_902,['discogs_902'],Azuli Records,2002-05-06 00:00:00,"['Right In The Socket', ""You Can't Hide (Your Love From Me)"", 'Over And Over (Special 12"" Disco Mix)', 'Never No More Lonely', 'Baby Wants To Ride', ""I'm Not Gonna Let You (Get The Best Of Me)"", 'Funky Nassau', 'Choosing You', 'Do U Luv Me', 'Can You Handle It (Francois K Mix)', 'Giving Up', 'Koro Koro', 'Koke Pt 1 & 2', 'Turn Me Up', '(They Long To Be) Close To You', 'I Love You More']",Azuli Presents François K - Choice - A Collection Of Classics,discogs_902,,Electronic / Dance,François Kevorkian,UK
discogs_182490,['discogs_182490'],NightFlight Productions,1996-01-01 00:00:00,"['Rhythm-A-Ning', 'Hi-Fly', 'My Little Suede Shoes', 'How Do You Keep The Music Playing', 'Undecided', 'Tamra', 'In Walked Bud', 'I Remember Clifford', 'The Night Has A Thousand Eyes']",How Do You Keep The Music Playing,discogs_182490,0.0,Jazz,Floyd Standifer,United States of America
lastFM_22727,['lastFM_22727'],,,[],Brothers in,lastFM_22727,,,Dire Straits,
discogs_97958,['discogs_97958'],London Records,1973-01-01 00:00:00,"['Raunchy', 'Dry Bones', 'Cherry Pink (And Apple Blossom White)', 'I Walk The Line', ""Movin'"", 'Memphis, Tennessee', 'The Stripper', 'Turn On Your Love Light', 'Be-Bop A-Lula', 'So What']",Bill Black's Greatest Hits Volume 2,discogs_97958,,Rock,Bill Black (2),United States of America
discogs_72554,['discogs_72554'],Susurrando,2011-01-01 00:00:00,"['De Verdad Quieres Ser Un Vampiro De Verdad?', 'Al Lerele', 'Vacaciones', 'Tengo La Sensación', 'Esclava De La Moda', 'Botox De Castidad', 'Abracadabra', 'Vampiresada', 'Drácula', 'De Verdad Quieres Ser Un Vampiro De Verdad? (Acusicas Remix)', 'Hija De Puta Internacional (Víctor LeFreak Remix)', 'Doctor, Opéreme (Bolmer Remix)', 'De Verdad Quieres Ser Un Vampiro De Verdad? (Jet 7 Remix)', 'Bonus Track', 'Quién Es Ese Hombre?']",El Imperio Contra Paca!,discogs_72554,3248.0,Electronic / Dance,Sarassas Music,Spain
lastFM_19502,['lastFM_19502'],,,[],Ridding White Alligators,lastFM_19502,,,Only a Mother,
discogs_109244,['discogs_109244'],,1997-01-01 00:00:00,"['Shaft', 'Out Out', 'Want To Luv You', 'Bass Up The Track']",Shaft Trilogy EP,discogs_109244,,Electronic / Dance,,United States of America
lastFM_74968,['lastFM_74968'],,,[],March Of The Obsidian Triumvirate,lastFM_74968,,,BlackQueen,
discogs_129280,['discogs_129280'],Victor,2014-03-26 00:00:00,"['Avalon', 'Hellbent', 'Pale Rider', 'Born To Fly', 'Master Of Confusion', 'Empire Of The Undead', 'Time For Deliverance', 'Demonseed', 'Seven', 'I Will Return', 'Someday (Japanese Bonus Track)']",Empire Of The Undead,discogs_129280,,Rock,Gamma Ray,Japan
discogs_43133,['discogs_43133'],Cygnetic Records,2001-08-01 00:00:00,"['Gaia Spirits Intro', 'Energy Gate', 'Transportal', 'Metamorphosis', 'Final Fantasy', 'Gaia Spirits', 'Psychedelic Overdose']",Gaia Spirits,discogs_43133,3068.0,Electronic / Dance,Imperial Project,Switzerland
discogs_10181,['discogs_10181'],Wicked Mix,1998-01-01 00:00:00,"[""I've Gotta Be Tough (Remix)"", 'Welcome To The Bass Planet (Remix)', 'Something 2 Dance 2 (Remix)', 'Sally That Girl (Remix)', 'Dial A Freak (Remix)']",Miami Bass Classics Vol. 3,discogs_10181,1305.0,Electronic / Dance,Various,
lastFM_34689,['lastFM_34689'],,,[],A Crow Left of the Murder...,lastFM_34689,,,Incubus (.,
discogs_107309,['discogs_107309'],On Records (4),1977-01-01 00:00:00,"['Nut Rocker', 'Get It On', ""Nå Må 'Ru Slutt' Opp Med Å Se På Meg Sånn"", 'Revielle Rock', 'Delta Queen', 'Buona Sera', 'Ælve-Rock (Red River Rock)', 'Bongo Bongo Bongo', 'Hei Sveis', 'Java', 'Bring It All Way Back Home', 'Mona Lisa']",Greatest Hits,discogs_107309,928.0,,New Jordal Swingers,Norway
discogs_57337,['discogs_57337'],Polydor,,"['Hong Kong Garden', 'Mirage', 'The Staircase (Mystery)', 'Playground Twist', 'Love In A Void', 'Happy House', 'Christine', 'Israel', 'Spellbound', 'Arabian Knights']","Once Upon A Time ""The Singles""",discogs_57337,,Rock,Siouxsie & The Banshees,United States of America
