_id,_fusion_sources,userScore,releaseYear,platform,developer,id,name,ESRB,series,criticScore,genres,globalSales,publisher
dbpedia_22519,['dbpedia_22519'],,2022-01-01 00:00:00,PlayStation 4,Ubisoft Montpellier,dbpedia_22519,Valiant Hearts: The Great War,,,,Puzzle video game,,
dbpedia_27607,['dbpedia_27607'],,2006-01-01 00:00:00,PlayStation,Konami,dbpedia_27607,Dance Dance Revolution Disney Mix,,Dance Dance Revolution,,Music video game,,
dbpedia_62387,['dbpedia_62387'],,2009-01-01 00:00:00,Sega Saturn,Career Soft,dbpedia_62387,Langrisser IV,,,,Tactical role-playing game,,
metacritic_15826,['metacritic_15826'],7.0,2007-01-01 00:00:00,Nintendo DS,Rare Ltd.,metacritic_15826,Diddy Kong Racing DS,E,,63.0,"Driving,Racing,Arcade,Kart,Other,Kart",,
dbpedia_40423,['dbpedia_40423'],,2017-01-01 00:00:00,Sega Saturn,Human Entertainment,dbpedia_40423,List of Fire Pro Wrestling games,,,,Professional wrestling,,
dbpedia_45907,['dbpedia_45907'],,2010-01-01 00:00:00,,Valve Corporation,dbpedia_45907,Half-Life 2: Episode One,,,,First-person shooter,,
metacritic_7766,['metacritic_7766'],6.2,2018-01-01 00:00:00,Xbox One,,metacritic_7766,Capcom Beat 'Em Up Bundle,T,,76.0,"Miscellaneous,Compilation",,
metacritic_14327,['metacritic_14327'],6.1,2017-01-01 00:00:00,Nintendo Switch,Zen Studios,metacritic_14327,Infinite Minigolf,E,,66.0,"Sports,Individual,Golf,Arcade",,
dbpedia_35336,['dbpedia_35336'],,1991-01-01 00:00:00,Sega Genesis / Mega Drive,M2 (game developer),dbpedia_35336,Fatal Fury: King of Fighters,,Fatal Fury,,Fighting game,,
metacritic_4215,['metacritic_4215'],,2023-01-01 00:00:00,PlayStation 5,Ryu ga Gotoku Studios,metacritic_4215,Like a Dragon: Ishin!,M,,81.0,"Action Adventure,Open-World",,
dbpedia_24120,['dbpedia_24120'],,2010-01-01 00:00:00,Nintendo DS,Sonic Team,dbpedia_24120,Mario & Sonic at the Olympic Winter Games,,List of Mario sports games,,Sports video game,,
dbpedia_6133,['dbpedia_6133'],,2005-01-01 00:00:00,Nintendo 3DS,Capcom Production Studio 4,dbpedia_6133,Phoenix Wright: Ace Attorney,,Ace Attorney,,Visual novel,,
metacritic_19778,['metacritic_19778'],7.4,2007-01-01 00:00:00,Windows PC,Vertex4,metacritic_19778,SunAge,T,,4 4.0,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General,Command",,
dbpedia_7592,['dbpedia_7592'],,2006-01-01 00:00:00,PlayStation Vita,Omega Force,dbpedia_7592,Samurai Warriors 2,,Samurai Warriors,,Hack and slash,,
dbpedia_31877,['dbpedia_31877'],,2015-01-01 00:00:00,Xbox One,Beenox,dbpedia_31877,Skylanders: SuperChargers,,Skylanders,,Platform game,,
dbpedia_3108,['dbpedia_3108'],,2010-01-01 00:00:00,Nintendo Switch,Nintendo Switch,dbpedia_3108,Uno,,Uno (card game),,Card game,,
dbpedia_44365,['dbpedia_44365'],,1989-01-01 00:00:00,Nintendo Entertainment System (NES),Now Production,dbpedia_44365,Dragon Spirit: The New Legend,,Dragon Spirit,,Shoot 'em up,,
dbpedia_25872,['dbpedia_25872'],,1990-01-01 00:00:00,,SNK,dbpedia_25872,Top Player's Golf,,,,Sports game,,
k04__fab__sales__dbpedia_12626,['k04__fab__sales__dbpedia_12626'],,,,Ninja,k04__fab__sales__dbpedia_12626,,,,,Action game role-playing,,
dbpedia_2188,['dbpedia_2188'],,2007-01-01 00:00:00,,Imagination Entertainment,dbpedia_2188,Deal or No Deal,,,,Trivia,,
dbpedia_49612,['dbpedia_49612'],,2004-01-01 00:00:00,Xbox,The Fizz Factor,dbpedia_49612,Spider-Man 2,,,,Action-adventure game,,
metacritic_8019,['metacritic_8019'],6.4,,PlayStation 4,"Ubisoft,Engine Software",metacritic_8019,Scott Pilgrim vs. the World: The Game - Complete Edition,T,,75.0,"Action,Beat-'Em-Up,2D",,
dbpedia_58918,['dbpedia_58918'],,2008-01-01 00:00:00,Android,Gameloft,dbpedia_58918,Uno,,,,Card game,,
dbpedia_54328,['dbpedia_54328'],,2010-01-01 00:00:00,,,dbpedia_54328,Angry Birds,,,,Puzzle video game,,
dbpedia_55351,['dbpedia_55351'],,2006-01-01 00:00:00,PlayStation Portable (PSP),Kuju Entertainment,dbpedia_55351,Pilot Academy,,,,Amateur flight simulator,,
dbpedia_7515,['dbpedia_7515'],,2017-01-01 00:00:00,Windows PC,PlatinumGam es,dbpedia_7515,Vanquish,,,,Action game,,
dbpedia_43490,['dbpedia_43490'],,1997-01-01 00:00:00,Nintendo 64,Personal computer,dbpedia_43490,Rampage World Tour,,,,Action game,,
dbpedia_59367,['dbpedia_59367'],,2001-01-01 00:00:00,,Taito,dbpedia_59367,Psychic Force 2012,,,,Fighting game,,
dbpedia_2151,['dbpedia_2151'],,1997-01-01 00:00:00,Arcade Cabinet,Cave (company),dbpedia_2151,Steep Slope Sliders,,,,Snowboarding video game,,
dbpedia_35795,['dbpedia_35795'],,2015-01-01 00:00:00,Xbox One,Softstar,dbpedia_35795,The Legend of Sword and Fairy 6,,The Legend of Sword and Fairy,,Role-playing video game,,
dbpedia_38112,['dbpedia_38112'],,2015-01-01 00:00:00,Wii U,Simogo,dbpedia_38112,Year Walk,,,,Adventure game,,
dbpedia_50198,['dbpedia_50198'],,2015-01-01 00:00:00,PlayStation 3,Acquire (company),dbpedia_50198,Akiba's Trip: Undead & Undressed,,,,Beat 'em up,,
metacritic_3368,['metacritic_3368'],8.0,2017-01-01 00:00:00,Nintendo Switch,Fabraz,metacritic_3368,Slime-san,E,,82.0,"Action Adventure,Linear",,
dbpedia_37169,['dbpedia_37169'],,2019-01-01 00:00:00,Nintendo Switch,Frozenbyte,dbpedia_37169,Trine 4: The Nightmare Prince,,,,Puzzle-platform,,
dbpedia_35285,['dbpedia_35285'],,2009-01-01 00:00:00,PlayStation 2,Konami Computer Entertainment Tokyo,dbpedia_35285,Shadow of Memories,,,,Adventure game,,
dbpedia_27047,['dbpedia_27047'],,2001-01-01 00:00:00,,Sonic Team,dbpedia_27047,Puyo Pop,,Puyo Puyo,,Puzzle video game,,
dbpedia_53190,['dbpedia_53190'],,2008-01-01 00:00:00,,Superior Software,dbpedia_53190,SimCity,,SimCity,,City-building game,,
dbpedia_39938,['dbpedia_39938'],,2013-01-01 00:00:00,Windows PC,Loot Interactive,dbpedia_39938,Electronic Super Joy,,,,Platform game,,
dbpedia_5551,['dbpedia_5551'],,2013-01-01 00:00:00,Nintendo DS,Tag Games,dbpedia_5551,Might & Magic: Clash of Heroes,,Might and Magic,,Role-playing video game,,
dbpedia_19393,['dbpedia_19393'],,2012-01-01 00:00:00,PlayStation Vita,BlackBerry,dbpedia_19393,Oddworld: Stranger's Wrath,,Oddworld,,,,
sales_6998,['sales_6998'],6.3,2016-01-01 00:00:00,Xbox One,Capcom,sales_6998,Resident Evil 6,M,,63.0,Shooter,0.0,Capcom
dbpedia_61223,['dbpedia_61223'],,1988-01-01 00:00:00,Arcade Cabinet,Taito,dbpedia_61223,Operation Thunderbolt,,,,Light gun shooter,,
dbpedia_40374,['dbpedia_40374'],,2011-01-01 00:00:00,Nintendo DS,ImaginEngine,dbpedia_40374,Puss in Boots,,,,Action game,,
k04__fab__sales__dbpedia_4837,['k04__fab__sales__dbpedia_4837'],,,,Akella,k04__fab__sales__dbpedia_4837,,,,,Space combat,,
metacritic_10910,['metacritic_10910'],8.3,2020-01-01 00:00:00,Nintendo Switch,Cape Cosmic,metacritic_10910,Phoenotopia: Awakening,E10+,,72.0,"Action Adventure,General",,
dbpedia_24280,['dbpedia_24280'],,1999-01-01 00:00:00,,MacPlay,dbpedia_24280,Heretic II,,,,Action game,,
dbpedia_15702,['dbpedia_15702'],,1989-01-01 00:00:00,,Riverhillsoft,dbpedia_15702,J.B. Harold Murder Club,,,,adventure game,,
sales_1873,['sales_1873'],6.4,2012-01-01 00:00:00,Xbox 360,EA Canada,sales_1873,SSX,E,,82.0,Sports,0.0,Electronic Arts
dbpedia_2427,['dbpedia_2427'],,2012-01-01 00:00:00,Nintendo Switch,Capcom Production Studio 4,dbpedia_2427,Phoenix Wright: Ace Attorney – Justice for All,,,,Adventure game,,
sales_7877,['sales_7877'],,2008-01-01 00:00:00,Nintendo DS,,sales_7877,Mega Brain Boost,E,,48.0,Puzzle,0.0,Majesco Entertainment
dbpedia_59938,['dbpedia_59938'],,2018-01-01 00:00:00,Nintendo Switch,,dbpedia_59938,Clannad,,,,Visual novel,,
metacritic_6716,['metacritic_6716'],8.3,2015-01-01 00:00:00,Nintendo 3DS,Level 5,metacritic_6716,Inazuma Eleven Go: Chrono Stones: Thunderflash,,,77.0,"Sports,Soccer,Arcade,Team",,
dbpedia_4702,['dbpedia_4702'],,,Android,Ouya,dbpedia_4702,Oddworld: Stranger's Wrath,,,,Third-person shooter,,
metacritic_6589,['metacritic_6589'],6 .7,,PlayStation 3,EA Tiburon,metacritic_6589,EA Sports MMA,T,,77.0,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Wrestling,Combat,Boxing / Martial Arts",,
dbpedia_2297,['dbpedia_2297'],,2017-01-01 00:00:00,PlayStation 3,Mojang Studios,dbpedia_2297,Minecraft,,Minecraft (franchise),,Sandbox game,,
dbpedia_10405,['dbpedia_10405'],,,Nintendo Entertainment System (NES),Krome Studios,dbpedia_10405,The Bard's Tale,,The Bard's Tale,,Role-playing video game,,
sales_5601,['sales_5601'],7.5,2013-01-01 00:00:00,PlayStation Vita,SCEA San Diego Studios,sales_5601,MLB 13: The Show,E,,75.0,Sports,0.0,
dbpedia_11659,['dbpedia_11659'],,2002-01-01 00:00:00,Nintendo DS,Virtuos,dbpedia_11659,List of Monster Jam video games,,Monster Jam,,Racing game,,
dbpedia_16346,['dbpedia_16346'],,2011-01-01 00:00:00,PlayStation 3,Ubisoft Paris,dbpedia_16346,Michael Jackson: The Experience,,,,Rhythm game,,
dbpedia_42351,['dbpedia_42351'],,2013-01-01 00:00:00,Linux / SteamOS,Ice-Pick Lodge,dbpedia_42351,Knock-Knock,,,,Adventure game,,
dbpedia_43555,['dbpedia_43555'],,2006-01-01 00:00:00,Linux / SteamOS,Tripwire Interactive,dbpedia_43555,Red Orchestra: Ostfront 41-45,,,,Tactical shooter,,
dbpedia_5254,['dbpedia_5254'],,1994-01-01 00:00:00,Game Boy,Eurocom,dbpedia_5254,Tarzan: Lord of the Jungle,,,,Platform game,,
dbpedia_12192,['dbpedia_12192'],,2014-01-01 00:00:00,Windows PC,THQ Digital Studios UK,dbpedia_12192,"Warhammer 40,000: Kill Team",,"Warhammer 40,000",,Shooter game,,
dbpedia_22292,['dbpedia_22292'],,2009-01-01 00:00:00,Nintendo DS,Aspyr Media,dbpedia_22292,Puzzle Quest: Galactrix,,,,Puzzle video game,,
dbpedia_6393,['dbpedia_6393'],,2018-01-01 00:00:00,Android,Double Eleven (company),dbpedia_6393,Prison Architect,,,,Construction and management simulation,,
metacritic_9559,['metacritic_9559'],5.8,2013-01-01 00:00:00,Windows PC,Santa Ragione,metacritic_9559,MirrorMoon EP,,,73.0,"Miscellaneous,Adventure,Puzzle,General,Puzzle,3D,First-Person,General",,
dbpedia_42206,['dbpedia_42206'],,1993-01-01 00:00:00,Sega Genesis / Mega Drive,Capcom,dbpedia_42206,Street Fighter II: Champion Edition,,,,Fighting game,,
dbpedia_62603,['dbpedia_62603'],,2015-01-01 00:00:00,PlayStation Vita,Halfbrick Studios,dbpedia_62603,Fruit Ninja,,,,Arcade game,,
dbpedia_8627,['dbpedia_8627'],,2018-01-01 00:00:00,iOS (iPhone),FoxNext,dbpedia_8627,Marvel Strike Force,,,,Role-playing video game,,
dbpedia_46071,['dbpedia_46071'],,2008-01-01 00:00:00,Wii,Sora Ltd.,dbpedia_46071,Super Smash Bros. Brawl,,Super Smash Bros.,,Fighting game,,
dbpedia_7608,['dbpedia_7608'],,,Android,Gameloft,dbpedia_7608,Prince of Persia Classic,,,,Action game,,
dbpedia_60961,['dbpedia_60961'],,2009-01-01 00:00:00,Xbox,Raven Software,dbpedia_60961,Star Wars Jedi Knight II: Jedi Outcast,,,,Hack and slash,,
dbpedia_57041,['dbpedia_57041'],,1994-01-01 00:00:00,Sega Master System,Realtime Associates,dbpedia_57041,RoboCop Versus The Terminator,,,,Action game,,
dbpedia_40069,['dbpedia_40069'],,1999-01-01 00:00:00,macOS,Runecraft,dbpedia_40069,Scrabble,,,,Strategy video game,,
dbpedia_3600,['dbpedia_3600'],,2004-01-01 00:00:00,PlayStation 2,Giga (brand),dbpedia_3600,Baldr Force,,,,Action game,,
dbpedia_31246,['dbpedia_31246'],,2010-01-01 00:00:00,iOS (iPhone),Capcom Production Studio 4,dbpedia_31246,Phoenix Wright: Ace Attorney – Justice for All,,,,Visual novel,,
metacritic_8243,['metacritic_8243'],6.0,2017-01-01 00:00:00,Windows PC,Sloclap,metacritic_8243,Absolver,,,75.0,"Role-Playing,Action RPG",,
dbpedia_17879,['dbpedia_17879'],,1991-01-01 00:00:00,Xbox 360,Konami,dbpedia_17879,The Simpsons,,,,Beat 'em up,,
dbpedia_58743,['dbpedia_58743'],,2015-01-01 00:00:00,PlayStation 4,Kemco,dbpedia_58743,Raging Loop,,,,Visual novel,,
dbpedia_31167,['dbpedia_31167'],,,iOS (iPhone),Secret Lab,dbpedia_31167,Night in the Woods,,,,Adventure game,,
dbpedia_3527,['dbpedia_3527'],,2015-01-01 00:00:00,PlayStation 3,Avalanche Software,dbpedia_3527,Disney Infinity 3.0,,,,Toys-to-life,,
dbpedia_23347,['dbpedia_23347'],,2011-01-01 00:00:00,Android,HyperDevbox Japan,dbpedia_23347,Generation of Chaos,,,,Real-time tactics,,
metacritic_13450,['metacritic_13450'],6.4,2015-01-01 00:00:00,PlayStation 4,,metacritic_13450,Middle-earth: Shadow of Mordor - The Bright Lord,M,,68.0,"Action Adventure,Open-World",,
dbpedia_7282,['dbpedia_7282'],,2013-01-01 00:00:00,PlayStation VR,Teyon,dbpedia_7282,Heavy Fire,,,,On-rails shooter,,
dbpedia_39083,['dbpedia_39083'],,,Nintendo 64,Banpresto,dbpedia_39083,Super Robot Spirits,,,,Fighting game,,
dbpedia_4595,['dbpedia_4595'],,1991-01-01 00:00:00,,Natsume (company),dbpedia_4595,Advanced Dungeons & Dragons: Heroes of the Lance,,Dragonlance,,Action-adventure game,,
metacritic_5603,['metacritic_5603'],6.1,,Windows PC,The Sims Studio,metacritic_5603,The Sims 3: Pets,T,,79.0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",,
dbpedia_3256,['dbpedia_3256'],,2003-01-01 00:00:00,PlayStation 3,Team6 Game Studios,dbpedia_3256,List of Monster Jam video games,,Monster Jam,,Vehicular combat game,,
dbpedia_62515,['dbpedia_62515'],,2001-01-01 00:00:00,PlayStation,Taito,dbpedia_62515,Puzznic,,,,Puzzle,,
dbpedia_9507,['dbpedia_9507'],,2006-01-01 00:00:00,Windows PC,Kogado Studio,dbpedia_9507,Gadget Trial,,,,Visual novel,,
dbpedia_1378,['dbpedia_1378'],,2009-01-01 00:00:00,macOS,Rovio Entertainment,dbpedia_1378,Angry Birds,,,,Turn-based strategy,,
dbpedia_28344,['dbpedia_28344'],,1982-01-01 00:00:00,,Richard Garriott,dbpedia_28344,Ultima II: The Revenge of the Enchantress,,,,Role-playing video game,,
dbpedia_33401,['dbpedia_33401'],,2014-01-01 00:00:00,PlayStation Vita,Interplay Entertainment,dbpedia_33401,Another World,,,,Action game,,
k04__fab__sales__dbpedia_17273,['k04__fab__sales__dbpedia_17273'],,,,Studios HumaNature,k04__fab__sales__dbpedia_17273,,,,,Action game,,
metacritic_16301,['metacritic_16301'],,2020-01-01 00:00:00,Nintendo Switch,"Code Mystics Inc.,SNK Corporation",metacritic_16301,Fatal Fury: First Contact,E10+,,,"Action,Fighting,2D",,
metacritic_3639,['metacritic_3639'],8.1,2003-01-01 00:00:00,,Radical Entertainment,metacritic_3639,The Simpsons: Hit & Run,T,,82.0,"Driving,Action Adventure,Mission-based,Mission-based,Open-World",,
dbpedia_24290,['dbpedia_24290'],,2020-01-01 00:00:00,Google Stadia,Rainbow Studios,dbpedia_24290,List of Monster Jam video games,,,,Racing game,,
dbpedia_51649,['dbpedia_51649'],,1984-01-01 00:00:00,Nintendo Entertainment System (NES),Compile (company),dbpedia_51649,Ghostbusters,,,,Action game,,
metacritic_12093,['metacritic_12093'],6.9,2015-01-01 00:00:00,PlayStation 4,Eden Industries,metacritic_12093,Citizens of Earth,E10+,,70.0,"Role-Playing,General,Japanese-Style",,
dbpedia_33847,['dbpedia_33847'],,,Xbox 360,PlayStation Portable,dbpedia_33847,Michael Jackson: The Experience,,,,Rhythm game,,
dbpedia_32759,['dbpedia_32759'],,2021-01-01 00:00:00,PlayStation,Square (video game company),dbpedia_32759,Final Fantasy II,,,,Role-playing video game,,
dbpedia_22173,['dbpedia_22173'],,2000-01-01 00:00:00,PlayStation,Visceral Games,dbpedia_22173,NASCAR Rumble,,,,Racing,,
dbpedia_27691,['dbpedia_27691'],,,PlayStation 2,Nippon Ichi,dbpedia_27691,Tenshi no Present: Marl Ōkoku Monogatari,,,,Role-playing video game,,
dbpedia_32079,['dbpedia_32079'],,2010-01-01 00:00:00,Wii,Good-Feel,dbpedia_32079,Kirby's Epic Yarn,,,,Platform game,,
k04__fab__sales__dbpedia_42359,['k04__fab__sales__dbpedia_42359'],,,,,k04__fab__sales__dbpedia_42359,,,,,game,,
dbpedia_41400,['dbpedia_41400'],,2012-01-01 00:00:00,,Key (company),dbpedia_41400,Air,,,,Visual novel,,
dbpedia_37548,['dbpedia_37548'],,2004-01-01 00:00:00,Game Boy Advance,Ubisoft Milan,dbpedia_37548,The Mummy: The Animated Series,,,,Action-adventure,,
dbpedia_51313,['dbpedia_51313'],,2011-01-01 00:00:00,Android,Gameloft,dbpedia_51313,Prince of Persia Classic,,Prince of Persia,,Action game,,
k04__fab__sales__dbpedia_43756,['k04__fab__sales__dbpedia_43756'],,,,,k04__fab__sales__dbpedia_43756,,,,,game PlatfoRm,,
dbpedia_27598,['dbpedia_27598'],,1996-01-01 00:00:00,Arcade Cabinet,Technosoft,dbpedia_27598,Hyper Duel,,,,Shoot 'em up,,
dbpedia_27277,['dbpedia_27277'],,2011-01-01 00:00:00,PlayStation 3,G.rev,dbpedia_27277,Mamorukun Curse!,,,,Shoot 'em up,,
sales_1811,['sales_1811'],5.8,2011-01-01 00:00:00,PlayStation 3,Splash Damage,sales_1811,Brink,T,,72.0,Shooter,0.0,Bethesda Softworks
metacritic_19527,['metacritic_19527'],7.1,2021-01-01 00:00:00,Xbox Series X,"Square Enix,Arzest,Balan Company",metacritic_19527,Balan Wonderworld,E10+,,,"Action,Platformer,3D",,
dbpedia_48763,['dbpedia_48763'],,2020-01-01 00:00:00,Android,Android (operating system),dbpedia_48763,Oddworld: Stranger's Wrath,,,,Third-person shooter,,
dbpedia_61169,['dbpedia_61169'],,2010-01-01 00:00:00,Arcade Cabinet,Konami,dbpedia_61169,Road Fighter,,,,Racing video game,,
dbpedia_23242,['dbpedia_23242'],,,Windows PC,Ubisoft Pune,dbpedia_23242,Growtopia,,,,Sandbox game,,
k04__fab__sales__dbpedia_9539,['k04__fab__sales__dbpedia_9539'],,,,Capcom,k04__fab__sales__dbpedia_9539,,,,,Visual,,
dbpedia_49744,['dbpedia_49744'],,1994-01-01 00:00:00,Sega Genesis / Mega Drive,,dbpedia_49744,Brutal: Paws of Fury,,,,Fighting game,,
metacritic_15597,['metacritic_15597'],6.3,2019-01-01 00:00:00,PlayStation 4,"From Software,General Arcade",metacritic_15597,Metal Wolf Chaos XD,T,,63.0,"Simulation,Vehicle,Combat",,
metacritic_15448,['metacritic_15448'],6.0,2018-01-01 00:00:00,Nintendo Switch,We Are Fuzzy,metacritic_15448,Sleep Tight,E10+,,64.0,"Action,Shooter,Shoot-'Em-Up,Top-Down",,
metacritic_10651,['metacritic_10651'],8.0,2015-01-01 00:00:00,Windows PC,OhNoo,metacritic_10651,Tormentum - Dark Sorrow,,,72.0,"Action Adventure,Horror,Adventure,Point-and-Click",,
dbpedia_963,['dbpedia_963'],,2005-01-01 00:00:00,Xbox,Ubisoft Montreal,dbpedia_963,Prince of Persia: The Two Thrones,,,,Hack and slash,,
k04__fab__metacritic__dbpedia_17462,['k04__fab__metacritic__dbpedia_17462'],,,,,k04__fab__metacritic__dbpedia_17462,,,,,,,
dbpedia_36318,['dbpedia_36318'],,1994-01-01 00:00:00,PlayStation,32X,dbpedia_36318,Mortal Kombat II,,Mortal Kombat,,Fighting game,,
dbpedia_18184,['dbpedia_18184'],,1981-01-01 00:00:00,Arcade Cabinet,Sega development studios,dbpedia_18184,005,,,,List of maze video games,,
dbpedia_59511,['dbpedia_59511'],,1999-01-01 00:00:00,Windows PC,Midway Games,dbpedia_59511,Hydro Thunder,,,,Racing video game,,
dbpedia_45321,['dbpedia_45321'],,1999-01-01 00:00:00,,Game Studio (company),dbpedia_45321,Wizardry: Proving Grounds of the Mad Overlord,,,,Role-playing video game,,
dbpedia_41020,['dbpedia_41020'],,1999-01-01 00:00:00,PlayStation,Gremlin Interactive,dbpedia_41020,Actua Pool,,,,Pocket billiards,,
dbpedia_38329,['dbpedia_38329'],,1997-01-01 00:00:00,Sega Saturn,Nightdive Studios,dbpedia_38329,Quake,,Quake (series),,First-person shooter,,
dbpedia_15219,['dbpedia_15219'],,2011-01-01 00:00:00,macOS,,dbpedia_15219,Tropico 4,,Tropico (video game),,Construction and management simulation,,
dbpedia_61584,['dbpedia_61584'],,2006-01-01 00:00:00,,Oberon Media,dbpedia_61584,Bejeweled 2,,Bejeweled (series),,Puzzle video game,,
dbpedia_9021,['dbpedia_9021'],,2021-01-01 00:00:00,Sega Saturn,Id Software,dbpedia_9021,Quake,,Quake (series),,First-person shooter,,
metacritic_16168,['metacritic_16168'],6.3,2001-08-20 01:00:00,PlayStation Portable (PSP),Ivolgamus,metacritic_16168,Fading Shadows,E,,62.0,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General",,
dbpedia_46439,['dbpedia_46439'],,1991-01-01 00:00:00,,Sunsoft,dbpedia_46439,Lemmings,,,,Strategy video game,,
metacritic_5267,['metacritic_5267'],,2009-01-01 00:00:00,Windows PC,Telltale Games,metacritic_5267,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,E10+,,79.0,"Adventure,General,3D,Fantasy,Third-Person,Fantasy",,
dbpedia_20392,['dbpedia_20392'],,1985-01-01 00:00:00,Sega Genesis / Mega Drive,Atari Games,dbpedia_20392,Gauntlet,,,,Hack and slash,,
dbpedia_5048,['dbpedia_5048'],,2010-01-01 00:00:00,,Konami,dbpedia_5048,Quarth,,,,Puzzle video game,,
dbpedia_25309,['dbpedia_25309'],,1997-01-01 00:00:00,Nintendo Switch,Id Software,dbpedia_25309,Quake,,,,,,
dbpedia_38145,['dbpedia_38145'],,2021-01-01 00:00:00,Nintendo Switch,KAZe,dbpedia_38145,Zombie Nation,,,,Shoot 'em up,,
dbpedia_12370,['dbpedia_12370'],,2014-01-01 00:00:00,PlayStation 3,,dbpedia_12370,Joe Danger 2: The Movie,,,,Platform game,,
dbpedia_57989,['dbpedia_57989'],,1995-01-01 00:00:00,Arcade Cabinet,Namco,dbpedia_57989,Starblade,,,,Shoot'em up,,
dbpedia_37413,['dbpedia_37413'],,2008-01-01 00:00:00,Nintendo DS,Artificial Mind and Movement,dbpedia_37413,High School Musical 2: Work This Out!,,,,,,
dbpedia_11648,['dbpedia_11648'],,2005-01-01 00:00:00,,Psygnosis,dbpedia_11648,Darkstalkers: The Night Warriors,,Darkstalkers,,Fighting game,,
dbpedia_52692,['dbpedia_52692'],,2003-01-01 00:00:00,Nintendo Switch,Arc System Works,dbpedia_52692,Guilty Gear X2 updated versions,,Guilty Gear,,Fighting game,,
dbpedia_21333,['dbpedia_21333'],,2010-01-01 00:00:00,Wii,Arika,dbpedia_21333,TwinBee,,,,Scrolling shooter,,
dbpedia_16612,['dbpedia_16612'],,1998-01-01 00:00:00,Sega Saturn,Silicon Dreams Studio,dbpedia_16612,World League Soccer '98,,,,Association football,,
dbpedia_31290,['dbpedia_31290'],,1993-01-01 00:00:00,,FTL Games,dbpedia_31290,Dungeon Master II: The Legend of Skullkeep,,,,Role-playing video game,,
k04__fab__sales__dbpedia_32312,['k04__fab__sales__dbpedia_32312'],,,,Studios,k04__fab__sales__dbpedia_32312,,,,,game Sports,,
dbpedia_885,['dbpedia_885'],,2016-01-01 00:00:00,,Mojang Studios,dbpedia_885,Minecraft,,Minecraft (franchise),,Survival game,,
dbpedia_7965,['dbpedia_7965'],,2009-01-01 00:00:00,PlayStation 3,Q-Games,dbpedia_7965,PixelJunk Shooter,,,,Multidirectional shooter,,
metacritic_5944,['metacritic_5944'],7.4,2016-01-01 00:00:00,PlayStation 4,Spike Chunsoft,metacritic_5944,Grand Kingdom,T,,78.0,"Strategy,Turn-Based,Tactics",,
k04__fab__sales____singleton___metacritic_metacritic_3857,['k04__fab__sales____singleton___metacritic_metacritic_3857'],,,,,k04__fab__sales____singleton___metacritic_metacritic_3857,,,,,,,
metacritic_10562,['metacritic_10562'],7.4,2016-01-01 00:00:00,PlayStation 4,Dimps Corporation,metacritic_10562,Dragon Ball: Xenoverse 2,T,,72.0,"Action,Fighting,3D",,
dbpedia_6895,['dbpedia_6895'],,2006-01-01 00:00:00,Wii,Avalanche Software,dbpedia_6895,Disney's Chicken Little: Ace in Action,,,,Platform game,,
dbpedia_29968,['dbpedia_29968'],,2008-01-01 00:00:00,Wii,Cat Daddy Games,dbpedia_29968,Carnival Games,,,,Party game,,
metacritic_7216,['metacritic_7216'],6.2,2020-01-01 00:00:00,Windows PC,"Massive Damage, Inc.",metacritic_7216,Star Renegades,T,,,"Strategy,Turn-Based,Tactics",,
metacritic_6075,['metacritic_6075'],6.5,2019-01-01 00:00:00,Nintendo Switch,HopFrog,metacritic_6075,Forager,E10+,,78.0,"Action Adventure,General",,
k04__fab__sales__dbpedia_56148,['k04__fab__sales__dbpedia_56148'],,,,Studios,k04__fab__sales__dbpedia_56148,,,,,reality Augmented,,
dbpedia_9465,['dbpedia_9465'],,2009-01-01 00:00:00,Windows PC,Wolfire Games,dbpedia_9465,Black Shades,,,,First-person shooter,,
dbpedia_19370,['dbpedia_19370'],,2014-01-01 00:00:00,Android,SkyBox Labs,dbpedia_19370,EA Sports UFC,,,,Sports game,,
dbpedia_43548,['dbpedia_43548'],,,Wii,Capcom,dbpedia_43548,Monster Hunter Tri,,,,Action role-playing game,,
metacritic_10832,['metacritic_10832'],6.6,2019-01-01 00:00:00,Nintendo Switch,VD-DEV,metacritic_10832,Rise: Race The Future,E,,72.0,"Racing,Arcade,Futuristic",,
metacritic_19756,['metacritic_19756'],6.4,2016-01-01 00:00:00,PlayStation 4,Harmonix Music Systems,metacritic_19756,Harmonix Music VR,E,,44.0,"Action,Rhythm,Dancing",,
k04__fab__sales__dbpedia_12108,['k04__fab__sales__dbpedia_12108'],,,,Games Griptonite,k04__fab__sales__dbpedia_12108,,,,,Action,,
metacritic_15706,['metacritic_15706'],6.3,2020-01-01 00:00:00,Windows PC,Mi'pu'mi Games,metacritic_15706,The Flower Collectors,,,63.0,"Adventure,3D,First-Person",,
dbpedia_35689,['dbpedia_35689'],,2020-01-01 00:00:00,Windows PC,Square Enix,dbpedia_35689,Dragon Quest X,,Dragon Quest,,Massively multiplayer online role-playing game,,
dbpedia_9417,['dbpedia_9417'],,1992-01-01 00:00:00,Arcade Cabinet,Aicom,dbpedia_9417,Viewpoint,,,,Isometric shooter,,
