id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,Attribute_11
sales_4847,Sid Meier's Civilization IV,2005-01-01 00:00:00,Firaxis Games,Take-Two Interactive,Windows PC,Strategy,94.0,8.3,E10+,0
sales_4848,Zoo Keeper,2004-01-01 00:00:00,Inc.,Ignition Entertainment,,Puzzle,74.0,7.5,E,0
sales_4849,Pursuit Force,2005-01-01 00:00:00,,Computer Entertainment,,Racing,75.0,,T,
sales_4850,Star Wars: Super Bombad Racing,2001-01-01 00:00:00,Lucas Learning,,PlayStation 2,Racing,71.0,4.9,E,0
sales_4851,TransFormers Animated: The Game,2008-01-01 00:00:00,Artificial Mind and Movement,Activision,Nintendo DS,Action,69.0,,,O
sales_4852,Driver: San Francisco,2011-01-01 00:00:00,Ubisoft Reflections,Ubisoft,,Racing,,,T,0
sales_4854,World Tour Soccer 2005,2004-01-01 00:00:00,SCEE London Studio,Sony Computer Entertainment,,Sports,68.0,9.0,E,0
sales_4855,ESPN College Hoops,2003-01-01 00:00:00,Visual Concepts,Sega,PlayStation 2,Sports,83.0,,E,0
sales_4856,Dengeki Bunko Fighting Climax,2014-01-01 00:00:00,"Sega, French-Bread",Sega,PlayStation 3,Fighting,66.0,8.2,T,0
sales_4857,F1 Championship Season 2000,2000-01-01 00:00:00,Electronic Arts Sports,EA,PlayStation 2,Racing,71.0,,E,0
sales_4858,Leisure Suit Larry: Box Office Bust,2002-09-02 20:00:00,Team 17,Codemast,Xbox 360,AdventurE,25.0,2.5,M,0
sales_4859,,2002-01-01 00:00:00,Vicious Cycle,TDK Mediaetivc,Nintendo GameCube,Shooter,74.0,8.4,T,0
sales_4860,Clash of the Titans,2010-01-01 00:00:00,Game Republic,Namco Bandai Games,Xbox 360,Action,rw,4.1,T,
sales_4861,Kya: Dark Lineage,2003-01-01 00:00:00,Eden Studios,Atari,PlayStation 2,Adventure,69.0,u.i,,0
sales_4862,Mirror's Edge Catalyst,2016-01-01 00:00:00,EA D,,,Platform,72.0,r.e,T,0
sales_4863,Curious,2006-01-01 00:00:00,Torus Games,Namco Bandai Games,Game Boy Advance,,65.0,,E,0
sales_4864,Stronghold 3,2011-01-01 00:00:00,FireFly Studios,,Windows PC,StrateGy,47.0,3.0,T,0
sales_4865,Lethal Skies II,2003-01-01 00:00:00,"Asmik Entertainment, Inc",Sammy Corporation,PlayStation 2,Simulation,73.0,,T,0
sales_4866,F1 2011,2011-01-01 00:00:00,Coeemastres,Codemasters,Nintendo 3DS,Racin,,,E,
sales_4867,Guilty Gear Judgment,2006-01-01 00:00:00,Arc System Works,Majesco Entertainment,PlayStation Portable (PSP),Fighting,77.0,6.6,T,0
sales_4868,NCAA Football 09 All-Play,2008-01-01 00:00:00,EZ Cajzda,Arts Electronic,Wii,,49.0,5.8,E,0
sales_4869,Doctor Lautrec and the Forgotten Knights,2011-01-01 00:00:00,WinkySof,Konami Digital Entertainment,,,53.0,6.1,E10+,0
sales_4870,Midway Arcade Treasures 2,2004-01-01 00:00:00,BackboNe Entertainment,Mjdway Tamrs,Nintendo GameCube,Misc,74.0,,M,0
sales_4872,Castlevania Judgment,2008-01-01 00:00:00,Eighting,Konami Digital Entertainment Digital Entertainment,Wii,Fighting,49.0,,T,0
sales_4873,Apache: Air Assault,2010-01-01 00:00:00,6aijin Entertainmcnt,Activision,Xbox 360,,70.0,6.4,T,o
sales_4874,Aliens: Infestation,2011-01-01 00:00:00,Gearbox Software and WayForward,Sega,,Action,76.0,,T,0
sales_4875,,,Marvelous Inc.,"Marvelous Entertainment Co., Ltd.",Nintendo 3DS,Simulation,72.0,6.8,E10+,0
sales_4877,,2005-01-01 00:00:00,Radical Entertainment,Vivendi Games,Nintendo GameCube,Racing,66.0,7.3,E10+,0
sales_4878,El Shaddai: Ascension of the Metatron,,Ignition Entertainment,Ignition Entertainment,Xbox 360,Action,75.0,,T,0
sales_4879,NPPL: Championship Paintball 2009,2008-01-01 00:00:00,FUN Labs,Activizioj Vzlue,PlayStation 3,Shooter,45.0,7.4,E10+,0
sales_4880,True Swing Golf,2005-01-01 00:00:00,T&E Soft,Nintendo,Nintendo DS,Sports,66.0,,,0
sales_4881,TimeSplitters: Future Perfect,2005-01-01 00:00:00,Free Radical Des,Electronic Arts,Xbox,,83.0,8.9,M,0
sales_4882,Zoo Hospital,2008-01-01 00:00:00,Torus Games,Majesco Entertainment,Wii,Simulation,61.0,,,0
sales_4883,Midway Arcade Treasures 3,2005-01-01 00:00:00,,Midway game publisher,PlayStation 2,Misc,67.0,,E,0
sales_4884,Goosebumps HorrorLand 2,2008-01-01 00:00:00,SScholastic Media,,Wii,Adventure,37.0,3.5,E10+,0
sales_4885,Thrillville: Off the Rails,2007-01-01 00:00:00,Frontier Developments,,Xbox 360,Strategy,73.0,,E10+,0
sales_4886,Fatal Frame II: Crimson Butterfly,2003-01-01 00:00:00,Tecmo,Ubisoft,PlayStation 2,Action,81.0,9.2,M,0
sales_4887,Murdered: Soul Suspect,,Air-tight Games,Square Enix,Xbox One,Action,51.0,,M,0
sales_4888,,2002-01-01 00:00:00,Acckqij,Acclaim Enter5aunjent,PlayStation 2,,68.0,7.6,M,0
sales_4890,Warriors Orochi 3,2011-01-01 00:00:00,Omega Force,Ubisoft Annecy,Xbox 360,Action,71.0,8.1,,0
sales_4891,Wakeboarding Unleashed Featuring Shaun Murray,,Shaba Games,Activision,PlayStation 2,Sports,83.0,,E,0
sales_4892,The Incredibles: Rise of the Underminer,2005-01-01 00:00:00,Hcavy Iron 5tudios,,Nintendo GameCube,Action,67.0,6.6,E10+,0
sales_4893,Beowulf: The Game,2007-01-01 00:00:00,Ubisoft,Ubisoft,PlayStation 3,Action,51.0,5.2,M,0
sales_4894,Dewy's Adventure,,Konami,Konami Digital Entertainment,Wii,Platform,67.0,6.3,E,0
sales_4895,The BIGS,2007-01-01 00:00:00,,Take-Two Interactive,PlayStation 3,Sports,77.0,7.2,E,0
sales_4896,Fracture,,Day 1 Studios,LucasArt,PlayStation 3,,62.0,5.8,T,0
sales_4898,NBA Live 08,2007-01-01 00:00:00,Electronic Arts Canada,Electronic Arts,Wii,Sports,,7.1,E,0
sales_4899,Hyperdimension Neptunia Victory,,"Idea Faftory, Compile Gear5",,PlayStation 3,Role-Playing,55.0,7.8,T,0
sales_4901,NASCAR Heat 2002,2002-01-01 00:00:00,Crawfish Interactive,Infogrames,Game Boy Advance,Racing,52.0,,,0
sales_4902,Marble Saga: Kororinpa,2009-01-01 00:00:00,Hudson Entertainment,Konami Digital Entertainment,Wii,Puzzle,74.0,,E,0
sales_4904,The King of Fighters XII,2009-01-01 00:00:00,SNK Playmore,Ignition Entertainment,PlayStation 3,Fighting,5 7,5.3,T,0
sales_4905,,2006-01-01 00:00:00,SuperVillain Studios,Take-Two Interactive,PlayStation Portable (PSP),Role-Playing,74.0,8.1,,0
sales_4906,,2011-01-01 00:00:00,THQ,,,Kjac,59.0,,E,0
sales_4907,Finding Nemo: Escape to the Big Blue,2006-01-01 00:00:00,Altron,TH,Nintendo DS,Acti,66.0,,E,0
sales_4908,Culdcept SAGA,2006-01-01 00:00:00,"Omiya Soft, Jamsworks",Namco Bandai Games,,Role-Playing,,,T,0
sales_4909,The Crew,,Ubisoft Reflections and Ivory Tower,Ubisoft,Windows PC,racing,71.0,6.4,T,0
sales_4910,Ready 2 Rumble Revolution,2009-01-01 00:00:00,10tacle Studios,Atori,Wii,Sports,37.0,,T,0
sales_4913,TimeShift,2007-01-01 00:00:00,Saber Interactiv,Vivendi Games,PlayStation 3,Shooter,70.0,6.3,M,0
sales_4914,Rapala Pro Fishing,2004-01-01 00:00:00,FUN Labs,Zoo Digital Publishing,Xbox,Sports,59.0,,E,0
sales_4915,Spyro: Shadow Legacy,2005-01-01 00:00:00,Amaze Entertainment,Vivendi Games,Nintendo DS,Aetion,50.0,,E,0
sales_4916,The Sims 3: Seasons,2012-01-01 00:00:00,The Sims Studio,Electronic Arts,Windows PC,Simulation,73.0,7.5,T,p
sales_4917,Scarface: Money. Power. Respect.,2006-01-01 00:00:00,Radical Entertainment,Vivendi Games,PlayStation Portable (PSP),Strategy,58.0,,M,
sales_4918,Birds Angry Star Wars,2013-01-01 00:00:00,Exient Entertainment,Activision,Xbox One,Strategy,53.0,6.9,,0
sales_4920,NBA 2K12,2011-01-01 00:00:00,Visual Concepts,Take-Two Interactive,Windows PC,Sports,86.0,7.1,E,0
sales_4921,FlatOut 2,2006-01-01 00:00:00,Bugbear,,PlayStation 2,Racing,73.0,7.5,,0
sales_4922,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,,CyberConnect2,Atari,PlayStation Portable (PSP),Fighting,,7.8,T,
sales_4923,NCAA Final Four 2001,2000-01-01 00:00:00,989 Sports,Sony Computer Entertainment,PlayStation,Sports,55.0,,E,0
sales_4924,Heroes over Europe,2009-01-01 00:00:00,"Atari, Transmission Games, Atari SA",Ubisoft,PlayStation 3,Simulation,62.0,,T,0
sales_4926,BioShock The Collection,2016-01-01 00:00:00,,Take-Two Interactive,Xbox One,Shooter,84.0,8.3,M,0
sales_4927,F-Zero: GP Legend,,SuZak,Nintcndo,Game Boy Advance,Racing,77.0,,E,0
sales_4928,Mr. Driller 2,2001-01-01 00:00:00,Namco,Namco Bandai Games,Game Boy Advance,Puzzle,62.0,,E,0
sales_4929,Klonoa,2008-01-01 00:00:00,,Namco Bandai Games,Wii,Platform,77.0,8.6,E10+,0
sales_4930,Bulletstorm,2011-01-01 00:00:00,"Epic Games, People Can Fly",Arts Electronic,Windows PC,Shooter,82.0,7.7,M,0
sales_4931,Putty Squad,2013-01-01 00:00:00,,System 3,PlayStation 4,Platform,38.0,2.9,,0
sales_4932,Field Commander,2006-01-01 00:00:00,"Sony Online Entertainment, Mind Software",Sony Online Entertainment,PlayStation Portable (PSP),,,7.8,T,0
sales_4933,Custom Robo Arena,2006-01-01 00:00:00,Inc.,Ninten,Nintendo DS,Fighting,74.0,,,
sales_4934,Ar Nosurge: Ode to an Unborn Star,,Gust,Tecmo Koei,PlayStation 3,RPG,67.0,7.8,T,0
sales_4935,,2010-01-01 00:00:00,,Ubisoft,Xbox 360,Sporting Goods,61.0,,T,0
sales_4936,Dragon Ball: Origins 2,2010-01-01 00:00:00,Game Republic,,Nintendo DS,Aetion,70.0,,T,0
sales_4937,Trigger Man,,Point of View,Play It,PlayStation 2,Shooter,32.0,4.8,T,
sales_4938,Wildstar,,Carbine Studios,NCSoft,Windows PC,Role-Playing,82.0,,T,0
sales_4940,,,,,Xbox 360,Sporting Goods,72.0,7.1,T,
sales_4941,Innocent Life: A Futuristic Harvest Moon,2006-01-01 00:00:00,ArtePia,Rising Star Games,,Simulation,67.0,7.8,E,
sales_4942,NBA 2K3,2002-01-01 00:00:00,,Sega,Nintendo GameCube,Sports,84.0,,,0
sales_4943,NHL 2005,2004-01-01 00:00:00,EA Sports,Electronic Arts,Xbox,Sports,77.0,6.2,E,0
sales_4944,Arcana Heart,2007-01-01 00:00:00,Examu,AQ Interactive,PlayStation 2,Fighting,77.0,8.1,T,0
sales_4945,Battlestar Galactica,2003-01-01 00:00:00,Warthog,Vivendi Games,PlayStation 2,Shooter,66.0,6.8,T,0
sales_4946,Time Hollow,,Tenky,Konami Digital Entertainment,,Adventure,64.0,7.8,T,
sales_4947,Tak and the Guardians of Gross,2008-01-01 00:00:00,THQ,THQ,Wii,,63.0,,E10+,0
sales_4948,Monster House,2006-01-01 00:00:00,Attiticial Mind ajd Movement,THQ,Nintendo DS,,62.0,,E,0
sales_4949,Dynasty Warriors 8: Xtreme Legends,2013-01-01 00:00:00,Omcga Foree,Tecmo Koei,PlayStation 3,Action,68.0,6.8,T,0
sales_4950,Godzilla Unleashed,2007-01-01 00:00:00,"Pipeworks Software, Inc.",Atari,Wii,F8vgting,44.0,7.2,E10+,0
sales_4951,He-Man: Power of Grayskull,2002-01-01 00:00:00,Taniko,,Game Boy Advance,Action,50.0,,E,
sales_4953,Sniper: Ghost Warrior,,City Interactive,City Interactive,Windows PC,Shooter,55.0,S.S,M,0
sales_4954,Polaris SnoCross,2000-01-01 00:00:00,Vicarious Visions,Entertainment Vatical,PlayStation,Other Racing,57.0,,E,0
sales_4955,Mat Hoffman's Pro BMX 2,2002-01-01 00:00:00,HotGen,Activision,Game Boy Advance,Sporting Goods,82.0,,E,0
sales_4956,Fist of the North Star: Ken's Rage,2010-01-01 00:00:00,Koei,Ubisoft Annecy Studio,Xbox 360,Action,5 9,,M,0
sales_4957,Chaotic: Warriors,2009-01-01 00:00:00,FUNLabs,Activision,Xbox 360,Action,60.0,5.0,E10+,0
sales_4958,Digimon Battle Spirit 2,2003-01-01 00:00:00,Dimps Corporation,Namco Bandai Games,Game Boy Advance,Fighting,63.0,,E,0
sales_4959,Driven,2001-01-01 00:00:00,Bam Entertainment,BAM! Entertainment,PlayStation 2,Racing,38.0,3.4,,o
sales_4960,James Noir's Hollywood Crimes,2011-01-01 00:00:00,Ubisoft,Ubisoft,Nintendo 3DS,Adventure,60.0,6.6,T,0
sales_4961,"Warhammer 40,000: Fire Warrior",2003-01-01 00:00:00,Entertainment Kuju,THQ,PlayStation 2,Shooter,64.0,,M,0
sales_4963,Lufia: Curse of the Sinistrals,2010-01-01 00:00:00,Neverland,Square Enix,Nintendo DS,Role-Playing,80.0,,E10+,0
sales_4964,MTV Music Generator 2,2001-01-01 00:00:00,Jester Interactive,Codemasters,PlayStation 2,Misc,7 7,B.S,T,0
sales_4965,Mugen Souls,2012-01-01 00:00:00,"Compile Heart, GCREST",Nippon Ichi Software,,Role-Playing,55.0,,,
sales_4967,Burnout 2: Point of Impact,2003-01-01 00:00:00,Criterion Games,Acclaim Entertainment,Nintendo GameCube,Racing,89.0,8.5,E,0
sales_4968,Paris-Dakar Rally,,Broadsword Interactive,Aeclaim Entertainmcnt,PlayStation 2,Racing,36.0,3.9,E,0
sales_4969,Atelier Iris: Eternal Mana,2004-01-01 00:00:00,Gust,Tecmo Koei,PlayStation 2,Role-Playing,74.0,7.7,,0
sales_4970,F.E.A.R. 3,2011-01-01 00:00:00,Day 1 Studios,Warner Bros. Interactive Entertainmen,Windows PC,Shooter,74.0,5.9,M,0
sales_4971,Tak: The Great Juju Challenge,2005-01-01 00:00:00,Avalanche Software,THQ,Nintendo GameCube,Platform,,9.3,E,0
sales_4972,Fantasia: Music Evolved,2014-01-01 00:00:00,Harmonix Music Systems,Disney Interactive Studios,,Misc,77.0,7.5,E10+,0
sales_4973,Knockout Kings 2003,2002-01-01 00:00:00,3A Sppdts,,Nintendo GameCube,Sports,78.0,6.5,T,
sales_4974,Bomberman,2006-01-01 00:00:00,Hudson,Konami Digital Entertainment,PlayStation Portable (PSP),Puzzle,73.0,7.0,E,0
sales_4975,NCAA Football 2004,2003-01-01 00:00:00,,Arts Electronic,Nintendo GameCube,Sports,89.0,7.5,E,0
sales_4976,XGIII: Extreme G Racing,2001-01-01 00:00:00,Acclaim,,Nintendo GameCube,Racing,83.0,7.8,E,0
sales_4977,Digimon World 4,,Bandai,Atari,PlayStation 2,Role-Playing,,6.9,E,0
sales_4978,Stormrise,,Creative Assembly,Sega,Xbox 360,Strategy,4 8,6.8,M,0
sales_4979,The Godfather: Blackhand Edition,2007-01-01 00:00:00,Electronic Arts Redwood Shores,Electronic Arts,Wii,Adventure,77.0,8.5,M,0
sales_4980,Naruto: Powerful Shippuden,2012-01-01 00:00:00,Inti Creates,Namco Bandai Games,Nintendo 3DS,Platform,71.0,5.4,E10+,0
sales_4981,American Chopper,,Creat Studios,Zoo Digital Publishing,Xbox,Racing,44.0,5.9,T,
sales_4983,Dynasty Warriors 8,2013-01-01 00:00:00,Omega Force,Koei Tecmo,Xbox 360,Action,65.0,7.5,T,0
sales_4985,The Terminator: Dawn of Fate,2002-01-01 00:00:00,Paradigm Entertainment,Atari,Xbox,Action,53.0,5.2,T,0
sales_4986,Infected,2005-01-01 00:00:00,PlAnet Moon Studios,THQ,PlayStation Portable (PSP),Shooter,74.0,,,0
sales_4987,Birds of Steel,,Gaijin Entertainment,Konami Digital Entertainment,Xbox 360,Simulation,77.0,,T,0
sales_4988,Cars: Race-O-Rama,2009-01-01 00:00:00,Incinerator Games,THQ,Xbox 360,Racing,54.0,5.8,E,0
sales_4990,Darksiders 2,2012-01-01 00:00:00,Vigik Tamez,Nordic Games,Windows PC,Action,iq,u.i,M,0
sales_4991,Enthusia Professional Racing,2005-01-01 00:00:00,Konami,Konami Digital Entertainment,PlayStation 2,,70.0,7.6,E,0
sales_4992,DiRT 3,2011-01-01 00:00:00,Codemasters,CodeMasters,Windows PC,Racing,86.0,6.9,T,0
sales_4993,NCAA GameBreaker 2001,2000-01-01 00:00:00,Sports 989,Sony Computer Entertainment,PlayStation 2,Sports,57.0,,E,0
sales_4994,Get On Da Mic,2004-01-01 00:00:00,Artificial Mind and,,,Misc,49.0,6.3,T,0
sales_4995,Darksiders II,2012-01-01 00:00:00,Vigil Games,THQ,Wii U,Action,85.0,8.2,M,
sales_4996,Army Men: Sarge's War,2004-01-01 00:00:00,eFK,Global Star,Nintendo GameCube,Shooter,56.0,6.7,T,0
sales_4997,Project Sylpheed: Arc of Deception,2006-01-01 00:00:00,"Arts, Game Seta Corporation",Micr0soft Game Sy8dios,Xbox 360,5booter,64.0,8.6,T,0
sales_4998,Bigfoot Collision Course,2009-01-01 00:00:00,Destination Software,Zoo Publishing,Nintendo DS,Racing,26.0,,E,
sales_5000,NHL 2K10,2009-01-01 00:00:00,Take-Two Interactive,Interactive,PlayStation 3,Sports,66.0,7.1,E10+,O
sales_5002,,2007-01-01 00:00:00,Magellan Interactive,Bay Park White Software,Nintendo DS,Puzzle,77.0,,E,0
sales_5003,Tears to Tiara II: Heir of the Overlord,2013-01-01 00:00:00,Aqua Plus,Nippon Ichi Software,PlayStation 3,Role-Playing,65.0,8.7,T,0
sales_5005,de Blob 2,2011-01-01 00:00:00,Blue Tongue Entertainment,THQ,Xbox 360,Platform,77.0,7.5,E10+,0
sales_5006,Disney's The Lion King: Simba's Mighty Adventure,2000-01-01 00:00:00,Paradox Development,,PlayStation,Aetion,30.0,,E,0
sales_5008,NBA 09: The Inside,2008-01-01 00:00:00,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation 3,Sports,,5.1,E,0
sales_5009,Kingdom of Paradise,2005-01-01 00:00:00,Entertainment,SCE,PlayStation Portable (PSP),Role-Playing,72.0,7.5,T,0
sales_5010,Naruto Shippuden: Legends: Akatsuki Rising,2009-01-01 00:00:00,Racjin,Namco Bondoi Games,PlayStation Portable (PSP),Fighting,60.0,,T,0
sales_5011,Marvel Super Hero Squad: The Infinity Gauntlet,2010-01-01 00:00:00,THQ,THQ,Xbox 360,Action,55.0,6.3,E10+,0
sales_5012,Bleach: Dark Souls,2007-01-01 00:00:00,Treasure,Sega,Nintendo DS,,82.0,8.o,T,0
sales_5013,Prince of Persia: The Sands of Time,2003-01-01 00:00:00,Ubisoft Montreal,Ubisoft,Game Boy,Stealth,75.0,8.8,T,0
sales_5014,Prince of Persia: The Forgotten Sands,2010-01-01 00:00:00,Casablanca Ubisoft,,Nintendo DS,Action,57.0,6.3,E10+,0
sales_5015,World Series Baseball 2K3,,Blue Shift,Sega,Xbox,Sporting Goods,uo,8.6,E,O
sales_5016,Serious Sam,2002-01-01 00:00:00,Croteam,Take-Two Interactive,Xbox,Shooter,75.0,8.2,M,0
sales_5017,Bomberman,2005-01-01 00:00:00,Racjin,Ubisoft,Nintendo DS,Puzzle,75.0,7.0,E,0
sales_5018,Killer7,2005-01-01 00:00:00,Grasshopper Manufacture,Capcom,Nintendo GameCube,Action,74.0,,M,0
sales_5019,Super Monkey Ball Adventure,,TT Games,,,Platform,51.0,7.2,E,0
sales_5020,FIFA Soccer 2002,2001-01-01 00:00:00,EA Sports,Electronic Arts,PlayStation,Sports,81.0,6.4,E,0
sales_5021,Street Fighter Anniversary Collection,2004-01-01 00:00:00,Capcom,Capcom,Xbox,Fighting,79.0,6.4,T,0
sales_5022,Shadow Ops: Red Mercury,,Zombie,Atari,Xbox,,61.0,6.1,T,0
sales_5023,Indigo Prophecy,2005-01-01 00:00:00,Quantic Dream,Atari,PlayStation 2,Adventure,83.0,7.8,,
sales_5024,,2005-01-01 00:00:00,EA Canada,Electronic Arts,Xbox 360,Sports,62.0,6.0,E,0
sales_5025,NBA ShootOut 2001,2001-01-01 00:00:00,989 Sports,Sony Computer Entertainment Inc.,PlayStation 2,,54.0,,E,0
sales_5027,Oreshika: Tainted Bloodlines,2014-01-01 00:00:00,Alfa System,Sony Computer Entertainment,PlayStation Vita,,78.0,,T,0
sales_5028,F1 2001,2001-01-01 00:00:00,Sports EA,,PlayStation 2,Racing,83.0,8.3,E,0
sales_5030,Top Gun: Combat Zones,2002-01-01 00:00:00,,Titus,Nintendo GameCube,Simulation,ro,,E,0
sales_5031,Fantastic Four: Rise of the Silver Surfer,2007-01-01 00:00:00,Visual Concepts,TTWO,PlayStation 3,Action,47.0,6.2,T,0
sales_5032,All-Star Baseball 2003,,Acclaim,Acclaim Entertainment,Nintendo GameCube,,83.0,,E,0
sales_5033,Rocky,2002-01-01 00:00:00,Rage  Software,Rage Software,Xbox,,74.0,7.3,T,0
sales_5034,Ford Racing 2,2003-01-01 00:00:00,Razofw0rks Stufios,Interactive Empire,Xbox,Racing,yq,,E,0
sales_5037,Thor: God of Thunder,2011-01-01 00:00:00,,Sega,,Action,56.0,8.0,T,0
sales_5038,BloodRayne 2,2004-01-01 00:00:00,Terminal Reality,THQ,Xbox,Shooter,71.0,8.5,M,0
sales_5039,Jaws Unleashed,,Appaloosa Interactive,THQ,Xbox,Action,51.0,6.2,,0
sales_5040,Star Trek: Voyager Elite Force,2001-01-01 00:00:00,,Codemasters,PlayStation 2,Shooter,52.0,6.4,T,0
sales_5042,Brain Boost: Gamma Wave,2005-01-01 00:00:00,Interchannel,,Nintendo DS,,40.0,,,0
sales_5043,All-Star Baseball 2003,2002-01-01 00:00:00,Software Creations,Acclaim Entertainment,Game Boy Advance,Sports,77.0,,E,0
sales_5044,187: Ride or Die,2005-01-01 00:00:00,Ubisoft,Ubisoft,PlayStation 2,Racing,52.0,6.8,M,0
sales_5045,Battleborn,2016-01-01 00:00:00,Gearbox Software,Take-Two Interactive Software,Xbox One,Shooter,71.0,7.2,T,0
sales_5046,Geist,2005-01-01 00:00:00,,Nintendo,Nintendo GameCube,Action Adventure,66.0,8.5,M,0
sales_5047,The King of Fighters XIV,2016-01-01 00:00:00,SNK PlaymOre,Deep Silver,,Fighting,79.0,,T,0
sales_5048,Sword Art Online: Hollow Realization,2016-01-01 00:00:00,,Namco Bandai Games,PlayStation Vita,RPG,60.0,,T,0
sales_5049,The Incredibles: Rise of the Underminer,2005-01-01 00:00:00,Helixe,FN1,Nintendo DS,Action,54.0,,E10+,0
sales_5050,Street Fighter Alpha 3,2002-01-01 00:00:00,Crawfish Interactive,Capcom,Game Boy Advance,Fighting,83.0,7.8,T,0
sales_5051,Ridge Racer DS,2004-01-01 00:00:00,Namco,Namco Games,Nintendo DS,Rqvkng,63.0,6.7,E,0
sales_5052,High Velocity Bowling,,SCEA,SCE,PlayStation 3,Sports,GG,,E10+,0
sales_5053,LEGO Harry Potter Collection,2016-01-01 00:00:00,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,PlayStation 4,Action,73.0,B.l,E10+,0
sales_5054,Brain Boost: Beta Wave,2005-01-01 00:00:00,Interchannel,505 Games,Nintendo DS,Puzzle,,2.5,E,0
sales_5055,Shenmue II,2001-01-01 00:00:00,Sega AM2,Sega,Sega Dreamcast,Adventure,88.0,9.4,T,0
sales_5056,Armored Core: For Answer,2008-01-01 00:00:00,From,Ubisoft,Xbox 360,Simulation,64.0,7.7,T,0
sales_5057,Capcom Classics Collection,,Digital Eclipse,Capcom,Xbox,,,,T,0
sales_5058,Fugitive Hunter: War on Terror,2003-01-01 00:00:00,Black Ops Entertainment,Play It,,Whoogef,35.0,5.0,M,0
sales_5059,Incredible Hulk Ultimate Destruction,2005-01-01 00:00:00,Radical Entertainment,Vivendi Games,Nintendo GameCube,Aetion,84.0,9.1,T,
sales_5060,Prince of Persia: The Two Thrones,,Ubisoft,UBI,Nintendo GameCube,Action,84.0,8.1,,0
sales_5061,Blazing Angels 2: Secret Missions of WWII,2007-01-01 00:00:00,Ubisoft Romania,UBI,,Simulation,70.0,7.2,T,0
sales_5062,Pac-Man World 3,2005-01-01 00:00:00,Blitz Games,Namco Bandai Games,Xbox,Platform,65.0,,E,0
sales_5063,SNK Arcade Classics Vol. 1,,Terminal Reality,Ignition Entertainment,PlayStation Portable (PSP),,68.0,,T,0
sales_5064,The Legend of Heroes: Trails of Cold Steel II,2014-01-01 00:00:00,Falcom,Nippon Ichi Software,PlayStation 3,Role-Playing,90.0,7.8,T,0
sales_5065,Batman Begins,2005-01-01 00:00:00,Eurocom Entertainment Software,EA,Nintendo GameCube,Action,66.0,7.2,T,0
sales_5066,Nancy Drew: The White Wolf of Icicle Creek,,Her Interactive,Sega,Wii,Adventure,67.0,,E,0
sales_5067,Racer Story Toy,,Tales Traveller's,Activision,PlayStation,Racing,76.0,8.7,,
sales_5068,Disney's Donald Duck: Goin' Quackers,,UBI Shanghai,Ubisoft,PlayStation,Platform,65.0,7.0,E,0
sales_5069,Ys: The Oath in Felghana,2010-01-01 00:00:00,Falcom,Falcom Corporation,PlayStation Portable (PSP),RPG,80.0,,T,0
sales_5070,,2004-01-01 00:00:00,,Viv4ndi Tamws,Xbox,Platform,66.0,8.7,E,0
sales_5071,Arena Football League,2006-01-01 00:00:00,EA Tiburon,EA,Xbox,Sports,65.0,8.5,E10+,0
sales_5072,,,Netherock Ltd,Electronic,Game Boy Advance,,80.0,,T,0
sales_5074,The Wizard of Oz: Beyond The Yellow Brick Road,2008-01-01 00:00:00,Media Vidi9h,D3Publisher,,Role-Playing,68.0,,E,0
sales_5076,Cursed Crusade,2011-01-01 00:00:00,Ky1otonn,DTP Entertoinmcnt,,Action,39.0,4.4,,0
sales_5077,Earth Defense Force 2025,2013-01-01 00:00:00,Sandlot,D3Publisher,Xbox 360,Action,yu,8.1,M,0
sales_5078,2K10 NHL,2009-01-01 00:00:00,Take-Two Interactive,Take-Two Interactive,Xbox 360,Sports,69.0,,E10+,0
sales_5079,Tom Clancy's Ghost Recon,2003-01-01 00:00:00,Red Storm Entertainment,Ubisoft,Nintendo GameCube,Shooter,ri,,M,0
sales_5080,Pac-Man Party 3D,2011-01-01 00:00:00,Namco Bandai Game,Namco Bandai Games,Nintendo 3DS,Misc,,5.4,E,0
sales_5081,Darkstalkers Chronicle: The Chaos Tower,2004-01-01 00:00:00,Capcom,Capcom,PlayStation,Fighting,74.0,u.i,T,0
sales_5082,WWE '13,2012-01-01 00:00:00,THQ,THQ,Wii,Action,74.0,,,0
sales_5084,Bakugan Battle Brawlers: Defenders of the Core,2010-01-01 00:00:00,Now Production,Activision,Xbox 360,Action,62.0,,E10+,0
sales_5085,Rayman Origins,2012-01-01 00:00:00,UBlart Montpellier,UBI,,,71.0,6.3,E10+,O
sales_5086,Summon Night 5,2013-01-01 00:00:00,Felistella,Namco Bandai Games,PlayStation Portable (PSP),Role-Playing,74.0,8.3,T,0
sales_5087,Black Rock Shooter: The Game,2011-01-01 00:00:00,"Image Epoch, Imageepoch",Unknown,PlayStation Portable (PSP),Role-Playing,66.0,7.2,T,0
sales_5088,BMX XXX,2002-01-01 00:00:00,"Z-Axis, Ltd.",Entertainment Acclaim,,Sports,54.0,4.6,M,
sales_5089,Boktai: The Sun is in Your Hand,2003-01-01 00:00:00,KCEJ,Konami DigitalEntertainment,Game Boy Advance,Role-Playing,83.0,9.6,E,0
