id,Attribute_2,Attribute_3,Attribute_4,Attribute_5,Attribute_6
fullcontact_1284,Gerber Life Insurance Company,United States,,,01/01/1967
fullcontact_1285,IRB INFRASTRUCTURE DEVELOPERS (i) LTD,India,Mumbai,,
fullcontact_1286,ImperialCollegePress,,,,
fullcontact_1287,Legendary Entertainment,,Stillwater,,
fullcontact_1288,Neiman Marcus,United States,,,
fullcontact_1289,Hummel,Denmar,Aarhus C,,
fullcontact_1290,Instructure,,Salt Lake City,,
fullcontact_1291,Target,United States,Minneapolis,,
fullcontact_1292,"Waste Management, Inc.",,,,
fullcontact_1293,Thompson Creek Metals Company Inc.,,Littleton,,
fullcontact_1294,The Mosaic Company,United States,Plymouth,,
fullcontact_1295,Viacom Inc.,,NYC,,
fullcontact_1296,Group,United King,Newcastle upon Tyne,,
fullcontact_1297,Standard Chartered,,,,
fullcontact_1299,Xero,New Zealand,Wellington,,2006-01-01
fullcontact_1300,Sprint,,,,
fullcontact_1301,S3 Group,,,,
fullcontact_1302,SlingMedia (SlingBox),USA,,,
fullcontact_1303,True Value Hardware,,,,
fullcontact_1304,Waltham Watch Company SA,,,,
fullcontact_1305,Waterman - the Official,France,,,
fullcontact_1306,Red Giant,,,,
fullcontact_1307,STI International,,,,
fullcontact_1308,Sony BMG Music Entertainment,,,,
fullcontact_1309,Samba TV,States United,San Francisco,,
fullcontact_1311,Quark,United States,Denver,,
fullcontact_1312,Revolution Games,,,,
fullcontact_1313,ScrewAttack Entertainment,,Lewisville,,01/01/2006
fullcontact_1314,Sonus,United States,Westford,,1997-01-0
fullcontact_1315,Graham & Toole,Austria,,,
fullcontact_1316,Chesapeake Bay Foundation,,,,1967-01-01
fullcontact_1317,Cadwaladers,,Cardiff,,
fullcontact_1318,Amigo Energy,USA,,,
fullcontact_1319,Entertainment,,Studio City,,
fullcontact_1320,Cameron Mitchell Restaurants,United States,Columbus,,
fullcontact_1321,Arista Networks,United States,,,01/01/2004
fullcontact_1322,Prudential - Bring your Challenges,United States,Newark,,01/01/1875
fullcontact_1323,ERGnow,,,,
fullcontact_1324,NewBridge Bank,United States,,,
fullcontact_1325,FEI Company,,Hillsboro,,
fullcontact_1326,Kelly Services,States United,,,
fullcontact_1327,Jacobs Engineering Group Inc.,,Posodena,,
fullcontact_1328,TIMPSON SHOES LIMITED,,,,
fullcontact_1331,Hatley,,,,
fullcontact_1332,Levi Ray & Shoup,United States,Springfield,,
fullcontact_1333,Hines,United States,Houston,,
fullcontact_1335,"Mayfair Games, Inc.",United States,Skokie,,
fullcontact_1336,The GPT Group,,,,
fullcontact_1337,Mugen Power Batteries,,,,
fullcontact_1338,Epicor Software,,,,1972-01-01
fullcontact_1340,Fontana North,,,,
fullcontact_1341,"Gannett Co., Inc.",,,,
fullcontact_1343,Mutual of Omaha Insurance,,,,
fullcontact_1344,Scotmid Co-operative,,,,
fullcontact_1345,Zenith Bank,,,,
fullcontact_1346,Sunshine Suites,,,,
fullcontact_1347,Cytec Norge KS,Norway,LillestrÃÂ¸m,,
fullcontact_1348,AMResorts,United States,Newtown Square,,
fullcontact_1349,Double-Cola,,,,
fullcontact_1351,ZARA BRANDS LIMITED,Spain,A Coruña,,
fullcontact_1352,D-Link,,Taipei,,
fullcontact_1353,Silver Jeans Co.,,,,
fullcontact_1354,First Choice Emergency Room,,,,
fullcontact_1355,Magic Logix,,,,
fullcontact_1356,eCourier.co.uk,United Kingdom,London,,
fullcontact_1357,Telstra 24x7 Support,,,,
fullcontact_1358,Colayer,,,,
fullcontact_1360,Systancia,France,Sausheim,,
fullcontact_1361,Hexaglobe,,,,
fullcontact_1362,OPSWAT,States,,,01/01/2002
fullcontact_1363,Workbooks.com,United Kingdom,Reading,,01/01/07
fullcontact_1365,Shea Homes,,,,
fullcontact_1366,WorldAPP,United States,,,
fullcontact_1367,Baugur Group,United Kingdom,,,
fullcontact_1368,Attentio,Belgium,Brussels,,
fullcontact_1369,Betaworks,United States,New York,,
fullcontact_1370,Karen Millen,,,,1981-01-01
fullcontact_1371,Fotolia,United States,New York,Thibaud Elziere,01.01.2004
fullcontact_1372,Disney/ABC Television Group,United States,Burbank,,
fullcontact_1373,Telehouse Europe,,London,,
fullcontact_1374,Acromas Healthcare,,,,
fullcontact_1375,Quicksilver Ventures,United States,Saratoga,,
fullcontact_1376,Avenda Systems,United States,,,
fullcontact_1379,Ferries Irish,Ireland,Dublin 1,,
fullcontact_1380,Exorbyte,,,,
fullcontact_1381,Altova,Austria,Vienna,,01/01/1992
fullcontact_1382,,,Columbus,,
fullcontact_1383,DENTSPLY International Inc.,United States,Haven,,
fullcontact_1384,Komercijalna Banka Ad Beograd,Serbia,Belgrade,,
fullcontact_1387,Wirsol Solar UK,,,,
fullcontact_1388,"The TJX Companies, Inc.",United States,,,
fullcontact_1389,The Co-operators,,,,01/01/1945
fullcontact_1390,CROSSMARK,,,,
fullcontact_1392,Humane Society of Huron Valley,,,,
fullcontact_1393,Mintel,,London,,01/01/1972
fullcontact_1394,American Appraisal,United States,,,01.01.1896
fullcontact_1396,Reliance MediaWorks (Film and Media Services),,Mumbai,,
fullcontact_1397,DealDash Reviews Tips Strategies,Unotdd Stqtes,Minneapolis,,01.01.2009
fullcontact_1398,LEVEL Studios,USA,,,01.01.1995
fullcontact_1399,Sensio,Canada,,,1999-01-01
fullcontact_1400,Certina – Official Page,,,,01.01.1888
fullcontact_1401,Brett Alegre-Wood,,,,
fullcontact_1402,Accessible Home Health Care,United States,Coral Springs,,
fullcontact_1405,Northern Racing Limited,,,,
fullcontact_1406,VJ MOVEMENT,Netherlands,,,
fullcontact_1407,Mondetta Apparel,Canada,Winnipeg,,01/01/86
fullcontact_1408,Kevin Roche John Dinkeloo and Associates,United States,,,
fullcontact_1409,Western Pest Services,USA,Parsippany-Troy Hills,,
fullcontact_1410,A Hundred Monkeys,,,,
fullcontact_1412,Mascot Books,,He4nsin,,
fullcontact_1413,Cage Fury Fighting Championships,United States,,,01/01/06
fullcontact_1414,Applied Maths,,Sint-Mortcns-Latem,,
fullcontact_1415,Carpenter Technology Corporation,United States,,,01.01.1889
fullcontact_1416,Brands,United States,Lake Zurich,,
fullcontact_1417,CBS Corporation,United States,,,
fullcontact_1419,CMA CGM GROUP (Official),France,,,
fullcontact_1420,Brightspark Travel,,,,
fullcontact_1421,Books-A-Million,,,,
fullcontact_1422,Toyota (GB) Plc,,,,
fullcontact_1423,FireSprite,,Liverpool,,
fullcontact_1425,Blue Mobile,,,,
fullcontact_1426,Baker's Drive-Thru,,,,
fullcontact_1427,Umbro USA,,,,01.01.1924
fullcontact_1428,Imperial Tea Court,,San Francisco,,
fullcontact_1429,Ixigo.com,India,,,
fullcontact_1430,"Mason & Associates, Inc.",,Los Angeles,,
fullcontact_1431,Films Axiom,United Kingdom,,,
fullcontact_1432,Shearer's Potato Chips and Snacks,United States,Massillon,,
fullcontact_1434,Tosi Meccanica,Italy,Legnano,,01/01/1881
fullcontact_1435,,,Miami,,
fullcontact_1436,Rise of the Triad,,,,
fullcontact_1437,CBS Radio,United States,,,
fullcontact_1438,DMZGlobal,New Zealand,,,
fullcontact_1439,Jeni's Splendid Ice Creams,,,,
fullcontact_1440,Black Sheep Brewery,,Masham,,
fullcontact_1441,Continua Health Alliance,United States,,,
fullcontact_1443,Christie's,United,London,,01/01/1766
fullcontact_1445,Ansaldo STS Malaysia,Italy,Genoa,,
fullcontact_1446,Nordstrom,,Seattle,,1901-01-01
fullcontact_1447,"East West Bancorp, Inc.",United States,Pasadena,,
fullcontact_1449,Toys Я Us,,,,01.01.1948
fullcontact_1451,ARMANI,,,,
fullcontact_1452,EVS Broadcast Equipment,Belgium,,,
fullcontact_1453,Jordans Ryvita Company,UK,Biggleswade,,1931-01-01
fullcontact_1455,Tableau Software,,,,
fullcontact_1456,The Upper Deck Company,,Carlsbad,,
fullcontact_1458,GAIN Capital,United States,NYC,,
fullcontact_1459,PEUGEOT MALAYSIA,,,,
fullcontact_1460,PEP,South Africa,,,
fullcontact_1461,Moen,,,,
fullcontact_1462,Intermountain Healthcare,,,,
fullcontact_1463,The J. Peterman Company,,,,
fullcontact_1464,WTS Paradigm,,,,
fullcontact_1465,,,Doral,,
fullcontact_1466,TinderBox,States,Indianapolis,,
fullcontact_1467,Tri-State,,,,
fullcontact_1468,Bottlenose,United States,,,
fullcontact_1469,Fiat Professional,,,,
fullcontact_1470,Dorna Sports,,,,
fullcontact_1471,LRG EUROPE LTD,United Kingdom,,,
fullcontact_1472,EKOS Research Associates Incorporated,,Ottawa,,
fullcontact_1473,Katha,,,,
fullcontact_1474,Rossignol,,,,1907-01-01
fullcontact_1475,Barratts Shoes,,,,
fullcontact_1476,KWS Group,,,,
fullcontact_1478,BorgWarner Inc.,,,,
fullcontact_1479,National Bank of Bahrain,Bahrain,Manama,,
fullcontact_1480,PVH Corp.,United States,New York City,,
fullcontact_1482,"Welsh, Carson, Anderson & Stowe",,New York,,1979-01-01
fullcontact_1483,,,24040,,
fullcontact_1484,Chattem Inc,,,,
fullcontact_1485,Deutsch,,Rueil-malmaison,,
fullcontact_1486,Landis+Gyr,,Zug,,
fullcontact_1487,,,,,
fullcontact_1488,Circa Inc.,,Calgary,,01/01/1985
fullcontact_1489,Enstrom Helicopter,United States,Manchester,,
fullcontact_1490,PSE's Green Power Program,United States,Bellevue,,
fullcontact_1492,Priva,Netherlands,,,
fullcontact_1494,Surf Canyon,,,,
fullcontact_1495,TAPI - Teva Active Pharmaceutical Ingredients,Israel,Petah Tikva,,01/01/1935
fullcontact_1496,American Book Company,,Woodstock,,1996-01-01
fullcontact_1498,JASCO Applied Sciences,Canada,,,
fullcontact_1499,,,,,
fullcontact_1500,Entel,,,,
fullcontact_1501,The Marmon Group,,,,
fullcontact_1502,Dion Giarrusso (Combat Zone Adult DVD),,,,
fullcontact_1503,Central Markets Incorporated,United States,Sullivan,,
fullcontact_1504,Snelling,United States,Dallas,,
fullcontact_1505,2X Software,United States,Dallas,,
fullcontact_1506,D-BOX Technologies Inc.,,,,01.01.1998
fullcontact_1508,Archway Cookies,United States,,,
fullcontact_1509,Crew Cuts,,New York,,
fullcontact_1510,Bohus,,Oslo,,
fullcontact_1511,Denby Pottery Company Ltd,United Kingdom,RIPLEY,,01.01.1809
fullcontact_1512,Vilmorin Iberica SA,Spain,Alicante,,
fullcontact_1513,Agropur,,,,
fullcontact_1515,Italdesign Giugiaro,Italy,,,01.01.1968
fullcontact_1516,Ping an,,,,
fullcontact_1518,AB „Lietuvos Geležinkeliai“,,,,1991-01-01
fullcontact_1519,Providence Equity Partner,,Providen,,
fullcontact_1520,"Spectrum Brands, Inc",,Middleton,,
fullcontact_1521,Del Monte Foods,United States,San Francisco,,
fullcontact_1522,River Island,,London,,
fullcontact_1523,Paramount Pictures,United States,Fremont,,
fullcontact_1524,Willbros Group,,,,1908-01-01
fullcontact_1525,Adify,United States,San Bruno,,01/01/2005
fullcontact_1526,Baystate Health,United States,Springfield,,01.01.1878
fullcontact_1527,Beijing Hyundai Motor Company,"Korea, North",,,
fullcontact_1528,Global Maritime Grp.,<N UNCHANGED>,Stavanger,,
fullcontact_1529,Wesdome Gold Mines,Canada,Toronto,,
fullcontact_1530,Olympic Arms,,,,
fullcontact_1531,Chicken Soup for the Soul,,,,
fullcontact_1532,Guitar Gods,,,,
fullcontact_1533,Versata Enterprises,USA,Austin,,
fullcontact_1534,Braun's Express,States United,,,
fullcontact_1536,Baby Cow Productions,,London,,
fullcontact_1537,Mercantile Discount Bank Ltd.,,,,01/01/1918
fullcontact_1538,Jantzen LLC,USA,New York,,
fullcontact_1539,EDDIE ROCKERS LIMITED,,Manchester,,01/01/1989
fullcontact_1540,Boodles,United Kingdom,London,,01.01.1798
fullcontact_1541,Exe,States,Chase Tower (Chicago)Chicago,,01/01/2000
fullcontact_1542,New England Coffee,,Malden,,
fullcontact_1543,Baystate Health System,,Springfield,,01.01.1878
fullcontact_1544,Vista Equity Partners,United States,,,
fullcontact_1545,Brenner Max,,New York,,
fullcontact_1546,Santa Fe Wridgways,,,,
fullcontact_1547,EllisDon,Canada,London,,
fullcontact_1548,WeirFoulds,,,,
fullcontact_1549,Canada Bread Foodservice,,,,
fullcontact_1550,Hamilton Company,Umited Sta5ee,,,
fullcontact_1551,Benefit Cosmetics,United States,,,01/01/76
fullcontact_1552,Glass Alchemy,,,,
fullcontact_1553,Andrew Marc Collection,,,,01/01/1982
fullcontact_1554,FILM Ferrania,,,,
fullcontact_1555,Cimatron,,,,
fullcontact_1556,RainStor,,,,
fullcontact_1558,112dB,Netherlands,,,
fullcontact_1559,YourSports,United States,San Mateo,,
fullcontact_1560,The Tombras Group,,,,
fullcontact_1561,Zeus Mortgage,United States,,,
fullcontact_1562,Golfsmith,United States,Houston,,
fullcontact_1563,,,,,01.01.2000
fullcontact_1564,Siskel/Jacobs Productions,United States,Chicago,,
fullcontact_1567,Aecon,Canada,Toronto,,
fullcontact_1568,Nextel Communications,,,,
fullcontact_1569,Falkland Oil and Gas,,,,
fullcontact_1570,Smith Micro Software,United States,,,
fullcontact_1571,Cabela's Incorporated,United State,,,
fullcontact_1572,Naftiran Intertrade Company Limited,Iran,Tehran,,
fullcontact_1573,Great Lakes Dredge & Dock Corporation,,,,
fullcontact_1575,AAFMAA,USA,Arlington,,1879-01-01
fullcontact_1577,STEMCELL Technologies,,Vancouver,,
fullcontact_1578,Motech,,,,
fullcontact_1579,T-Systems,Germany,Frankfurt am Main,,
fullcontact_1580,"Chetu, Inc.",United States,,,
fullcontact_1581,Horween Leather Co.,,,,
fullcontact_1582,Trustwave,,Cbicogo,,
fullcontact_1583,Climax Studios,,,,
fullcontact_1584,X-Mission,United States,Salt Lake City,,
fullcontact_1585,SkyWave Mobile Communications Inc.,Canada,,,
fullcontact_1586,Zandu,,,,
fullcontact_1588,Binani Zinc Ltd,,,,01.01.1967
fullcontact_1589,Mitsubishi UFJ Financial,,,,
fullcontact_1590,Joulex,,,,
fullcontact_1591,The MobileStore,India,Bumbai,,
fullcontact_1592,SGS Galson,United States,East Syracuse,,
fullcontact_1593,"Port City Java - Cafes, Coffee Houses and Roastery",United States,,,
fullcontact_1594,Two Tribes Games,,,,
fullcontact_1595,Bare Oaks Naturist Park,Canada,Newmarket,,
fullcontact_1596,Aspect Enterprise Solutions,United,London,,1999-01-01
fullcontact_1597,Oknoplast Sp. Z O.o.,Poland,,,
fullcontact_1598,Platinum Studios,United States,Los Angeles,,01/01/96
fullcontact_1600,Metaverse Mod Squad,United States,,,
fullcontact_1601,Country Cookin,United Stat,Roanoke,,01.01.1981
fullcontact_1603,Genetec,,Montreal,,
fullcontact_1604,MessageNet Systems,,,,
fullcontact_1605,iCreate Software,,,,
fullcontact_1606,Audiokinetic,,,,2000-01-01
fullcontact_1607,Bynari,,Dallas,,
fullcontact_1608,OANDA Corporation,Canada,,,01/01/1995
fullcontact_1609,NexGen Storage,United States,Louisville,,
fullcontact_1610,BIG Bundesimmobiliengesellschaft M.b.H.,Austria,,,
fullcontact_1611,Comp En De Mn Cemig ADS,Brazil,Belo Horizonte,,01.01.1952
fullcontact_1612,Ferrellgas,,,,
fullcontact_1614,Jerry's Foods - Eden Prairie,United States,Oklahoma,,
fullcontact_1615,World Duty Free Group - WDFG,España,Madrid,,1955-01-01
fullcontact_1616,Telia Eesti,Estonia,Tallinn,,
fullcontact_1617,"Tapad, Inc.",,New York,,01.01.2010
fullcontact_1618,Edelman,United States,,,1952-01-01
fullcontact_1619,Papa Gino's,,,,
fullcontact_1620,Serpro,,Brasília,,
fullcontact_1621,Balfin Group,Albania,Tirana,,1993-01-01
fullcontact_1622,DrinkBox Studios,,Toronto,Graham Smith,
fullcontact_1623,Byyd,,London,,01/01/08
fullcontact_1624,Tilt,United States,,,
fullcontact_1627,Gazelle,United States,Boston,,
fullcontact_1628,Armitron Watches,,Little Neck,,1950-01-01
fullcontact_1629,"Global Force Entertainment, LLC (Global Force Wrestling)",United States,Nashville,,
fullcontact_1630,Metaweb Technologies,,,,
fullcontact_1631,Newflyer Industries,United,Milwaukee,,
fullcontact_1632,Norconex,Canada,Gatineau,,
fullcontact_1633,Kerala State Road Transport Corporation (KSRTC),,,,
fullcontact_1634,Plex Systems,USA,,,
fullcontact_1636,GreenPalm,United Kingdom,Iingsyon upon Hukl,,
fullcontact_1637,Akademiet Videregående Skole,Norwoy,Oslo,,01.01.2002
fullcontact_1638,Kalispell Regional Healthcare,United States,Kalispell,,
fullcontact_1639,Corsica Ferries,France,,,
fullcontact_1640,Corum Usa,,Madison,,
fullcontact_1641,Bemis Company,,,,
fullcontact_1642,News Corporation,States United,,,
fullcontact_1644,Chicos Fas,United States,Kansas City,,
fullcontact_1645,"SC Johnson, A Family Company",United States,,,
fullcontact_1646,Qinetiq Inc,UK,,,
fullcontact_1647,WNS Global Services,,Mumbai,,
fullcontact_1648,Gundersen Health System,States United,La Crosse,,
fullcontact_1649,Roos Instruments,United States,Santa Clara,,
fullcontact_1650,Geek Squad,USA,New York,,
fullcontact_1651,Ex Libris Grp.,,,,
fullcontact_1652,The Community,United States,,,
fullcontact_1653,Pacha Group,Spain,Ibiza,,
fullcontact_1654,Stanley Park Ecology Society,Canada,Vancouver,,
fullcontact_1656,Cobra Beer,,,,
fullcontact_1657,Dawes Cycles,,,,
fullcontact_1658,Haggar Clothing Co.,,,,
fullcontact_1659,Rooibee Red Tea Co.,,,,
fullcontact_1660,IMPACT WRESTLING,,,,
fullcontact_1661,,United States,Southfield,,
fullcontact_1662,Marshall Aerospace and Defence Group,,,,
fullcontact_1663,Boylan Bottling Co,,New York,,
fullcontact_1664,SSAT,United Kingdom,,,
fullcontact_1665,Smash Pictures,,,,
fullcontact_1666,Spyker Cars,,Zeewolde,,
fullcontact_1667,Gunvor Group,,,,
fullcontact_1669,TmaxSoft,USA,Chicago,,
fullcontact_1670,Calvo España,,,,1940-01-01
fullcontact_1671,Transcend,,,,01.01.1988
fullcontact_1672,Mövenpick Hotels & Resorts,,,,
fullcontact_1675,Dave & Buster's,United States,Dallas,,01/01/82
fullcontact_1676,,Netherlands,Capelle aan dsn KJszel,,1984-01-01
fullcontact_1678,Roots,Canada,Toronto,,
fullcontact_1679,Wonga,Kingdom United,London,"['Errol Damelin', 'Jonty Hurwitz']",
fullcontact_1680,Go Native,,London,,01/01/97
fullcontact_1681,Lundin Mining Corporation,Fwjada,,,
fullcontact_1683,Asprey,UK,,,
fullcontact_1684,CASTAGNA MILANO,Italy,Milano,,
fullcontact_1686,Silver Peak Software-Defined WAN Solutions,,Santa Clara,,01/01/2004
fullcontact_1687,Boudin,United States,,,
fullcontact_1688,,,,,
fullcontact_1689,Silver Chain Group,,,,
fullcontact_1690,Royal District Nursing Service,,,,
fullcontact_1691,Leister Technologies AG,Switzerland,,,01/01/1949
fullcontact_1692,Ronco Labs,,,,
fullcontact_1693,Royal Doulton,,,,01.01.1815
fullcontact_1694,Augusta Quiney,,,,
fullcontact_1695,Mill Street Brewery,,,,
fullcontact_1696,McGraw Hill Financial,United States,New York,,
fullcontact_1697,Body Glove,,,,01/01/1953
fullcontact_1698,Tekserve,United States,M4s York,,
fullcontact_1699,Mitel Networks Corporation,,Kanata,,
fullcontact_1700,SUNTORY,Australia,,,
fullcontact_1702,Quiznos Subs,United States,,,01/01/81
fullcontact_1704,Genesco,United States,Nashville,,01/01/1924
fullcontact_1705,"Gentiva Health Services, Inc.",United States,Atlanta,,1971-01-01
fullcontact_1706,льфа-Банк,,,,
fullcontact_1707,Comarch,Poland,,,
fullcontact_1710,Snecma (Safran),,,,
fullcontact_1711,Tenaga Nasional Berhad,Malaysia,Kuala Lumpur,,01/01/90
fullcontact_1712,"Church & Dwight, Co., Inc.",United States,,,
fullcontact_1713,Marimekko,,,,1951-01-01
fullcontact_1715,Sun Pharmaceutical Industries,,,,
fullcontact_1716,Hipercor,,,,
fullcontact_1717,Channel Frederator,,,Fred Seibert,
fullcontact_1718,NOCTI,United States,Big Rapids,,1966-01-01
fullcontact_1719,Banpresto,,,,
fullcontact_1720,Sergio Rossi,,,,
fullcontact_1721,Iiyama,Netherlands,,,01/01/1973
fullcontact_1722,Annapurna Studios,,Hyderabad,,
fullcontact_1724,Silver Wheaton Corp,,,,
fullcontact_1725,John Paul Mitchell Systems,,,,
fullcontact_1726,COPEL,,"Curitiba, PR",,
fullcontact_1727,Gilat Satellite Networks Ltd.,,,,01/01/93
fullcontact_1729,Dubai Holding,United Arab Emirates,Dubai,,
fullcontact_1730,Maryland Lottery,,,,
fullcontact_1731,Comodo - Security,,,,01/01/1999
fullcontact_1732,Wessex Archaeology,United Kingdom,Salisbury,,01.01.1979
fullcontact_1733,Pepephone,,,,2007-01-01
fullcontact_1734,Spencer Gifts Retail Store,India,Kolkata,,
fullcontact_1738,Novadios,,,,
fullcontact_1740,Blimpie,United States,,,
fullcontact_1741,Ontario Sustainable Energy Association,Canada,,,01.01.2001
fullcontact_1742,Dsign Music,United States,Beverly Hills,,01/01/05
fullcontact_1743,International Solar Energy Technology,USA,,,
fullcontact_1745,Essential Energy,,,,
fullcontact_1746,Ayngaran International,,,,
fullcontact_1747,WELWYN TOOL GROUP LIMITED,,,,
fullcontact_1748,"Girardin Minibus, Inc.",,Drummondville,,
fullcontact_1749,McTay Marine Services,,,,
fullcontact_1750,Eutechnyx,United Kingdom,,,1987-01-01
fullcontact_1751,Visonic,,,,01.01.1973
fullcontact_1752,ClickSoftware,Israel,Petah Tiqva,,
fullcontact_1753,Nabholz Corporation,United States,Conway,,1949-01-01
fullcontact_1754,Couch Commerce Inc. (TeamBuy.ca | Dealfind.com),Canada,Toronto,Andrew Hutchi,2009-01-01
fullcontact_1755,Mole Valley Farmers,,,,
fullcontact_1756,Motorola,United States,Chicago,,01/01/1928
fullcontact_1757,Inteliment Technologies,Bharat,,,01/01/2004
fullcontact_1758,Mood Media Corporation,USA,,,
fullcontact_1759,The Broadway Cruise,,,,
fullcontact_1760,Software Rivermine,,Fairfax,,
fullcontact_1761,Knight Rifles Incorporated,United States,,,
fullcontact_1762,Erste Banka Srbija,,,,
fullcontact_1763,XPO Logistics Europe (Formerly Norbert Dentressangle),France,Lyon Cedex 6,,
fullcontact_1766,AltaLink,Canada,Calgary,,
fullcontact_1767,Staubli,Switzerland,,,
fullcontact_1769,King Schools,United States,,,
fullcontact_1770,,USA,,,
fullcontact_1771,COMEXI GROUP,Spain,Riudellots de la Selva,,
fullcontact_1773,Biofuels Center of North Carolina,,,,2006-01-01
fullcontact_1774,PlumChoice,,,,
fullcontact_1775,ACD,,,,
fullcontact_1776,Cone Health System,United States,Greensboro,,1953-01-
fullcontact_1777,Tejas Networks India,India,,,
fullcontact_1778,Corp,,,,
fullcontact_1779,IASO Backup Technology,Netherlands,Emmeloord,,01.01.2004
fullcontact_1780,SRIT,,,,
fullcontact_1781,Tavant Tech,USA,Santa Clara,,
fullcontact_1782,Supermercados Peruanos S.A.,Republic of Peru,,,
fullcontact_1783,ViSalus,,Los Angeles,"['Blake Mallen', 'Nick Sarnicola', 'Robert Watson', 'Ryan Blair']",01/01/2005
fullcontact_1785,پارس دیتا - Pars Data - ParsData,,Tehran,,
fullcontact_1786,Rasta Taco Restaurant,,Pasadena,,
fullcontact_1787,,,Monaco-Ville,,
fullcontact_1788,Jeremy Rogers Limited,,Lymington,,
fullcontact_1789,Liquid Comics,,,,
fullcontact_1790,"Rentech, Inc.",United States,Los Angeles,,
fullcontact_1791,Onefinestay,United Kingdom,London,,01/01/09
fullcontact_1792,ZPMC,China,Shanghai,,
fullcontact_1795,WAM Entertainment,,,,
fullcontact_1796,Texas De Brazil,,,,
fullcontact_1797,Coveo,,Quebec,,
fullcontact_1798,Interislander,New Zealand,,,
fullcontact_1799,Modern Art Foundry LLC,United States,Astoria,,
fullcontact_1801,Banter Media Group,UK,Manchester,,
fullcontact_1802,Secure Data Recovery Services,Uniyes Syates,LA,,01.01.2007
fullcontact_1803,Linguascope,,,,
fullcontact_1804,Siremar. Compagnia Delle Isole Spa,,,,
fullcontact_1805,TrustPort,Czech Republic,,,2008-01-01
fullcontact_1807,Guylian Chocolates,,,,
fullcontact_1808,Cincinnati Financial Corporation,United States,Fairfield,,01.01.1950
fullcontact_1809,Lantiq an Intel Company,,,,
fullcontact_1810,Odersun,,,,
fullcontact_1811,Fish in A Bottle,,,,
fullcontact_1812,Telemach BiH,,,,01/01/10
fullcontact_1813,Hill’s Pet Nutrition,States,Kenmore,,
fullcontact_1814,The Institute,,LA,,
fullcontact_1815,Altibase,,Fort Lee,,01/01/1999
fullcontact_1816,Final Frontier Design,,,,
fullcontact_1817,Knowledge Ontario,,,,2007-01-01
fullcontact_1818,PreEmptive Solutions,,Mayfield,,
fullcontact_1819,Bahrain Petroleum Company,,,,
fullcontact_1820,Hiwatt Amplification,,,,
fullcontact_1821,Hero Certified Burgers,,,,
fullcontact_1822,GoldVish,Netherlands,,,
fullcontact_1823,GrafTech International Ltd.,United States,Parma,,
fullcontact_1824,Mercialys - L'Esprit Voisin,,,,
fullcontact_1827,Iwantoneofthose.com,,Manches,,01/01/00
fullcontact_1828,Annalee Dolls,,Meredith,,
fullcontact_1829,,United States,La Farge,,
fullcontact_1830,US Federation of Worker Cooperatives,States United,Oakland,,
fullcontact_1831,,Canada,Mississauga,,01/01/01
fullcontact_1832,Redfin,,,,
fullcontact_1833,MMA Creative,United States,Nashville,,
fullcontact_1834,Noble Studios,United States,,Jarrod Lopiccolo,
fullcontact_1835,RØDE Microphones,,,,1967-01-01
fullcontact_1837,iRunway,,Austin,,
fullcontact_1840,High Standard,,Houston,,
fullcontact_1841,MyOutdoorTV.com,States,Franklin,,
fullcontact_1842,Monkey Business Institute,United States,Madison,,01/01/2004
fullcontact_1844,Manhattan Prep LLC,States United,New York,,01/01/2000
fullcontact_1845,NanoScale Corp.,,"Manhattan, New York",,01.01.1995
fullcontact_1846,Elio Motors,United States,Phoenix,,01.01.2008
fullcontact_1847,Next Star Industries,Ubkted Statrs,,,
fullcontact_1848,British Insurance Services,United Kingdom,Southp ort,,
fullcontact_1849,H.Stern,,,,
fullcontact_1850,Automic Software,,,,
fullcontact_1851,The Race Club,,Tavernier,,01/01/03
fullcontact_1852,Alfalfa House,,,,
fullcontact_1853,Joma Sport España,,,,01/01/1965
fullcontact_1854,Revere Inc,,,,
fullcontact_1855,Symphonic Source,United States,,,
fullcontact_1856,"Leela Palaces, Hotels and Resorts",India,,,01.01.1986
fullcontact_1857,Morfik Technologies,,,,
fullcontact_1858,Proenza Schouler,,,,
fullcontact_1859,Thomas Swan & Co. Ltd.,United Kingdom,,,1926-01-01
fullcontact_1860,Volusion,,,,
fullcontact_1861,Cywee,,Taipei,,2007-01-01
fullcontact_1862,Sparkling Ice,,Preston,,
fullcontact_1863,50Hertz Transmission GmbH,,,,
fullcontact_1864,Coop - Litt Ditt,,Oslo,,01.01.1906
fullcontact_1865,AQN,,,,
fullcontact_1867,Cadac Group Benelux,The Netherlands,Heerlen,,
fullcontact_1868,,,,,
fullcontact_1869,Biobase,,,,01/01/1997
fullcontact_1870,Viewzi,United States,,,
fullcontact_1871,WANdisco,United States,San Ramon,,
fullcontact_1872,Appcelerator,United States,,,
fullcontact_1873,Buw Unternehmensgruppe,,,,1993-01-01
fullcontact_1874,Henny Penny,,,,
fullcontact_1875,Core Security Technologies,,Boston,,
fullcontact_1876,TS2 Satellite Technologies,,,,
fullcontact_1877,Orbus Software,United Kingdom,,,
fullcontact_1879,E-Comm 911,Canada,Vancouver,,
fullcontact_1880,Societe Generale Srbija,,,,01/01/1864
fullcontact_1882,<Keyera>,Canada,Calgary,,
fullcontact_1883,Tolko Industries Ltd.,,,,
fullcontact_1884,Indus Towers Limited,,Gurgaon,,
