id,name,releaseYear,developer,platform,genres,series
dbpedia_22880,The Sims 2,"January 01, 2004",Maxis Redwood Shores,Microsoft Windows,Social simulation game,The Sims
dbpedia_22882,Michael Jackson: The Experience,"January 01, 2011",Ubisoft Montreal,Wii,Rhythm game,
dbpedia_22883,Tom Clancy's Rainbow Six,"January 01, 2000",,Playstation,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_22884,Back Track,"January 01, 2001",JV Games,Game Boy Advance,First-person shooter,
dbpedia_22885,A World of Keflings,"January 01, 2014",NinjaBee,Xbox 360,City-building game,
dbpedia_22886,Wheelman,"January 01, 2009",Tigon Studios,Xbox 360,Action-adventure game,
dbpedia_22887,NBA Live 09,"January 01, 2008",HB Studios,Wii,Sports game,
dbpedia_22888,Putty Squad,"January 01, 2017",System 3 (software company),PS3,Platform game,
dbpedia_22889,De Blob 2,"January 01, 2011",Wii,DS,Puzzle video game,
dbpedia_22890,Fate/Grand Order,"January 01, 2015",,Android (operating system),Visual novel,Fate/stay night
dbpedia_22892,Another World,"January 01, 2011",Interplay Entertainment,Apple IIGS,Platform game,
dbpedia_22893,SSX 3,"January 01, 2005",EA Canada,GameCube,Snowboarding video game,
dbpedia_22894,Pandemonium!,"January 01, 1996",Toys for Bob,Sega Saturn,Platform game,
dbpedia_22895,Naruto: Ultimate Ninja,"January 01, 2006",,Android (operating system),Fighting game,
dbpedia_22898,Nidhogg,"January 01, 2014",Messhof,Microsoft Windows,Fighting game,
dbpedia_22899,Milon's Secret Castle,"January 01, 1993",Hudson Soft,,Puzzle video game,
dbpedia_22901,Dragon's Lair II: Time Warp,"January 01, 2010",Sullivan Bluth Studios,DVD,Interactive movie,
dbpedia_22902,Kamaitachi no Yoru,"January 01, 2017",Chunsoft,,Visual novel,
dbpedia_22904,Edna & Harvey: Harvey's New Eyes,"January 01, 2011",Daedalic Entertainment,PS4,Graphic adventure game,
dbpedia_22905,Surgeon Simulator,"January 01, 2018",,Switch,Simulation video game,
dbpedia_22907,NHL '94,"January 01, 1994",EA Canada,DOS,Sports game,NHL (video game series)
dbpedia_22908,Word Realms,"January 01, 2013",Asymmetric Publications,Mac OS,Puzzle video game,
dbpedia_22909,Tom Clancy's Splinter Cell: Conviction,"January 01, 2010",Ubisoft Montreal,Bada,Stealth game,
dbpedia_22911,Galaga,,Namco,Xbox One,Fixed shooter,List of Galaxian video games
dbpedia_22913,Blackguards,"January 01, 2014",Daedalic Entertainment,OS X,Turn-based tactics,The Dark Eye
dbpedia_22914,Hyperdimension Neptunia U: Action Unleashed,"January 01, 2016",Tamsoft,Microsoft Windows,Hack and slash,Hyperdimension Neptunia
dbpedia_22915,Oddworld: Stranger's Wrath,"January 01, 2011",Ouya,Ouya,Action-adventure game,
dbpedia_22916,BreakThru!,"January 01, 1995",Realtime Associates,Playstation,Puzzle video game,
dbpedia_22917,BioShock Infinite,"January 01, 2013",Irrational Games,OS X,First-person shooter,BioShock (series)
dbpedia_22920,NHL 09,"January 01, 2008",HB Studios,PS3,Sports game,NHL (video game series)
dbpedia_22921,Robowarrior,"January 01, 1987",Hudson Soft,Nintendo Entertainment System,Puzzle video game,
dbpedia_22922,Star Wars Jedi: Fallen Order,"January 01, 2021",Respawn Entertainment,PlayStation 5,Action-adventure,
dbpedia_22923,The Last Bounty Hunter,"January 01, 2009",American Laser Games,MS-DOS,Light gun shooter,
dbpedia_22924,Spider-Man 2,"January 01, 2004",Digital Eclipse,PS2,Action-adventure game,
dbpedia_22925,Madden NFL 98,"January 01, 1997",,Super Nintendo,Sports game,Madden NFL
dbpedia_22926,The Bard's Tale,"January 01, 2012",InXile Entertainment,PS2,Action role-playing game,
dbpedia_22928,You Don't Know Jack (Facebook game),"January 01, 2013",Jackbox Games,IOS,Party game,You Don't Know Jack (franchise)
dbpedia_22929,Brothers in Arms: Hell's Highway,"January 01, 2008",Gearbox Software,Xbox 360,First-person shooter,Brothers in Arms (series)
dbpedia_22932,Tom Clancy's Rainbow Six 3: Raven Shield,"January 01, 2004",Ubi Soft Montreal,Microsoft Windows,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_22933,Lost: Via Domus,"January 01, 2008",Ubisoft Montreal,PS3,Action-adventure game,
dbpedia_22934,Art of Fighting,"January 01, 1992",SNK,Game Boy,Fighting game,
dbpedia_22935,Dead by Daylight,"January 01, 2020",Behaviour Interactive,Xbox One,Survival horror,
dbpedia_22936,Jackass: The Game,"January 01, 2007",Sensory Sweep Studios,PlayStation Portable,Party video game,
dbpedia_22937,Demolition Man,"January 01, 1995",,Sega CD,Action game,
dbpedia_22939,Bejeweled 2,"January 01, 2005",PopCap Games,IPod,Puzzle video game,
dbpedia_22940,Deathsmiles,"January 01, 2013",CAVE (company),Android (operating system),Shoot 'em up,
dbpedia_22941,The Amazing Spider-Man,"January 01, 2012",IOS,Xbox 360,Action-adventure game,Spider-Man in video games
dbpedia_22943,Pit People,"January 01, 2018",The Behemoth,Xbox One,Strategy game,
dbpedia_22944,Rayman Raving Rabbids,"January 01, 2006",Ubisoft Sofia,Microsoft Windows,Party video game,Rayman
dbpedia_22945,Dragon's Dogma,"January 01, 2013",,Switch,Hack and slash,
dbpedia_22946,Castlevania,"January 01, 1986",Konami,Amiga,Platform game,Castlevania
dbpedia_22947,Puyo Puyo,"January 01, 2013",,Super Famicom,Puzzle video game,Puyo Puyo
dbpedia_22948,Nurse Love Syndrome,"January 01, 2012",Kogado Studio,PlayStation Portable,Visual novel,
dbpedia_22949,RC de Go!,"January 01, 2000",Taito,Arcade game,Racing video game,
dbpedia_22951,Assassin's Creed: Altaïr's Chronicles,"January 01, 2009",Gameloft,Windows Phone 7,Stealth game,
dbpedia_22952,The Amazing Spider-Man,"January 01, 2012",Beenox,Android (operating system),Action-adventure game,Spider-Man in video games
dbpedia_22954,Shinobi III: Return of the Ninja Master,"January 01, 2013",Sega,,Hack and slash,Shinobi (series)
dbpedia_22955,Hatsune Miku: Colorful Stage!,"January 01, 2020",,IOS,Rhythm game,Hatsune Miku: Project DIVA
dbpedia_22956,FIFA International Soccer,"January 01, 1993",Tectoy,Sega CD,Sports video game,FIFA (video game series)
dbpedia_22957,Mafia II,"January 01, 2010",2K Czech,Xbox 360,Action-adventure,
dbpedia_22958,Colin McRae Rally 2005,"January 01, 2004",Codemasters,Xbox,Racing video game,Colin McRae Rally and Dirt
dbpedia_22959,Jet Moto,"January 01, 1996",SingleTrac,PlayStation Network,Racing game,Jet Moto
dbpedia_22960,Colin McRae Rally 2005,"January 01, 2005",Codemasters,N-Gage (device),Racing video game,Colin McRae Rally and Dirt
dbpedia_22962,Armored Warfare,"January 01, 2018",Obsidian Entertainment,Microsoft Windows,Vehicular combat,
dbpedia_22964,Heileen,"January 01, 2008",Celso Riva,Linux,Visual novel,
dbpedia_22965,Suspended,"January 01, 1984",Infocom,Atari 8-bit family,Interactive fiction,
dbpedia_22966,Tunnel B1,"January 01, 1996",Microcabin,Playstation,First-person shooter,
dbpedia_22968,Dragonfire,"January 01, 1982",Imagic,TRS-80 Color Computer,Action game,
dbpedia_22969,Mercury Meltdown,"January 01, 2006",Ignition Banbury,PS2,Puzzle-platform game,
dbpedia_22970,Subway Surfers,"January 01, 2012",Kiloo,IOS,Endless runner,
dbpedia_22973,Phoenix Wright: Ace Attorney – Trials and Tribulations,"January 01, 2010",Capcom Production Studio 4,3DS,Adventure game,Ace Attorney
dbpedia_22974,Ticket to Ride,"January 01, 2019",Days of Wonder,Xbox One,Turn-based strategy,
dbpedia_22975,Final Fantasy,"January 01, 2004",Square (video game company),IOS,Role-playing video game,
dbpedia_22976,Advanced Dungeons & Dragons: Heroes of the Lance,"January 01, 1991",U.S. Gold,Amstrad CPC,Action-adventure game,Dragonlance
dbpedia_22977,Sid Meier's Pirates!,"January 01, 2006",Firaxis Games,Xbox,Action-adventure game,
dbpedia_22980,Star Wars: Starfighter,"January 01, 2001",Blitz Games,PS2,Action game,
dbpedia_22981,NFL Blitz 2000,"January 01, 1999",Midway Games,Game Boy Color,,
dbpedia_22982,Nicktoons: Attack of the Toybots,"January 01, 2007",Natsume (company),PS2,Action-adventure game,
dbpedia_22983,Doom,"January 01, 1995",Id Software,Android (operating system),First-person shooter,Doom (franchise)
dbpedia_22984,Ice Age: Scrat's Nutty Adventure,"January 01, 2021",Just Add Water (company),Switch,Action-adventure game,
dbpedia_22986,Microcosm,"January 01, 1994",Psygnosis,FM Towns,Shoot 'em up,
dbpedia_22987,List of Monster Jam video games,"January 01, 2003",Torus Games,Game Boy Advance,Racing game,
dbpedia_22988,WolfQuest,"January 01, 2010",Minnesota Zoo,Microsoft Windows,Life simulation game,
dbpedia_22990,Baldur's Gate: Dark Alliance,"January 01, 2001",Snowblind Studios,Xbox Series X and Series S,Action role-playing game,
dbpedia_22991,Neon Genesis Evangelion: Girlfriend of Steel,"January 01, 1998",Gainax,Macintosh,Visual novel,
dbpedia_22993,Tropico 4,"January 01, 2013",Feral Interactive,Xbox 360,Construction and management simulation,
dbpedia_22994,My Horse & Me 2,,Tate Interactive,DS,Racing game,My Horse & Me
dbpedia_22995,Half-Life 2: Lost Coast,"January 01, 2013",Valve Corporation,Linux,First-person shooter,Half-Life (series)
dbpedia_22996,List of Fire Pro Wrestling games,"January 01, 1996",Spike (company),Sega Saturn,Fighting game,
dbpedia_22997,Crystals of Arborea,,Silmarils (company),Atari ST,,Ishar
dbpedia_22998,Pajama Sam: No Need to Hide When It's Dark Outside,"January 01, 1996",Humongous Entertainment,Microsoft Windows,Adventure game,
dbpedia_22999,Risk,"January 01, 2015",Sculptured Software,Mac OS,Turn-based strategy,
dbpedia_23000,Art Academy,,Headstrong Games,3DS,Edutainment,Art Academy
dbpedia_23001,Space Quest V,"January 01, 1993",Dynamix,MS-DOS,Adventure game,
dbpedia_23002,Baseball Stars,"January 01, 1989",SNK,Xbox One,Sports game,
dbpedia_23003,DayZ,"January 01, 2018",Bohemia Interactive,PS4,Survival game,
dbpedia_23004,The Sims Bustin' Out,"January 01, 2003",Maxis,GameCube,Social simulation game,The Sims
dbpedia_23005,Stuntman,"January 01, 2003",VD-dev,Game Boy Advance,,
dbpedia_23008,Streets of Rage 2,"January 01, 1992",Sega,Master System,Beat 'em up,Streets of Rage
dbpedia_23009,NBA Live 08,,EACanada,Microsoft Windows,Sports game,
dbpedia_23010,Jet Set Radio,"January 01, 2001",BlitWorks,Dreamcast,Sports game,
dbpedia_23012,Minecraft,"January 01, 2017",Mojang Studios,Apple TV,Survival game,Minecraft (franchise)
dbpedia_23013,O-Chan no Oekaki Logic,"January 01, 2000",Sunsoft,Mobile phone,Nonogram,
dbpedia_23014,Tokyo Twilight Ghost Hunters,"January 01, 2014",Now Production,PS4,Adventure game,
dbpedia_23015,"Invisible, Inc.","January 01, 2020",Klei Entertainment,Linux,Turn-based tactics,
dbpedia_23016,Pacific Rim,"January 01, 2013",Yuke's,Personal computer,Fighting game,
dbpedia_23017,Death Jr. II: Root of Evil,"January 01, 2006",Backbone Entertainment,PlayStation Portable,Action-adventure game,
dbpedia_23018,Scrabble,"January 01, 1999",,BlackBerry,Strategy video game,
dbpedia_23020,Yakuza 0,"January 01, 2015",Ryu Ga Gotoku Studio,Amazon Luna,Action-adventure,Yakuza (franchise)
dbpedia_23024,Lumines: Puzzle Fusion,"January 01, 2006",Q Entertainment,Amazon Luna,Puzzle video game,Lumines
dbpedia_23025,Uplink,"January 01, 2012",Introversion Software,Android (operating system),Hacker (computer security),
dbpedia_23026,Road Rash: Jailbreak,"January 01, 2003",EA Redwood Shores,Playstation,Racing video game,Road Rash
dbpedia_23027,Strife,"January 01, 1996",Rogue Entertainment,OS X,Role-playing video game,
dbpedia_23028,Sonic the Hedgehog,"January 01, 2010",Sonic Team,,Platform game,
dbpedia_23029,X-Men,"January 01, 2010",,IOS,Beat 'em up,
dbpedia_23030,F1 2012,"January 01, 2012",Feral Interactive,PS3,Sim racing,F1 (video game series)
dbpedia_23031,Secret of Mana,"January 01, 1993",Square (video game company),FOMA,Action role-playing game,Mana (series)
dbpedia_23034,Sudden Strike 4,"January 01, 2017",,Xbox One,Real-time tactics,Sudden Strike
dbpedia_23037,Donkey Kong 3,"January 01, 2002",Hudson Soft,Game & Watch,Shooter game,
dbpedia_23038,Microsoft Entertainment Pack: The Puzzle Collection,"January 01, 1997",Conspiracy Entertainment,Game Boy Color,Computer puzzle game,
dbpedia_23039,Rocket Knight,"January 01, 2010",Climax Studios,PS3,Scrolling shooters,
dbpedia_23040,Pac-Man,,Namco,Nintendo Entertainment System,List of maze video games,
dbpedia_23041,Disney Infinity 3.0,"January 01, 2015",Avalanche Software,Xbox One,Toys-to-Life,
dbpedia_23042,Hardspace: Shipbreaker,"January 01, 2022",Blackbird Interactive,Microsoft Windows,Simulation game,
dbpedia_23043,Curse of the Azure Bonds,,Strategic Simulations,Atari ST,Tactical role-playing game,
dbpedia_23044,Space Invaders Infinity Gene,,Taito,Android (operating system),Shoot 'em up,
dbpedia_23046,Shin Megami Tensei V,"January 01, 2021",Atlus,Switch,Role-playing video game,
dbpedia_23048,Castlevania: Lords of Shadow,"January 01, 2010",Climax Studios,Microsoft Windows,Hack and slash,Castlevania
dbpedia_23049,Mortal Kombat 4,"January 01, 1998",Eurocom,Game Boy Color,Fightinggame,Mortal Kombat
dbpedia_23050,Guacamelee!,"January 01, 2013",DrinkBox Studios,Switch,Metroidvania,
dbpedia_23051,Quest 64,"January 01, 1998",Imagineer (Japanese company),Nintendo 64,Role-playing video game,
dbpedia_23052,Peggle 2,"January 01, 2013",PopCap Games,Xbox One,Puzzle video game,
dbpedia_23053,Power Rangers Ninja Storm,"January 01, 2003",Natsume (company),Game Boy Advance,Action-adventure game,
dbpedia_23054,Rift,"January 01, 2011",Trion Worlds,Microsoft Windows,Massively multiplayer online role-playing game,
dbpedia_23055,The Last Bounty Hunter,"January 01, 2003",American Laser Games,Arcade game,Light gun shooter,
dbpedia_23056,Major League Baseball 2K11,"January 01, 2011",Visual Concepts,Cloud computing,Sports game,
dbpedia_23057,Lego Star Wars II: The Original Trilogy,"January 01, 2006",Amaze Entertainment,GameCube,Action-adventure game,Lego Star Wars (video game series)
dbpedia_23058,Record of Agarest War Zero,"January 01, 2014",Laughing Jackal,Microsoft Windows,Tactical role-playing game,
dbpedia_23059,Spycraft: The Great Game,"January 01, 1996",Activision,Windows 95,Adventure game,
dbpedia_23060,Killing Floor 2,"January 01, 2016",Saber Interactive,Microsoft Windows,Survival horror,
dbpedia_23062,Captain America: Super Soldier,"January 01, 2011",Next Level Games,Xbox 360,Action game,
dbpedia_23063,Hot Wheels Unleashed,,Milestone (Italian company),Switch,Racing video-game,
dbpedia_23065,Ticket to Ride,"January 01, 2008",,IOS,Turn-based strategy,
dbpedia_23066,Lemmings,"January 01, 1993",3DO Interactive Multiplayer,Atari ST,Strategy video game,
dbpedia_23068,Ferrari Challenge: Trofeo Pirelli,"January 01, 2008",Firebrand Games,Wii,Racing video game,
dbpedia_23069,Star Fox Adventures,"January 01, 2002",,GameCube,Action-adventure game,
dbpedia_23070,Red Faction II,"January 01, 2002",Volition (company),PS2,First-person shooter,Red Faction
dbpedia_23071,Marvel's Guardians of the Galaxy,"January 01, 2021",Eidos-Montréal,,Action-adventure,
dbpedia_23072,Phase,"January 01, 2007",Harmonix,IPod nano,Music game,
dbpedia_23073,The Cursed Crusade,"January 01, 2011",Kylotonn,Microsoft Windows,Hack and slash,
dbpedia_23075,Guilty Gear X,"January 01, 2000",Arc System Works,,Fighting game,
dbpedia_23078,Subway Surfers,"January 01, 2012",Kiloo,Amazon Kindle,Endless runner,
dbpedia_23080,Dragon Age II,,BioWare,Microsoft Windows,,
dbpedia_23082,FutureU,,Aspyr Media,Microsoft Windows,Educational game,
dbpedia_23083,Earthworm Jim,"January 01, 1994",Kinesoft,Game Boy Advance,Shoot 'em up,
dbpedia_23084,Ghostbusters: The Video Game,"January 01, 2019",Saber Interactive,PS3,Action-adventure game,
dbpedia_23085,Puyo Puyo,"January 01, 1994",,PC-9801,Puzzle video game,Puyo Puyo
dbpedia_23086,Stuntman: Ignition,"January 01, 2007",Paradigm Entertainment,PS3,Action game,
dbpedia_23087,NASCAR The Game: Inside Line,"January 01, 2012",Eutechnyx,Wii,Racing video game,
dbpedia_23089,Skulls of the Shogun,"January 01, 2015",17-Bit,Linux,Turn-based tactics,
dbpedia_23090,Mega Man Legacy Collection,"January 01, 2020",Capcom,Microsoft Windows,Action game,Mega Man Zero
dbpedia_23092,Foul Play,"January 01, 2016",Mediatonic,PS4,Action-adventure game,
dbpedia_23094,Deemo,"January 01, 2019",Rayark,IOS,Rhythm game,
dbpedia_23095,Record of Agarest War,"January 01, 2013",Laughing Jackal,PS3,Tactical role-playing game,
dbpedia_23096,Guitar Rock Tour,"January 01, 2008",Gameloft,DS,Music video game,
dbpedia_23097,Samurai Shodown V Special,,Yuki Enterprise,Xbox One,Fighting game,
dbpedia_23098,Monster of the Deep: Final Fantasy XV,"January 01, 2017",Square Enix Business Division 2,PS4,Simulation game,Final Fantasy
dbpedia_23099,Ice Age: Dawn of the Dinosaurs,"January 01, 2009",Artificial Mind & Movement,Microsoft Windows,Platform game,
dbpedia_23100,Pro Pinball: Fantastic Journey,"January 01, 1999",,,Action video game,Pro Pinball
dbpedia_23101,Rome: Total War: Alexander,"January 01, 2019",Creative Assembly,IOS,Real-time tactics,Total War (video game series)
dbpedia_23102,Brunswick Pro Bowling,"January 01, 2010",FarSight Studios,PS4,Bowling,
dbpedia_23103,Evil Dead: A Fistful of Boomstick,"January 01, 2003",VIS Entertainment,Xbox,Action video game,
dbpedia_23104,RC Revenge,"January 01, 2000",Acclaim Studios Cheltenham,Playstation,Racing video game,
dbpedia_23105,Daisenryaku,"January 01, 2005",SystemSoft Alpha,Dreamcast,Strategy game,
dbpedia_23107,List of Monster Jam video games,"January 01, 2002",Torus Games,Wii,Vehicular combat game,Monster Jam
dbpedia_23108,Samurai Shodown,"January 01, 1993",Takara,Neo Geo (system),Fighting game,
dbpedia_23110,Naruto: Ultimate Ninja,"January 01, 2003",CyberConnect2,PlayStation Portable,Action role-playing game,
dbpedia_23111,Heavy Fire,"January 01, 2011",,Xbox 360,Arcade game,
dbpedia_23112,Dynasty Warriors Online,,Tecmo KoEi,PS4,Massively multiplayer online game,
dbpedia_23113,The Amazing Spider-Man,,IOS,,Action-adventure game,Spider-Man in video games
dbpedia_23114,The Emperor's New Groove,"January 01, 2000",Argonaut Games,Playstation,Platform game,
dbpedia_23115,TwinBee,"January 01, 2004",Konami,Mobile Phones,,
dbpedia_23116,Mind Quiz,"January 01, 2006",Sega,PlayStation Portable,Educational game,
dbpedia_23117,Street Fighter Alpha 3,"January 01, 1999",Crawfish Interactive,Sega Saturn,Fighting game,Street Fighter
dbpedia_23118,Ys VIII: Lacrimosa of Dana,"January 01, 2018",Nihon Falcom,IOS,Action role-playing,Ys (series)
dbpedia_23119,FIFA: Road to World Cup 98,"January 01, 1997",EA Canada,Nintendo 64,Sports game,FIFA (video game series)
dbpedia_23120,Phantasy Star Online,"January 01, 2000",Sonic Team,Xbox,Action role-playing game,
dbpedia_23121,Phoenix Wright: Ace Attorney,"January 01, 2001",Capcom Production Studio 4,Switch,Visual novel,
dbpedia_23122,Strider (1989 arcade game),"January 01, 2006",Capcom,Playstation,Platformer,
dbpedia_23123,Gundam Battle,"January 01, 2005",Artdink,PlayStation Vita,Action game,Mobile Suit Gundam
dbpedia_23124,Destiny post-release content,"January 01, 2015",Bungie,Xbox One,First-person shooter,
dbpedia_23125,Barbie Horse Adventures,"January 01, 2008",Möbius Entertainment,Game Boy Advance,Role-playing video game,
dbpedia_23126,Puyo Puyo,"January 01, 1996",,Mobile phone,,Puyo Puyo
dbpedia_23127,Jet Set Radio,"January 01, 2012",Smilebit,Windows,Action game,
dbpedia_23128,Thronebreaker: The Witcher Tales,"January 01, 2021",CD Projekt Red,Android (operating system),Digital collectible card game,
dbpedia_23130,Suspended,"January 01, 1983",Infocom,Amstrad CPC,Interactive fiction,
dbpedia_23133,DJMax Respect,"January 01, 2022",Neowiz MUCA,PS4,Music video game,
dbpedia_23135,Lumines Live!,"January 01, 2006",Q Entertainment,Xbox 360,Puzzle game,Lumines
dbpedia_23136,Lethal Enforcers II: Gun Fighters,"January 01, 1997",Konami,Arcade game,Light gun shooter,
dbpedia_23137,Tomb Raider: The Angel of Darkness,"January 01, 2003",Core Design,PS2,Stealth game,Tomb Raider
dbpedia_23140,Madagascar Kartz,"January 01, 2009",Sidhe (gaMe developer),Xbox 360,Racing game,Madagascar (franchise)
dbpedia_23141,Colin McRae Rally 2005,"January 01, 2007",Codemasters,PS2,,Colin McRae Rally and Dirt
dbpedia_23142,Summoners War: Sky Arena,"January 01, 2012",Com2uS,Android (operating system),Turn-based Strategy,
dbpedia_23143,Hyperdevotion Noire: Goddess Black Heart,"January 01, 2016",Compile HearT,Microsoft Windows,Tactical role-playing game,Hyperdimension Neptunia
dbpedia_23144,Bit.Trip Core,"January 01, 2009",Gaijin Games,Switch,Action game,Bit.Trip
dbpedia_23145,Metal Slug 7,,Noise Factory,DS,Shoot 'em up,
dbpedia_23147,Flow,"January 01, 2008",Thatgamecompany,PS4,Life simulation game,
dbpedia_23148,Trine,"January 01, 2014",Frozenbyte,Microsoft Windows,Puzzle-platform,
dbpedia_23149,Dragon Wars,"January 01, 1991",Kemco,X68000,Role-playing video game,
dbpedia_23150,Bit Generations,"January 01, 2006",Skip Ltd.,Game Boy Advance,Puzzle game,
dbpedia_23151,Nicktoons Unite!,"January 01, 2005",Climax Studios,GameCube,Action-adventure game,
dbpedia_23152,Bloons Tower Defense,"January 01, 2012",Ninja Kiwi,PS4,Tower defense,
dbpedia_23153,Scrabble,,Stainless Games,Game.com,Strategy video game,
dbpedia_23155,Sega Rally Revo,"January 01, 2007",Sega Racing Studio,Xbox 360,Racing video game,
dbpedia_23156,Eyewire,,Seba stian Seung,WebGL,Citizen science,
dbpedia_23157,Rygar: The Legendary Adventure,"January 01, 2008",Tecmo,PS2,Action-adventure game,
dbpedia_23158,Darksiders,"January 01, 2010",Vigil Games,Xbox One,Action role-playing game,Darksiders
dbpedia_23159,Taz: Wanted,"January 01, 2002",Blitz Games,Microsoft Windows,Action-adventure game,
dbpedia_23160,Driver: Parallel Lines,"January 01, 2007",Ubisoft Reflections,Xbox,Third-person shooter,
dbpedia_23162,NBA Hangtime,"January 01, 1997",Midway Games,Nintendo 64,Sports game,
dbpedia_23163,Hanjuku Hero,"January 01, 2003",Neverland (company),IOS,,
dbpedia_23164,Spider: Rite of the Shrouded Moon,"January 01, 2015",Tiger Style,PS4,Puzzle video game,
dbpedia_23166,Zool 2,"January 01, 1994",Gremlin Interactive,Amiga,Platform game,Zool
dbpedia_23167,Blitz: The League II,"January 01, 2008",Midway Games,PS3,Sports game,NFL Blitz
dbpedia_23168,Fable,"January 01, 2005",,Xbox 360,Action role-playing game,
dbpedia_23169,Lemony Snicket's A Series of Unfortunate Events,"January 01, 2004",Nintendo GameCube,GameCube,Xbox (console),
dbpedia_23171,Destruction Derby,"January 01, 1996",Reflections Interactive,Sega Saturn,Vehicular combat game,
dbpedia_23172,J.U.L.I.A. Among the Stars,"January 01, 2014",CBE Software,Windows,Adventure game,
dbpedia_23173,SpyHunter,"January 01, 2002",Paradigm Entertainment,Microsoft Windows,Vehicular combat game,
dbpedia_23174,Aero the Acro-Bat,"January 01, 2010",SNES,Sega Genesis,Platform game,
dbpedia_23175,War Gods,"January 01, 1997",Eurocom,Playstation,Fighting game,
dbpedia_23176,Risk,"January 01, 2009",Sculptured Software,BlackBerry,Turn-based strategy,
dbpedia_23177,Daisenryaku,"January 01, 1996",SystemSoft Alpha,Mega Drive,Turn-based strategy,
dbpedia_23179,Triggerheart Exelica,"January 01, 2008",P.A. Works,Dreamcast,Shoot 'em up,
dbpedia_23180,Cadash,"January 01, 1989",Taito,Sega Genesis,Action-adventure video game,
dbpedia_23181,Dead by Daylight,"January 01, 2019",Behaviour Interactive,Microsoft Windows,Survival horror,
dbpedia_23182,Theme Park,"January 01, 2007",Bullfrog Productions,Sega Saturn,Construction and management simulation game,
dbpedia_23183,Total War: Rome II,"January 01, 2013",Creative Assembly,MacOS,Real-time tactics,
dbpedia_23184,Hanjuku Hero,"January 01, 2003",Square (video game company),Mobile phone,Action game,
dbpedia_23185,Mario & Sonic at the Olympic Winter Games,"January 01, 2009",Racjin,IOS (Apple),Party game,
dbpedia_23186,VVVVVV,"January 01, 2014",Terry Cavanagh (developer),Pandora (console),Puzzle-platform game,
dbpedia_23188,Roblox,"January 01, 2014",Roblox Corporation,MacOS,Game creation system,
dbpedia_23190,One: Kagayaku Kisetsu e,,Tactics (company),Au (mobile phone company),Visual novel,
dbpedia_23191,Dream Daddy: A Dad Dating Simulator,"January 01, 2017",Game Grumps,IOS,Visual novel,
dbpedia_23192,Fortnite Battle Royale,"January 01, 2017",Epic Games,,Third-person shooter,
dbpedia_23195,Mighty Morphin Power Rangers,"January 01, 1994","SIMS Co., Ltd.",Game Boy,Platformer,
dbpedia_23196,Nemesis 2 (MSX),"January 01, 1987",Konami,Mobile phones,Shoot 'em up,
dbpedia_23197,The Peanuts Movie: Snoopy's Grand Adventure,"January 01, 2015",Behaviour Santiago,Xbox 360,Side-scrolling video game,
dbpedia_23198,PowerSlave,"January 01, 2022",Lobotomy Software,Switch,First-person shooter,
dbpedia_23199,Hanjuku Hero,"January 01, 2003",Square (video game company),Super Nintendo,Real-time strategy,
dbpedia_23200,Little Busters!,"January 01, 2013",Key (company),PlayStation Portable,Visual novel,
dbpedia_23201,Cyber Troopers Virtual-On Force,"January 01, 2010",Sega Hitmaker,PS4,Action game,
dbpedia_23202,RPG Maker,"January 01, 1992",ASCII Corporation,Microsoft Windows,Game development tool,
dbpedia_23203,Scrabble,"January 01, 2009",Arc Developments,Amiga,Strategy video game,
dbpedia_23204,Strider (1989 arcade game),"January 01, 2006",Capcom,Amiga,Platformer,
dbpedia_23205,Destruction Derby,"January 01, 1999",Looking Glass Studios,,Vehicular combat game,
dbpedia_23207,Total War Saga: Thrones of Britannia,"January 01, 2018",Creative Assembly,MacOS,Real-time tactics,
dbpedia_23208,Battlezone,"January 01, 1998",Activision,Microsoft Windows,Real-time strategy,
dbpedia_23209,Die Hard Trilogy,"January 01, 1996",Probe Entertainment,Playstation,Third-person shooter,
dbpedia_23210,The Adventures of Tintin: The Secret of the Unicorn,"January 01, 2011",Ubisoft Montpellier,Wii,Platform game,
dbpedia_23211,Hidden Runaway,"January 01, 2012",Pendulo Studios,IOS,Hidden object game,
dbpedia_23213,Mega Man 9,"January 01, 2008",Inti Creates,PS3,,
dbpedia_23214,Fantastic Beasts: Cases From the Wizarding World,"January 01, 2016",Mediatonic,IOS,Hidden object game,Wizarding World
dbpedia_23216,Anett Futatabi,"January 01, 1993",Wolf Team,Sega CD,Beat-em-up,
dbpedia_23217,Bomberman Max,"January 01, 1999",Hudson Soft,Game Boy Color,Action game,Bomberman
dbpedia_23218,Phoenix Wright: Ace Attorney – Justice for All,"January 01, 2002",Capcom Production Studio 4,Xbox One,Visual novel,
dbpedia_23219,Hanjuku Hero,"January 01, 2005",Square Enix,IOS,Real-time strategy,
dbpedia_23220,Killzone 2,"January 01, 2009",Guerrilla Games,PS3,First-person shooter,
dbpedia_23221,Scrabble,"January 01, 2008",Runecraft,BBC Micro,,
dbpedia_23222,Cities: Skylines,"January 01, 2018",Colossal Order (company),Linux,City-building game,
dbpedia_23223,Sniper: Ghost Warrior,"January 01, 2011",CI Games,Xbox 360,Stealth game,
dbpedia_23224,Natural Selection,"January 01, 2002",Unknown Worlds Entertainment,Microsoft Windows,First-person shooter,
