id,prod_title,launch_dt,studio,dist,hw,genre,press_score,comm_rating,age_class,units_sold_mm
sales_4347,Gallop Racer 2003: A New Breed,2002-01-01,Tecmo,Zoo Digital Publishing,PS2,Sports,,8.5,E,0
sales_4348,Frogger 3D,2011-01-01,Alpha Unit,Konami Digital Entertainment,3DS,Action,54,5.5,E,
sales_4349,Blue Dragon Plus,2008-01-01,Brownie Brown,Ignition Entertainment,,Role-Playing,69,6.5,E,0
sales_4350,Outlaw Golf 2,2004-01-01,Hypnotix,Global Star,Xbox,Sports,74,,M,0
sales_4351,BeyBlade VForce: Super Tournament Battle,2002-01-01,Takara,,GameCube,Action,33,7.5,E,0
sales_4352,Dead to Rights: Retribution,2010-01-01,,Namco Bandai Games,Xbox 360,Shooter,61,7.0,M,0
sales_4353,Dragon Sagas Z: Ball,2005-01-01,Avalanche Software,Atari,GameCube,,48,6.6,T,0
sales_4354,X2: Wolverine's Revenge,2003-01-01,GenePool,Activision,Xbox,Platform,58,6.4,T,0
sales_4355,Power Rangers: Wild Force,2002-0q-01,Natsume,,Game Boy Advance,Action,55,6.9,E,0
sales_4356,Tenchu: Assassins,2008-01-01,,Ubisoft,Wii,Action,70,7.8,M,0
sales_4357,Lost Planet 3,2013-01-01,Spark Unlimited,Capcom,PS3,Shooter,61,5.5,,0
sales_4358,Mary-Kate and Ashley: Girls Night Out,,Powerhead Games,Acclaim Entertainment,Game Boy Advance,Misc,75,,E,0
sales_4359,Beyblade G-Revolution,,Full Fay,Atari,Game Boy Advance,Action,40,7.8,,0
sales_4360,Capcom Fighting Evolution,2004-01-01,Capcom,Capcom,PS2,Fighting,57,4.8,T,0
sales_4361,Assassin's Creed The Ezio Collection,2016-01-01,Ubisoft Montreal,Ubisoft,PS4,Action,,,M,0
sales_4362,God of War Collection,2014-01-01,"Sanzaru Games, Sanzaru Games, Inc.",Sony Entertainment Computer,Playstation Vita,Action,73,7.4,M,0
sales_4363,NASCAR Heat 2002,2001-01-01,Monster Games Inc.,Infogrames,Xbox,Racing,78,,E,0
sales_4364,Anarchy Reigns,2012-01-01,PlatinumGames,Sega,PS3,Action,71,8.2,M,0
sales_4365,Mobile Suit Gundam: Crossfire,2006-01-01,,Namco Bandai Gsmes,PS3,,33,5.1,T,0
sales_4366,Suikoden Tactics,2005-01-01,Konami,Konami Digital Entertainment,PS2,Strategy,68,,T,0
sales_4367,NCAA March Madness 06,2005-01-01,Canada EA,Electronic Arts,Xbox,,,7.2,Everyone,0
sales_4368,Sniper: Ghost Warrior 2,2013-01-01,City Interactive,City Interactive,Xbox 360,Shooter,52,,M,0
sales_4369,EVE Online,2003-01-01,CCP,CCP,,Role-Playing,69,7.5,T,0
sales_4370,Phantasy Star Online,2000-01-01,Team Sonic,Sega,DC,Role-Playing,88,,T,
sales_4371,Crazy Taxi 3: High Roller,2002-01-01,Hitmaker,Sega,Xbox,Racing,69,8.5,T,
sales_4372,Midnight Club 3: DUB Edition Remix,2006-01-01,Rockstar San Diego,Take-Two Interactive,Xbox,Racing,87,5.3,,0
sales_4373,Thrillville,2006-01-01,Frontier Developments,Atari,Playstation Portable,Strategy,72,2.8,Everyone 10+,0
sales_4374,"Warhammer 40,000: Space Marine",2011-01-01,Relic,THQ,Personal Computer,Shooter,74,7.4,M,0
sales_4375,The King of Fighters Collection: The Orochi Saga,2006-01-01,Reality Terminal,Ignition Entertainment,PlayStation 2,Fighting,67,8.5,T,0
sales_4376,Disney's Planes,2013-01-01,Behaviour Interactive,Disney Interactive Studios,WiiU,Simulation,51,5.3,E,0
sales_4377,MLB SlugFest 20-03,2002-01-01,Gratuitous Games,Midway Games,,,,7.8,E,0
sales_4378,The Con,2005-01-01,"SCEA, Think and Feel",Sony Computer Entertainment,Playstation Portable,Fighting,63,7.3,T,0
sales_4379,Pitfall: The Lost Expedition,2004-01-01,Edge of Reality,Activision,PS2,Platform,70,8.9,E,0
sales_4380,Need for Speed Carbon: Own the City,2006-01-01,Exient Entertainment,Electronic Arts,DS,Racing,70,7.5,E,0
sales_4381,Enchanted Arms,2007-01-01,From Software,Uhisoft,PS3,Role-Playing,64,5.9,T,
sales_4382,Le Mans 24 Hours,2001-01-01,Atari,Infogrames,PS2,Racing,,7.6,E,0
sales_4383,The Witch and the Hundred Knight,2013-01-01,Nippon Ichi Software,Nippon Ichi Software,PS3,Role-Playing,53,7.5,T,0
sales_4384,Dragon Ball Z: Harukanaru Densetsu,2007-01-01,Bec,Namco Bandai Games,DS,Role-Playing,57,6.2,E,0
sales_4385,Harvest Moon: More Friends of Mineral Town,2003-01-01,TOSE,UBI,Game Boy Advance,Simulation,82,9.2,E,0
sales_4386,X2: Wolverine's Revenge,2003-01-01,Vicarious Visions,Activision,GBA,Platform,72,7.2,E,0
sales_4387,NBA 2K2,2002-01-01,Visual Concepts,Sega,Xbox,Sports,90,7.6,E,0
sales_4388,Code of Princess,2012-01-01,Studio Saizensen,Agatsuma Entertainment,,Action,,,Teen,0
sales_4389,Major League Baseball 2K11,2011-01-01,Visual Concepts,Take-Two Interactive,PS3,Sports,72,6.3,,0
sales_4390,Cars,,Rainbow Studios,THQ,Xbox,Racing,70,,E,0
sales_4391,Spy Hunter,2002-01-01,,Midway Games,GameCube,Racing,71,,T,0
sales_4392,Dark Messiah of Might and Magic Elements,2008-01-01,,Ubisoft,Xbox 360,Role-Playing,52,7.p,M,0
sales_4393,Planet 51,2009-01-01,,Sega,Wii,Action,53,5.8,E,0
sales_4394,Dead to Rights II,2005-01-01,WideScreen Games,Electronic Arts,PS2,Shooter,51,5.3,M,0
sales_4395,Super Dodge Ball Advance,2001-01-01,Atlus Co.,Ubisoft,Game Boy Advwnce,sports,79,,,0
sales_4396,FIFA 16,2015-01-01,EA Sports,Electronic Arts,,Sports,81,4.4,E,0
sales_4397,NBA Live 14,2013-01-01,EA Sports,EA,XOne,Sports,36,3.1,,0
sales_4398,Kung Fu Rider,2010-01-01,SCE Japan Studio,SCE,PS3,Action,36,3.7,E10+,0
sales_4399,DarkStar One: Broken Alliance,2010-01-01,Gaming Minds Studios,Kalypso Media,Xbox 360,Simulation,63,7.2,,0
sales_4400,Dragon Ball: Xenoverse 2,2016-01-01,Dimps Corporation,Namco Bandai  Games,Xbox One,,73,7.3,T,0
sales_4401,Odin Sphere: Leifthrasir,2016-01-01,Vanillaware,Nippon Ichi Software,PS4,Role-Playing,87,8.2,,0
sales_4402,Ty the Tasmanian Tiger 2: Bush Rescue,2004-01-01,Krome Studios,,GameCube,,70,8.6,E,0
sales_4403,Body and Brain Connection,2010-01-01,Namco Bandai Games,Namco Bandai Games,Xbox 360,Misc,57,4.8,E,0
sales_4404,Dragon Ball: Revenge of King Piccolo,2009-01-01,Media,Namco Bandai Games,Wii,Action,65,,E10+,0
sales_4405,Warriors Orochi,2008-01-01,,Tecmo Koei,Playstation Portable,Action,62,6.6,T,0
sales_4406,MVP Baseball 2003,2003-01-01,EA Sports,Arts Electronic,Xbox,Sp orts,82,,E,0
sales_4407,Monster Jam,2007-01-01,Torus Games,Activision,Xbox 360,,43,6.4,E,0
sales_4408,Infinite Space,2009-01-01,PlatinumGames,Sega,DS,Role-Playing,75,9.0,T,0
sales_4409,NCAA Final Four 2004,2003-01-01,989 Sports,Sony Computer Entertainment,PS2,Sports,45,,E,0
sales_4410,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005-01-01,Traveller's Tales,Disney Interactive Studios,Xbox,Action,72,6.p,T,0
sales_4411,NBA 07,2006-01-01,SCEA,Sony Computer Entertainment,Playstation Portable,Sports,68,7.0,E,0
sales_4412,Two Worlds II,2011-01-01,Reality Pump,Unknown,PC,Role-Playing,76,6.5,M,0
sales_4413,2004 Drag Racing IHRA,2003-01-01,,Bethesda Softworks,Xbox,Racing,40,7.4,E,0
sales_4414,The Legend of Heroes: Trails of Cold Steel,2013-01-01,Falcom,Nippon Ichi Software,PS3,Role-Playing,86,7.7,T,0
sales_4415,Clive Barker's Jericho,2007-01-01,"Mercury Steam, Alchemic Productions",Codemasters,PS3,Shooter,60,7.1,M,0
sales_4416,Tekken 3D: Prime Edition,2012-01-01,Arika,,3DS,Fighting,64,5.9,T,0
sales_4417,Marvel: Ultimate Alliance 2,2009-01-01,n-Space,,DS,Role-Playing,65,6.7,E10+,0
sales_4418,Treasure World,2009-01-01,Aspyr,Aspyr,DS,Simulation,68,,E,0
sales_4419,Ford Racing Off Road,2008-01-01,,Xplosiv,,Racing,,,E,0
sales_4420,Namco Museum 50th Anniversary Arcade Collection,2005-01-01,Backbone Vancouver,Namco Bandai Games,Game Boy Advance,Misc,60,,E,0
sales_4421,Front Mission Evolved,2010-01-01,Double Helix Games,Square Enix,Xbox 360,Shooter,58,6.1,,0
sales_4422,Mat Hoffman's Pro BMX 2,2002-01-01,Rainbow Studios,Activision,XboX,Sports,75,,T,0
sales_4423,From Russia With Love,2005-01-01,Electronic Arts,Electronic Arts,Xbox,Action,,8.8,T,
sales_4424,Apache: Air Assault,2010-01-01,,Activision,PS3,Simulation,66,6.1,T,0
sales_4425,Dying Light,2015-01-01,Techland,Warner Bros. Interactive Entertainment,PC,Action,75,,M,0
sales_4426,Grandia II,2000-01-01,,Ubisoft,DC,Role-Playing,90,8.8,,0
sales_4427,Ridge Racer 6,2005-01-01,Namco,Namco Bandai Games,Xbox 360,Racing,74,7.1,E,0
sales_4428,Shark Tale,2004-01-01,Edge of Reality,Activision,,Action,67,,E,
sales_4429,NFL Street 2,2004-01-01,EA Tiburon,Electronic Arts,GameCube,Sports,77,,E,
sales_4430,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005-01-01,KCE Studios,Konami Digital Entertainment,PS2,Action,53,7.0,E10+,0
sales_4431,Zone of the Enders HD Collection,,High Voltage Software,Konami Entertainment,Xbox 360,Simulation,75,8.8,M,0
sales_4432,Record of Agarest War,2008-01-01,Compile Heart,Compile Heart,Xbox 360,Role-Playing,71,7.0,T,0
sales_4433,Gladius,20p3-01-01,LucasArts,Activision,PS2,Strategy,,8.0,T,0
sales_4434,Earth Defense Force: Insect Armageddon,,Vicious Cycle,,PS3,Shooter,63,7.0,T,0
sales_4435,Dave Mirra Freestyle BMX 2,2001-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,,,76,8.2,Teen,0
sales_4436,SpongeBob SquarePants: Revenge of the Flying Dutchman,,Big Sky,THQ,GameCube,Platform,66,8.3,E,0
sales_4437,Taiko Drum Master,2004-01-01,Namco,Namco Bandai Games,PS2,Misc,77,8.1,E,0
sales_4438,Tetris Worlds (Online Edition),2003-01-01,Radical Entertainment,THQ,Xbox,Puzzle,62,,E,0
sales_4439,Dungeon Hunter Alliance,,,Ubisoft,Playstation Vita,Action,49,6.4,T,0
sales_4440,Forgotten Realms: Demon Stone,2004-01-01,Studios,Atari,PS2,,71,6.8,T,0
sales_4441,Soldier of Fortune: Payback,2007-01-01,Cauldron Ltd.,Activision,Xbox 360,Shooter,50,5.6,,0
sales_4442,Afro Samurai,2009-01-01,Namco Bandai Games America and Namco Bandai Games,Atari,PS3,,65,,,0
sales_4443,Looney Tunes: Space Race,2002-01-01,Tantalus Interactive,Infogrames,PS2,RacIng,62,,,0
sales_4444,Neighborhood Games,2009-01-01,Jet Black Games,THQ,Wii,Misc,49,,E,0
sales_4445,Silent Hill: Book of Memories,2012-01-01,WayForward,Entertainment Digital Konami,Playstation Vita,Action,58,5.1,M,0
sales_4446,Playboy: The Mansion,2005-01-01,Studios Cyberlore,Ubis oft,PlayStation 2,Simulation,59,7.5,M,0
sales_4447,Baja: Edge of Control,2008-01-01,2XL Games,TNQ,Xbox 360,,65,,E,0
sales_4448,Tiger Woods PGA Tour 06,2005-01-01,Team Fusion,Arts Electronic,Playstation Portable,Sports,80,,E,0
sales_4449,Ratatouille,2007-01-01,Helixe,THQ,Game Boy,Action,,,E,0
sales_4450,Bleach: The 3rd Phantom,,"Sega, Tom Create",Sega,DS,,59,8.O,T,0
sales_4451,MC Groovz Dance Craze,,Mad Catz,Catz Mad,GameCube,Misc,42,6.8,E,
sales_4452,The Thing,2002-01-01,Computer Artworks,Vivendi Games,Xbox,Text Adventure,78,6.6,M,0
sales_4454,Plants vs. Zombies,2011-01-01,PopCap,PopCap Games,PS3,Strategy,,7.9,E10+,0
sales_4455,Baldur's Gate: Dark Alliance,,Snowblind Studios,Virgin Interactive,Microsoft Xbox,Role-Playing,83,8.3,T,0
sales_4456,Prince of Persia: Warrior Within,2004-01-01,,Ubisoft,GameCube,Action,83,8.6,,0
sales_4457,Warriors Orochi,2007-01-01,Omega Force,Tecmo Koei,Xbox 360,Action,53,7.4,,0
sales_4458,Predator: Concrete Jungle,,Eurocom Entertainment Software,Vivendi Games,,Action,,8.8,M,0
sales_4459,Arcana Heart 3,2011-01-01,,PQube,PS3,Fighting,73,7.5,T,0
sales_4460,X-Men Origins: Wolverine,2009-01-01,Griptonite Games,Activision,DS,,55,8.1,E10+,0
sales_4461,Big Mutha Truckers 2,2005-01-01,Eutechnyx,Xplosiv,PS2,Motor Racing,51,2.1,M,0
sales_4462,Armored Core 4,,From Software,505 Games,PS3,Simulation,65,,T,0
sales_4463,Solatorobo: Red the Hunter,2010-01-01,CyberConnect2,Nintendo,Nintendo DS,Role-Playing,76,7.9,E10+,0
sales_4464,NHL FaceOff 2001,,989 Sports,Sony Computer Entertainment,PS2,Soorts,57,,E,0
sales_4465,Mana Khemia 2: Fall of Alchemy,,Gust,Gust,PS2,,70,8.2,T,0
sales_4466,The Great Escape,2003-01-01,Pivotal Games,SC i,PS2,,57,8.0,T,0
sales_4467,Castlevania: Lords of Shadow 2,2014-01-01,Mercury Steam,,,Action,63,7.8,M,0
sales_4468,Big Mutha Truckers,2002-01-01,Eutechnyx,Empire Interactive,Xbox,Racing,59,,T,0
sales_4469,Way of the Samurai 4,2011-01-01,Acquire,Nippon Ichi Software,PS3,,58,,M,0
sales_4470,The Hobbit,2003-01-01,Saffire,Vivendi Games,Game Boy Advance,Platform,67,9.2,E,0
sales_4471,The King of Fighters XI,2006-01-01,SNK Playmore,,PlayStation 2,Fighting,75,8.5,,0
sales_4472,Tom Clancy's Splinter Cell: Essentials,2006-01-01,Ubisoft,Ubisoft,Portable Playstation,Shooter,,7.5,,0
sales_4473,Chronicles of Mystery: Curse of the Ancient Temple,2009-0 1-01,City Interactive,,DS,Adventure,57,,,0
sales_4474,Major League Baseball 2K12,2012-01-01,Visual Concepts,Take-Two Interactive,,Sports,68,4.4,,0
sales_4475,Family Guy,2006-01-01,High Software,Take-Tw o Interactive,Playstation Portable,Action,51,6.3,M,0
sales_4476,Sniper Elite,2005-01-01,,Ubisoft,PS2,Shooter,7 6,,M,
sales_4477,Harry Potter and the Goblet of Fire,2005-01-01,Electronic Arts,Electronic Arts,Playstation Portable,Action,70,7.3,E10+,0
sales_4478,Breath of Fire II,,Capcom,Ubisoft,Game Boy Advance,Role-Playing,81,8.8,E,0
sales_4479,UFC Personal Trainer: The Ultimate Fitness System,2011-01-01,THQ,THQ,PS3,Sports,65,2.4,E,0
sales_4480,Ice Age 2: The Meltdown,2006-01-01,Vivendi Games,Vivendi Games,GameCube,Platform,67,,E10+,0
sales_4481,Conan,2007-01-01,,,Xbox 360,Action,,7.3,M,
sales_4482,Dinotopia: The Timestone Pirates,2002-01-01,RFX Interactive,TDK Core,Game Boy Advance,Action,64,,E,0
sales_4483,No More Heroes: Heroes' Paradise,2010-01-01,,Konami Digital Entertainment,PS3,Action,72,7.3,M,0
sales_4484,Aliens vs Predator,2010-01-01,Rebellion,Sega,Microsoft Windows,Shooter,68,7.4,M,0
sales_4485,Captain America: Super Soldier,2011-01-01,Next Level Games,Sega,PS3,Action,61,7.3,T,0
sales_4486,Manhunt,2004-01-01,Rockstar North,,Xbox,Action,74,7.9,M,0
sales_4487,NCAA Final Four 2003,,989 Sports,Sony Computer Entertainment,PS2,Sports,57,6. 0,E,0
sales_4488,Dynasty Warriors: Gundam 2,2008-01-01,,Namco Bandai Games,Xbox 360,Action,49,,T,
sales_4489,Bound By Flame,2014-01-01,Spiders,Focus Home Interactive,PS4,Role-Playing,53,,M,0
sales_4490,Spectrobes: Origins,2009-01-01,Genki,Disney Interactive Studios,Wii,Role-Playing,71,8.4,E10+,0
sales_4491,DanceMasters,2010-01-01,GCP1,Konami Entertainment,Xbox 360,Misc,63,5.9,E10+,0
sales_4492,Breath of Fire: Dragon Quarter,2002-01-01,Capcom,Capcom,PS2,Role-Playing,78,,T,0
sales_4493,Wanderer the Shiren,2008-01-01,ChunSoft,Sega,Wii,Role-Playing,71,7.6,T,0
sales_4494,LEGO Marvel's Avengers,2016-01-01,TT Games,Warner Bros. InteraCtive Entertainment,3DS,,60,7.1,E10+,0
sales_4495,Spore Hero Arena,2009-01-01,Full Fat,Electronic Arts,DS,Simulation,49,2.6,E,0
sales_4496,Disney's Magical Mirror Starring Mickey Mouse,2002-01-01,,Nintendo,GameCube,Adventure,50,8.9,E,
sales_4497,Enchanted Arms,,From Software,,Xbox 360,Role-Playing,69,6.9,T,0
sales_4498,Conflict: Denied Ops,2008-O1-01,Pivotal 6ames,Eidos Interactive,Xbox 360,Shooter,52,,M,0
sales_4499,Mafia III,2016-01-01,Hangar 13,Take-Two Interactive,PC,Action,,3.2,M,0
sales_4500,Mace Griffin: Bounty Hunter,2003-01-01,Warthog,Electronic Arts,PS2,Shooter,62,8.3,M,0
sales_4501,101-in-1 Explosive Megamix,2008-01-01,,Nordcurrent,DS,Puzzle,46,,E,0
sales_4502,Legacy of Kain: Defiance,,Crystal Dynamics,Eidos Interactive,,Action,74,7.9,M,0
sales_4503,Final Fantasy XI,,Square Enix,Square Enix,Xbox 360,Role-Playing,,6.5,T,0
sales_4504,Trivial Pursuit unhinged,,Artech Studios,Atari,PS2,Misc,51,,T,0
sales_4505,Peter Jackson's King Kong: The Official Game of the Movie,2005-01-01,Phoenix Games Studio,Ubisoft,Playstation Portable,Action,56,,T,0
sales_4506,Fighter Within,2013-01-01,Ubisoft,,,Fighting,2e,3.0,T,0
sales_4507,Aliens versus Predator: Extinction,2003-01-01,Zono Inc.,Electronic Arts,PS2,,66,8.4,T,0
sales_4508,Shrek: Forever After,2010-01-01,Xpec,Activision,PS3,Platform,57,4.5,E10+,0
sales_4509,Silent Scope 2: Dark Silhouette,,KCET,Konami Digital Entertainment,PS2,Shooter,64,,M,0
sales_4510,The Spiderwick Chronicles,2008-01-01,StormfrontStudios,Vivendi Games,Wi i,Action,62,,E10+,0
sales_4511,Dave Mirra Freestyle BMX 2,2001-01-01,Full-Fat,Acclaim Entertainment,Game Boy Advance,Sports,85,,,0
sales_4512,X-Men Origins: Wolverine,2009-01-01,Griptonite Games,Activision,Playstation Portable,Action,60,,T,0
sales_4513,NHL Hitz Pro,,Next Level Games,Midway Games,PS2,Sports,79,8.9,,0
sales_4514,Space Invaders Extreme 2,2009-01-01,Taito Corporation,Square,DS,,82,7.1,E,0
sales_4515,Need for Speed: The Run,2011-01-01,Firebrand Games,Electronic Arts,3DS,Action,65,6.0,,0
sales_4516,Supreme Commander 2,2010-01-01,Gas Powered Games,Square Enix,PC,Strategy,77,6.2,E10+,0
sales_4517,Quantum Theory,2010-01-01,Tecmo,Tecmo Koei,PS3,Shooter,43,5.3,M,0
sales_4518,Dawn of Discovery,2009-01-01,Keen Games,Ubisoft,Wii,Simulation,81,8.5,E10+,0
sales_4519,Guitar Hero Live,2015-01-01,"Activision, FreeStyleGames",Activision,WiiU,Misc,84,6.1,T,0
sales_4520,SNK Arcade Classics Vol. 1,2008-01-01,SNK Playmore,Ignition Entertainment,PS2,,69,,T,0
sales_4521,Frequency,2001-01-01,,Sony Computer Entertainment,PS2,Misc,83,,,0
sales_4522,Dynasty Warriors 8: Empires,2014-01-01,Omega Force,Tecmo Koei,PS4,Action,63,7.5,,0
sales_4523,2002 FIFA World Cup,,Software Creations,Electronic,Xbox,Sports,79,9.0,E,0
sales_4524,SpongeBob SquigglePants 3D,2011-01-01,WayForward,THQ,3DS,,,,E,0
sales_4525,Frogger's Adventures 2: The Lost Wand,2002-01-01,Konami,Konami Digital Entertainment,Game Boy Advance,,75,,E,0
sales_4526,Sudeki,2004-01-01,,Microsoft Game Studios,Xbox,Role-Playing,72,8.4,M,0
sales_4527,Majin and the Forsaken Kingdom,2010-01-01,Game,Namco Bandai Games,Xbox 360,Adventure,74,,t,0
sales_4528,Silent Hill HD Collection,,Konami,Konami Digital Entertainment,Xbox 360,Action,69,5.6,M,0
sales_4529,Arc Rise Fantasia,2009-01-01,"Image Epoch, Imageepoch",,Wii,Role-Playing,64,7.8,T,0
sales_4530,South Park: The Stick of Truth,2014-01-01,Obsidian Entertainment,,PC,Role-Playing,85,8.6,M,0
sales_4531,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004-01-01,Konami,,GameCube,Action,49,4.6,T,0
sales_4532,MLB 12: The Show,2012-01-01,SCEA San Diego Studios,Sony Computer Entertainment,Playstation Vita,Sports,76,7.8,E,0
sales_4533,SSX Tricky,2002-01-01,Visual Impact,Electronic Arts,Game Boy Advance,Sports,66,,E,0
sales_4534,NBA 2K11,2010-01-01,Visual Concepts,Take-Two Interactive,PC,Action,,,E,0
sales_4535,WWE All Stars,2011-01-01,THQ,THQ,Wii,Fighting,68,,T,0
sales_4536,Naruto: Ninja Destiny,2006-01-01,Takara Tomy,,DS,,61,4.4,T,0
sales_4537,FaceBreaker,2008-01-01,EA Canada,Electronic Arts,360 Xbox,Fighting,54,6.3,,0
sales_4538,Spider-Man: Shattered Dimensions,2010-01-01,Griptonite 6ames,,DS,Action,73,7.0,E10+,0
sales_4539,Lunar Legend,,Magic Rings,Media Rings,Game Boy Advance,Role-Playing,79,,E,0
sales_4540,Conflict: Global Terror,2005-01-01,Pivotal Games,Eidos Interactive,PS2,Shooter,62,8.5,M,0
sales_4541,Dante's Inferno,,"ArtificiaL Mind and Movement, EA Redwood Shores",Arts,Playstation Portable,Action,,8.1,M,0
sales_4542,Injustice: Gods Among Us,2013-01-01,NetherRealm Studios,Warner Bros. Interactive Entertainment,,Fighting,82,7.9,T,0
sales_4543,Tomb Raider: Underworld,2008-01-01,Santa Cruz Games,Eidos Interactive,DS,Action,70,,T,0
sales_4544,Death Jr.,2005-01-01,Backbone Entertainment,Konami Digital Entertainment,,Platform,61,7.3,,0
sales_4545,Hulk,2003-01-01,Radical Entertainment,Universal Interactive,,Action,71,7.4,T,0
sales_4546,Boogie,2007-01-01,"Pipeworks Software, Inc.",Electronic Arts,PS2,Misc,52,,E10+,0
sales_4547,PSU,,Sonic Team,Sega,,Role-Playing,68,,T,0
sales_4548,Gungrave,,Seta Corporation,Activision,PS2,Shooter,65,8.6,M,0
sales_4549,Transworld Surf,2002-01-01,Rockstar San Diego,Atari,PS2,Sports,76,8.5,T,0
sales_4550,Tenchu: Fatal Shadows,2004-01-01,K2 LLC,Sega,,Action,58,8.0,M,0
sales_4551,50 Cent: Blood on the Sand,2009-01-01,Swordfish Studios,THQ,PS3,Shooter,72,7.2,M,0
sales_4552,Metro: Last Light,2013-01-01,4A Games,Deep Silver,PC,Action,82,,M,0
sales_4553,Evolve,2015-01-01,Turtle Rock Studios,Take-Two Interactive,PC,Shooter,77,4.3,M,0
sales_4554,Resident Evil: Revelations,2013-01-01,Capcom,Capcom,WiiU,Act ion,80,,,0
sales_4555,Namco Museum Megamix,2010-01-01,Namco Bandai Games,Namco Bandai Games,Wii,Misc,53,,E,0
sales_4556,The Legend of Spyro: A New Beginning,2006-01-01,Krome Studios,Vivendi Games,GameCube,Platform,67,7.3,,0
sales_4557,Armored Core: For Answer,2008-01-01,From Software,Ubisoft,PS3,,6 2,,T,0
sales_4558,Harry Potter and the Prisoner of Azkaban,2004-01-01,EA Games,Arts Electronic,Xbox,Action,67,8.8,E,0
sales_4559,Monsters vs. Aliens,,Beenox,Activision,PS2,Action,64,,E10+,
sales_4560,Street Fighter X Tekken,2012-01-01,Capcom,Capcom,Playstation Vita,Fighting,79,,T,0
sales_4561,The Legend of Heroes: Trails of Cold Steel II,2014-01-01,Falcom,Nippon Ichi Software,Playstation Vita,Role-Playing,80,7.3,T,0
sales_4562,Rise of the Kasai,2005-01-01,BottleRocket Entertainment,Sony Computer,PS2,Action,,8.0,M,0
sales_4563,Risen,2009-01-01,Piranha Bytes,Deep Silver,Xbox 360,Role-Playing,,6.4,,0
sales_4564,Nostalgia,2008-O1-01,,Tecmo Koei,DS,,72,7.6,E10+,0
sales_4565,Dynasty Warriors Gundam,2007-01-01,"Koei, Omega Force",Namco Bandai Games,Xbox 360,Action,55,6.8,T,0
sales_4566,Chibi-Robo! Park Patrol,2007-01-01,Skip Ltd.,Unknown,,Adventure,,7.5,E,0
sales_4567,DanceDanceRevolution,2010-01-01,,Konami Digital Entertainment,PS3,Simulation,60,,E10 Plus,0
sales_4568,Tom Clancy's Splinter Cell:,2013-01-01,Ubisoft Toronto,Uhisoft,PC,Action,82,7.4,M,
sales_4569,One Piece: Unlimited Adventure,2007-01-01,Ganbarion,Namco Bandai Games,Wii,Adventure,67,8.5,T,0
sales_4570,Shaun White Skateboarding,,Ubisoft Montreal,Ubisoft,PS3,,61,6.5,T,0
sales_4571,Reel Fishing Paradise 3D,2011-01-01,Natsume,,3DS,Sports,57,,E,0
sales_4572,Conflict: Denied Ops,2008-01-01,Pivotal Games,Eidos Interactive,PS3,Shooter,51,3.1,M,0
sales_4573,Binary Domain,2012-01-01,Sega,Sega,Xbox 360,Action,74,8.0,M,0
sales_4574,The Scorpion King: Sword of Osiris,2002-01-01,WayForward,Vivendi Games,Game Boy Advance,Action,72,,E,0
sales_4575,Ice Age: Dawn of the Dinosaurs,2009-01-01,Activision,Activision,PS3,Aetion,67,7.3,E10+,0
sales_4576,NCAA Final Four 2001,2000-01-01,989 Sports,SCE,PS2,Sports,,,E,0
sales_4577,Robin Hood: Defender of the Crown,2003-01-01,Cinemaware,Capcom,PS2,Strategy,59,5.6,T,
sales_4578,R-Type Final,2003-01-01,,,PS2,Shooter,79,9.1,Everyone,0
sales_4579,Bolt,2008-01-01,Software,Disney Interactive,PS3,Adventure,59,6.8,E10+,0
sales_4580,Sega GT 2002,2002-01-01,Wow Entertainment,Sega,,Racing,82,8.2,E,0
sales_4581,F1 2011,,,Codemasters,PC,Racing,8 3,7.2,E,
sales_4582,Air Conflicts: Secret Wars,2011-01-01,Games Farm,bitComposer Games,PS3,Simulation,51,,Teen,0
sales_4583,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-01-01,Krome Studios,Activision,PS2,Action,68,8.1,E10+,
sales_4584,Samurai Warriors 2: Empires,2006-01-01,Omega Force,Tecmo Koei,PS2,Actiob,55,7.3,T,0
sales_4585,Blood Omen 2,2002-01-01,Crystal Dynamics,Eidos Interactive,Xbox,Action,76,9.0,M,0
sales_4586,Earth Defense Force: Insect Armageddon,2011-01-01,Vicious Cycle,D3Publisher,Xbox 360,Shooter,68,8.2,T,
sales_4587,Major League Baseball 2K10,2010-01-01,,Take-Two Interactive,PS3,Sports,74,,E,0
sales_4588,Saints Row IV,,Volition Inc.,Deep Silver,PC,,86,7.4,M,0
sales_4589,Harry Potter: Quidditch World Cup,2003-01-01,,,Xbox,Sports,69,7.5,E,0
sales_4590,Dance Central: Spotlight,2014-01-01,Harmonix Music Systems,Microsoft Game Studios,XOne,Misc,74,7.0,T,0
sales_4591,Warriors: Legends of Troy,2011-01-01,Tecmo Koei Canada,Tecmo Koei,PS3,Action,4 4,7.0,,0
sales_4592,La Pucelle: Tactics,2002-01-01,Nippon Ichi Software,,PS2,Role-Playing,79,8.5,T,
sales_4593,Arcania: Gothic 4,2010-01-01,Spellbound,JoWood Productions,PC,Role-Playing,63,4.4,T,0
