id,br,t,dsc,amt,ccy,cluster_id,Link,tdsc,m,mno,ptyp,cn,vrm,stg,rs,ws,bt,it,wd,ln,ht,wt,sc,mt,col,ff
products_3_47613152,Hewlett Packard,619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard Drive,619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard DriveProliant DL360/380 G5/G6/G7Refurbished with 30 Days Warranty.90 Days Warranty with Server Purchase.,310.22,CAD,3775297,https://www.servergiant.net/product-page/619291-b21-hp-900gb-6g-sas-10k-rpm-sff-2-5-inch-enterprise-hard-drive,619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard Drive. Description: 619291-B21 HP 900GB 6G SAS 10K rpm SFF (2.5-inch) Enterprise Hard DriveProliant DL360/380 G5/G6/G7Refurbished with 30 Days Warranty.90 Days Warranty with Server Purchase.,,619291-B21,HDD,,,900.0,,,SAS,,,,,,"2.5"" SFF",,,2.5-inch
products_3_88954239,Gigabyte,Gigabyte GeForce GTX 1660 GAMING OC 6GB,"Placa video GIGABYTE 6144 MB, GDDR5, 192 bit, PCI-E 16x, NVIDIA GeForce GTX 1660, HDMI, DISPLAY PORT",1.45,EUR,380163,https://www.pcmadd.com/placa-video-gigabyte-6144-mb-gddr5-192-bit-pci-e-16x-nvidia-geforce-gtx-1660-hdmi-display-port.html,"Gigabyte GeForce GTX 1660 GAMING OC 6GB. Description: GeForce GTX 1660 GAMING OC 6GB, GeForce GTX 1660, 6 GB, GDDR5, 192 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0",,,FPU,GeForce GTX 1660,,,,,PCI Express x16,,,,,,,,,
products_3_39434551,Kingston,USB Flash Drive Kingston DataTraveler microDuo 3C 64GB USB 3.0 + USB Tip C,DTDUO3C/64GB MAL 64GB USB 3.1 Flash Drive Type-C r100MB/s w15MB/s DataTraveler microDuo 3C Silver w/ Cap Retail,12.99,GBP,383700,https://www.e4deal.com/product/kingston-technology-datatraveler-microduo-3c-64gb-usb-flash-drive-usb-type-a-usb-type-c-3-0-3-1-gen-1-black,Kingston 64GB DataTraveler DUO 3C DTDUO3C/64GB USB 3.1 Type-C Flash Drive. Description: DTDUO3C/64GB MAL 64GB USB 3.1 Flash Drive Type-C r100MB/s w15MB/s DataTraveler microDuo 3C Silver w/ Cap Retail,DataTraveler microDuo,,USB_STICK,,,,,15.0,,USB Type-A / USB Typ3-C,,,,,USB Type-C,,Black,
products_3_25666817,,Gigabyte GeForce RTX 2080 Ti Turbo,"RTX 2080 Ti, 11GB, GDDR6, 352-bit, GPU, 1545 MHz, PCI-E 3.0 x 16, USB Type-C, HDMI 2.0b, 750W",,EUR,384944,https://www.norrod.nl/gigabyte-geforce-rtx-2080-ti-turbo/20919751/product,"Gigabyte Video Card GV-N208TTURBO-11GC GeForce RTX2080Ti Turbo 11GB. Description: NVIDIA graphics card review. Latest images, pricing and NVIDIA GeForce RTX 2080 Ti specs. Gaming GPU benchmarked against the biggest PC games like Fortnite, Minecraft and PUBG Should you buy this Gigabyte graphics card?",GeForce RTX Turbo Ti 2080,,GPU,GeForce RTX 2080 Ti,,,,,PCI Express x16,USB Type-C,,,,,,,,
products_3_29238178,,Enterprise Capacity 3.5 HDD 6 TB 512e SAS,[/vc_column][/vc_row],,VND,390895,https://seagatevietnam.com/san-pham/enterprise-capacity-3-5-hdd-6-tb-512e-sas,Enterprise Capacity 3.5 HDD 6 TB 512e SAS. Description:  [/vc_column][/vc_row],,,,,,"5,587.94 GiB",,,SAS,,,,,,,,,3.5-inch
products_3_44267977,Crucial,Micron 1300 256GB 2.5 SSD,"Get exceptional price-to-performance ratios, experience extremely low power consumption and protect valuable data with the Micron 1300 SATA SSD, ideal for client computing.","1,784.95",ZAR,4002878,http://brandagent.co.za/product/micron-1300-256gb-2-5-ssd,"Micron 1300 256GB 2.5 SSD. Description: Get exceptional price-to-performance ratios, experience extremely low power consumption and protect valuable data with the Micron 1300 SATA SSD, ideal for client computing.",,,SSD,,,238.42 GiB,,,SATA,,,,,,2.5,,,2.5-inch
products_3_80753496,Samsung,"Samsung T5 Portable SSD - 2TB - USB 3.1 External SSD (MU-PA2T0B/AM), Black","The Samsung T5 Portable SSD has the latest in Samsung V-NAND flash memory technology. Its portable design, blazing fast transfer speeds of up to 540 MB/s, shock resistance, and secure encryption make it the best portable SSD on the market.Superfast Read Write speeds of up to 540 MB/s. Top to bottom metal design that fits in the palm of your hand. Optional password protection and AES 256 bit hardware encryption. Includes USB Type C to C and USB Type C to A cables. Shock resistance. 3 year warrant",326.09,,410840,https://www.orion-web.net/rnwp/1901/samsung-t5-portable-ssd-2tb-usb-3-1-external-ssd-mu-pa2t0b-am-black,"Samsung T5 Portable SSD - 2TB - USB 3.1 External SSD (MU-PA2T0B/AM), Black. Description: The Samsung T5 Portable SSD has the latest in Samsung V-NAND flash memory technology. Its portable design, blazing fast transfer speeds of up to MB/s, shock resistance, and secure encryption make it the best portable SSD on the market.Superfast Read Write speeds of up to 540 MB/s. Top to bottom metal design that fits in the palm of your hand. Optional password protection and AES 256 bit hardware encryption. Includes USB Type C to C and USB Type C to A cables. Shock resistance. 3 year warrant",T5 Portable SSD,MU-PA2T0B/AM,SSD,,,2000.0,540.0 MB/s,0.54 GB/s,USB 3.0,USB Type-C,,,,,,,Black,
products_3_41720223,,Adata SSD 256GB NVMe 1800MB/s read 900/MB/s,"256GB, PCIe Gen3x4, M.2, 3D TLC, NVMe 1.3",56.35,EUR,415023,https://www.pcman.nl/xpg-sx6000-lite-m2-256-gb-pci-express-30-3d-tlc-nv.html,"Adata SSD 256GB NVMe 1800MB/s read 900/MB/s. Description: 256GB, PCIe Gen3x4, M.2, 3D TLC, NVMe 1.3",,,SSD,,,238.42 GiB,,,,,,,,,,,,M.2 2280
products_3_86980925,AMD,AMD Radeon Pro WX 2100 2GB GDDR5,"Users looking for an entry level workstation graphics solution that provides certified ISV support for many popular design and manufacturing applications, regular enterprise driver updates, can turn to the Radeon Pro WX 2100 workstation graphics cards to satisfy their needs.",339.60,AUD,415081,https://www.ple.com.au/Products/638473/AMD-Radeon-Pro-WX-2100-2GB-GDDR5,"AMD Radeon Pro WX 2100 2GB GDDR5. Description: Users looking for an entry level workstation graphics solution that provides certified ISV support for many popular design and manufacturing applications, regular enterprise driver updates, can turn to the Radeon Pro WX 2100 workstation graphics cards to satisfy their needs.",Radeon WX Pro 2100,,GPU,Radeon Pro WX 2100,2.0,,,,,,,,,,,,,
products_3_693299,Western Digital,"WD 10TB RED Plus NAS HDD , 3.5\"" SATA3 256MB Cache, Designed and tested for RAID environments 1-8 Bay NAS, 3 Years warranty","RED 10TB WD Plus NAS HDD , 3.5\"" SATA3 256MB Cache, Designed and tested for RAID environments 1-8 Bay NAS, 3 Years warranty",782.43,NZD,416806,https://www.pbtech.co.nz/product/HDDWD22901/WD-10TB-RED-Plus-NAS-HDD--35-SATA3-256MB-Cache-Des,"WD RAID RED Plus NAS HDD , 3.5\"" SATA3 256MB Cache, Designed and tested for 10TB environments 1-8 Bay NAS, 3 Years warranty. Description: WD 10TB RED Plus NAS HDD , 3.5\"" SATA3 256MB Cache, Designed and tested for RAID environments 1-8 Bay NAS, 3 Years warranty",RED Plus NAS HDD,,HDD,,,10000.0,,,SATA,,,,,,,,,3.5-inch
products_3_45567640,Seagate,Seagate HDD ST600MP0006 600GB 2.5 inch SAS 12Gb/s 15K RPM 256M 512N Bare,Seagate HDD ST600MP0006 600GB 2.5 inch SAS 12Gb/s 15K RPM 256M 512N Bare,283.18,USD,4181758,https://www.newegg.com/seagate-technology-st600mp0006-600gb/p/1Z4-002P-00570?Item=1Z4-002P-00570,Seagate HDD ST600MP0006 600GB 2.5 inch SAS 12Gb/s 15K RPM 256M 512N Bare. Description: Seagate HDD ST600MP0006 600GB 2.5 inch SAS 12Gb/s 15K RPM 256M 512N Bare,,,HDD,,,,,,SAS,SAS,,,,,2.5-inch SAS,,,2.5-inch
products_3_59982416,Intenso,"Intenso 3813430 HIGH SSD 120GB 2.5\"" Sata3","Intenso 3813430 HIGH SSD 120GB 2.5\"" Sata3",58.87,EUT,4236016,https://pcimobil.es/producto/intenso-3813430-high-ssd-120gb-2-5-sata3,"Intenso 3813430 HIGH SSD 120GB 2.5\"" Sata3. Description: Intenso 3813430 HIGH SSD 120GB 2.5\"" Sata3",HIGH SSD,3813430,SSD,,,111.76 GiB,,,SATA,SATA III,,,,,,,,
products_3_68605583,Asus,ASUS GeForce GT 710 2GB 4 x HDMI Graphics Card,"GT 710, 2GB GDDR5, Engine Clock 954MHz, 4 x HDMI",,,4265706,https://www.ebuyer.com/982815-asus-geforce-gt-710-2gb-4-x-hdmi-graphics-card-gt710-4h-sl-2gd5,"ASUS GeForce GT 710 2GB 4 x HDMI Graphics Card. Description: GT 710, 2GB GDDR5, Engine Clock 954MHz, 4 x HDMI",GeForce GT 710 2GB 4 x HDMI,,,,,,,,,,,,,,,GDDR5,,
products_3_67726776,Toshiba,Toshiba P300 HDWD240UZSVA 4TB 3.5 inch 5400RPM 64MB Cache SATA III Internal HDD,"Toshiba’s 3.5-inch P300 Desktop PC Hard Drive delivers a high performance for professionals. With its dual-stage actuator, you can count on smooth, responsive computing. What’s more, your data and media is secured with a ramp loading design, as well as a shock sensor. The P300 is available in capacities up to 6 TB.POWERFUL STORAGEThe P300 is ideal for graphic designers and creative professionals looking for a powerful performance. Available in storage capacities of up to 6 TB, with fast read and write speeds and a secure design.PERFORMANCE ALONGSIDE RELIABILITYThe P300’s dual-stage actuator, available in the 2 TB to 6 TB models, improves positional accuracy, negating the effects on head-track alignment that vibrations can cause. This design makes for more precise, faster read and write speeds, and instant access to your data.ENHANCED ACCESS PERFORMANCEThe data read/write access sequence performance is further enhanced through innovative techniques to minimize head movement and disk revolutions. Optimized data access sequence helps improve performance and minimize mechanical workload from the drive.KEEP DATA SECUREThe P300’s design includes an internal shock sensor, ensuring no data is lost. In addition, ramp loading technology means that when your hard drive or desktop PC are being transported, the drive slider does not make contact with the disk and risk wearing or data loss.BUILT TO DELIVER, DESIGNED TO LASTToshiba is renowned the world over for 50 years of leading innovation – and the power behind its range of hard drives is no exception. Designed for high capacity and excellent performance, you can be sure that Toshiba’s wealth of experience in hard drives is at work in your storage system.SpecificationsSoftwareWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesHard driveComponent forPCHDD interface transfer rate6 Gbit/sRoHS complianceYesAverage latency4.17 msStart/stop cycles600000Hot-swapNoHDD speed5400 RPMHDD size3.5\""HDD capacity4000 GBFeaturesTypeHDDComponent forPCHDD interface transfer ATA Gbit/sRoHS complianceYesHalogen-freeYesInterfaceSerial ATA IIIAverage latency4.17 msWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesStart/stop cycles600000Native Command Queuing (NCQ)YesHot-swapNoHDD speed5400 RPMHDD size3.5\""HDD capacity4000 GBStorage drive buffer size128 MBUncorrectable Bit Error Rate (UBER)1 per 10E14Shock sensorYesNoise level (idle)22 dBPowerOperating voltage5 / 12 VPower consumption (write)4.11 WPower consumption (read)4.11 WPower consumption (idle)2.32 WSystem requirementsWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesOperational conditionsOperating temperature (T-T)0 - 60 °CStorage temperature (T-T)-40 - 65 °COperating vibration0.5 GOperating shock70 GNon-operating vibration3 GNon-operating shock350 GTechnical detailsHalogen-freeYesOperating voltage5 / 12 VQuantity1InterfaceSerial rate6 IIINative Command Queuing (NCQ)YesHot-swapNoWeight & dimensionsWidth101.8 mmWeight650 gHeight147 mmDepth26.1 mmPackaging dataQuantity1Packaging contentQuantity1Logistics dataHalogen-freeYesOther featuresHalogen-freeYesOperating voltage5 / 12 VInterfaceSerial ATA IIINative Command Queuing (NCQ)Yes",222.08,NZD,428221,https://www.nzgameshop.com/internal-hard-drives/toshiba-p300-hdwd240uzsva-4tb-3-5-inch-5400rpm-64mb-cache-sata-iii-internal-hdd,"Toshiba P300 HDWD240UZSVA 4TB 3.5 inch 5400RPM 64MB Cache SATA III Internal HDD. Description: Toshiba’s 3.5-inch P300 Desktop PC Hard Drive delivers a high performance for professionals. With its dual-stage actuator, you can count on smooth, responsive computing. What’s more, your data and media is secured with a ramp loading design, as well as a shock sensor. The P300 is available in capacities up to 6 TB.POWERFUL STORAGEThe P300 is ideal for graphic designers and creative professionals looking for a powerful performance. Available in storage capacities of up to 6 TB, with fast read and write speeds and a secure design.PERFORMANCE ALONGSIDE RELIABILITYThe P300’s dual-stage actuator, available in the 2 TB to 6 TB models, improves positional accuracy, negating the effects on head-track alignment that vibrations can cause. This design makes for more precise, faster read and write speeds, and instant access to your data.ENHANCED ACCESS PERFORMANCEThe data read/write access sequence performance is further enhanced through innovative techniques to minimize head movement and disk revolutions. Optimized data access sequence helps improve performance and minimize mechanical workload from the drive.KEEP DATA SECUREThe P300’s design includes an internal shock sensor, ensuring no data is lost. In addition, ramp loading technology means that when your hard drive or desktop PC are being transported, the drive slider does not make contact with the disk and risk wearing or data loss.BUILT TO DELIVER, DESIGNED TO LASTToshiba is renowned the world over for 50 years of leading innovation – and the power behind its range of hard drives is no exception. Designed for high capacity and excellent performance, you can be sure that Toshiba’s wealth of experience in hard drives is at work in your storage system.SpecificationsSoftwareWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesHard driveComponent forPCHDD interface transfer rate6 Gbit/sRoHS complianceYesAverage latency4.17 msStart/stop cycles600000Hot-swapNoHDD speed5400 RPMHDD size3.5\""HDD capacity4000 GBFeaturesTypeHDDComponent forPCHDD interface transfer rate6 Gbit/sRoHS complianceYesHalogen-freeYesInterfaceSerial ATA IIIAverage latency4.17 msWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesStart/stop cycles600000Native Command Queuing (NCQ)YesHot-swapNoHDD speed5400 RPMHDD size3.5\""HDD capacity4000 GBStorage drive buffer size128 MBUncorrectable Bit Error Rate (UBER)1 per 10E14Shock sensorYesNoise level (idle)22 dBPowerOperating voltage5 / 12 VPower consumption (write)4.11 WPower consumption (read)4.11 WPower consumption (idle)2.32 WSystem requirementsWindows operating systems supportedYesMac operating systems supportedYesLinux operating systems supportedYesOperational conditionsOperating temperature (T-T)0 - 60 °CStorage temperature (T-T)-40 - 65 °COperating vibration0.5 GOperating shock70 GNon-operating vibration3 GNon-operating shock350 GTechnical detailsHalogen-freeYesOperating voltage5 / 12 VQuantity1InterfaceSerial ATA IIINative Command Queuing (NCQ)YesHot-swapNoWeight & dimensionsWidth101.8 mmWeight650 gHeight147 mmDepth26.1 mmPackaging dataQuantity1Packaging contentQuantity1Logistics dataHalogen-freeYesOther featuresHalogen-freeYesOperating voltage5 / 12 VInterfaceSerial ATA IIINative Command Queuing (NCQ)Yes",P300,,,,,,,,SATA,SATA III,,,,,3.5 inch,,,
products_3_60928089,,507750-B21 HP 500GB 3G SATA 7.2K rpm SFF (2.5-inch) Midline Hard Drive,507750-B21 HP 500GB 3G SATA 7.2K rpm SFF (2.5-inch) Midline Hard DriveProliant DL360/380 G5/G6/G7Refurbished with 30 Days Warranty.90 Days Warranty with Server Purchase.,151.59,cAD,43963030,https://www.servergiant.net/product-page/507750-b21-hp-500gb-3g-sata-7-2k-rpm-sff-2-5-inch-midline-hard-drive,507750-B21 HP 500GB 3G SATA 7.2K rpm SFF (2.5-inch) Midline Hard Drive. Description: 507750-B21 HP 500GB 3G SATA 7.2K rpm SFF (2.5-inch) Midline Hard DriveProliant DL360/380 G5/G6/G7Refurbished with 30 Days Warranty.90 Days Warranty with Server Purchase.,,507750-B21,HDD,,,465.66 GiB,,,SATA,SATA III,,,,,,,,
products_3_20661417,Asus,ASUS RTX 3070 DUAL,"DUAL-RTX3070-8G, Boost Clock: TBCMHz, Memory 8GB TBCMHz GDDR6, Cuda Cores: 5888, VR Ready, PhysX/CUDA Enabled, NVIDIA Ampere, 8nm Process, Real-Time Ray Tracing, 3 Years Warranty.","7,626.29",SEK,440296,https://www.komplett.se/product/1168752/datorutrustning/datorkomponenter/grafikkort/asus-geforce-rtx-3070-dual,"ASUS GeForce RTX 3070 DUAL. Description: Grafikkort, PCI-Express 4.0, 8GB GDDR6, Ampere",GeForce RTX 3070 DUAL,,,GeForce RTX 3070,,,,,PCIe 4.0,,,,,,,GDDR6,,
products_3_33111765,Toshiba,"Toshiba P300 3TB 7200 RPM, HDD, 64 MB","Toshiba P300 3TB 7200 RPM, HDD, 64 Megabyte",15900.0,GBP,4422579,https://shop.selenal.lv/6400/toshiba-p300-3tb-7200-rpm-hdd-64-mb,"Toshiba P300 3TB 7200 RPM, HDD, 64 MB. Description: Toshiba P300 3TB 7200 RPM, HDD, 64 MB",P300,,HDD,,,,,,,,,,,,,,,
products_3_65987337,,Samsung Portable Solid State Drive T5 1TB - MU-PA1T0B/AM,"T5 1TB SSD V-NAND USB 3.1 2.5 External Solid State Drive. The Samsung Portable SSD T5 elevates data transfer speeds to the next level and unleashes a new experience in external storage. With a compact and durable design and password protection, the T5 is truly easy to carry and stores data securely.",193.82,USD,443059,https://www.orion-web.net/rnwp/1993/samsung-t5-portable-ssd-1tb-usb-3-1-external-ssd-mu-pa1t0b-am-black,"Samsung T5 Portable SSD - 1TB - USB 3.1 External SSD (MU-PA1T0B/AM), Black. Description: The Samsung T5 Portable SSD has the latest in Samsung V NAND flash memory technology. Its portable design, blazing fast transfer speeds of up to 540 MB/s, shock resistance, and secure encryption make it the best portable SSD on the market.Superfast Read Write speeds of up to 540 MB/s. Top to bottom metal design that fits in the palm of your hand. Optional password protection and AES 256 bit hardware encryption. Includes USB Type C to C and USB Type C to A cables. 3 year warranty; User can set pa",T5 Portable SSD,MU-PA1T0B/AM,SSD,,,,540.0 MB/s,0.54 GB/s,USB 3.0,USB Type-C,,,,,,,Black,
products_3_31447687,Kingston,Kingston DataTraveler MicroDuo 3C USB Flash Drive 32GB,"With USB 3.1 connectivity, the 64GB DataTraveler microDuo 3C from Kingston supports data read spe...",9.69,GBP,443484,https://www.picstop.co.uk/usb-flash-drive/kingston-datatraveler-microduo-3c-usb-flash-drive-32gb.html,"Kingston DataTraveler MicroDuo 3C USB Flash Drive 32GB. Description: The Kingston DataTraveler MicroDuo 3C 32GB with USB 3.1, has read speeds of up to 100 MB/s and write speeds of up to 15 MB/s. It has two connectors, one standard USB and one USB Type-C connector.",DataTraveler MicroDuo,,USB_STICK,,,,,,USB 3.0,USB Type-C,,,,,,,,
products_3_54630603,,ASUS PH-GTX1050TI-4G - graphics card - GF GTX 1050 Ti - 4 GB,"ASUS Phoenix GeForce GTX 1050 Ti comes equipped with a dual ball-bearing fan for a 2X longer card lifespan and exclusive Auto-Extreme Technology with Super Alloy Power II components for superior stability. ASUS Phoenix GeForce GTX 1050 Ti also has GPU Tweak II with XSplit Gamecaster that provides intuitive performance tweaking and real-time streaming.Without the problem of oil drying common in sleeve-bearing fans, the dual-ball bearing fan on ASUS Phoenix GeForce GTX 1050 Ti lasts 2X longer. With reduced friction, it also runs smoother, further improving card lifespan and cooling efficiency.",175.08,USD,449937,https://m.cdw.com/product/asus-ph-gtx1050ti-4g-graphics-card-gf-gtx-1050-ti-4-gb/5520341,"ASUS PH-GTX1050TI-4G - graphics card - GF GTX 1050 Ti - 4 GB. Description: ASUS Phoenix GeForce GTX 1050 Ti comes equipped with a dual ball-bearing fan for a 2X longer card lifespan and exclusive Auto-Extreme Technology with Super Alloy Power II components for superior stability. ASUS Phoenix GeForce GTX 1050 Ti also has GPU Tweak II with XSplit Gamecaster that provides intuitive performance tweaking and real-time streaming.Without the problem of oil drying common in sleeve-bearing fans, the dual-ball bearing fan on ASUS Phoenix GeForce GTX 1050 Ti lasts 2X longer. With reduced friction, it also runs smoother, further improving card lifespan and cooling efficiency.",PH-GTX1050TI-4G,,GPU,,4.0,,,,,,,,,,,,,
products_3_19894635,Asus,ASUS GeForce RTX 3070 ROG Strix,"Skjermkort, PCI-Express 4.0, 8GB GDDR6, Ampere","9,271.40",NOK,4507175,https://www.komplett.no/product/1168754/datautstyr/pc-komponenter/skjermkort/asus-geforce-rtx-3070-rog-strix,"ASUS GeForce RTX 3070 ROG Strix. Description: Skjermkort, PCI-Express 4.0, 8GB GDDR6, Ampere",GeForce RTX 3070 ROG Strix,,GPU,,8.0,,,,PCIe 4.0,,,,,,,,,
products_3_23130229,Asus,Asus GeForce GTX 1650 Super Phoenix 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16X,Asus GeForce GTX 1650 Super 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16X,256.17,EUR,451721,https://www.computervalley.it/product_info.php?products_id=28022,Asus GeForce GTX 1650 Super Phoenix 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16X. Description: Asus GeForce GTX 1650 Super Phoenix 4GB GDDR6 DVI/HDMI/DP PCi Ex 3.0 16X,GeForce GTX 1650 Super Phoenix,,GPU,,,,,,PCI Express x16,,,,,,,,,
products_3_40032101,PNY,PNY Nvidia GeForce® RTX 2070 Super 8GB XLR8 Gaming Overclocked Edition Graphics Card VCG20708STFMPB-O,ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,"63,229.45",INR,4520031,https://starcomp.in/pny-nvidia-geforcer-rtx-2070-supertm-8gb-xlr8-gaming-overclocked-edition-graphics-card-vcg20708stfmpb-o.html,PNY Nvidia GeForce® RTX 2070 Super™ 8GB XLR8 Gaming Overclocked Edition Graphics Card VCG20708STFMPB-O. Description: ZERO PAYMENT GATEWAY CHARGES FREE TRANSIT INSURANCE,GeForce RTX 2070 Super 8GB XLR8 Gaming Overclocked Edition,,GPU,GeForce RTX 2070 Super,7.45 GiB,,,,,,,,,,,,,
products_3_97780808,Samsung,"Samsung 860 PRO 2.5\"" 256 GB Serial ATA III 3D MLC","860 PRO 256GB 6.35 cm (2.5\"") SATA III Client SSD for Business",178.07,EUR,4554288,https://repairtech.ie/product/samsung-860-pro-2-5-256-gb-serial-ata-iii-3d-mlc,"Samsung 860 PRO 2.5\"" 256 GB Serial ATA III 3D MLC. Description: 860 PRO 256GB 6.35 cm (2.5\"") SATA III Client SSD for Business",860 PRO,,SSD,,,238.42 GiB,,,SATA,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_3_1842835,Seagate,HDD 2 Tb SAS 12Gb/s Seagate Exos 7E2000 ST2000NX0273 2.5,"HDD Tb SAS 12Gb Seagate Exos 7E2000 ST2000NX0273 2.5"" 7200rpm 128Mb","30,025.72",RUB,45783418,http://shop.irsural.ru/comp/catalog/hdd/sas/product-225250.html,"HDD 2 Tb SAS 12Gb/s Seagate Exos 7E2000 ST2000NX0273 2.5. Description: HDD Tb SAS 12Gb Seagate Exos 7E2000 ST2000NX0273 2.5"" 7200rpm 128Mb",Exos 7E2000,ST2000NX0273,HDD,,,"1,862.65 GiB",,,,SAS,,,,,"2.5""",,,2.5-incn
products_3_59032057,Dell,ST3400755SS EQL 400GB 10K 3.5 SAS PS4000X,Description:Dell EqualLogic 400GB 10K RPM 3Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XDell EqualLogic PS5000 PS5000XDell EqualLogic PS6000 PS6000XPart Number(s)Dell Part# 9EA066-080Dell Part# RS-400G10-SAS-CHNS-DDell Part# H438DSeagate Part# ST3400755SS-EQL,"4,755,384.18",VND,4583136,https://mitgroup.vn/san-pham/st3400755ss-eql-400gb-10k-3-5-sas-ps4000x,ST3400755SS EQL 400GB 10K 3.5 SAS PS4000X. Description: Description:Dell EqualLogic 400GB 10K RPM 3Gb/s3.5-inch Serial Attached SCSI (SAS)Hot-Plug Hard Drive in Dell EqualLogicPS4000 / PS5000 / PS6000 series3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell EqualLogic serial number and firmwareGenuine Dell EqualLogic Certified Hard DriveCompatible Storage Arrays:Dell EqualLogic PS4000 PS4000XDell EqualLogic PS5000 PS5000XDell EqualLogic PS6000 PS6000XPart Number(s)Dell Part# 9EA066-080Dell Part# RS-400G10-SAS-CHNS-DDell Part# H438DSeagate Part# ST3400755SS-EQL,,ST3400755SS,HDD,,,372.53 GiB,,,SAS,,,,,,3.5-inch SAS,,,3.5-inch
products_3_20462564,,Enterprise Capacity 2.5 HDD SATA 6Gb/s 512E 2TB Hard Drive,[/vc_column][/vc_row],,VND,4590655,https://seagatevietnam.com/san-pham/enterprise-capacity-2-5-hdd-sata-6gbs-512e-2tb-hard-drive,Enterprise Capacity 2.5 HDD SATA 6Gb/s 512E 2TB Hard Drive. Description:  [/vc_column][/vc_row],,,HDD,,,"1,862.65 GiB",,,,SATA III,,,,,,,,
products_3_64334870,Seagate,Seagate BarraCuda Fast - 1000 Go - USB Type-C - Noir,SSD - 1 TB - exFAT - 540 MB/s,182.02,EUR,4705298,https://pcandco.bzh/ssd/12377-seagate-barracuda-fast-1000-go-noir-8719706022361.html,Seagate BarraCuda Fast - 1000 Go - USB Type-C - Noir. Description: SSD - 1 TB - exFAT - 540 MB/s,BarraCuda Fast,,SSD,,,931.32 GiB,,,,USB Type-C,,,,,,,,
