id,brnd,prd_ttl,desc,prc,cur,cluster_id,link,t_desc,mdl,mdl_no,prd_typ,chip,vram,stor,rd_speed_mbs,wr_speed_mbs,bus_t,iface_t,w_mm,l_mm,h_mm,wt_g,stor_conn,mem_t,clr,form_f
products_4_71010886,,Kingston DataTraveler 50 16GB USB 3.1 Flash Drive,Product InformationShow more;,8.97,EUR,504703,https://www.laptopsdirect.ie/-kingston-technology-datatraveler-50-16gb-16gb-usb-dt50-16gb/version.asp,Kingston DataTraveler 50 16GB USB 3.1 Flash Drive. Description: Product InformationShow more;,DataTraveler 50,,USB_STICK,,,14.90 GiB,,,,,,,,,,,,
products_4_65720783,Kingston,Kingston A400 120GB M.2 SSD,The Kingston A400 SSD Internal Solid State Drive M.2 2280 120GB has incredible read/write speeds and is designed for use in notebooks and other mobile devices,22.99,EUR,510100,https://www.megekko.nl/product/5093/255043/SSD-M-2/Kingston-A400-120GB-M-2-SSD,"Kingston A400 120GB M.2 SSD. Description: (Solid, 120GB, A400, Drive), Kingston, M.2, SSD, State",A400,,SSD,,,,,,,SATA III,,,,,,,,
products_4_20551993,Kingston,"Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB","Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB",119.0,USD,512363,http://shop.avansoft.ro/cumpara/memorie-usb-kingston-datatraveler-80-32gb-usb-c-3-2-gen-1-dt80-32gb-13888,"Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB. Description: Memorie USB Kingston DataTraveler 80, 32GB, USB-C 3.2 Gen 1 - DT80/32GB",DataTraveler 80,DT80/32GB,USB_STICK,,,29.80 GiB,,,USB 3.0,USB Type-C,,,,,USB Typ4-C,,,
products_4_8387407,ADATA,A-DATA - 32GB USB Stick S102 Pro USB 3.0 gray,A-DATA 32GB USB Stick S102 Pro USB 3.0 gray (AS102P-326-RGY) - Minnesstorlek: 32GB - Typ: USB 3.0,6.95,SEK,513229,https://www.datagrottan.se/a-data-32gb-usb-stick-s102/cat-p/c0/p4365836,A-DATA - 32GB USB Stick S102 Pro USB 3.0 gray. Description: A-DATA 32GB USB Stick S102 Pro USB 3.0 gray (AS102P-32G-RGY) - Minnesstorlek: 32GB - Typ: USB 3.0,USB Stick S102 Pro,AS102P-32G-RGY,USB_STICK,,,29.80 GiB,,,USB 3.0,,,,,,,,gray,
products_4_2701008,Western Digital,Western Digital MyPassp.Go 500GB Black w/Amber WDBMCG5000AYT-WESN externe SSD,"(Solid, 500GB, Black, Digital, Drive), Externe, MyPassp.Go, SSD, State, WDBMCG5000AYT-WESN, Western, Western Digital, externe, w/Amber",105.95,EUR,5184814,https://www.megekko.nl/product/2019/257528/Externe-SSD/Western-Digital-MyPassp-Go-500GB-Black-w-Amber-WDBMCG5000AYT-WESN-externe-SSD,"Western Digital MyPassp.Go 500GB Black w/Amber WDBMCG5000AYT-WESN externe SSD. Description: (Solid, 500GB, Black, Digital, Drive), Externe, MyPassp.Go, SSD, State, WDBMCG5000AYT-WESN, Western, Western Digital, externe, w/Amber",MyPassp.Go,,SSD,,,465.66 GiB,,,,,,,,,,,Black w/Amber,
products_4_50360533,Hewlett Packard,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 15000",SAS - 15000,245.58,GBP,525101,https://www.novatech.co.uk/products/hp-300-gb-2-5-inch-internal-hard-drive-sas-15000/759208-b21.html,"HP 300 GB 2.5\"" Internal Hard Drive - SAS - 15000. Description: SAS - 15000",,,HDD,,,300.0,,,SAS,SAS,,,,,,,,2.5-inch
products_4_78707939,Hewlett Packard,"HP 4TB 12G 7.2K 3.5\"" DP MIDLINE SAS HDD G7 Tray HPE","Specifications: Brand- HP HP Option Part Number(s)- 737396-B21 HP Part Number(s)- 737574-001 Capacity- 600GB Form Factor- 3.5\"" LFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 15,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",199.0,USD,52633198,https://www.globalcomputersales.com/products/737396-b21,"HP 4TB 12G 7.2K 3.5\"" DP MIDLINE SAS HDD G7 Tray HPE. Description: Specifications: Brand- HP HP Option Part Number(s)- 737396-B21 HP Part Number(s)- 737574-001 Capacity- 600GB Form Factor- 3.5\"" LFF Interface Type- SAS Data Transfer Rate- 12 Gbps Spindle Speed- 15,000 RPM Condition- This item is certified to be in Grade A condition, cosmetically perfect, and tested by our experts to be ready for use!Disclaimer: Pictures may not be an exact representation of the part.Return Policy:Not completely satisfied with your purchase? Give us a call within 30 days to take advantage of our complimentary 30-Day Guarantee!**Please note: some exclusions apply, see our full return policy here.Compatibility: Give us a call to find out more about compatiblity for this item!",,,HDD,,,558.79 GiB,,,SAS,,,,,,3.5-inch SATA,,,3.5-inch
products_4_87067165,Western Digital,WESTERN DIGITAL DESKTOP HARD DRIVE 8TB RED,"FEATURESFill your NAS with WD Red, then fill it with awesome.There's an industry-leading WD Red drive for every compatible NAS system to help fulfill your data storage needs. With drives up to 8TB, WD Red offers a wide array of solutions for customers looking to build the biggest, best-performing NAS storage solution. Built for single-bay to 8-bay NAS systems, WD Red packs the power to store your precious data in one powerhouse unit. With WD Red, you're ready for what's next.Exclusive NASware 3.0Not just any drive will do. In single-bay to 8-bay NAS systems, WD Red raises the bar. Get as much as 64TB capacity, and with WD's exclusive NASware 3.0, you can optimize every single one of them. Built into every WD Red hard drive, NASware 3.0's advanced technology improves your system's storage performance by increasing compatibility, integration, upgradeability, and reliability.Built for optimum NAS compatibilityDesktop drives aren't purpose-built for NAS. But WD Red drives with NASware are. Our exclusive technology takes the guesswork out of selecting a drive. WD Red is for small NAS systems, and our unique algorithm balances performance and reliability in NAS and RAID environments. Simply put, WD Red is the most compatible drive available for NAS enclosures. But don't take our word for it. WD Red is a reflection of the most extensive NAS partner compatibility-testing list that is available on the market.Desktop drives vs. WD RedIn a Network Attached Storage device, a desktop hard drive is not designed for NAS environments. Do right by your NAS and choose the drive with an array of features to preserve your data and maintain optimum performance. Take the following into consideration when choosing a hard drive for your NAS:Compatibility: Without being tested for compatibility with your NAS system, optimum performance is not guaranteed.Reliability: The always-on environment of a NAS or RAID is a hot one. And desktop drives aren't typically designed and tested in those conditions. WD Red is.Error recovery Controls: WD Red NAS hard drives are specifically designed with RAID error recovery control to help reduce failures within the NAS system. Desktop drives are typically not designed for RAID environments where this can be an issue.Noise and Vibration Protection: Designed to operate solo, desktop drives offer little or no protection from the noise and vibration faced in a multi-drive system. WD Red drives are designed for multi-bay NAS systems.WD Red for HomeStream, backup, share and organize your digital content at home with a NAS and WD Red drives designed to effortlessly share content to the devices in your home. Red NASware increases your drives' compatibility with your devices, TV, stereo and more. Live in a connected world.WD Red for Small BusinessBusinesses thrive on productivity and efficiency – two of the guiding principles built into the design of WD Red. It's the hard drive of choice for 1 to 8 bay systems. NASware 3.0 allows for seamless integration with your existing network so WD Red can share and backup files at the speed of your business. And for larger businesses with up to 16 bays, count on WD Red Pro.PRODUCT SPECIFICATIONS Model number: WD80EFZX Interface: SATA 6 Gb/s Formatted capacity: 8TB Form factor: 3.5-inch Advanced Format (AF): Yes Native command queuing: Yes RoHS compliant: YesPerformanceData transfer rate (max) Interface speed: 6 Gb/s Internal transfer rate: 178 MB/s Cache (MB): 128 Performance Class: 5400 RPM ClassReliability/Data Integrity Load/unload cycles: 600,000 MTBF (hours): 1,000,000Physical Dimensions Height (in./mm): 1.028/26.1 Length (in./mm): 5.787/147 Width (in./mm, ± .01 in.): 4/101.6 Weight (lb./kg, ± 10%): 1.43/0.65 Warranty: 3 YEARS",328.91,INR,5267127,https://www.pcstudio.in/product/western-digital-desktop-hard-drive-8tb-red,"WESTERN DIGITAL DESKTOP HARD DRIVE 8TB RED. Description: FEATURESFill your NAS with WD Red, then fill it with awesome.There's an industry-leading WD Red drive for every compatible NAS system to help fulfill your data storage needs. With drives up to 8TB, WD Red offers a wide array of solutions for customers looking to build the biggest, best-performing NAS storage solution. Built for single-bay to 8-bay NAS systems, WD Red packs the power to store your precious data in one powerhouse unit. With WD Red, you're ready for what's next.Exclusive NASware 3.0Not just any drive will do. In single-bay to 8-bay NAS systems, WD Red raises the bar. Get as much as 64TB capacity, and with WD's exclusive NASware 3.0, you can optimize every single one of them. Built into every WD Red hard drive, NASware 3.0's advanced technology improves your system's storage performance by increasing compatibility, integration, upgradeability, and reliability.Built for optimum NAS compatibilityDesktop drives aren't purpose-built for NAS. But WD Red drives with NASware are. Our exclusive technology takes the guesswork out of selecting a drive. WD Red is for small NAS systems, and our unique algorithm balances performance and reliability in NAS and RAID environments. Simply put, WD Red is the most compatible drive available for NAS enclosures. But don't take our word for it. WD Red is a reflection of the most extensive NAS partner compatibility-testing list that is available on the market.Desktop drives vs. WD RedIn a Network Attached Storage device, a desktop hard drive is not designed for NAS environments. Do right by your NAS and choose the drive with an array of features to preserve your data and maintain optimum performance. Take the following into consideration when choosing a hard drive for your NAS:Compatibility: Without being tested for compatibility with your NAS system, optimum performance is not guaranteed.Reliability: The always-on environment of a NAS or RAID is a hot one. And desktop drives aren't typically designed and tested in those conditions. WD Red is.Error recovery Controls: WD Red NAS hard drives are specifically designed with RAID error recovery control to help reduce failures within the NAS system. Desktop drives are typically not designed for RAID environments where this can be an issue.Noise and Vibration Protection: Designed to operate solo, desktop drives offer little or no protection from the noise and vibration faced in a multi-drive system. WD Red drives are designed for multi-bay NAS systems.WD Red for HomeStream, backup, share and organize your digital content at home with a NAS and WD Red drives designed to effortlessly share content to the devices in your home. Red NASware increases your drives' compatibility with your devices, TV, stereo and more. Live in a connected world.WD Red for Small BusinessBusinesses thrive on productivity and efficiency – two of the guiding principles built into the design of WD Red. It's the hard drive of choice for 1 to 8 bay systems. NASware 3.0 allows for seamless integration with your existing network so WD Red can share and backup files at the speed of your business. And for larger businesses with up to 16 bays, count on WD Red Pro.PRODUCT SPECIFICATIONS Model number: WD80EFZX Interface: SATA 6 Gb/s Formatted capacity: 8TB Form factor: 3.5-inch Advanced Format (AF): Yes Native command queuing: Yes RoHS compliant: YesPerformanceData transfer rate (max) Interface speed: 6 Gb/s Internal transfer rate: 178 MB/s Cache (MB): 128 Performance Class: 5400 RPM ClassReliability/Data Integrity Load/unload cycles: 600,000 MTBF (hours): 1,000,000Physical Dimensions Height (in./mm): 1.028/26.1 Length (in./mm): 5.787/147 Width (in./mm, ± .01 in.): 4/101.6 Weight (lb./kg, ± 10%): 1.43/0.65 Warranty: 3 YEARS",REE,,HDD,,,,,,SATA,,101.6,147.0,26.1,650.0,3.5-inch SATA,,RED,
products_4_86658262,MSI,MSI GeForce RTX 2080 Ti Gaming X Trio,"11GB GDDR6 • 3x DP, HDMI, USB type-C",,,527102,https://tweakers.net/pricewatch/1236053/msi-geforce-rtx-2080-ti-gaming-x-trio/reviews,"MSI GeForce RTX 2080 Ti GAMING X TRIO. Description: MSI GeForce RTX 2080 Ti GAMING X TRIO, GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 pixels, PCI Express x16 3.0",GeForce RTX 2080 Ti Gaming X Trio,,GPU,,,,,,,,,,,,,GDDR6,,
products_4_71377449,Asus,ASUS TUF-GTX1660-6G-GAMING NVIDIA GeForce GTX 1660 6 GB GDDR5,"TUF-GTX1660-6G-GAMING, GeForce GTX 1660, 6 GB, GDDR5, 192 bit, 7680 x 4320 Pixeles, PCI Express 3.0",215.08,EUR,5306,https://powertechbcn.com/es/tarjetas-graficas/733-asus-tuf-gtx1660-6g-gaming-nvidia-geforce-gtx-1660-6-gb-gddr5-4718017289672.html,"ASUS TUF-GTX1660-6G-GAMING NVIDIA GeForce GTX 1660 6 GB GDDR5. Description: TUF-GTX1660-6G-GAMING, GeForce GTX 1660, 6 GB, GDDR5, 192 bit, 7680 x 4320 Pixeles, PCI Express 3.0",TUF-GTX1660-6G-GAMING,TUF-GTX1660-6G-GAMING,GPU,GeForce GTX 1660,,,,,PCI Express x16,,,,,,,GDDR5,,
products_4_67051418,Samsung,"SSD extern Samsung 2.5"", 250GB, T5, USB3.1, 540Mb/sec, albastru","SSD extern Samsung 2.5"", 250GB, T5, USB3.1, 540Mb/sec, albastru",487.39,RON,537062,https://www.ideall.ro/magazin-hdd-extern/samsung/SSD-extern-Samsung-2-5-250GB-T5-USB3-1-540Mb-sec-albastru--191061,"SSD extern Samsung 2.5"", 250GB, T5, USB3.1, 540Mb/sec, albastru. Description: SSD extern Samsung 2.5"", 250GB, T5, USB3.1, 540Mb/sec, albastru",T5,,SSD,,,232.83 GiB,,,USB 3.0,,,,,,,,albastru,2.5-inch
products_4_17571549,Gigabyte,Gigabyte nVidia GeForce GTX 1050 Ti OC Low Profile Video Card| PCByte,Carte graphique PCI-Express Low-Profile overclockée,189.99,EUR,538424,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_wgfx_pcie_puis_ref_est_in10102453.html,Gigabyte GeForce GTX 1050 Ti OC Low Profile. Description: Carte graphique PCI-Express Low-Profile overclockée,GeForce GTX 1050 Ti OC Low Profile,,GPU,GeForce GTX 1050 Ti,,,,,PCIe,,,,,,,,,Low Profile
products_4_52225477,,ASUS ROG-STRIX-RTX2070-O8G-GAMING NVIDIA GeForce RTX 2070 8 GB GDDR6,"ROG-STRIX-RTX2070-O8G-GAMING, GeForce RTX 2070, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixeles, PCI Express 3.0",433.49,EUR,550720,https://powertechbcn.com/es/tarjetas-graficas/675-asus-rog-strix-rtx2070-o8g-gaming-nvidia-geforce-rtx-2070-8-gb-gddr6-4718017138956.html,"ASUS ROG-STRIX-RTX2070-O8G-GAMING NVIDIA GeForce RTX 2070 8 GB GDDR6. Description: ROG-STRIX-RTX2070-O8G-GAMING, GeForce RTX 2070, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixeles, PCI Express 3.0",ROG-STRIX-RTX2070-O8G-GAMING,ROG-STRIX-RTX2070-O8G-GAMING,GPU,RTX 2070,,,,,PCI Express x16,,,,,,,,,
products_4_80569158,Toshiba,HDD ext. Toshiba Canvio Basics 2TB / USB3.0 / 2.5Inch,HDD ext. Toshiba Canvio Basics 2TB / USB3.0 / 2.5Inch,79.28,EUR,56841530,https://computersvandaag.nl/product/hdd-ext-toshiba-canvio-basics-2tb-usb3-0-2-5inch,HDD ext. Toshiba Canvio Basics 2TB / USB3.0 / 2.5Inch. Description: HDD ext. Toshiba Canvio Basics 2TB / USB3.0 / 2.5Inch,Canvio Basics,,HDD,,,1862.65 GiB,,,USB 3.0,,,,,,,,,2.5-inch
products_4_46802224,Hewlett Packard,881457-B21 HPE Enterprise - hard drive - 2.4 TB - SAS 12Gb/s,"HP 2.40 TB 2.5\"" Internal Hard Drive - SAS",290.0,U SD,569996,https://www.newegg.com/hp-881457-b21-2-4tb/p/1Z4-000P-00FE6,"HP 2.40 TB 2.5\"" Internal Hard Drive - SAS. Description: HP 2.40 TB 25\"" Internal Hard Drive - SAS","2.5"" Internal Hard Drive - SAS",,HDD,,,2235.17 GiB,,,SAS,,,,,,"2.5""",,,
products_4_45991513,Sapphire,Sapphire Pulse Radeon RX 550 G5 2GB,"Sapphire Pulse RX 550 2G G5, Radeon RX 550, 2",73.38,,574722,https://www.esseshop.it/sapphire-vga-pulse-radeon-550-2g-gddr5-hdmi-dvid-dp-oc-64bit-uefi-lite-p-146196.html,"Sapphire Vga Pulse Radeon 550 2G Gddr5 Hdmi / Dvi-D / Dp Oc (64-Bit, Uefi) Lite. Description: Sapphire Pulse RX 550 2G G5, Radeon RX 550, 2","Pulse Radeon 550 2G Gddr5 Hdmi / Dvi-D / Dp Oc (64-Bit, Uefi) Lite",,GPU,,,,,,,,,,,,,,,
products_4_4210690,Gigabyte,"GIGABYTE GF GTX 1660 TI PCIe x16, 6GB GDDR6, 3xDP, 1xHDMI, AORUS, 3YR WTY [GV-N166TAORUS-6GD]","GIGABYTE GF GTX 1660 TI PCIe x16, 6GB GDDR6, 3xDP, 1xHDMI, AORUS, 3YR WTY",523.0,AUD,581004,https://highertech.com/products/components-nvidia-graphics-card-gtx1660-ti-gv-n166taorus-6gd,"GIGABYTE GF GTX 1660 TI PCIe x16, 6GB GDDR6, 3xDP, 1xHDMI, AORUS, 3YR WTY [GV-N166TAORUS-6GD]. Description: GIGABYTE GF GTX 1660 TI PCIe x16, 6GB GDDR6, 3xDP, 1xHDMI, AORUS, 3YR WTY",GF GTX 1660 TI AORUS,GV-N166TAORUS-6GD,GPU,,6.0,,,,PCI Express x16,,,,,,,GDDR6,,
products_4_55414812,ADATA,A-DATA - 16GB USB Stick UV128 USB 3.0 black/blue,A-DATA 16GB USB Stick UV128 USB 3.0 black/ blue (AUV128-16G-RBE) - Minnesstorlek: 16GB - Typ: USB 3.0,24.23,SEK,5951871,https://www.westium.com/a-data-16gb-usb-stick-uv128/cat-p/c0/p6196248,A-DATA - 16GB USB Stick UV128 USB 3.0 black/blue. Description: A-DATA 16GB USB Stick UV128 USB 3.0 black/ blue (AUV128-16G-RBE) - Minnesstorlek: 16GB - Typ: USB 3.0,USB Stick UV128,AUV128-16G-RBE,USB_STICK,,,,,,USB 3.0,,,,,,,,black/blue,
products_4_84892227,Western Digital,WD 1TB My Passport Go SSD Drive Cobalt,"WD's My Passport Go is ideal for people who have to transfer files on the regular and on the go. It has a rubber protective bumper on the outside making sure that knocks and bumps can't jeopardise your files, and the built in USB cable ensures that you're ready to transfer at all times.",,AUD,596600,https://www.officeworks.com.au/shop/officeworks/p/wd-1tb-my-passport-go-ssd-drive-cobalt-wdssdg1tc,"WD 1TB My Passport Go SSD Drive Cobalt. Description: WD's My Passport Go is ideal for people who have to transfer files on the regular and on the go. It has a rubber protective bumper on the outside making sure that knocks and bumps can't jeopardise your files, and the built in USB cable ensures that you're ready to transfer at all times.",My Passport Go,,,,,931.32 GiB,,,,USB,,,,,,,Cobalt,
products_4_1291441,Gigabyte,Gigabyte GeForce RTX 3090 EAGLE OC,"24GB PCI-Express 4.0, Skjermkort, GDDR6X, Ampere",,DKK,597081,https://www.komplett.dk/product/1168412/hardware/pc-komponenter/grafikkort/gigabyte-geforce-rtx-3090-eagle-oc,"Gigabyte GeForce RTX 3090 EAGLE OC. Description: Skjermkort, PCI-Express 4.0, 24GB GDDR6X, Ampere",GeForce RTX 3090 EAGLE OC,,GPU,GeForce RTX 3090,,,,,PCIe 4.0,,,,,,,,,
products_4_85120676,ADATA,A-DATA - Superior Series S102 Pro - USB flash drive -,A-DATA Superior Series S102 Pro - USB flash drive - (AS102P-32G-RBL) - Minnestørrelse: 32GB - Type: USB 3.0,179.0,SEK,597775,https://thandel.no/a-data-superior-series-s102-pro/cat-p/c0/p4569107,A-DATA - Superior Series S102 Pro - USB flash drive -. Description: A-DATA Superior Series S102 Pro - USB flash drive - (AS102P-32G-RBL) - Minnestørrelse: 32GB - Type: USB 3.0,Superior Series S102 Pro,AS102P-32G-RBL,USB_STICK,,,29.80 GiB,,,USB 3.0,,,,,,,,,
products_4_58883395,Asus,ASUS TUF Gaming GeForce GTX 1650 SUPER OC Edition 4GB GDDR6 Graphics Card - Black | 90YV0E42-M0NA00,1530 MHz Core - Boostable to 1800 MHz1280 CUDA CoresTuring Architecture4GB of GDDR6 VRAM,815.1,AED,602045,https://pcdubai.com/product/asus-tuf-gaming-geforce-gtx-1650-super-oc-edition-4gb-gddr6-graphics-card-black-90yv0e42-m0na00,ASUS TUF Gaming GeForce GTX 1650 SUPER OC Edition 4GB GDDR6 Graphics Card - Black | 90YV0E42-M0NA00. Description: 1530 Megahertz Core - Boostable to 1800 MHz1280 CUDA CoresTuring Architecture4GB of GDDR6 VRAM,TUF Gaming GeForce GTX 1650 SUPER OC Edition,90YV0E42-M0NA00,GPU,,4.0,,,,,,,,,,,,,
products_4_49443304,Zotac,"ZOTAC GAMING GeForce GTX 1660 SUPER AMP Edition, 6GB","ZOTAC GAMING GeForce GTX 1660 SUPER AMP Edition (Boost: 1845MHz), 6GB GDDR6 (14000MHz), PCI-E 3.0, 3x DisplayPort, HDMI 2.0b",449.0,AUD,60518,https://computers.scorptec.com.au/computer/Zotac-1660,"ZOTAC GAMING GeForce GTX 1660 SUPER AMP Edition, 6GB. Description: ZOTAC GeForce GTX 1660 SUPER AMP Edition (Boost: 1845MHz), 6GB GDDR6 (14000MHz), PCI-E 3.0, 3x DisplayPort, HDMI 2.0b",GAMING GeForce GTX 1660 SUPER AMP Edition,,GPu,,,,,,PCI Express x16,,,,,,,GDDR6,,
products_4_23123467,Western Digital,"WD Red NAS HDD 4TB 3,5' SATA 64MB 5400RPM","4TB, 8.89 cm (3.5\"") , SATA 6Gb/s, 5400 RPM, 64MB",208.05,,625719,https://www.senetic.com/product-wd40efrx,"WD Red NAS HDD 4TB 3,5' SATA 64MB 5400RPM. Description: 4TB, 8.89 cm (3.5\"") , SATA 6Gb/s, 5400 RPM, 64MB",HDD NAS Red,,HDD,,,,,,SATA,SATA III,,,,,3.5-inch SATA,,,3.5-inch
products_4_45835121,Samsung,"Samsung 500GB 2,5\"" SATA3 850 Series Evo Basic MZ-75E500B/EU","SATA III, 500GB, 2,5\"", Write:520MB/s, Read:540MB/s",25006.3,HUF,6274519,https://uniti.hu/termek/samsung-500gb-2-5--sata3-850-series-evo-basic-mz-75e500b-eu-19412,"Samsung 500GB 2,5\"" SATA3 850 Series Evo Basic MZ-75E500B/EU. Description: SATA III, 500GB, 2,5\"", Write:520MB/s, Read:540MB/s",850 EVO,MZ-75E500B/EU,SSD,,,465.66 GiB,540.0 MB/s,520.0,,SATA III,,,,,2.5-inch SATA,,,2.5-inch
products_4_26193625,Palit,Palit GeForce RTX 3080 GamingPro,"Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",9099.0,NOK,627961,https://www.komplett.no/product/1168128/datautstyr/pc-komponenter/skjermkort/palit-geforce-rtx-3080-gamingpro,"Palit GeForce RTX 3080 GamingPro. Description: Skjermkort, PCI-Express 4.0, 10GB GDDR6X, Ampere",GeForce RTX 3080 GamingPro,,GPU,,,,,,PCIe 4.0,,,,,,,,,
products_4_67318157,Asus,ASUS TUF Gaming TUF 3-RX5700XT-O8G-GAMING Radeon RX 5700 XT 8 GB GDDR6,"ASUS TUF Gaming TUF 3-RX5700XT-O8G-GAMING, Radeon RX 5700 XT, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixel, PCI Express x16 4.0",550.21,EUR,649471,https://www.computerunion.it/amd/43652-asus-tuf-gaming-tuf-3-rx5700xt-o8g-gaming-radeon-rx-5700-xt-8-gb-gddr6-4718017451697.html,"ASUS TUF Gaming TUF 3-RX5700XT-O8G-GAMING Radeon RX 5700 XT 8 GB GDDR6. Description: ASUS TUF Gaming TUF 3-RX5700XT-O8G-GAMING, Radeon RX 5700 XT, 8 GB, GDDR6, 256 bit, 7680 x 4320 Pixel, PCI Express x16 4.0",TUF Gaming TUF 3-RX5700XT-O8G-GAMING,,GPU,,8.0,,,,PCI Express x16,,,,,,,,,
products_4_97513796,Seagate,Seagate IronWolf 110 240 Go,"SSD 2.5"" - SATA III - Lecture max : 560 Mo/s - Ecriture max : 345 Mo/s - Mémoire TLC 3D",119.99,EUR,654787,https://www.topachat.com/pages/detail2_cat_est_micro_puis_rubrique_est_w_ssd_puis_ref_est_in11016816.html,"Seagate IronWolf 110 240 Go. Description: SSD 2.5"" - SATA III - Lecture max : 560 Mo/s - Ecriture max : 345 Mo/s - Mémoire TLC 3D",IronWolf 110,,SSD,,,223.52 GiB,,345.0,,SATA III,,,,,2.5-inch SATA,,,
products_4_18728774,Intel,"Intel SSD 665p 1TB M.2 2280 PCIe NVMe 3.0 x4 3D3, QLC SSDPEKNW010T9X1",PCIe* Performance at an Affordable Price Twice the Capacity in Identical Footprints Performance and Price That Matters,597.0,ILS,657936,https://www.pcholic.co.il/shop/%D7%97%D7%95%D7%9E%D7%A8%D7%94-%D7%AA%D7%95%D7%9B%D7%A0%D7%94/%D7%90%D7%97%D7%A1%D7%95%D7%9F/%D7%9B%D7%95%D7%A0%D7%A0%D7%99-ssd/intel-1tb-665p-series-m-2-2280-pcie-nvme-3-0-x4-3d3-qlc-ssdpeknw010t9x1,"Intel SSD 665p 1TB M.2 2280 PCIe NVMe 3.0 x4 3D3, QLC SSDPEKNW010T9X1. Description: PCIe* Performance at an Affordable Price Twice the Capacity in Identical Footprints Performance and Price That Matters",665p SSD,SSDPEKNW010T9X1,SSD,,,931.32 GiB,,,,NVMe,,,,,M.2,,,
products_4_35999871,PNY,PNY NVIDIA Quadro P6000 PCIe Pro 24GB Graphics Card,"24GB PNY NVIDIA Quadro P6000, Pascal, 3840 Cores, GDDR5X, 384-Bit, 432 GB/s, 12 TFLOPs, 4x DP 1.4, Dual Slot, Retail",4541.99,GBP,659921,https://www.scan.co.uk/products/24gb-pny-nvidia-quadro-p6000-pascal-3840-cores-gddr5x-384-bit-432-gb-s-12-tflops-4x-dp-14-dual-slot-,"PNY NVIDIA Quadro P6000 PCIe Pro 24GB Graphics Card. Description: 24GB PNY NVIDIA Quadro P6000, Pascal, 3840 Cores, GDDR5X, 384-Bit, 432 GB/s, 12 TFLOPs, 4x DP 1.4, Dual Slot, Retail",NVIDIA Quadro P6000 PCIe Pro,,,,24.0,,,,PCIe,,,,,,,,,
products_4_43760984,Lacie,"LaCie Rugged Mini 2TB External Hard Drive (2.5"")","Shock-, rain-, and pressure-resistant Password protection USB 3.0: up to 4x faster than USB 2.0",25349.0,PKR,672437,https://www.paklap.pk/lacie-rugged-mini-2tb-external-hard-drive-pakistan.html,"LaCie Rugged Mini 2TB External Hard Drive (2.5""). Description: Shock-, rain-, and pressure-resistant Password protection USB 3.0: up to 4x faster than USB 2.0",Rugged Mini,,HDD,,,1862.65 GiB,,,,,,,,,,,,
products_4_60632785,Ashs,Asus GTX 1660 O6G Phoenix 6GB Graphics Card,"Cuda Cores: 1408, Boost Clock: 1830MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 x HDMI, 1 x DVI-D, 3 Year Warranty",,,674847,https://www.novatech.co.uk/products/asus-gtx-1660-o6g-phoenix-6gb-graphics-card/90yv0cu0-m0na00.html,"Asus GTX 1660 O6G Phoenix 6GB Graphics Card. Description: Cuda Cores: 1408, Boost Clock: 1830MHz, GDDR5, 192-bit Memory, Memory Clock: 8002Mhz, 1 x DisplayPort, 1 HDMI, 1 x DVI-D, 3 Year Warranty",GTX 1660 O6G Phoenix,,,GeForce GTX 1660,6.0,,,,,,,,,,,GDDR5,,
products_4_25995476,,ZOTAC GeForce GTX 1650 OC,"Grafikkort, PCI-Express 3.0, 4GB GDDR5, Turing",1135.0,DKK,675941,https://www.komplett.dk/product/1127791/hardware/pc-komponenter/grafikkort/zotac-geforce-gtx-1650-oc,"ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L. Description: ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L",,,GPU,GeForce 1650 GTX,4.0,,,,PCI Express x16,,,,,,,GDDR5,,
