id,brand,title,description,price,priceCurrency,cluster_id,product_url,title_description,model,model_number,product_type,chipset_name,vram_gb,storage_gb,read_speed_mb_s,write_speed_mb_s,bus_type,interface_type,width_mm,length_mm,height_mm,weight_g,storage_connection_type,memory_type,color,form_factor
products_1_41160430,Kingston,Kingston A400 SSD Internal Solid State Drive M.2 2280 120GB,"(Solid, 120GB, A400, Drive), Kingston, M.2, SSD, State",25.11,EUR,510100,https://www.picstop.co.uk/ssd-drives/kingston-a400-ssd-internal-solid-state-drive-m2-2280-120gb.html,Kingston A400 SSD Internal Solid State Drive M.2 2280 120GB. Description: The Kingston A400 SSD Internal Solid State Drive M.2 2280 120GB has incredible read/write speeds and is designed for use in notebooks and other mobile devices,A400,,SSD,,,111.76 GiB,,,,,,,,,m.2,,,M.2 2280
products_1_70026799,Kingston,Kingston Memory Flash DT80/32GB 32GB USB-C 3.2 Gen 1 DataTraveler 80 Retail,DT80/32GB MBC 32GB USB 3.2 Type-C Flash Drive r200MBs Kingston DataTraveler 80 Black/Silver Rectangular Retail,12.85,U5D,512363,https://www.oempcworld.com/OEMPCworld-com/500789.html,Kingston 32GB DataTraveler 80 DT80/32GB USB 3.2 Type-C Flash Drive. Description: DT80/32GB MBC 32GB USB 3.2 Type-C Flash Drive r200MBs Kingston DataTraveler 80 Black/Silver Rectangular Retail,DataTraveler 80,DT80/32GB,USB_STICK,,,32.0,0.20 GB/s,,USB 3.0,USB Type-C,,,,,USB Type-C,,Black/Silver,
products_1_24038266,,A-DATA S102 Pro Effortless Upgrade 32GB Titanium grey Speed USB 3.0 Flash Drive,"S102 Pro Advanced USB 3.0 Flash Drive, 32GB, Titanium Gray, Retail",126.0,EUR,513229,https://www.avadirect.com/S102-Pro-Advanced-USB-3-0-Flash-Drive-32GB-Titanium-Gray-Retail/Product/6540015,"S102 Pro Advanced USB 3.0 Flash Drive, 32GB, Titanium Gray, Retail. Description: S102 Pro Advanced USB 3.0 Flash Drive, 32GB, Titanium Gray, Retail",S102 Pro Advanced,,USB_STICK,,,32.0,,,USB 3.0,,,,,,,,Titanium Gray,
products_1_1993958,Lacie,500GB LACIE PORTABLE SSD USB-C,1TB LACIE PORTABLE SSD USB-C,318.78,EUR,513900,https://www.itstore.it/it/in-evidenza/lacie/lacie-portable-ssd/1tb-lacie-portable-ssd-usb-c-3685.html,500GB LaCie portable SSD with USB-C. Description: 1TB LaCie portable SSD with USB-C,PORTABLE SSD,,SSD,,,500.0,,,,,,,,,,,,
products_1_24392640,Western Digitol,WD My Passport Go WDBMCG5000AYT - solid state drive - 500 GB - USB 3.0,"Tough SSD. Built to travel.My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solidstate drive on the inside, and a built-in cable for convenience; this is no ordinary drive. My Passport Go is theperfect drive to take anywhere with confidence.Tough and DurableThe My Passport Go portable drive has a shock-absorbing rubber bumper and no moving parts, making it drop-resistant upto 2 meters and helping to keep your content safe from bumps and shakes.Compact and IntegratedIts pocket-sized form factor and built-in cable make the My Passport Go drive incredibly convenient to bring with youanywhere without leaving important components behind.",122.10,USD,5184814,https://m.cdwg.com/product/wd-my-passport-go-wdbmcg5000ayt-solid-state-drive-500-gb-usb-3.0/5883336,"WD My Passport Go WDBMCG5000AYT - solid state drive - 500 GB - USB 3.0. Description: SSD. Built to travel.My Passport Go is the tough SSD drive built to travel. With a rubber protective bumper on the outside, a solidstate drive on the inside, and a built-in cable for convenience; this is no ordinary drive. My Passport Go is theperfect drive to take anywhere with confidence.Tough and DurableThe My Passport Go portable drive has a shock-absorbing rubber bumper and no moving parts, making it drop-resistant upto 2 meters and helping to keep your content safe from bumps and shakes.Compact and IntegratedIts pocket-sized form factor and built-in cable make the My Passport Go drive incredibly convenient to bring with youanywhere without leaving important components behind.",My Passport Go,WDBMCG5000AYT,SSD,,,500.0,,,USB 3.0,,,,,,,,,
products_1_93483706,Western Digital,Western Digital WD BLACK SN750 NVMe M.2 2280 2TB PCI-Express 3.0 x4 64-layer 3D NAND Internal Solid State Drive (SSD) WDS200T3XHC W/ Heatsink,Western Digital WD BLACK SN750 NVMe M.2 2280 2TB PCI-Express 3.0 x4 64-layer 3D NAND Internal Solid State Drive (SSD) WDS200T3XHC W/ Heatsink,408.05,USD,518593,https://www.newegg.com/western-digital-black-sn750-nvme-2tb/p/N82E16820250114,Western Digital WD BLACK SN750 NVMe M.2 2280 2TB PCI-Express 3.0 x4 64-layer 3D NAND Internal Solid State Drive (SSD) WDS200T3XHC W/ Heatsink. Description: Western Digital WD BLACK SN750 NVMe M.2 2280 2TB PCI-Express 3.0 x4 64-layer 3D NAND Internal Solid State Drive (SSD) WDS200T3XHC W/ Heatsink,WD BLACK SN750,,SSD,,,2000.0,,,PCI Express x4,NVMe,,,,,M.2,,,M.2 2280
products_1_21663730,Hewlett Packard Enterprise,HPE 300GB 12G SAS 15K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive,"HP's 300 GB 2.5\"" HDD SFF SAS 12Gb/s is especially recommended for HP G8 G9 proliant SAS servers and select storage arrays. The device supports constant business growth and expansion.",477.56,USD,525101,https://www.senetic.sg/product-759208-b21,"HPE 300GB 12G SAS 15K rpm SFF (2.5-inch) SC Enterprise 3yr Warranty Hard Drive. Description: HP's 300 GB 2.5\"" HDD SFF SAS 12Gb/s is especially recommended for HP G8 G9 proliant SAS servers and select storage arrays. The device supports constant business growth and expansion.",,,HDD,,,279.40 GiB,,,SAS,SAS,,,,,"2.5"" SFF",,,2.5-inch
products_1_35425148,Hewlett Packard,"HP 600GB 12G SAS 15K rpm LFF 3.5\"" CC Enterprise HDD","HP 600GB 12G SAS 15K rpm LFF 3.5\""CC Enterprise Hard Drive -3yr Warranty (737396-B21)OverviewDo your servers need high-performance SAS disk drives for both your mission-critical and storage driven applications? HPE Server SAS Hard Drives for enterprise and midline applications deliver high-performance solutions for hosting high transaction based applications. They are available in HPE Smart Carrier, HPE Standard Hot Plug Carrier and HPE Non-hot Plug Carrier.HPE Server SAS Hard Drives are available in 2.5-inch Small Form Factor (SFF) and 3.5-inch Large Form Factor (LFF) and come in a variety of capacity points to meet a wide range of requirements supporting enterprise and midline applications. The SAS interface was specifically engineered to deliver high availability where enterprise-class data storage, performance, reliability and data integrity are crucial.FeaturesPerformance and Reliability for Multiple Application Environments.HPE Server SAS Hard Drives deliver high reliability for mission-critical applications.Robust SAS interface (dual port, full duplex) for increased performance.They are ideal for transaction processing, database applications, analytics, high-performance computing and business applications.The 512e Advance Format Drive is ideal for 4KiB aligned operating systems and applications. They also support legacy 512K native applications.SpecificationsStorage Capacity600 GBRotational Speed15,000 rpmDrive InterfaceSASDrive Interface Standard12Gb/s SASHD TypeHot PlugConnectivitySingle-PortForm FactorLFF 3.5\""WarrantySAS Enterprise hard drives have a 3-year limited warranty regardlessof the warranty period for the system in which they are installed. SASMidline hard drives have a 1-year limited warranty regardless of the warrantyperiod for the system in which they are installed.&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!-- /* Font Definitions */ font-face{font-family:\""Cambria Math\"";panose-1:2 4 5 3 5 4 6 3 2 4;mso-font-charset:1;mso-generic-font-family:roman;mso-font-format:other;mso-font-pitch:variable;mso-font-signature:0 0 0 0 0 0;}font-face{font-family:Calibri;panose-1:2 15 5 2 2 2 4 3 2 4;mso-font-charset:0;mso-generic-font-family:swiss;mso-font-pitch:variable;mso-font-signature:-536870145 1073786111 1 0 415 0;} /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal{mso-style-unhide:no;mso-style-qformat:yes;mso-style-parent:\""\"";margin-top:0cm;margin-right:0cm;margin-bottom:8.0pt;margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoChpDefault{mso-style-type:export-only;mso-default-props:yes;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoPapDefault{mso-style-type:export-only;margin-bottom:8.0pt;line-height:107%;}page WordSection1{size:595.3pt 841.9pt;margin:72.0pt 72.0pt 72.0pt 72.0pt;mso-header-margin:35.4pt;mso-footer-margin:35.4pt;mso-paper-source:0;}div.WordSection1{page:WordSection1;}--&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt; /* Style Definitions */ table.MsoNormalTable{mso-style-name:\""Table Normal\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-priority:99;mso-style-parent:\""\"";mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-para-margin-top:0cm;mso-para-margin-right:0cm;mso-para-margin-bottom:8.0pt;mso-para-margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}table.MsoTableGrid{mso-style-name:\""Table Grid\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-priority:39;mso-style-unhide:no;border:solid windowtext 1.0pt;mso-border-alt:solid windowtext .5pt;mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-border-insideh:.5pt solid windowtext;mso-border-insidev:.5pt solid windowtext;mso-para-margin:0cm;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!-- /* Font Definitions */ font-face{font-family:\""Cambria Math\"";panose-1:2 4 5 3 5 4 6 3 2 4;mso-font-charset:1;mso-generic-font-family:roman;mso-font-format:other;mso-font-pitch:variable;mso-font-signature:0 0 0 0 0 0;}font-face{font-family:Calibri;panose-1:2 15 5 2 2 2 4 3 2 4;mso-font-charset:0;mso-generic-font-family:swiss;mso-font-pitch:variable;mso-font-signature:-536870145 1073786111 1 0 415 0;} /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal{mso-style-unhide:no;mso-style-qformat:yes;mso-style-parent:\""\"";margin-top:0cm;margin-right:0cm;margin-bottom:8.0pt;margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoChpDefault{mso-style-type:export-only;mso-default-props:yes;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoPapDefault{mso-style-type:export-only;margin-bottom:8.0pt;line-height:107%;}page WordSection1{size:595.3pt 841.9pt;margin:72.0pt 72.0pt 72.0pt 72.0pt;mso-header-margin:35.4pt;mso-footer-margin:35.4pt;mso-paper-source:0;}div.WordSection1{page:WordSection1;}--&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt; /* Style Definitions */ table.MsoNormalTable{mso-style-name:\""Table Normal\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-priority:99;mso-style-parent:\""\"";mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-para-margin-top:0cm;mso-para-margin-right:0cm;mso-para-margin-bottom:8.0pt;mso-para-margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}table.MsoTableGrid{mso-style-name:\""Table Grid\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-priority:39;mso-style-unhide:no;border:solid windowtext 1.0pt;mso-border-alt:solid windowtext .5pt;mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-border-insideh:.5pt solid windowtext;mso-border-insidev:.5pt solid windowtext;mso-para-margin:0cm;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}",,,52633198,https://www.techbuy.com.au/p/393501/HDD_SCSI_-_SERIAL_ATTACHED_SAS_-_3.5/HP/737396-B21.asp,"HP 600GB 12G SAS 15K rpm LFF 3.5\"" CC Enterprise HDD. Description: HP 600GB 12G SAS 15K rpm LFF 3.5\""CC Enterprise Hard Drive -3yr Warranty (737396-B21)OverviewDo your servers need high-performance SAS disk drives for both your mission-critical and storage driven applications? HPE Server SAS Hard Drives for enterprise and midline applications deliver high-performance solutions for hosting high transaction based applications. They are available in HPE Smart Carrier, HPE Standard Hot Plug Carrier and HPE Non-hot Plug Carrier.HPE Server SAS Hard Drives are available in 2.5-inch Small Form Factor (SFF) and 3.5-inch Large Form Factor (LFF) and come in a variety of capacity points to meet a wide range of requirements supporting enterprise and midline applications. The SAS interface was specifically engineered to deliver high availability where enterprise-class data storage, performance, reliability and data integrity are crucial.FeaturesPerformance and Reliability for Multiple Application Environments.HPE Server SAS Hard Drives deliver high reliability for mission-critical applications.Robust SAS interface (dual port, full duplex) for increased performance.They are ideal for transaction processing, database applications, analytics, high-performance computing and business applications.The 512e Advance Format Drive is ideal for 4KiB aligned operating systems and applications. They also support legacy 512K native applications.SpecificationsStorage Capacity600 GBRotational Speed15,000 rpmDrive InterfaceSASDrive Interface Standard12Gb/s SASHD TypeHot PlugConnectivitySingle-PortForm FactorLFF 3.5\""WarrantySAS Enterprise hard drives have a 3-year limited warranty regardlessof the warranty period for the system in which they are installed. SASMidline hard drives have a 1-year limited warranty regardless of the warrantyperiod for the system in which they are installed.&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!-- /* Font Definitions */ @font-face{font-family:\""Cambria Math\"";panose-1:2 4 5 3 5 4 6 3 2 4;mso-font-charset:1;mso-generic-font-family:roman;mso-font-format:other;mso-font-pitch:variable;mso-font-signature:0 0 0 0 0 0;}@font-face{font-family:Calibri;panose-1:2 15 5 2 2 2 4 3 2 4;mso-font-charset:0;mso-generic-font-family:swiss;mso-font-pitch:variable;mso-font-signature:-536870145 1073786111 1 0 415 0;} /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal{mso-style-unhide:no;mso-style-qformat:yes;mso-style-parent:\""\"";margin-top:0cm;margin-right:0cm;margin-bottom:8.0pt;margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoChpDefault{mso-style-type:export-only;mso-default-props:yes;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoPapDefault{mso-style-type:export-only;margin-bottom:8.0pt;line-height:107%;}@page WordSection1{size:595.3pt 841.9pt;margin:72.0pt 72.0pt 72.0pt 72.0pt;mso-header-margin:35.4pt;mso-footer-margin:35.4pt;mso-paper-source:0;}div.WordSection1{page:WordSection1;}--&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt; /* Style Definitions */ table.MsoNormalTable{mso-style-name:\""Table Normal\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-priority:99;mso-style-parent:\""\"";mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-para-margin-top:0cm;mso-para-margin-right:0cm;mso-para-margin-bottom:8.0pt;mso-para-margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}table.MsoTableGrid{mso-style-name:\""Table Grid\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-priority:39;mso-style-unhide:no;border:solid windowtext 1.0pt;mso-border-alt:solid windowtext .5pt;mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-border-insideh:.5pt solid windowtext;mso-border-insidev:.5pt solid windowtext;mso-para-margin:0cm;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;lt;!-- /* Font Definitions */ @font-face{font-family:\""Cambria Math\"";panose-1:2 4 5 3 5 4 6 3 2 4;mso-font-charset:1;mso-generic-font-family:roman;mso-font-format:other;mso-font-pitch:variable;mso-font-signature:0 0 0 0 0 0;}@font-face{font-family:Calibri;panose-1:2 15 5 2 2 2 4 3 2 4;mso-font-charset:0;mso-generic-font-family:swiss;mso-font-pitch:variable;mso-font-signature:-536870145 1073786111 1 0 415 0;} /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal{mso-style-unhide:no;mso-style-qformat:yes;mso-style-parent:\""\"";margin-top:0cm;margin-right:0cm;margin-bottom:8.0pt;margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoChpDefault{mso-style-type:export-only;mso-default-props:yes;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-font-family:Calibri;mso-fareast-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-bidi-font-family:\""Times New Roman\"";mso-bidi-theme-font:minor-bidi;mso-fareast-language:EN-US;}.MsoPapDefault{mso-style-type:export-only;margin-bottom:8.0pt;line-height:107%;}@page WordSection1{size:595.3pt 841.9pt;margin:72.0pt 72.0pt 72.0pt 72.0pt;mso-header-margin:35.4pt;mso-footer-margin:35.4pt;mso-paper-source:0;}div.WordSection1{page:WordSection1;}--&amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;gt; /* Style Definitions */ table.MsoNormalTable{mso-style-name:\""Table Normal\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-noshow:yes;mso-style-priority:99;mso-style-parent:\""\"";mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-para-margin-top:0cm;mso-para-margin-right:0cm;mso-para-margin-bottom:8.0pt;mso-para-margin-left:0cm;line-height:107%;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}table.MsoTableGrid{mso-style-name:\""Table Grid\"";mso-tstyle-rowband-size:0;mso-tstyle-colband-size:0;mso-style-priority:39;mso-style-unhide:no;border:solid windowtext 1.0pt;mso-border-alt:solid windowtext .5pt;mso-padding-alt:0cm 5.4pt 0cm 5.4pt;mso-border-insideh:.5pt solid windowtext;mso-border-insidev:.5pt solid windowtext;mso-para-margin:0cm;mso-para-margin-bottom:.0001pt;mso-pagination:widow-orphan;font-size:11.0pt;font-family:\""Calibri\"",sans-serif;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin;mso-fareast-language:EN-US;}","600GB 12G SAS 15K rpm LFF 3.5"" CC Enterprise HDD",,HDD,,,600.0,,,SAS,SAS,,,,,"LFF 3.5""",,,
products_1_31239709,Western Digital,WD80EFZX Western Digital Red 8TB 5.4K RPM SATA-6GBPS 128MB Buffer 3.5Inch Internal Nas Hard Disk Drive. New Bulk Pack.,"Specification :Part Number : WD80EFZXSub-Type : 8TB 5.4K RPM Website : Hard Drive (HDD)Brand Name : Western Digital Manufacturer SATA-6GBPSType Address : www.wdc.ComProduct Line: RedPerformance :Drive Interface : SATA-6GBPSStorage Capacity : 8TB Rotational Speed : 5.4K RPMBuffer : 128 MBSize : 3.5\""Drive Type : Internal",,USD,5267127,https://www.allhdd.com/hard-drive/sata-6gbps/8tb-5.4k-rpm/western-digital-wd80efzx-nbp,"WD80EFZX Western Digital Red 8TB 5.4K RPM SATA-6GBPS 128MB Buffer 3.5Inch Internal Nas Hard Disk Drive. New Bulk Pack.. Description: Specification :Part Number : WD80EFZXSub-Type : 8TB 5.4K RPM SATA-6GBPSType : Hard Drive (HDD)Brand Name : Western Digital Manufacturer Website Address : www.wdc.ComProduct Line: RedPerformance :Drive Interface : SATA-6GBPSStorage Capacity : 8TB Rotational Speed : 5.4K RPMBuffer : 128 MBSize : 3.5\""Drive Type : Internal",Red,WD80EFZX,HDD,,,"7,450.58 GiB",,,SATA,SATA III,,,,,3.5Inch Internal,,,3.5-inch
products_1_24614355,MSI,MSI 912-V371-026 tarjeta gráfica GeForce RTX 2080 Ti 11 GB GDDR6,"GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0",1364.38,EUR,527102,https://powertechbcn.com/es/tarjetas-graficas/666-msi-912-v371-026-tarjeta-grafica-geforce-rtx-2080-ti-11-gb-gddr6-4719072596965.html,"MSI 912-V371-026 tarjeta gráfica GeForce RTX 2080 Ti 11 GB GDDR6. Description: GeForce RTX 2080 Ti, 11 GB, GDDR6, 352 bit, 7680 x 4320 Pixeles, PCI Express x16 3.0",,912-V371-026,GPU,GeForce RTX 2080 Ti,11.0,,,,PCI Express x16,,,,,,,GDDR6,,
products_1_19807424,Asus,ASUS GeForce GTX 1660 6GB TUF Boost Graphics Card,"Available  CCL: ASUS GeForce GTX 1660 TUF 6GB Graphics Card. HDMI, DVI and DisplayPort inputs. Direct X 12 Support. VR Ready.",,,5306,https://www.cclonline.com/product/275475/90YV0CU3-M0NA00/Graphics-Cards/ASUS-GeForce-GTX-1660-TUF-Gaming-6GB-Graphics-Card/VGA5497,ASUS TUF-GTX1660-6G-GAMING GeForce GTX 1660 6 GB GDDR5. Description: ASUS TUF-GTX1660-6G-GAMING GeForce GTX 1660 6 GB GDDR5,GeForce GTX 1660 6GB TUF Boost,,G PU,GeForce GTX 1660,6.0,,,,,,,,,,,,,
products_1_28515903,Samsung,Samsung Portable SSD T5 250GB Mobile External Solid State USB3.1,Modern blue mobile external drive with only 250GB storage and connectivity-powered operation,117.39,GBP,537062,https://www.cclonline.com/product/238908/MU-PA250B/EU/External-Storage/Samsung-T5-MU-PA250B-250GB-USB-3-1-Gen2-Portable-Solid-State-Drive-Blue-/BAK7464,Samsung Portable SSD T5 250GB Mobile External Solid State USB31. Description: Modern Blue mobile external drive as well as only 250GB storage powered byconnectivity,Portable SSD T5,,SSD,,,250.0,,,USB 3.0,,,,,,,,Blue,
products_1_41214107,Gigabyte,Gigabyte GeForce GTX 1050 Ti OC Low Profile,"GV-N105TOC-4GL, 1316MHz Core, 1442MHz Max Boost, 7008MHz 128-bit Memory, 768 CUDA Cores, DVI-D, 2x HDMI, DPort, Length 167mm, 3 Year Warranty.",279.27,MAD,538424,https://www.pcbyte.com.au/store/product/gigabyte-nvidia-geforce-gtx-1050-ti-oc-low-profile-video-card-gv-n105toc-4gl-2726,Gigabyte nVidia GeForce GTX 1050 Ti OC Low Profile Video Card| PCByte. Description: Buy Gigabyte nVidia GeForce GTX 1050 Ti OC Low Profile Video Card - PCbyte.com.au Online/Retail | Fast shipping & Top rated customer services,GeForce GTX 1050 Ti Low Profile,,GPU,GeForce GTX 1050 Ti,,,,,,,,,,,,,,
products_1_19733045,Asus,Asus ROG Strix GeForce RTX 2070 8GB OC Edition 256-Bit Graphics Card | 90YV0C90-M0NA00,8GB 256-Bit GDDR62 x HDMI 2.0b 2 x DisplayPort 1.42304 CUDA CoresPCI Express 3.0,714.09,AED,550720,https://www.uktechstore.com/graphics-cards/2303-asus-geforce-rtx-2070-overclocked-o8g-gddr6-video-card-rog-strix-rtx2070-o8g-gaming-.html,ASUS GeForce RTX 2070 Overclocked O8G GDDR6 Video Card ( ROG-STRIX-RTX2070-O8G-GAMING ). Description: 8GB 256-Bit GDDR62 x HDMI 2.0b 2 x DisplayPort 1.42304 CUDA CoresPCI Express 3.0,GeForce RTX 2070 Overclocked O8G,90YV0C90-M0NA00,GPU,GeForce RTX 2070,8.0,,,,PCI Express x16,,,,,,,GDDR6,,
products_1_28606757,Western Digital,"WD My Passport 1TB USB 3.2 Gen 1 External Hard Drive, Black (WDBYVG0010BBK-WESN)","""My Passport"" drive is a stylish designed, lightweight, palm-sized storage unit that you can carry anywhere with ease, in addition to an impressive storage space that allows you to store all your files, not only that, but it is also equipped with a back-up program to ensure that all your files are preserved and not lost.",6375.92,BDT,5558126,https://www.nexus.com.bd/western-digital-my-passport-1-tb-price-in-bd,"HDD External WD 1T.B Passport USB3-Black. Description: ""My Passport"" drive is a stylish designed, lightweight, palm-sized storage unit that you can carry anywhere with ease, in addition to an impressive storage space that allows you to store all your files, not only that, but it is also equipped with a back-up program to ensure that all your files are preserved and not lost.",Passport,,HDD,,,1000.0,,,USB 3.0,USB 3.0,,,,,,,Black,2.5-inch
