id,name,releaseYear,developer,publisher,platform,genres,criticScore,userScore,ESRB,units_sold_mm
sales_4382,Le Mans 24 Hours,2001-01-01 00:00:00,Atari,Infogrames,PlayStation 2,Racing,,7.6,E,0.0
sales_4383,The Witch and the Hundred Knight,2013-01-01 00:00:00,Nippon Ichi Software,Nippon Ichi Software,PlayStation 3,Role-Playing,53.0,7.5,T,0.0
sales_4384,Dragon Ball Z: Harukanaru Densetsu,2007-01-01 00:00:00,Bec,Namco Bandai Games,Nintendo DS,Role-Playing,57.0,6.2,E,0.0
sales_4385,Harvest Moon: More Friends of Mineral Town,2003-01-01 00:00:00,TOSE,UBI,Game Boy Advance,Simulation,82.0,9.2,E,0.0
sales_4386,X2: Wolverine's Revenge,2003-01-01 00:00:00,Vicarious Visions,Activision,Game Boy Advance,Platform,72.0,7.2,E,0.0
sales_4387,NBA 2K2,2002-01-01 00:00:00,Visual Concepts,Sega,Xbox,Sports,90.0,7.6,E,0.0
sales_4388,Code of Princess,2012-01-01 00:00:00,Studio Saizensen,Agatsuma Entertainment,,Action,,,T,0.0
sales_4389,Major League Baseball 2K11,2011-01-01 00:00:00,Visual Concepts,Take-Two Interactive,PlayStation 3,Sports,72.0,6.3,,0.0
sales_4390,Cars,,Rainbow Studios,THQ,Xbox,Racing,70.0,,E,0.0
sales_4391,Spy Hunter,2002-01-01 00:00:00,,Midway Games,Nintendo GameCube,Racing,71.0,,T,0.0
sales_4392,Dark Messiah of Might and Magic Elements,2008-01-01 00:00:00,,Ubisoft,Xbox 360,Role-Playing,52.0,7.p,M,0.0
sales_4393,Planet 51,2009-01-01 00:00:00,,Sega,Wii,Action,53.0,5.8,E,0.0
sales_4394,Dead to Rights II,2005-01-01 00:00:00,WideScreen Games,Electronic Arts,PlayStation 2,Shooter,51.0,5.3,M,0.0
sales_4395,Super Dodge Ball Advance,2001-01-01 00:00:00,Atlus Co.,Ubisoft,Game Boy Advance,sports,79.0,,,0.0
sales_4396,FIFA 16,2015-01-01 00:00:00,EA Sports,Electronic Arts,,Sports,81.0,4.4,E,0.0
sales_4397,NBA Live 14,2013-01-01 00:00:00,EA Sports,EA,Xbox One,Sports,36.0,3.1,,0.0
sales_4398,Kung Fu Rider,2010-01-01 00:00:00,SCE Japan Studio,SCE,PlayStation 3,Action,36.0,3.7,E10+,0.0
sales_4399,DarkStar One: Broken Alliance,2010-01-01 00:00:00,Gaming Minds Studios,Kalypso Media,Xbox 360,Simulation,63.0,7.2,,0.0
sales_4400,Dragon Ball: Xenoverse 2,2016-01-01 00:00:00,Dimps Corporation,Namco Bandai  Games,Xbox One,,73.0,7.3,T,0.0
sales_4401,Odin Sphere: Leifthrasir,2016-01-01 00:00:00,Vanillaware,Nippon Ichi Software,PlayStation 4,Role-Playing,87.0,8.2,,0.0
sales_4402,Ty the Tasmanian Tiger 2: Bush Rescue,2004-01-01 00:00:00,Krome Studios,,Nintendo GameCube,,70.0,8.6,E,0.0
sales_4403,Body and Brain Connection,2010-01-01 00:00:00,Namco Bandai Games,Namco Bandai Games,Xbox 360,Misc,57.0,4.8,E,0.0
sales_4404,Dragon Ball: Revenge of King Piccolo,2009-01-01 00:00:00,Media,Namco Bandai Games,Wii,Action,65.0,,E10+,0.0
sales_4405,Warriors Orochi,2008-01-01 00:00:00,,Tecmo Koei,PlayStation Portable (PSP),Action,62.0,6.6,T,0.0
sales_4406,MVP Baseball 2003,2003-01-01 00:00:00,EA Sports,Arts Electronic,Xbox,Sp orts,82.0,,E,0.0
sales_4407,Monster Jam,2007-01-01 00:00:00,Torus Games,Activision,Xbox 360,,43.0,6.4,E,0.0
sales_4408,Infinite Space,2009-01-01 00:00:00,PlatinumGames,Sega,Nintendo DS,Role-Playing,75.0,9.0,T,0.0
sales_4409,NCAA Final Four 2004,2003-01-01 00:00:00,989 Sports,Sony Computer Entertainment,PlayStation 2,Sports,45.0,,E,0.0
sales_4410,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",2005-01-01 00:00:00,Traveller's Tales,Disney Interactive Studios,Xbox,Action,72.0,6.p,T,0.0
sales_4411,NBA 07,2006-01-01 00:00:00,SCEA,Sony Computer Entertainment,PlayStation Portable (PSP),Sports,68.0,7.0,E,0.0
sales_4412,Two Worlds II,2011-01-01 00:00:00,Reality Pump,Unknown,Windows PC,Role-Playing,76.0,6.5,M,0.0
sales_4413,2004 Drag Racing IHRA,2003-01-01 00:00:00,,Bethesda Softworks,Xbox,Racing,40.0,7.4,E,0.0
sales_4414,The Legend of Heroes: Trails of Cold Steel,2013-01-01 00:00:00,Falcom,Nippon Ichi Software,PlayStation 3,Role-Playing,86.0,7.7,T,0.0
sales_4415,Clive Barker's Jericho,2007-01-01 00:00:00,"Mercury Steam, Alchemic Productions",Codemasters,PlayStation 3,Shooter,60.0,7.1,M,0.0
sales_4416,Tekken 3D: Prime Edition,2012-01-01 00:00:00,Arika,,Nintendo 3DS,Fighting,64.0,5.9,T,0.0
sales_4417,Marvel: Ultimate Alliance 2,2009-01-01 00:00:00,n-Space,,Nintendo DS,Role-Playing,65.0,6.7,E10+,0.0
sales_4418,Treasure World,2009-01-01 00:00:00,Aspyr,Aspyr,Nintendo DS,Simulation,68.0,,E,0.0
sales_4419,Ford Racing Off Road,2008-01-01 00:00:00,,Xplosiv,,Racing,,,E,0.0
sales_4420,Namco Museum 50th Anniversary Arcade Collection,2005-01-01 00:00:00,Backbone Vancouver,Namco Bandai Games,Game Boy Advance,Misc,60.0,,E,0.0
sales_4421,Front Mission Evolved,2010-01-01 00:00:00,Double Helix Games,Square Enix,Xbox 360,Shooter,58.0,6.1,,0.0
sales_4422,Mat Hoffman's Pro BMX 2,2002-01-01 00:00:00,Rainbow Studios,Activision,Xbox,Sports,75.0,,T,0.0
sales_4423,From Russia With Love,2005-01-01 00:00:00,Electronic Arts,Electronic Arts,Xbox,Action,,8.8,T,
sales_4424,Apache: Air Assault,2010-01-01 00:00:00,,Activision,PlayStation 3,Simulation,66.0,6.1,T,0.0
sales_4425,Dying Light,2015-01-01 00:00:00,Techland,Warner Bros. Interactive Entertainment,Windows PC,Action,75.0,,M,0.0
sales_4426,Grandia II,2000-01-01 00:00:00,,Ubisoft,Sega Dreamcast,Role-Playing,90.0,8.8,,0.0
sales_4427,Ridge Racer 6,2005-01-01 00:00:00,Namco,Namco Bandai Games,Xbox 360,Racing,74.0,7.1,E,0.0
sales_4428,Shark Tale,2004-01-01 00:00:00,Edge of Reality,Activision,,Action,67.0,,E,
sales_4429,NFL Street 2,2004-01-01 00:00:00,EA Tiburon,Electronic Arts,Nintendo GameCube,Sports,77.0,,E,
sales_4430,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005-01-01 00:00:00,KCE Studios,Konami Digital Entertainment,PlayStation 2,Action,53.0,7.0,E10+,0.0
sales_4431,Zone of the Enders HD Collection,,High Voltage Software,Konami Entertainment,Xbox 360,Simulation,75.0,8.8,M,0.0
sales_4432,Record of Agarest War,2008-01-01 00:00:00,Compile Heart,Compile Heart,Xbox 360,Role-Playing,71.0,7.0,T,0.0
sales_4433,Gladius,2001-03-01 20:00:00,LucasArts,Activision,PlayStation 2,Strategy,,8.0,T,0.0
sales_4434,Earth Defense Force: Insect Armageddon,,Vicious Cycle,,PlayStation 3,Shooter,63.0,7.0,T,0.0
sales_4435,Dave Mirra Freestyle BMX 2,2001-01-01 00:00:00,"Z-Axis, Ltd.",Acclaim Entertainment,,,76.0,8.2,T,0.0
sales_4436,SpongeBob SquarePants: Revenge of the Flying Dutchman,,Big Sky,THQ,Nintendo GameCube,Platform,66.0,8.3,E,0.0
sales_4437,Taiko Drum Master,2004-01-01 00:00:00,Namco,Namco Bandai Games,PlayStation 2,Misc,77.0,8.1,E,0.0
sales_4438,Tetris Worlds (Online Edition),2003-01-01 00:00:00,Radical Entertainment,THQ,Xbox,Puzzle,62.0,,E,0.0
sales_4439,Dungeon Hunter Alliance,,,Ubisoft,PlayStation Vita,Action,49.0,6.4,T,0.0
sales_4440,Forgotten Realms: Demon Stone,2004-01-01 00:00:00,Studios,Atari,PlayStation 2,,71.0,6.8,T,0.0
sales_4441,Soldier of Fortune: Payback,2007-01-01 00:00:00,Cauldron Ltd.,Activision,Xbox 360,Shooter,50.0,5.6,,0.0
sales_4442,Afro Samurai,2009-01-01 00:00:00,Namco Bandai Games America and Namco Bandai Games,Atari,PlayStation 3,,65.0,,,0.0
sales_4443,Looney Tunes: Space Race,2002-01-01 00:00:00,Tantalus Interactive,Infogrames,PlayStation 2,RacIng,62.0,,,0.0
sales_4444,Neighborhood Games,2009-01-01 00:00:00,Jet Black Games,THQ,Wii,Misc,49.0,,E,0.0
sales_4445,Silent Hill: Book of Memories,2012-01-01 00:00:00,WayForward,Entertainment Digital Konami,PlayStation Vita,Action,58.0,5.1,M,0.0
sales_4446,Playboy: The Mansion,2005-01-01 00:00:00,Studios Cyberlore,Ubis oft,PlayStation 2,Simulation,59.0,7.5,M,0.0
sales_4447,Baja: Edge of Control,2008-01-01 00:00:00,2XL Games,TNQ,Xbox 360,,65.0,,E,0.0
sales_4448,Tiger Woods PGA Tour 06,2005-01-01 00:00:00,Team Fusion,Arts Electronic,PlayStation Portable (PSP),Sports,80.0,,E,0.0
sales_4449,Ratatouille,2007-01-01 00:00:00,Helixe,THQ,Game Boy,Action,,,E,0.0
sales_4450,Bleach: The 3rd Phantom,,"Sega, Tom Create",Sega,Nintendo DS,,59.0,8.O,T,0.0
sales_4451,MC Groovz Dance Craze,,Mad Catz,Catz Mad,Nintendo GameCube,Misc,42.0,6.8,E,
sales_4452,The Thing,2002-01-01 00:00:00,Computer Artworks,Vivendi Games,Xbox,Text Adventure,78.0,6.6,M,0.0
sales_4454,Plants vs. Zombies,2011-01-01 00:00:00,PopCap,PopCap Games,PlayStation 3,Strategy,,7.9,E10+,0.0
sales_4455,Baldur's Gate: Dark Alliance,,Snowblind Studios,Virgin Interactive,Xbox,Role-Playing,83.0,8.3,T,0.0
sales_4456,Prince of Persia: Warrior Within,2004-01-01 00:00:00,,Ubisoft,Nintendo GameCube,Action,83.0,8.6,,0.0
sales_4457,Warriors Orochi,2007-01-01 00:00:00,Omega Force,Tecmo Koei,Xbox 360,Action,53.0,7.4,,0.0
sales_4458,Predator: Concrete Jungle,,Eurocom Entertainment Software,Vivendi Games,,Action,,8.8,M,0.0
sales_4459,Arcana Heart 3,2011-01-01 00:00:00,,PQube,PlayStation 3,Fighting,73.0,7.5,T,0.0
sales_4460,X-Men Origins: Wolverine,2009-01-01 00:00:00,Griptonite Games,Activision,Nintendo DS,,55.0,8.1,E10+,0.0
sales_4461,Big Mutha Truckers 2,2005-01-01 00:00:00,Eutechnyx,Xplosiv,PlayStation 2,Motor Racing,51.0,2.1,M,0.0
sales_4462,Armored Core 4,,From Software,505 Games,PlayStation 3,Simulation,65.0,,T,0.0
sales_4463,Solatorobo: Red the Hunter,2010-01-01 00:00:00,CyberConnect2,Nintendo,Nintendo DS,Role-Playing,76.0,7.9,E10+,0.0
sales_4464,NHL FaceOff 2001,,989 Sports,Sony Computer Entertainment,PlayStation 2,Soorts,57.0,,E,0.0
sales_4465,Mana Khemia 2: Fall of Alchemy,,Gust,Gust,PlayStation 2,,70.0,8.2,T,0.0
sales_4466,The Great Escape,2003-01-01 00:00:00,Pivotal Games,SC i,PlayStation 2,,57.0,8.0,T,0.0
sales_4467,Castlevania: Lords of Shadow 2,2014-01-01 00:00:00,Mercury Steam,,,Action,63.0,7.8,M,0.0
sales_4468,Big Mutha Truckers,2002-01-01 00:00:00,Eutechnyx,Empire Interactive,Xbox,Racing,59.0,,T,0.0
sales_4469,Way of the Samurai 4,2011-01-01 00:00:00,Acquire,Nippon Ichi Software,PlayStation 3,,58.0,,M,0.0
sales_4470,The Hobbit,2003-01-01 00:00:00,Saffire,Vivendi Games,Game Boy Advance,Platform,67.0,9.2,E,0.0
sales_4471,The King of Fighters XI,2006-01-01 00:00:00,SNK Playmore,,PlayStation 2,Fighting,75.0,8.5,,0.0
sales_4472,Tom Clancy's Splinter Cell: Essentials,2006-01-01 00:00:00,Ubisoft,Ubisoft,PlayStation Portable (PSP),Shooter,,7.5,,0.0
sales_4473,Chronicles of Mystery: Curse of the Ancient Temple,,City Interactive,,Nintendo DS,Adventure,57.0,,,0.0
sales_4474,Major League Baseball 2K12,2012-01-01 00:00:00,Visual Concepts,Take-Two Interactive,,Sports,68.0,4.4,,0.0
sales_4475,Family Guy,2006-01-01 00:00:00,High Software,Take-Tw o Interactive,PlayStation Portable (PSP),Action,51.0,6.3,M,0.0
sales_4476,Sniper Elite,2005-01-01 00:00:00,,Ubisoft,PlayStation 2,Shooter,7 6,,M,
sales_4477,Harry Potter and the Goblet of Fire,2005-01-01 00:00:00,Electronic Arts,Electronic Arts,PlayStation Portable (PSP),Action,70.0,7.3,E10+,0.0
sales_4478,Breath of Fire II,,Capcom,Ubisoft,Game Boy Advance,Role-Playing,81.0,8.8,E,0.0
sales_4479,UFC Personal Trainer: The Ultimate Fitness System,2011-01-01 00:00:00,THQ,THQ,PlayStation 3,Sports,65.0,2.4,E,0.0
sales_4480,Ice Age 2: The Meltdown,2006-01-01 00:00:00,Vivendi Games,Vivendi Games,Nintendo GameCube,Platform,67.0,,E10+,0.0
sales_4481,Conan,2007-01-01 00:00:00,,,Xbox 360,Action,,7.3,M,
sales_4482,Dinotopia: The Timestone Pirates,2002-01-01 00:00:00,RFX Interactive,TDK Core,Game Boy Advance,Action,64.0,,E,0.0
sales_4483,No More Heroes: Heroes' Paradise,2010-01-01 00:00:00,,Konami Digital Entertainment,PlayStation 3,Action,72.0,7.3,M,0.0
sales_4484,Aliens vs Predator,2010-01-01 00:00:00,Rebellion,Sega,Windows PC,Shooter,68.0,7.4,M,0.0
sales_4485,Captain America: Super Soldier,2011-01-01 00:00:00,Next Level Games,Sega,PlayStation 3,Action,61.0,7.3,T,0.0
sales_4486,Manhunt,2004-01-01 00:00:00,Rockstar North,,Xbox,Action,74.0,7.9,M,0.0
sales_4487,NCAA Final Four 2003,,989 Sports,Sony Computer Entertainment,PlayStation 2,Sports,57.0,6. 0,E,0.0
sales_4488,Dynasty Warriors: Gundam 2,2008-01-01 00:00:00,,Namco Bandai Games,Xbox 360,Action,49.0,,T,
sales_4489,Bound By Flame,2014-01-01 00:00:00,Spiders,Focus Home Interactive,PlayStation 4,Role-Playing,53.0,,M,0.0
sales_4490,Spectrobes: Origins,2009-01-01 00:00:00,Genki,Disney Interactive Studios,Wii,Role-Playing,71.0,8.4,E10+,0.0
sales_4491,DanceMasters,2010-01-01 00:00:00,GCP1,Konami Entertainment,Xbox 360,Misc,63.0,5.9,E10+,0.0
sales_4492,Breath of Fire: Dragon Quarter,2002-01-01 00:00:00,Capcom,Capcom,PlayStation 2,Role-Playing,78.0,,T,0.0
sales_4493,Wanderer the Shiren,2008-01-01 00:00:00,ChunSoft,Sega,Wii,Role-Playing,71.0,7.6,T,0.0
sales_4494,LEGO Marvel's Avengers,2016-01-01 00:00:00,TT Games,Warner Bros. InteraCtive Entertainment,Nintendo 3DS,,60.0,7.1,E10+,0.0
sales_4495,Spore Hero Arena,2009-01-01 00:00:00,Full Fat,Electronic Arts,Nintendo DS,Simulation,49.0,2.6,E,0.0
sales_4496,Disney's Magical Mirror Starring Mickey Mouse,2002-01-01 00:00:00,,Nintendo,Nintendo GameCube,Adventure,50.0,8.9,E,
sales_4497,Enchanted Arms,,From Software,,Xbox 360,Role-Playing,69.0,6.9,T,0.0
sales_4498,Conflict: Denied Ops,,Pivotal 6ames,Eidos Interactive,Xbox 360,Shooter,52.0,,M,0.0
sales_4499,Mafia III,2016-01-01 00:00:00,Hangar 13,Take-Two Interactive,Windows PC,Action,,3.2,M,0.0
sales_4500,Mace Griffin: Bounty Hunter,2003-01-01 00:00:00,Warthog,Electronic Arts,PlayStation 2,Shooter,62.0,8.3,M,0.0
sales_4501,101-in-1 Explosive Megamix,2008-01-01 00:00:00,,Nordcurrent,Nintendo DS,Puzzle,46.0,,E,0.0
sales_4502,Legacy of Kain: Defiance,,Crystal Dynamics,Eidos Interactive,,Action,74.0,7.9,M,0.0
sales_4503,Final Fantasy XI,,Square Enix,Square Enix,Xbox 360,Role-Playing,,6.5,T,0.0
sales_4504,Trivial Pursuit unhinged,,Artech Studios,Atari,PlayStation 2,Misc,51.0,,T,0.0
sales_4505,Peter Jackson's King Kong: The Official Game of the Movie,2005-01-01 00:00:00,Phoenix Games Studio,Ubisoft,PlayStation Portable (PSP),Action,56.0,,T,0.0
sales_4506,Fighter Within,2013-01-01 00:00:00,Ubisoft,,,Fighting,2e,3.0,T,0.0
sales_4507,Aliens versus Predator: Extinction,2003-01-01 00:00:00,Zono Inc.,Electronic Arts,PlayStation 2,,66.0,8.4,T,0.0
sales_4508,Shrek: Forever After,2010-01-01 00:00:00,Xpec,Activision,PlayStation 3,Platform,57.0,4.5,E10+,0.0
sales_4509,Silent Scope 2: Dark Silhouette,,KCET,Konami Digital Entertainment,PlayStation 2,Shooter,64.0,,M,0.0
sales_4510,The Spiderwick Chronicles,2008-01-01 00:00:00,StormfrontStudios,Vivendi Games,Wii,Action,62.0,,E10+,0.0
sales_4511,Dave Mirra Freestyle BMX 2,2001-01-01 00:00:00,Full-Fat,Acclaim Entertainment,Game Boy Advance,Sports,85.0,,,0.0
sales_4512,X-Men Origins: Wolverine,2009-01-01 00:00:00,Griptonite Games,Activision,PlayStation Portable (PSP),Action,60.0,,T,0.0
sales_4513,NHL Hitz Pro,,Next Level Games,Midway Games,PlayStation 2,Sports,79.0,8.9,,0.0
sales_4514,Space Invaders Extreme 2,2009-01-01 00:00:00,Taito Corporation,Square,Nintendo DS,,82.0,7.1,E,0.0
sales_4515,Need for Speed: The Run,2011-01-01 00:00:00,Firebrand Games,Electronic Arts,Nintendo 3DS,Action,65.0,6.0,,0.0
sales_4516,Supreme Commander 2,2010-01-01 00:00:00,Gas Powered Games,Square Enix,Windows PC,Strategy,77.0,6.2,E10+,0.0
sales_4517,Quantum Theory,2010-01-01 00:00:00,Tecmo,Tecmo Koei,PlayStation 3,Shooter,43.0,5.3,M,0.0
sales_4518,Dawn of Discovery,2009-01-01 00:00:00,Keen Games,Ubisoft,Wii,Simulation,81.0,8.5,E10+,0.0
sales_4519,Guitar Hero Live,2015-01-01 00:00:00,"Activision, FreeStyleGames",Activision,Wii U,Misc,84.0,6.1,T,0.0
sales_4520,SNK Arcade Classics Vol. 1,2008-01-01 00:00:00,SNK Playmore,Ignition Entertainment,PlayStation 2,,69.0,,T,0.0
sales_4521,Frequency,2001-01-01 00:00:00,,Sony Computer Entertainment,PlayStation 2,Misc,83.0,,,0.0
sales_4522,Dynasty Warriors 8: Empires,2014-01-01 00:00:00,Omega Force,Tecmo Koei,PlayStation 4,Action,63.0,7.5,,0.0
sales_4523,2002 FIFA World Cup,,Software Creations,Electronic,Xbox,Sports,79.0,9.0,E,0.0
sales_4524,SpongeBob SquigglePants 3D,2011-01-01 00:00:00,WayForward,THQ,Nintendo 3DS,,,,E,0.0
sales_4525,Frogger's Adventures 2: The Lost Wand,2002-01-01 00:00:00,Konami,Konami Digital Entertainment,Game Boy Advance,,75.0,,E,0.0
sales_4526,Sudeki,2004-01-01 00:00:00,,Microsoft Game Studios,Xbox,Role-Playing,72.0,8.4,M,0.0
sales_4527,Majin and the Forsaken Kingdom,2010-01-01 00:00:00,Game,Namco Bandai Games,Xbox 360,Adventure,74.0,,T,0.0
sales_4528,Silent Hill HD Collection,,Konami,Konami Digital Entertainment,Xbox 360,Action,69.0,5.6,M,0.0
sales_4529,Arc Rise Fantasia,2009-01-01 00:00:00,"Image Epoch, Imageepoch",,Wii,Role-Playing,64.0,7.8,T,0.0
sales_4530,South Park: The Stick of Truth,2014-01-01 00:00:00,Obsidian Entertainment,,Windows PC,Role-Playing,85.0,8.6,M,0.0
sales_4531,Teenage Mutant Ninja Turtles 2: Battle Nexus,2004-01-01 00:00:00,Konami,,Nintendo GameCube,Action,49.0,4.6,T,0.0
sales_4532,MLB 12: The Show,2012-01-01 00:00:00,SCEA San Diego Studios,Sony Computer Entertainment,PlayStation Vita,Sports,76.0,7.8,E,0.0
sales_4533,SSX Tricky,2002-01-01 00:00:00,Visual Impact,Electronic Arts,Game Boy Advance,Sports,66.0,,E,0.0
sales_4534,NBA 2K11,2010-01-01 00:00:00,Visual Concepts,Take-Two Interactive,Windows PC,Action,,,E,0.0
sales_4535,WWE All Stars,2011-01-01 00:00:00,THQ,THQ,Wii,Fighting,68.0,,T,0.0
sales_4536,Naruto: Ninja Destiny,2006-01-01 00:00:00,Takara Tomy,,Nintendo DS,,61.0,4.4,T,0.0
sales_4537,FaceBreaker,2008-01-01 00:00:00,EA Canada,Electronic Arts,Xbox 360,Fighting,54.0,6.3,,0.0
sales_4538,Spider-Man: Shattered Dimensions,2010-01-01 00:00:00,Griptonite 6ames,,Nintendo DS,Action,73.0,7.0,E10+,0.0
sales_4539,Lunar Legend,,Magic Rings,Media Rings,Game Boy Advance,Role-Playing,79.0,,E,0.0
sales_4540,Conflict: Global Terror,2005-01-01 00:00:00,Pivotal Games,Eidos Interactive,PlayStation 2,Shooter,62.0,8.5,M,0.0
sales_4541,Dante's Inferno,,"ArtificiaL Mind and Movement, EA Redwood Shores",Arts,PlayStation Portable (PSP),Action,,8.1,M,0.0
sales_4542,Injustice: Gods Among Us,2013-01-01 00:00:00,NetherRealm Studios,Warner Bros. Interactive Entertainment,,Fighting,82.0,7.9,T,0.0
sales_4543,Tomb Raider: Underworld,2008-01-01 00:00:00,Santa Cruz Games,Eidos Interactive,Nintendo DS,Action,70.0,,T,0.0
sales_4544,Death Jr.,2005-01-01 00:00:00,Backbone Entertainment,Konami Digital Entertainment,,Platform,61.0,7.3,,0.0
sales_4545,Hulk,2003-01-01 00:00:00,Radical Entertainment,Universal Interactive,,Action,71.0,7.4,T,0.0
sales_4546,Boogie,2007-01-01 00:00:00,"Pipeworks Software, Inc.",Electronic Arts,PlayStation 2,Misc,52.0,,E10+,0.0
sales_4547,PSU,,Sonic Team,Sega,,Role-Playing,68.0,,T,0.0
sales_4548,Gungrave,,Seta Corporation,Activision,PlayStation 2,Shooter,65.0,8.6,M,0.0
sales_4549,Transworld Surf,2002-01-01 00:00:00,Rockstar San Diego,Atari,PlayStation 2,Sports,76.0,8.5,T,0.0
sales_4550,Tenchu: Fatal Shadows,2004-01-01 00:00:00,K2 LLC,Sega,,Action,58.0,8.0,M,0.0
sales_4551,50 Cent: Blood on the Sand,2009-01-01 00:00:00,Swordfish Studios,THQ,PlayStation 3,Shooter,72.0,7.2,M,0.0
sales_4552,Metro: Last Light,2013-01-01 00:00:00,4A Games,Deep Silver,Windows PC,Action,82.0,,M,0.0
sales_4553,Evolve,2015-01-01 00:00:00,Turtle Rock Studios,Take-Two Interactive,Windows PC,Shooter,77.0,4.3,M,0.0
sales_4554,Resident Evil: Revelations,2013-01-01 00:00:00,Capcom,Capcom,Wii U,Act ion,80.0,,,0.0
sales_4555,Namco Museum Megamix,2010-01-01 00:00:00,Namco Bandai Games,Namco Bandai Games,Wii,Misc,53.0,,E,0.0
sales_4556,The Legend of Spyro: A New Beginning,2006-01-01 00:00:00,Krome Studios,Vivendi Games,Nintendo GameCube,Platform,67.0,7.3,,0.0
sales_4557,Armored Core: For Answer,2008-01-01 00:00:00,From Software,Ubisoft,PlayStation 3,,6 2,,T,0.0
sales_4558,Harry Potter and the Prisoner of Azkaban,2004-01-01 00:00:00,EA Games,Arts Electronic,Xbox,Action,67.0,8.8,E,0.0
sales_4559,Monsters vs. Aliens,,Beenox,Activision,PlayStation 2,Action,64.0,,E10+,
sales_4560,Street Fighter X Tekken,2012-01-01 00:00:00,Capcom,Capcom,PlayStation Vita,Fighting,79.0,,T,0.0
sales_4561,The Legend of Heroes: Trails of Cold Steel II,2014-01-01 00:00:00,Falcom,Nippon Ichi Software,PlayStation Vita,Role-Playing,80.0,7.3,T,0.0
sales_4562,Rise of the Kasai,2005-01-01 00:00:00,BottleRocket Entertainment,Sony Computer,PlayStation 2,Action,,8.0,M,0.0
sales_4563,Risen,2009-01-01 00:00:00,Piranha Bytes,Deep Silver,Xbox 360,Role-Playing,,6.4,,0.0
sales_4564,Nostalgia,,,Tecmo Koei,Nintendo DS,,72.0,7.6,E10+,0.0
sales_4565,Dynasty Warriors Gundam,2007-01-01 00:00:00,"Koei, Omega Force",Namco Bandai Games,Xbox 360,Action,55.0,6.8,T,0.0
sales_4566,Chibi-Robo! Park Patrol,2007-01-01 00:00:00,Skip Ltd.,Unknown,,Adventure,,7.5,E,0.0
sales_4567,DanceDanceRevolution,2010-01-01 00:00:00,,Konami Digital Entertainment,PlayStation 3,Simulation,60.0,,E10+,0.0
sales_4568,Tom Clancy's Splinter Cell:,2013-01-01 00:00:00,Ubisoft Toronto,Uhisoft,Windows PC,Action,82.0,7.4,M,
sales_4569,One Piece: Unlimited Adventure,2007-01-01 00:00:00,Ganbarion,Namco Bandai Games,Wii,Adventure,67.0,8.5,T,0.0
sales_4570,Shaun White Skateboarding,,Ubisoft Montreal,Ubisoft,PlayStation 3,,61.0,6.5,T,0.0
sales_4571,Reel Fishing Paradise 3D,2011-01-01 00:00:00,Natsume,,Nintendo 3DS,Sports,57.0,,E,0.0
sales_4572,Conflict: Denied Ops,2008-01-01 00:00:00,Pivotal Games,Eidos Interactive,PlayStation 3,Shooter,51.0,3.1,M,0.0
sales_4573,Binary Domain,2012-01-01 00:00:00,Sega,Sega,Xbox 360,Action,74.0,8.0,M,0.0
sales_4574,The Scorpion King: Sword of Osiris,2002-01-01 00:00:00,WayForward,Vivendi Games,Game Boy Advance,Action,72.0,,E,0.0
sales_4575,Ice Age: Dawn of the Dinosaurs,2009-01-01 00:00:00,Activision,Activision,PlayStation 3,Aetion,67.0,7.3,E10+,0.0
sales_4576,NCAA Final Four 2001,2000-01-01 00:00:00,989 Sports,SCE,PlayStation 2,Sports,,,E,0.0
sales_4577,Robin Hood: Defender of the Crown,2003-01-01 00:00:00,Cinemaware,Capcom,PlayStation 2,Strategy,59.0,5.6,T,
sales_4578,R-Type Final,2003-01-01 00:00:00,,,PlayStation 2,Shooter,79.0,9.1,E,0.0
sales_4579,Bolt,2008-01-01 00:00:00,Software,Disney Interactive,PlayStation 3,Adventure,59.0,6.8,E10+,0.0
sales_4580,Sega GT 2002,2002-01-01 00:00:00,Wow Entertainment,Sega,,Racing,82.0,8.2,E,0.0
sales_4581,F1 2011,,,Codemasters,Windows PC,Racing,8 3,7.2,E,
sales_4582,Air Conflicts: Secret Wars,2011-01-01 00:00:00,Games Farm,bitComposer Games,PlayStation 3,Simulation,51.0,,T,0.0
sales_4583,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-01-01 00:00:00,Krome Studios,Activision,PlayStation 2,Action,68.0,8.1,E10+,
sales_4584,Samurai Warriors 2: Empires,2006-01-01 00:00:00,Omega Force,Tecmo Koei,PlayStation 2,Actiob,55.0,7.3,T,0.0
sales_4585,Blood Omen 2,2002-01-01 00:00:00,Crystal Dynamics,Eidos Interactive,Xbox,Action,76.0,9.0,M,0.0
sales_4586,Earth Defense Force: Insect Armageddon,2011-01-01 00:00:00,Vicious Cycle,D3Publisher,Xbox 360,Shooter,68.0,8.2,T,
sales_4587,Major League Baseball 2K10,2010-01-01 00:00:00,,Take-Two Interactive,PlayStation 3,Sports,74.0,,E,0.0
sales_4588,Saints Row IV,,Volition Inc.,Deep Silver,Windows PC,,86.0,7.4,M,0.0
sales_4589,Harry Potter: Quidditch World Cup,2003-01-01 00:00:00,,,Xbox,Sports,69.0,7.5,E,0.0
