id,name,releaseYear,developer,platform,genres,series
dbpedia_30525,PixelJunk Monsters,2013-01-01,Q-Games,Windows PC,Tower defense,PixelJunk
dbpedia_30528,Cleopatra Fortune,2022-01-01,Natsume (company),Sega Saturn,Puzzle video game,
dbpedia_30529,Dynasty Warriors: Strikeforce,2010-01-01,Omega Force,PlayStation 3,Action game,Dynasty Warriors
dbpedia_30530,Need for Speed: Carbon,2006-01-01,Rovio Mobile,PlayStation 3,Racing game,
dbpedia_30531,International Superstar Soccer Deluxe,1996-01-01,Konami,Super Nintendo (SNES),Sports game,International Superstar Soccer
dbpedia_30533,Wave Race 64,1996-01-01,Nintendo EAD,Nintendo 64,Racing game,
dbpedia_30534,Reel Fishing,2003-01-01,Marvelous Entertainment,Nintendo 3DS,Fishing video game,
dbpedia_30535,Microcosm,1994-01-01,Psygnosis,,Shoot 'em up,
dbpedia_30536,Planetfall,1984-01-01,,,Interactive fiction,
dbpedia_30537,Digimon World,1999-01-01,,Windows PC,Role-playing video game,
dbpedia_30538,Dragon's Lair II: Time Warp,2010-01-01,Sullivan Bluth Studios,,Interactive movie,
dbpedia_30539,Metal Slug 7,2009-01-01,SNK Playmore,Windows PC,Shoot 'em up,
dbpedia_30540,Iron Man 2,2010-01-01,Gameloft,Wii,Action-adventure game,
dbpedia_30541,Toki Tori 2,2013-01-01,Two Tribes B.V.,macOS,,
dbpedia_30542,Skylanders: Trap Team,2014-01-01,Toys for Bob,PlayStation 5,Platform game,Skylanders
dbpedia_30544,Donkey Kong Country Returns,2010-01-01,,Nintendo 3DS,Platform game,
dbpedia_30546,List of Fire Pro Wrestling games,1995-01-01,Human Entertainment,,Fighting game,
dbpedia_30547,Need for Speed: Most Wanted,2005-01-01,EA Black Box,PlayStation Portable (PSP),Racing video game,
dbpedia_30548,Dead Nation,2014-01-01,,PlayStation Vita,Shoot 'em up,
dbpedia_30549,Ultimate Air Combat,1992-01-01,Activision,Nintendo Entertainment System (NES),Flight simulator,
dbpedia_30551,Redline Racer,,Criterion Games,Game Boy Color,Racing game,
dbpedia_30552,Stardew Valley,2018-01-01,ConcernedApe,PlayStation 4,Role-playing video game,
dbpedia_30553,Never 7: The End of Infinity,2003-01-01,KID,,Visual novel,Infinity (video game series)
dbpedia_30554,Worms: Battle Islands,2010-01-01,,PlayStation Portable (PSP),Artillery game,Worms (series)
dbpedia_30555,Samorost 3,2016-01-01,Amanita Design,Windows PC,Adventure game,Samorost
dbpedia_30556,"Warhammer 40,000: Chaos Gate - Daemonhunters",2022-01-01,,Windows PC,Turn-based strategy,
dbpedia_30557,Two Worlds,2007-01-01,Reality Pump,Xbox 360,Action role-playing game,
dbpedia_30558,Growtopia,2019-01-01,Ubisoft Pune,macOS,Adventure game,
dbpedia_30559,Spectral Souls: Resurrection of the Ethereal Empires,2005-01-01,Idea Factory,PlayStation 2,,
dbpedia_30560,Tom Clancy's Ghost Recon Advanced Warfighter,2006-01-01,Grin (company),PlayStation 2,Tactical shooter,
dbpedia_30561,Shining Force,2011-01-01,Climax Entertainment,Sega Genesis / Mega Drive,Tactical role-playing,
dbpedia_30563,Renegade,,Technōs Japan,,Beat 'em up,Kunio-kun
dbpedia_30564,Neighbours from Hell 2: On Vacation,2017-01-01,JoWooD Entertainment,macOS,Strategy video game,
dbpedia_30565,Tom Clancy's Ghost Recon,2001-01-01,Red Storm Entertainment,Xbox,Tactical shooter,
dbpedia_30566,4th Super Robot Wars,1995-01-01,Winkysoft,,Tactical role-playing,Super Robot Wars
dbpedia_30567,Rayman Raving Rabbids,2017-01-01,Ubisoft Montpellier,PlayStation 2,Party video game,
dbpedia_30569,Incoming,2003-01-01,Rage Software,Windows PC,Shooter game,
dbpedia_30571,Street Fighter IV,2010-01-01,Dimps,Nintendo 3DS,Fighting game,Street Fighter
dbpedia_30573,List of Monster Jam video games,2014-01-01,Torus Games,Nintendo DS,Racing game,Monster Jam
dbpedia_30574,Championship Manager: Season 01/02,2002-01-01,Sports Interactive,macOS,Management,
dbpedia_30575,Sengoku,,SNK,,Hack and slash,
dbpedia_30576,Street Fighter II: Champion Edition,1993-01-01,Capcom,PlayStation,Fighting game,Street Fighter
dbpedia_30579,Baseball Stars 2,1992-01-01,M2 (game developer),Nintendo Switch,Sports game,
dbpedia_30580,NBA 2K10,2009-01-01,Visual Concepts,Xbox 360,Sports game,NBa 2K
dbpedia_30581,Massive Assault,,Wargaming (company),macOS,Turn-based strategy,
dbpedia_30582,SteamWorld Heist,2020-01-01,Image & Form,PlayStation 4,Turn-based tactics,
dbpedia_30583,Flying Shark,1987-01-01,Toaplan,,Scrolling shooter,
dbpedia_30585,Air,2012-01-01,Key (company),Sega Dreamcast,Eroge,
dbpedia_30586,Dragon Slayer: The Legend of Heroes,1989-01-01,Nihon Falcom,,,The Legend of Heroes
dbpedia_30587,Tales of Vesperia,2008-01-01,Namco Tales Studio,PlayStation 3,Action role-playing game,
dbpedia_30588,Cool Boarders 2,1997-01-01,UEP Systems,PlayStation,,
dbpedia_30590,Harry Potter and the Philosopher's Stone,2001-01-01,Griptonite Games,,Role-playing video game,
dbpedia_30591,Spellbreaker,1985-01-01,Infocom,macOS,Interactive fiction,
dbpedia_30592,Brunswick Pro Bowling,2015-01-01,"Point of View, Inc.",iOS (iPhone),Sports,
dbpedia_30594,Eagle Flight,2016-01-01,Ubisoft Montreal,Windows PC,Simulation game,
dbpedia_30595,Dance Dance Revolution 4thMix,2000-01-01,Konami,Windows PC,Music video game,Dance Dance Revolution
dbpedia_30597,Civilization V,2014-01-01,Firaxis Games,Windows PC,4X,Civilization (series)
dbpedia_30598,Dragon Ball Z: Buyū Retsuden,1994-01-01,Bandai,Sega Genesis / Mega Drive,Fighting game,
dbpedia_30599,Robot Wars: Metal Mayhem,2000-01-01,Tiertex Design Studios,,Action game,
dbpedia_30600,Psychonauts 2,2021-01-01,Double Fine,Windows PC,Platform game,
dbpedia_30602,Superstars V8 Next Challenge,2010-01-01,Milestone srl,Xbox 360,Racing video game,
dbpedia_30606,NBA Jam 2001,2000-01-01,DC Studios (video game developer),Game Boy Color,Sports game,
dbpedia_30607,Lego Star Wars: The Complete Saga,2015-01-01,Traveller's Tales,Wii,Action-adventure game,Lego Star Wars (video game series)
dbpedia_30608,List of Monster Jam video games,2010-01-01,Torus Games,PlayStation 2,Racing video game,Monster Jam
dbpedia_30609,Marvel Super Heroes vs. Street Fighter,1998-01-01,Capcom,PlayStation,,Marvel vs. Capcom
dbpedia_30610,Angry Birds,2010-01-01,Rovio Entertainment,Wii U,Casual game,
dbpedia_30611,Tiger Woods PGA Tour 2004,2003-01-01,EA Redwood Shores,,Sports game,PGA Tour (video game series)
dbpedia_30612,Nemesis of the Roman Empire,2003-01-01,Haemimont Games,Windows PC,Real-time strategy,
dbpedia_30613,SteamWorld Dig 2,2018-01-01,Image & Form,Google Stadia,Action-adventure game,
dbpedia_30614,Tom Clancy's H.A.W.X,2009-01-01,Ubisoft Bucharest,,Combat flight simulator,
dbpedia_30615,SkyDrift,2021-01-01,Digital Reality,Nintendo Switch,Arcade racing,
dbpedia_30616,Crash Bandicoot 4: It's About Time,2021-01-01,Toys for Bob,Xbox Series X,Platform game,
dbpedia_30617,Trollhunters: Defenders of Arcadia,2020-01-01,WayForward,PlayStation 4,Action video game,
dbpedia_30619,The Walking Dead: The Final Season,2019-01-01,Telltale Games,Nintendo Switch,Graphic adventure game,
dbpedia_30621,Lego Island 2: The Brickster's Revenge,2001-01-01,Crawfish Interactive,PlayStation,Action-adventure game,
dbpedia_30622,Sega Bass Fishing,2001-01-01,Sega Wow,,Fishing,
dbpedia_30623,Phoenix Wright: Ace Attorney – Trials and Tribulations,2004-01-01,Capcom Production Studio 4,PlayStation 4,Adventure game,Ace Attorney
dbpedia_30624,The Amazing Spider-Man,2013-01-01,Beenox,Nintendo 3DS,Action-adventure game,Spider-Man in video games
dbpedia_30625,Lego Island 2: The Brickster's Revenge,2001-01-01,Crawfish Interactive,Windows PC,Action-adventure game,
dbpedia_30626,Alien Syndrome,2007-01-01,Totally Games,Wii,Shoot 'em up,Alien Syndrome
dbpedia_30629,Interstate '76,1997-01-01,,Windows PC,Vehicular combat game,
dbpedia_30630,Stardew Valley,2017-01-01,ConcernedApe,macOS,Simulation video game,
dbpedia_30631,Alien Rage,2013-01-01,CI Games,Xbox 360,First-person shooter,
dbpedia_30632,Day of Infamy,2017-01-01,New World Interactive,Linux / SteamOS,,
dbpedia_30633,Mobile Suit Gundam: Extreme Vs.,2012-01-01,Namco Bandai Games,PlayStation 4,Fighting game,
dbpedia_30635,Fruit Ninja,2011-01-01,Halfbrick Studios,PlayStation Vita,Arcade game,
dbpedia_30636,Bomber Crew,2017-01-01,Runner Duck,Nintendo Switch,Strategy game,
dbpedia_30637,Lemmings,1991-01-01,Psygnosis,Game Boy,Strategy video game,
dbpedia_30638,Candace Kane's Candy Factory,2008-01-01,Destineer,Wii,Action game,
dbpedia_30639,MySims SkyHeroes,2010-01-01,Behaviour Interactive,Wii,List of vehicular combat games,
dbpedia_30640,G.I. Joe: The Rise of Cobra,2009-01-01,PlayStation Portable,Wii,Action game,
dbpedia_30641,San Francisco Rush: Extreme Racing,2005-01-01,Climax Studios,Arcade Cabinet,Racing video game,
dbpedia_30642,Donkey Kong 3,1983-01-01,Nintendo R&D2,,Shooter game,Donkey Kong
dbpedia_30643,Yakuza 4,2010-01-01,Sega development studios,Windows PC,Action-adventure,
dbpedia_30644,Spore Creatures,2010-01-01,Griptonite Games,,Roleplaying game,
dbpedia_30645,King Arthur II: The Role-Playing Wargame,,NeocoreGames,Windows PC,Role-playing video game,
dbpedia_30646,Guilty Gear X2 updated versions,2004-01-01,Arc System Works,Nintendo Switch,Fighting game,Guilty Gear
dbpedia_30647,Power Drift,1988-01-01,Activision,Sega Dreamcast,,
dbpedia_30648,Injustice: Gods Among Us,,NetherRealm Studios,PlayStation Vita,Fighting game,
dbpedia_30649,Ace Driver,1994-01-01,Namco,Arcade Cabinet,Racing game,
dbpedia_30650,Phoenix Wright: Ace Attorney – Justice for All,2002-01-01,Capcom Production Studio 4,Nintendo 3DS,Adventure game,Ace Attorney
dbpedia_30652,Destiny 2 post-release content,2018-01-01,Bungie,PlayStation 4,Action role-playing game,
dbpedia_30654,List of Monster Jam video games,2010-01-01,Ubi Soft Barcelona,Xbox 360,Racing video game,Monster Jam
dbpedia_30655,Shadowbane,2003-01-01,Wolfpack Studios,,MMORPG,
dbpedia_30656,Star Ocean,1996-01-01,Tose (company),Super Nintendo (SNES),Action role-playing,
dbpedia_30657,List of Monster Jam video games,2015-01-01,,Xbox 360,Racing game,Monster Jam
dbpedia_30658,Full Throttle,1987-01-01,Taito,,Racing video game,
dbpedia_30659,X3: Albion Prelude,2011-01-01,Egosoft,Windows PC,Space combat simulator,X(game series)
dbpedia_30660,Medieval II: Total War: Kingdoms,2022-01-01,Feral Interactive,Windows PC,Real-time tactics,
dbpedia_30661,Guitar Hero: Van Halen,2009-01-01,Underground Development,Xbox 360,Music video game,Guitar Hero
dbpedia_30663,Mortal Kombat Trilogy,1997-01-01,Midway Studios San Diego,Windows PC,Fighting game,
dbpedia_30664,Where the Wild Things Are,2009-01-01,WayForward,Nintendo DS,Platform game,
dbpedia_30665,The Activision Decathlon,1983-01-01,Activision,,Sports game,
dbpedia_30666,List of Fire Pro Wrestling games,2018-01-01,Spike (company),,Professional wrestling,Fire Pro Wrestling
dbpedia_30668,The Addams Family (video game series),2001-01-01,ICOM Simulations,,Platform game,
dbpedia_30671,Earthworm Jim 2,,Rainbow Arts,Wii,Shoot 'em up,Earthworm Jim (series)
dbpedia_30672,Neverwinter Nights: Shadows of Undrentide,2003-01-01,BioWare,PlayStation 4,Role-playing video game,Neverwinter Nights (series)
dbpedia_30673,Donkey Kong Country 2: Diddy's Kong Quest,1995-01-01,Rare (company),Game Boy Advance,Platform game,
dbpedia_30674,Oddworld: Stranger's Wrath,,,PlayStation 3,First-person shooter,Oddworld
dbpedia_30675,Runaway 2: The Dream of the Turtle,2006-01-01,Pendulo Studios,iOS (iPhone),Adventure game,
dbpedia_30677,Doom 3: Resurrection of Evil,2005-01-01,Nerve Software,Linux / SteamOS,First-person shooter,
dbpedia_30678,Lemonade Tycoon,2005-01-01,,,Business simulation game,
dbpedia_30681,Wizorb,2011-01-01,Tribute Games,macOS,Breakout clone,
dbpedia_30682,Star Wars: Hunters,,NaturalMotion,Nintendo Switch,Action game,
dbpedia_30683,Monopoly,,Artech Digital Entertainment,Windows PC,,Monopoly video games
dbpedia_30684,Heracles Chariot Racing,2007-01-01,Neko Entertainment,PlayStation 2,Racing video game,
dbpedia_30685,Dance Dance Revolution Universe 3,2008-01-01,Hudson Soft,Xbox 360,Exergaming,Dance Dance Revolution
dbpedia_30686,Battle vs. Chess,2011-01-01,Targem Games,Linux / SteamOS,Board game,
dbpedia_30688,Hummer Badlands,2006-01-01,Eutechnyx,PlayStation 2,Racing video game,
dbpedia_30689,The Shadow,,Ocean Software,Super Nintendo (SNES),Beat 'em up,The Shadow
dbpedia_30692,My Disney Kitchen,2002-01-01,Atlus,Windows PC,Educational game,
dbpedia_30693,Space Invaders Invincible Collection,2020-01-01,Taito,Nintendo Switch,Shoot'em up,Space Invaders (series)
dbpedia_30694,Need for Speed: Carbon,2007-01-01,EA Black Box,PlayStation 2,Racing game,
dbpedia_30699,Tom Clancy's Rainbow 6: Patriots,,Red Storm Entertainment,Windows PC,Tactical shooter,
dbpedia_30700,Kanon,2002-01-01,Key (company),PlayStation 2,Visual novel,
dbpedia_30701,Crazy Taxi,1999-01-01,Sega AM3,,Action game,
dbpedia_30703,Michael Jackson: The Experience,2010-01-01,PlayStation Vita,PlayStation 3,Music video game,
dbpedia_30704,Syberia,2008-01-01,Microïds,,,Syberia
dbpedia_30705,Street Fighter X Tekken,2012-01-01,Capcom,Windows PC,Fighting game,
dbpedia_30706,Dynasty Warriors Vol. 2,2006-01-01,Omega Force,PlayStation Portable (PSP),Hack and slash,
dbpedia_30707,Roadsters,1999-01-01,Titus Interactive,Sega Dreamcast,Racing video game,
dbpedia_30708,CivCity: Rome,2006-01-01,,Windows PC,City-building game,Civilization (series)
dbpedia_30709,Tron 2.0,2004-01-01,Climax Group,Xbox,First-person shooter,Tron (franchise)
dbpedia_30710,Madden NFL 09,2008-01-01,EA Tiburon,PlayStation 3,Sports game,Madden NFL
dbpedia_30711,RoboCop 3,,Probe Software,Nintendo Entertainment System (NES),Platform game,List of RoboCop video games
dbpedia_30713,Mortal Kombat Trilogy,1997-01-01,,Windows PC,Fighting game,Mortal Kombat
dbpedia_30714,Guitar Hero: Metallica,2009-01-01,Neversoft,PlayStation 3,Rhythm game,
dbpedia_30715,NASCAR 2000,1999-01-01,Stormfront Studios,Game Boy Color,Racing game,List of NASCAR video games
dbpedia_30716,BROK the InvestiGator,2022-01-01,COWCAT Games,Windows PC,Beat 'em up,
dbpedia_30718,Super Crate Box,2013-01-01,Vlambeer,PlayStation Vita,Shoot 'em up,
dbpedia_30720,Pac-Land,,Namco,,Platform game,
dbpedia_30721,Wizardry III: Legacy of Llylgamyn,,Sir-Tech,,Role-playing video game,Wizardry
dbpedia_30723,Doom II,2012-01-01,Id Software,,First-person shooter,Doom (franchise)
dbpedia_30728,NBA 2K17,2016-01-01,Visual Concepts,Xbox One,Sports game,
dbpedia_30729,Rayman Legends,2013-01-01,Ubisoft Montpellier,PlayStation 4,Platform game,Rayman
dbpedia_30731,SpongeBob's Truth or Square,2009-01-01,Barking Lizards Technologies,Wii,Action-adventure,SpongeBob SquarePants video games
dbpedia_30733,List of Monster Jam video games,2016-01-01,Torus Games,Xbox 360,Racing game,Monster Jam
dbpedia_30734,Chaos;Head,2022-01-01,5pb.,,Visual novel,
dbpedia_30738,Donkey Kong,1983-01-01,Ikegami Tsushinki,,Platform game,
dbpedia_30739,Earthworm Jim,1994-01-01,Game Titan,Game Boy Advance,Shoot 'em up,Earthworm Jim
dbpedia_30740,Skylanders: SuperChargers,2015-01-01,Vicarious Visions,Xbox 360,Role-playing video game,
dbpedia_30741,Fall Guys,2020-01-01,Mediatonic,PlayStation 4,Battle royale game,
dbpedia_30742,Cabela's African Safari,2006-01-01,Fun Labs,,Hunting,
dbpedia_30743,Lightning Returns: Final Fantasy XIII,2015-01-01,Square Enix,PlayStation 3,Action role-playing video game,
dbpedia_30744,Last Bronx,1997-01-01,Sega AM3,Windows PC,,
dbpedia_30746,Forgotten Worlds,1992-01-01,Capcom,,Side-scrolling shooter,
dbpedia_30747,Race Drivin',1991-01-01,Atari Games,,Sim racing,
dbpedia_30750,Knights of the Round,1994-01-01,Capcom,Super Nintendo (SNES),Beat 'em up,
dbpedia_30752,Digital Devil Story: Megami Tensei,,Telenet Japan,,Role-playing video game,
dbpedia_30754,Quake,2021-01-01,Nightdive Studios,Nintendo 64,First-person shooter,
dbpedia_30756,Quarth,1990-01-01,Konami,,Shoot 'em up,
dbpedia_30757,List of Monster Jam video games,2019-01-01,,Nintendo Switch,Raci ng,
dbpedia_30758,Samurai Jack: Battle Through Time,2020-01-01,,macOS,Hack and slash,
dbpedia_30760,Fast Food,,Oliver Twins,,Maze video game,Dizzy (series)
dbpedia_30761,Fish Tycoon,2006-01-01,Last Day of Work,,Business simulation game,
dbpedia_30762,Dead Island,2011-01-01,Techland,PlayStation 3,Survival horror,
dbpedia_30763,Half-Life 2: Episode Two,2007-01-01,Valve Corporation,,First-person shooter,Half-Life (series)
dbpedia_30764,Snake's Revenge,1992-01-01,Konami,Nintendo Entertainment System (NES),Action-adventure game,
dbpedia_30765,Popeye,1982-01-01,Ikegami Tsushinki,Nintendo Entertainment System (NES),Platform game,
dbpedia_30766,Storyteller,,Daniel Benmergui,Windows PC,Puzzle video game,
dbpedia_30768,RoboCop,2004-01-01,Titus Interactive,Windows PC,First-person shooter,
dbpedia_30769,Balloon Fight,1984-01-01,Nintendo Research & Development 1,,Action game,
dbpedia_30771,Operation Flashpoint: Red River,2011-01-01,Codemasters,Windows PC,Tactical shooter,Operation Flashpoint (series)
dbpedia_30772,Cho Aniki,2000-01-01,Psikyo,Sega Saturn,Shoot 'em up,
dbpedia_30773,List of Monster Jam video games,2021-01-01,Torus Games,Xbox 360,Racing game,Monster Jam
dbpedia_30774,Oddworld: Stranger's Wrath,2012-01-01,Android (operating system),,Third-person shooter,
dbpedia_30775,Yakuza Kiwami 2,2017-01-01,Ryu Ga Gotoku Studio,PlayStation 4,Action-adventure,Yakuza (franchise)
dbpedia_30776,Marvel vs. Capcom 2: New Age of Heroes,2009-01-01,Backbone Entertainment,PlayStation 2,Fighting game,
dbpedia_30777,Madagascar Kartz,2009-01-01,Virtuos,Wii,Racing game,Madagascar (franchise)
dbpedia_30778,Gundam: Battle Assault,2004-01-01,Bandai,PlayStation,Versus fighting game,
dbpedia_30779,Cranston Manor,,Sierra Entertainment,,Graphic adventure game,List of Hi-Res Adventures video games
dbpedia_30780,Woody Poco,1986-01-01,DB-Soft,,Action RPG,
dbpedia_30781,Tom Clancy's Rainbow Six: Vegas,2006-01-01,,PlayStation 3,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_30782,Black/Matrix,2000-01-01,Flight Plan (game developer),Sega Saturn,Tactical role-playing game,
dbpedia_30783,Angry Birds Star Wars,,Rovio Entertainment,,Puzzle video game,Angry Birds
dbpedia_30784,Mad Dog II: The Lost Gold,2003-01-01,American Laser Games,,Interactive movie,
dbpedia_30785,Super Bubble Pop,2002-01-01,Runecraft (company),Game Boy Advance,Puzzle video game,
dbpedia_30786,Donkey Kong Land 2,1996-01-01,Rare (company),Game Boy,Platform game,
dbpedia_30787,South Park: The Stick of Truth,2014-01-01,Obsidian Entertainment,Xbox 360,Role-playing video game,
dbpedia_30788,Another World,2013-01-01,Delphine Software International,,Action game,
dbpedia_30789,Bloons Tower Defense,2011-01-01,Ninja Kiwi,Nintendo Switch,Tower defense,
dbpedia_30790,Jack Lumber,2014-01-01,Owlchemy Labs,macOS,Action game,
dbpedia_30792,Cliffhanger,1993-01-01,Sega Genesis,Nintendo Entertainment System (NES),Platform game,
dbpedia_30793,Wizardry: Proving Grounds of the Mad Overlord,,Game Studio (company),Nintendo Entertainment System (NES),Role-playing video game,Wizardry
dbpedia_30794,Far Cry 5,2020-01-01,,PlayStation 4,First-person shooter,
dbpedia_30795,Harry Potter and the Half-Blood Prince,2009-01-01,EA Mobile,Xbox 360,Action-adventure game,
dbpedia_30796,Blackguards 2,2017-01-01,Daedalic Entertainment,Windows PC,Tactical role-playing game,The Dark Eye
dbpedia_30797,List of Monster Jam video games,2015-01-01,Rainbow Studios,iOS (iPhone),,
dbpedia_30798,Castlevania: Lords of Shadow,2010-01-01,Kojima Productions,PlayStation 3,Action-adventure game,
dbpedia_30799,Cliffhanger,1993-01-01,Master System,Sega Game Gear,Beat 'em up,
dbpedia_30800,Dragon Age: Inquisition,2014-01-01,BioWare,PlayStation 4,Action role-playing,Dragon Age
dbpedia_30802,Garou: Mark of the Wolves,1999-01-01,Code Mystics,Arcade Cabinet,Fighting game,
dbpedia_30806,Fatal Fury Special,1993-01-01,JVCKenwood Victor Entertainment,,Fighting game,Fatal Fury
dbpedia_30808,Curses 'N Chaos,2015-01-01,Tribute Games,macOS,,
dbpedia_30809,Oniken,2020-01-01,Joymasher,Nintendo Switch,Platform game,
dbpedia_30810,Alone in the Dark 2,1995-01-01,Krisalis Software,,,Alone in the Dark
dbpedia_30813,Power Rangers: Battle for the Grid,2019-01-01,Animoca,Xbox One,Fighting game,PowerRangers
dbpedia_30814,Might and Magic Book One: The Secret of the Inner Sanctum,1990-01-01,New World Computing,,Role-playing video game,Might and Magic
dbpedia_30815,List of Fire Pro Wrestling games,1999-01-01,Spike Chunsoft,PlayStation 2,Professional wrestling,Fire Pro Wrestling
dbpedia_30816,Garry's Mod,2010-01-01,Facepunch Studios,Windows PC,Sandbox game,
dbpedia_30817,X-Men: Children of the Atom,1997-01-01,Probe Entertainment,,Fighting game,List of X-Men video games
dbpedia_30819,Cars,2006-01-01,Helixe,,Racing video game,
dbpedia_30820,TwinBee,2013-01-01,Konami,,Scrolling shooter,
dbpedia_30821,Dragon Warrior Monsters,1998-01-01,Tose (company),Nintendo 3DS,Role-playing video game,Dragon Quest Monsters
dbpedia_30824,Resident Evil Zero,2008-01-01,,Nintendo Switch,Survival horror,
dbpedia_30825,Marvel Pinball,,Zen Studios,Nintendo 3DS,Pinball,
dbpedia_30827,Ticket to Ride,2011-01-01,Days of Wonder,Windows PC,Turn-based strategy,
dbpedia_30829,PowerSlave,2022-01-01,Lobotomy Software,PlayStation,First-person shooter,
dbpedia_30830,NBA Hangtime,1996-01-01,Midway Studios San Diego,Super Nintendo (SNES),Sports game,
dbpedia_30832,Smashing Drive,2002-01-01,DSI Games,Nintendo GameCube,Racing video game,
dbpedia_30833,Wonder Boy: The Dragon's Trap,2017-01-01,,Android,Platform game,
dbpedia_30834,Samurai Shodown Anthology,2008-01-01,Terminal Reality,PlayStation Portable (PSP),Fighting game,
dbpedia_30835,Euro Truck Simulator 2,2015-01-01,SCS Software,Linux / SteamOS,Vehicle simulation game,Truck Simulator
dbpedia_30836,Shining Force,,Climax Entertainment,Sega Genesis / Mega Drive,Tactical role-playing,Shining (series)
dbpedia_30840,SpongeBob SquarePants: Plankton's Robotic Revenge,2013-01-01,Behaviour Interactive,Xbox 360,Platform game,SpongeBob SquarePants video games
dbpedia_30842,Frogger Returns,2009-01-01,,Nintendo DSi,Action game,Frogger
dbpedia_30843,Mickey's Safari in Letterland,,Beam Software,Nintendo Entertainment System (NES),Platformer,
dbpedia_30844,Risk,,Runecraft,,Turn-based strategy,
dbpedia_30845,Psychonauts in the Rhombus of Ruin,2017-01-01,Double Fine Productions,PlayStation 4,Puzzle video game,Psychonauts (video game series)
dbpedia_30846,Metal Max,1995-01-01,Crea-Tech,Super Nintendo (SNES),Role-playing video game,
dbpedia_30847,Tom Clancy's Rainbow Six 3: Raven Shield,,Ubi Soft Montreal,macOS,Tactical shooter,Tom Clancy's Rainbow Six
dbpedia_30853,Street Fighter X Tekken,2012-01-01,Sucker Punch Productions,PlayStation Vita,Fighting game,
dbpedia_30855,Hamtaro (video game series),2000-01-01,AlphaDream Corporation,macOS,Educational game,
dbpedia_30856,Pro Evolution Soccer 2011,2011-01-01,Konami,Android,Sports game,
dbpedia_30857,Puyopuyo!! Quest,,,Android,Role-playing game,Puyo Puyo
dbpedia_30858,Oddworld: Stranger's Wrath,2015-01-01,Android (operating system),Xbox One,Third-person shooter,Oddworld
dbpedia_30859,Bejeweled Twist,2010-01-01,PopCap Games,,Puzzle video game,Bejeweled (series)
dbpedia_30860,Where in the World Is Carmen Sandiego?,1985-01-01,B roderbund,,Educational game,
dbpedia_30861,Escape Plan,2013-01-01,,PlayStation Vita,Puzzle video game,
dbpedia_30862,The Outer Worlds,2020-01-01,Obsidian Entertainment,Windows PC,Action role-playing,
dbpedia_30863,Tengai Makyō: Daiyon no Mokushiroku,1997-01-01,Hudson Soft,PlayStation Portable (PSP),Role-playing video game,Far East of Eden
dbpedia_30865,Quarth,,Konami,,Puzzle video game,
dbpedia_30866,The Secret Saturdays: Beasts of the 5th Sun,2009-01-01,High Voltage Software,Wii,Action game,
dbpedia_30867,Radirgy Noa,2010-01-01,MileStone Inc.,Arcade Cabinet,Shoot'em up,Radirgy
dbpedia_30868,Mystery Case Files: MillionHeir,2008-01-01,Big Fish Games,Nintendo DS,Adventure game,Mystery Case Files
dbpedia_30869,Power Golf,2014-01-01,Hudson Soft,Windows PC (Microsoft Store),Sports game,
dbpedia_30870,Mighty Bomb Jack,1986-01-01,Tecmo,,Platform game,
dbpedia_30873,Conduit 2,2011-01-01,High Voltage Software,Wii,First-person shooter,
dbpedia_30874,The Sims FreePlay,2011-01-01,Firemonkeys Studios,,Social simulation game,
dbpedia_30875,The Lost Vikings 2,1997-01-01,Beam Software,Super Nintendo (SNES),Puzzle-platform game,
dbpedia_30876,Warhammer Online: Age of Reckoning,,Mythic Entertainment,macOS,Massively multiplayer online role-playing game,
dbpedia_30877,Battle Shark,1989-01-01,Taito Corporation,Arcade Cabinet,Shooter game,
dbpedia_30878,Brunswick Pro Bowling,2010-01-01,PlayStation 2,Xbox 360,Sports,
dbpedia_30881,Planetarian: The Reverie of a Little Planet,2004-01-01,Key (company),PlayStation 2,Visual novel,
dbpedia_30882,NRL Mascot Mania,2009-01-01,Wicked Witch Software,Nintendo DS,,
dbpedia_30883,TwinBee,2011-01-01,Konami,Nintendo Entertainment System (NES),Scrolling shooter,
dbpedia_30885,Brunswick Pro Bowling,2015-01-01,,PlayStation 4,Sports,
dbpedia_30886,List of Monster Jam video games,2015-01-01,Team6 Game Studios,iOS (iPhone),,Monster Jam
dbpedia_30890,List of Fire Pro Wrestling games,2013-01-01,Spike Chunsoft,,,
dbpedia_30891,Halo: The Master Chief Collection,2020-01-01,343 Industries,Xbox One,First-person shooter,Halo (series)
dbpedia_30892,Madden NFL 12,2011-01-01,EA Tiburon,PlayStation Portable (PSP),Sports game,
dbpedia_30893,WALL-E,2008-01-01,Helixe,Windows PC,Platform game,
dbpedia_30894,Mario Kart Tour,2019-01-01,Nintendo EPD,Android,Kart racing video game,Mario Kart
dbpedia_30899,The Urbz: Sims in the City,2004-01-01,Griptonite Games,Xbox,Life simulation game,
dbpedia_30900,Dragon Quest V,1992-01-01,ArtePiazza,Nintendo DS,Role-playing video game,Dragon Quest
dbpedia_30901,The Last Ninja,,System 3 (company),,,Last Ninja
dbpedia_30904,Race Drivin',1992-01-01,Imagineering (company),Arcade Cabinet,Sim racing,
dbpedia_30905,Clannad,2008-01-01,Key (company),PlayStation Portable (PSP),Visual novel,
